timestamp,a_right_backPose,b_right_backPose,c_right_backPose, HANDOVER_LEFT
1.6461490363780344e+18,-4763.0,-1246.0,-6599.0,1
1.6461490364281428e+18,-4754.0,-1186.0,-6660.0,1
1.6461490364776054e+18,-4813.0,-1230.0,-6612.0,1
1.646149036524242e+18,-4791.0,-1200.0,-6667.0,1
1.6461490365782623e+18,-4746.0,-1110.0,-6805.0,1
1.6461490366244326e+18,-4780.0,-991.0,-6850.0,1
1.6461490366787753e+18,-4802.0,-983.0,-6881.0,1
1.6461490367255322e+18,-4785.0,-984.0,-6740.0,1
1.646149036778141e+18,-4714.0,-1026.0,-6595.0,1
1.6461490368340641e+18,-4860.0,-902.0,-6741.0,1
1.6461490368785608e+18,-4776.0,-841.0,-6835.0,1
1.6461490369315366e+18,-4843.0,-894.0,-6823.0,1
1.64614903698079e+18,-4809.0,-839.0,-6924.0,1
1.6461490370337595e+18,-4739.0,-859.0,-6920.0,1
1.6461490370782246e+18,-4624.0,-810.0,-6900.0,1
1.6461490371299556e+18,-4514.0,-757.0,-6841.0,1
1.6461490371787338e+18,-4511.0,-728.0,-6822.0,1
1.6461490372359585e+18,-4556.0,-764.0,-6763.0,1
1.6461490372783337e+18,-4577.0,-807.0,-6756.0,1
1.646149037330335e+18,-4667.0,-869.0,-6749.0,1
1.646149037380592e+18,-4662.0,-783.0,-6829.0,1
1.646149037431041e+18,-4717.0,-892.0,-6885.0,1
1.6461490374784625e+18,-4729.0,-859.0,-6917.0,1
1.6461490375279002e+18,-4720.0,-758.0,-6969.0,1
1.6461490375805458e+18,-4697.0,-700.0,-6959.0,1
1.646149037628424e+18,-4595.0,-664.0,-6920.0,1
1.6461490376809853e+18,-4558.0,-681.0,-6907.0,1
1.6461490377302582e+18,-4531.0,-648.0,-6869.0,1
1.6461490377779817e+18,-4594.0,-673.0,-6849.0,1
1.6461490378305884e+18,-4607.0,-726.0,-6825.0,1
1.6461490378757706e+18,-4664.0,-763.0,-6867.0,1
1.6461490379304545e+18,-4729.0,-730.0,-6943.0,1
1.646149037976196e+18,-4642.0,-708.0,-6952.0,1
1.6461490380279288e+18,-4526.0,-708.0,-6891.0,1
1.6461490380801787e+18,-4614.0,-648.0,-6880.0,1
1.6461490381314173e+18,-4652.0,-667.0,-6848.0,1
1.6461490381803366e+18,-4678.0,-628.0,-6904.0,1
1.646149038228522e+18,-4703.0,-691.0,-6865.0,1
1.646149038276228e+18,-4641.0,-694.0,-6882.0,1
1.646149038330161e+18,-4674.0,-675.0,-6891.0,1
1.646149038378668e+18,-4680.0,-640.0,-6887.0,1
1.6461490384315466e+18,-4667.0,-678.0,-6890.0,1
1.646149038483288e+18,-4732.0,-687.0,-6903.0,1
1.6461490385295186e+18,-4772.0,-727.0,-7004.0,1
1.6461490385817748e+18,-4949.0,-948.0,-7167.0,1
1.64614903863057e+18,-5516.0,-1711.0,-6981.0,1
1.646149038681921e+18,-6210.0,-2463.0,-6611.0,1
1.6461490387265318e+18,-6802.0,-3081.0,-5847.0,1
1.646149038782451e+18,-6748.0,-3363.0,-4608.0,1
1.6461490388318167e+18,-5279.0,-3211.0,-4321.0,1
1.6461492180050399e+18,3554.0,6855.0,-3630.0,1
1.646149218055868e+18,3085.0,8028.0,-4567.0,1
1.646149218105953e+18,2645.0,8556.0,-4355.0,1
1.6461492181542853e+18,2347.0,8243.0,-3629.0,1
1.6461492182069002e+18,2199.0,8426.0,-3346.0,1
1.64614921825461e+18,2189.0,7981.0,-3222.0,1
1.6461492183058586e+18,1151.0,7267.0,-2327.0,1
1.6461492183562222e+18,1122.0,6377.0,-2806.0,1
1.6461492184050844e+18,1406.0,6478.0,-3547.0,1
1.646149218451314e+18,404.0,6881.0,-4107.0,1
1.6461492185061245e+18,-456.0,7217.0,-4025.0,1
1.6461492185547942e+18,-1256.0,7208.0,-4097.0,1
1.6461492186055478e+18,-1851.0,6898.0,-3929.0,1
1.6461492186577124e+18,-2419.0,6959.0,-3770.0,1
1.6461492187044823e+18,-2827.0,6494.0,-3365.0,1
1.646149218756579e+18,-3704.0,5916.0,-3132.0,1
1.6461492188306755e+18,-3877.0,5550.0,-3011.0,1
1.6461492188568978e+18,-3943.0,5480.0,-3000.0,1
1.6461492189059034e+18,-7084.0,4254.0,-4151.0,1
1.6461492189608632e+18,-8835.0,2596.0,-5072.0,1
1.6461492190061944e+18,-9887.0,535.0,-4956.0,1
1.646149219056271e+18,-8596.0,-895.0,-3907.0,1
1.646149219106155e+18,-5985.0,-1212.0,-3687.0,1
1.6461492191567793e+18,-3288.0,145.0,-5662.0,1
1.646149219207467e+18,-4161.0,608.0,-5533.0,1
