timestamp,a_right_backPose,b_right_backPose,c_right_backPose, BOLT_RIGHT
1.6461490411816412e+18,2401.0,1572.0,-7980.0,1
1.6461490412336896e+18,2238.0,1417.0,-8809.0,1
1.6461490413040527e+18,1371.0,1662.0,-9015.0,1
1.6461490413351862e+18,229.0,2088.0,-8421.0,1
1.6461490413820186e+18,-89.0,2302.0,-8225.0,1
1.6461490414365245e+18,504.0,1956.0,-8577.0,1
1.6461490414828764e+18,-530.0,2045.0,-7902.0,1
1.646149041533596e+18,-1724.0,2289.0,-7167.0,1
1.64614904158213e+18,492.0,2919.0,-7034.0,1
1.6461490416326036e+18,649.0,3251.0,-7886.0,1
1.6461490416860534e+18,-319.0,2439.0,-7890.0,1
1.6461490417355005e+18,-181.0,2935.0,-7808.0,1
1.6461490417874294e+18,-587.0,3071.0,-7269.0,1
1.646149041834992e+18,-769.0,3300.0,-7077.0,1
1.646149041887782e+18,-65.0,2815.0,-7385.0,1
1.646149041937592e+18,-823.0,2226.0,-7642.0,1
1.6461490419874153e+18,-2229.0,2651.0,-8383.0,1
1.6461490420307917e+18,-542.0,3207.0,-8238.0,1
1.646149042087203e+18,206.0,3732.0,-7811.0,1
1.6461490421333e+18,1377.0,4253.0,-6964.0,1
1.6461490422012513e+18,1223.0,4666.0,-6936.0,1
1.64614904223591e+18,-1890.0,5066.0,-7674.0,1
1.6461490422876088e+18,-2295.0,3834.0,-7067.0,1
1.6461490423364173e+18,-3707.0,3587.0,-7314.0,1
1.6461490423829018e+18,-3366.0,2304.0,-7398.0,1
1.6461490424326464e+18,-3591.0,1707.0,-7885.0,1
1.6461490424867364e+18,-4540.0,1308.0,-7698.0,1
1.6461490425326597e+18,-2794.0,1043.0,-7900.0,1
1.6461490425880604e+18,-3312.0,1380.0,-7919.0,1
1.646149042633682e+18,-1913.0,1730.0,-8092.0,1
1.6461490426867e+18,-2516.0,2756.0,-8270.0,1
1.6461490427327846e+18,-1281.0,3280.0,-7466.0,1
1.6461490427893384e+18,-3297.0,4173.0,-6620.0,1
1.6461490428323745e+18,-2646.0,4571.0,-6730.0,1
1.6461490428866225e+18,-1444.0,4422.0,-7019.0,1
1.646149042937401e+18,-779.0,4365.0,-7703.0,1
1.6461490429836393e+18,-677.0,4866.0,-7736.0,1
1.6461490430355233e+18,177.0,5914.0,-7251.0,1
1.6461490430882115e+18,-668.0,7978.0,-5519.0,1
1.6461490431369577e+18,-2994.0,8433.0,-3531.0,1
1.646149043189703e+18,-3772.0,7149.0,-2817.0,1
1.646149043236657e+18,-3526.0,6354.0,-5061.0,1
1.6461490432872788e+18,-1601.0,5066.0,-7309.0,1
1.6461490433398546e+18,-1258.0,3778.0,-7029.0,1
1.6461490433875274e+18,-1268.0,4514.0,-6412.0,1
1.6461490434400274e+18,-1670.0,5795.0,-6360.0,1
1.646149043486324e+18,-1875.0,6316.0,-5943.0,1
1.6461490435340152e+18,-2117.0,6437.0,-4542.0,1
1.6461490435908344e+18,-3885.0,7629.0,-4445.0,1
1.6461490436381466e+18,-3105.0,6396.0,-4384.0,1
1.6461490436855437e+18,-3293.0,5865.0,-4385.0,1
1.6461490437399048e+18,-2177.0,6471.0,-6137.0,1
1.646149043787224e+18,-1650.0,6080.0,-5084.0,1
1.6461490438393285e+18,-2542.0,7553.0,-4802.0,1
1.6461490438842437e+18,-1970.0,6647.0,-4054.0,1
1.646149043937472e+18,-1641.0,5771.0,-4575.0,1
1.6461490439865766e+18,-1353.0,5329.0,-6065.0,1
1.6461490440401393e+18,-1857.0,4520.0,-6428.0,1
1.6461490440861663e+18,-1642.0,4213.0,-6547.0,1
1.6461490441394365e+18,993.0,2538.0,-7529.0,1
1.6461490441881572e+18,2820.0,1141.0,-7674.0,1
1.6461490442395835e+18,1704.0,1263.0,-8168.0,1
1.6461490442875722e+18,2755.0,2044.0,-8061.0,1
1.6461490443379717e+18,3699.0,2128.0,-7303.0,1
1.6461490443878323e+18,3174.0,2510.0,-7141.0,1
1.6461490444374287e+18,3303.0,1973.0,-6605.0,1
1.6461490444897774e+18,3627.0,1756.0,-6540.0,1
1.6461490445383524e+18,3327.0,1526.0,-7396.0,1
1.6461490445860762e+18,1361.0,2046.0,-8157.0,1
1.6461490446408899e+18,2394.0,2281.0,-8443.0,1
1.6461490446847306e+18,3681.0,1250.0,-8560.0,1
1.6461490447411507e+18,3748.0,857.0,-6052.0,1
1.6461490447855304e+18,2806.0,484.0,-6747.0,1
1.6461490448380524e+18,2771.0,1785.0,-8317.0,1
1.646149044890197e+18,2095.0,1320.0,-8073.0,1
1.646149044937579e+18,1972.0,1412.0,-8092.0,1
1.6461490479930278e+18,-1971.0,-794.0,-9076.0,1
1.646149048040365e+18,-1393.0,-605.0,-8555.0,1
1.6461490480956106e+18,-1349.0,288.0,-8293.0,1
1.646149048141456e+18,-1192.0,824.0,-8646.0,1
1.6461490481905324e+18,-443.0,-104.0,-7928.0,1
1.646149048247274e+18,123.0,-428.0,-7738.0,1
1.6461490482955018e+18,-33.0,-164.0,-8040.0,1
1.646149048341286e+18,-628.0,1298.0,-8954.0,1
1.6461490483938852e+18,-147.0,624.0,-7772.0,1
1.6461490484421087e+18,-263.0,298.0,-8495.0,1
1.6461490484894659e+18,-3.0,1050.0,-8626.0,1
1.6461490485412997e+18,-2049.0,1439.0,-7772.0,1
1.6461490485941921e+18,-392.0,2213.0,-7864.0,1
1.6461490486430054e+18,-178.0,1839.0,-7514.0,1
1.6461490486937754e+18,-1032.0,2339.0,-7784.0,1
1.6461490487417917e+18,-987.0,2337.0,-8233.0,1
1.6461490487938237e+18,-1185.0,1813.0,-7425.0,1
1.646149048841121e+18,-874.0,1779.0,-7725.0,1
1.6461490488957865e+18,325.0,2097.0,-8101.0,1
1.6461490489418404e+18,-201.0,2464.0,-8222.0,1
1.646149048998521e+18,-2005.0,1785.0,-7795.0,1
1.6461490490409743e+18,-2449.0,1141.0,-8017.0,1
1.6461490490921252e+18,-1558.0,913.0,-8023.0,1
1.646149049141539e+18,-809.0,1261.0,-8011.0,1
1.6461490491918333e+18,-1034.0,1556.0,-7994.0,1
1.6461490492436052e+18,-1414.0,1919.0,-7766.0,1
1.646149049295969e+18,-1717.0,2448.0,-7929.0,1
1.6461490493411249e+18,-1800.0,2682.0,-8034.0,1
1.6461490493918602e+18,-799.0,2694.0,-7730.0,1
1.6461490494436316e+18,-28.0,2553.0,-6889.0,1
1.646149049496213e+18,-1908.0,3470.0,-8088.0,1
1.646149049540273e+18,-1342.0,2908.0,-7981.0,1
1.6461490495942996e+18,-3377.0,2449.0,-7714.0,1
1.6461490496417574e+18,-4312.0,4035.0,-7566.0,1
1.64614904969358e+18,-5777.0,3545.0,-7733.0,1
1.6461490497458941e+18,-4385.0,2859.0,-7281.0,1
1.646149049795532e+18,-6250.0,1651.0,-6653.0,1
1.6461490498440412e+18,-5461.0,743.0,-7753.0,1
1.6461490498947354e+18,-3697.0,-337.0,-8499.0,1
1.646149049944489e+18,-2390.0,250.0,-8908.0,1
1.6461490499925693e+18,-723.0,1528.0,-7969.0,1
1.6461490500472717e+18,-1039.0,4804.0,-8161.0,1
1.6461490500988529e+18,-2176.0,3923.0,-5773.0,1
1.6461490501495933e+18,-2131.0,4453.0,-5638.0,1
1.646149050191385e+18,-1152.0,5113.0,-6513.0,1
1.6461490502476324e+18,2186.0,6795.0,-8097.0,1
1.646149050298129e+18,787.0,7163.0,-6318.0,1
1.6461490503449567e+18,-311.0,7050.0,-4789.0,1
1.6461490503936586e+18,-1761.0,7493.0,-4425.0,1
1.646149050445529e+18,-5513.0,7834.0,-4595.0,1
1.6461490504940306e+18,-5324.0,5989.0,-4762.0,1
1.6461490505462213e+18,-4854.0,4043.0,-7030.0,1
1.6461490505941972e+18,-3840.0,3226.0,-8587.0,1
1.646149050643443e+18,-2229.0,3107.0,-7604.0,1
1.6461490506938854e+18,-1737.0,3095.0,-6263.0,1
1.646149050746501e+18,-1979.0,4159.0,-5684.0,1
1.6461490507915492e+18,-1242.0,5460.0,-6413.0,1
1.6461490508462584e+18,994.0,6946.0,-7367.0,1
1.646149050894738e+18,1274.0,7625.0,-6801.0,1
1.6461490509436332e+18,-45.0,7887.0,-5781.0,1
1.6461490509936963e+18,543.0,6164.0,-4384.0,1
1.646149051057076e+18,-1043.0,6548.0,-4598.0,1
1.646149051094179e+18,-2256.0,7288.0,-4663.0,1
1.646149051144605e+18,-4193.0,7300.0,-4815.0,1
1.6461490511919247e+18,-5668.0,6340.0,-6343.0,1
1.6461490512465705e+18,-4494.0,4007.0,-7321.0,1
1.6461490512973665e+18,-3297.0,3225.0,-7535.0,1
1.6461490513446597e+18,-1687.0,3234.0,-7329.0,1
1.646149051401252e+18,-1886.0,4105.0,-5994.0,1
1.6461490514538417e+18,-2595.0,4931.0,-5811.0,1
1.646149051498781e+18,-3645.0,5268.0,-4924.0,1
1.6461490515428984e+18,-1122.0,7162.0,-7042.0,1
