timestamp,a_right_backPose,b_right_backPose,c_right_backPose, DELIVERY_BIMANUAL
1.6461488239696983e+18,-7464.0,2573.0,-2961.0,1
1.6461488240105203e+18,-7387.0,2141.0,-2877.0,1
1.646148824061775e+18,-7366.0,2212.0,-2845.0,1
1.6461488241116058e+18,-7549.0,2491.0,-2943.0,1
1.6461488241612352e+18,-7738.0,2681.0,-2915.0,1
1.6461488242107075e+18,-7475.0,2929.0,-2957.0,1
1.6461488242611807e+18,-7170.0,2961.0,-2773.0,1
1.646148824310638e+18,-6923.0,2730.0,-2813.0,1
1.646148824362049e+18,-7151.0,2440.0,-2772.0,1
1.6461488244111388e+18,-7378.0,2212.0,-2768.0,1
1.6461488244625917e+18,-7610.0,2228.0,-2790.0,1
1.6461488245120187e+18,-7633.0,2242.0,-2695.0,1
1.6461488245614487e+18,-7616.0,2302.0,-2509.0,1
1.6461488246113772e+18,-7564.0,2281.0,-2407.0,1
1.6461488246625142e+18,-7564.0,2324.0,-2322.0,1
1.6461488247121037e+18,-7561.0,2262.0,-2388.0,1
1.6461488247616384e+18,-7736.0,2251.0,-2493.0,1
1.6461488248108997e+18,-7698.0,2271.0,-2540.0,1
1.6461488248619779e+18,-7583.0,2333.0,-2527.0,1
1.6461488249118746e+18,-7485.0,2345.0,-2528.0,1
1.6461488249610097e+18,-7555.0,2418.0,-2468.0,1
1.6461488250121385e+18,-7530.0,2402.0,-2455.0,1
1.6461488250655578e+18,-7647.0,2429.0,-2532.0,1
1.6461488251106378e+18,-7610.0,2409.0,-2509.0,1
1.6461488251629363e+18,-7582.0,2429.0,-2482.0,1
1.6461488252168328e+18,-7486.0,2375.0,-2502.0,1
1.6461488252622833e+18,-7405.0,2358.0,-2431.0,1
1.646148825318889e+18,-7584.0,2385.0,-2433.0,1
1.6461488253657782e+18,-7662.0,2483.0,-2462.0,1
1.6461488254158886e+18,-7623.0,2483.0,-2466.0,1
1.6461488254608504e+18,-7523.0,2452.0,-2464.0,1
1.6461488255167905e+18,-7449.0,2503.0,-2542.0,1
1.646148825561395e+18,-7444.0,2519.0,-2502.0,1
1.6461488256146514e+18,-7513.0,2491.0,-2481.0,1
1.6461488256660946e+18,-7563.0,2463.0,-2498.0,1
1.6461488257191951e+18,-7634.0,2428.0,-2434.0,1
1.646148825761868e+18,-7582.0,2434.0,-2415.0,1
1.6461488258144543e+18,-7675.0,2445.0,-2328.0,1
1.6461488258643254e+18,-7599.0,2419.0,-2310.0,1
1.646148825916079e+18,-7607.0,2436.0,-2373.0,1
1.6461488259626168e+18,-7644.0,2545.0,-2427.0,1
1.64614882601651e+18,-7609.0,2520.0,-2480.0,1
1.6461488260644221e+18,-7572.0,2490.0,-2558.0,1
1.6461488261173453e+18,-7492.0,2408.0,-2363.0,1
1.6461488261658427e+18,-7609.0,2353.0,-2200.0,1
1.6461488262165821e+18,-7443.0,2336.0,-2604.0,1
1.646148826264211e+18,-7378.0,2447.0,-3197.0,1
1.646148826314594e+18,-6869.0,2121.0,-3784.0,1
1.6461488263622874e+18,-4857.0,1234.0,-3706.0,1
1.646148826416414e+18,-4381.0,1874.0,-5112.0,1
1.6461488264643546e+18,-4645.0,2290.0,-6036.0,1
1.646148826516599e+18,-5195.0,2578.0,-7309.0,1
1.6461488265679357e+18,-4341.0,2728.0,-7543.0,1
1.6461488266147837e+18,-4532.0,2483.0,-7582.0,1
1.646148826663964e+18,-4550.0,2783.0,-7158.0,1
1.6461488267149248e+18,-5540.0,3225.0,-8161.0,1
1.6461488267640794e+18,-8251.0,5972.0,-13485.0,1
1.6461488268149906e+18,-11445.0,4623.0,-15587.0,1
1.6461488268691039e+18,-10778.0,2716.0,-11857.0,1
1.6461488268984422e+18,-8583.0,1890.0,-8829.0,1
1.646148826968721e+18,-1813.0,-592.0,-2672.0,1
1.6461488270157658e+18,89.0,-684.0,-1266.0,1
1.646148827065054e+18,972.0,-1293.0,-649.0,1
1.6461488271149169e+18,923.0,-62.0,-3104.0,1
1.646148827166951e+18,65.0,300.0,-5157.0,1
1.6461488272158646e+18,17.0,1014.0,-6867.0,1
1.6461488272671345e+18,-69.0,-485.0,-7166.0,1
1.6461488273161853e+18,1280.0,89.0,-8471.0,1
1.646148827365501e+18,1237.0,-1746.0,-8269.0,1
