timestamp,a_right_backPose,b_right_backPose,c_right_backPose, ASSEMBLY1_BIMANUAL
1.6461488319700365e+18,-7542.0,2348.0,-3430.0,1
1.646148832023673e+18,-7817.0,2635.0,-3834.0,1
1.646148832068276e+18,-7257.0,2461.0,-4395.0,1
1.6461488321203223e+18,-7056.0,1631.0,-4923.0,1
1.646148832171186e+18,-7121.0,1662.0,-4681.0,1
1.6461488322234808e+18,-8415.0,1341.0,-4494.0,1
1.646148832268664e+18,-8226.0,842.0,-3986.0,1
1.646148832324658e+18,-7364.0,187.0,-4607.0,1
1.6461488323786255e+18,-7178.0,-552.0,-4754.0,1
1.646148832425703e+18,-5950.0,-868.0,-5164.0,1
1.6461488324726707e+18,-6487.0,-2726.0,-4193.0,1
1.646148832524836e+18,-5716.0,-2951.0,-3100.0,1
1.6461488325736906e+18,-5832.0,-1374.0,-4743.0,1
1.646148832621067e+18,-5286.0,-2743.0,-6370.0,1
1.646148832671259e+18,-5576.0,-2432.0,-6140.0,1
1.6461488327233997e+18,-3647.0,-2216.0,-6258.0,1
1.646148832771282e+18,-2621.0,-2784.0,-5816.0,1
1.6461488328230787e+18,-2920.0,-1359.0,-6380.0,1
1.6461488328687432e+18,-3178.0,-1821.0,-8008.0,1
1.6461488329206958e+18,-2393.0,-1297.0,-7787.0,1
1.646148832972345e+18,-569.0,101.0,-5049.0,1
1.6461488330188326e+18,-6474.0,-659.0,-5882.0,1
1.6461488330740106e+18,-5596.0,-3132.0,-5448.0,1
1.6461488331236052e+18,-5522.0,-4442.0,-5974.0,1
1.6461488331738158e+18,-3384.0,-4965.0,-7102.0,1
1.6461488332225953e+18,-965.0,-5180.0,-6839.0,1
1.6461488332740682e+18,-3742.0,-3548.0,-6799.0,1
1.6461488333227817e+18,-3393.0,-3278.0,-6292.0,1
1.6461488333728061e+18,-1752.0,-3286.0,-6257.0,1
1.6461488334209344e+18,-3101.0,-2017.0,-4784.0,1
1.646148833472868e+18,-5331.0,-1108.0,-3888.0,1
1.6461488335239642e+18,-5459.0,-400.0,-2429.0,1
1.6461488335741028e+18,-8189.0,1394.0,-2491.0,1
1.646148833622934e+18,-10536.0,3056.0,-1718.0,1
1.6461488336724365e+18,-11206.0,4251.0,-1833.0,1
1.6461488337206287e+18,-8851.0,3445.0,-2612.0,1
1.6461488337751772e+18,-9151.0,3363.0,-3571.0,1
1.6461488338207265e+18,-8178.0,3577.0,-4799.0,1
1.6461488338778767e+18,-7223.0,832.0,-4265.0,1
1.646148833923219e+18,-5865.0,51.0,-4349.0,1
1.6461488339744253e+18,-3043.0,865.0,-6108.0,1
1.6461488340230172e+18,-2434.0,2251.0,-6735.0,1
1.646148834074446e+18,-1310.0,2914.0,-6596.0,1
1.6461488341242117e+18,-1297.0,4393.0,-7391.0,1
1.6461488341760435e+18,-86.0,5182.0,-10709.0,1
1.6461488342238935e+18,-2434.0,5396.0,-9314.0,1
1.6461488342748698e+18,-3753.0,4261.0,-10215.0,1
1.6461488343229688e+18,-3868.0,2815.0,-8935.0,1
1.6461488343751406e+18,-4955.0,877.0,-6833.0,1
1.6461488344226698e+18,-4135.0,-262.0,-5707.0,1
1.6461488344756106e+18,-3907.0,-781.0,-5487.0,1
1.646148834522887e+18,-3991.0,-1061.0,-5643.0,1
1.6461488345790712e+18,-4318.0,-963.0,-6083.0,1
1.6461488346221458e+18,-4653.0,-1143.0,-6240.0,1
1.6461488346718461e+18,-4539.0,-888.0,-6351.0,1
1.6461488347240627e+18,-5064.0,-811.0,-6203.0,1
1.6461488347735414e+18,-5306.0,-778.0,-6120.0,1
1.6461488348226693e+18,-4613.0,-866.0,-6355.0,1
1.6461488348774129e+18,-5375.0,-1011.0,-6413.0,1
1.6461488349289935e+18,-5124.0,-1087.0,-6281.0,1
1.6461488349774508e+18,-5180.0,-833.0,-6648.0,1
1.6461488350283087e+18,-4944.0,-1121.0,-7023.0,1
1.6461488350732503e+18,-5405.0,-1139.0,-7004.0,1
1.6461488351295383e+18,-3460.0,-1132.0,-6856.0,1
1.6461488351744934e+18,-3460.0,-1152.0,-6287.0,1
1.6461488352282737e+18,-4601.0,-999.0,-6434.0,1
1.6461488352733885e+18,-4776.0,-700.0,-6883.0,1
1.6461488353280538e+18,-4753.0,-727.0,-6655.0,1
1.6461488353724452e+18,-4805.0,-616.0,-6494.0,1
1.646148835428764e+18,-5560.0,-491.0,-6679.0,1
1.646148835477669e+18,-5301.0,-803.0,-6884.0,1
1.6461488355289958e+18,-6824.0,-1230.0,-6581.0,1
1.6461488355733855e+18,-3847.0,-480.0,-7217.0,1
1.646148835629612e+18,-5192.0,-870.0,-6814.0,1
1.6461488356744005e+18,-4313.0,-655.0,-6692.0,1
1.6461488357245617e+18,-6880.0,-825.0,-5442.0,1
1.646148835773943e+18,-5426.0,-435.0,-5433.0,1
1.6461488358260534e+18,-4431.0,-671.0,-5590.0,1
1.6461488358776366e+18,-4616.0,-75.0,-5527.0,1
1.646148835924701e+18,-5315.0,-744.0,-5558.0,1
1.6461488359737848e+18,-5088.0,-1625.0,-5082.0,1
1.6461488360253834e+18,-3132.0,-1634.0,-5270.0,1
1.6461488360747287e+18,-2592.0,-737.0,-4994.0,1
1.6461488361290714e+18,-4172.0,2075.0,-6597.0,1
1.6461488361735452e+18,-6487.0,3905.0,-8860.0,1
1.6461488362277704e+18,-6250.0,3227.0,-9269.0,1
1.6461488362758364e+18,-5322.0,2621.0,-8226.0,1
1.6461488368800558e+18,-4016.0,2440.0,-12449.0,1
