timestamp,a_left_backPose,b_left_backPose,c_left_backPose,File Name
1.6463875069953777e+18,1177.0,7950.0,-1151.0,frame_100.jpeg
1.6463875070474122e+18,1201.0,7935.0,-1120.0,frame_101.jpeg
1.6463875070948447e+18,1237.0,7968.0,-1106.0,frame_102.jpeg
1.6463875071490273e+18,1222.0,7970.0,-1109.0,frame_103.jpeg
1.6463880204883195e+18,1787.0,2004.0,-7557.0,frame_10357.jpeg
1.6463880205353083e+18,1889.0,2058.0,-7500.0,frame_10358.jpeg
1.646388020585201e+18,1562.0,1892.0,-7624.0,frame_10359.jpeg
1.6463880206359027e+18,1263.0,1635.0,-7724.0,frame_10360.jpeg
1.6463880206852928e+18,1051.0,1597.0,-7806.0,frame_10361.jpeg
1.6463880207349184e+18,2450.0,2248.0,-7392.0,frame_10362.jpeg
1.6463880207862612e+18,1718.0,2053.0,-7517.0,frame_10363.jpeg
1.6463880208350774e+18,1380.0,1835.0,-7623.0,frame_10364.jpeg
1.646388020888633e+18,1659.0,1949.0,-7600.0,frame_10365.jpeg
1.6463880209356982e+18,1605.0,1741.0,-7681.0,frame_10366.jpeg
1.6463880209875622e+18,1913.0,2040.0,-7556.0,frame_10367.jpeg
1.6463880210402284e+18,1397.0,1882.0,-7661.0,frame_10368.jpeg
1.646388021087443e+18,893.0,1413.0,-7898.0,frame_10369.jpeg
1.6463880211390797e+18,2662.0,1796.0,-7421.0,frame_10370.jpeg
1.646388021190045e+18,1825.0,2217.0,-7556.0,frame_10371.jpeg
1.6463880212398303e+18,1385.0,1784.0,-7684.0,frame_10372.jpeg
1.6463880212908065e+18,1574.0,1593.0,-7721.0,frame_10373.jpeg
1.6463880213373614e+18,1485.0,1656.0,-7745.0,frame_10374.jpeg
1.6463880213897848e+18,1917.0,1905.0,-7604.0,frame_10375.jpeg
1.6463880214365919e+18,1467.0,1817.0,-7657.0,frame_10376.jpeg
1.646388021486649e+18,1564.0,1707.0,-7634.0,frame_10377.jpeg
1.646388021542339e+18,1701.0,1607.0,-7695.0,frame_10378.jpeg
1.6463880215884544e+18,1501.0,1653.0,-7717.0,frame_10379.jpeg
1.646388021640828e+18,1592.0,1837.0,-7632.0,frame_10380.jpeg
1.6463880216890767e+18,1540.0,1734.0,-7670.0,frame_10381.jpeg
1.6463880217387008e+18,1777.0,1838.0,-7599.0,frame_10382.jpeg
1.646388021784426e+18,1611.0,1599.0,-7710.0,frame_10383.jpeg
1.6463880218392207e+18,1277.0,1560.0,-7730.0,frame_10384.jpeg
1.6463880218892675e+18,1117.0,1536.0,-7780.0,frame_10385.jpeg
1.6463880219389005e+18,1713.0,1553.0,-7663.0,frame_10386.jpeg
1.646388021989012e+18,1983.0,1774.0,-7621.0,frame_10387.jpeg
1.646388022036701e+18,1404.0,1643.0,-7682.0,frame_10388.jpeg
1.6463880220891425e+18,1654.0,1725.0,-7700.0,frame_10389.jpeg
1.6463880221392479e+18,1527.0,1443.0,-7706.0,frame_10390.jpeg
1.6463880221813233e+18,1375.0,1466.0,-7735.0,frame_10391.jpeg
1.6463880222394012e+18,1773.0,1854.0,-7641.0,frame_10392.jpeg
1.646388022285877e+18,1671.0,1736.0,-7618.0,frame_10393.jpeg
1.646388022340455e+18,1485.0,1467.0,-7741.0,frame_10394.jpeg
1.6463880223881364e+18,1488.0,1491.0,-7719.0,frame_10395.jpeg
1.6463880224392876e+18,1373.0,1643.0,-7714.0,frame_10396.jpeg
1.6463880224874094e+18,1329.0,1451.0,-7748.0,frame_10397.jpeg
1.6463880225398848e+18,1574.0,1381.0,-7728.0,frame_10398.jpeg
1.6463880225875295e+18,1649.0,1551.0,-7755.0,frame_10399.jpeg
1.6463875071942996e+18,1215.0,7965.0,-1157.0,frame_104.jpeg
1.6463880226404065e+18,1632.0,1574.0,-7660.0,frame_10400.jpeg
1.646388022691994e+18,1515.0,1458.0,-7738.0,frame_10401.jpeg
1.646388022740796e+18,1643.0,1618.0,-7663.0,frame_10402.jpeg
1.6463880227945761e+18,1622.0,1753.0,-7641.0,frame_10403.jpeg
1.6463880228379917e+18,1562.0,1624.0,-7671.0,frame_10404.jpeg
1.646388022890891e+18,1555.0,1513.0,-7721.0,frame_10405.jpeg
1.6463880229390024e+18,1615.0,1558.0,-7691.0,frame_10406.jpeg
1.6463880229936479e+18,1675.0,1577.0,-7649.0,frame_10407.jpeg
1.646388023040921e+18,1796.0,1590.0,-7676.0,frame_10408.jpeg
1.6463880230940383e+18,1608.0,1410.0,-7734.0,frame_10409.jpeg
1.6463880231390515e+18,1284.0,1184.0,-7800.0,frame_10410.jpeg
1.6463880231880133e+18,1202.0,1512.0,-7798.0,frame_10411.jpeg
1.6463880232361964e+18,1405.0,1561.0,-7690.0,frame_10412.jpeg
1.6463880232921713e+18,1978.0,1558.0,-7669.0,frame_10413.jpeg
1.646388023342778e+18,1701.0,1632.0,-7670.0,frame_10414.jpeg
1.646388023392485e+18,1532.0,1572.0,-7619.0,frame_10415.jpeg
1.646388023438654e+18,1684.0,1469.0,-7731.0,frame_10416.jpeg
1.646388023490053e+18,1748.0,1603.0,-7711.0,frame_10417.jpeg
1.6463880235374968e+18,1168.0,1189.0,-7830.0,frame_10418.jpeg
1.6463880235899208e+18,1079.0,1217.0,-7828.0,frame_10419.jpeg
1.6463880236424166e+18,1150.0,1433.0,-7776.0,frame_10420.jpeg
1.6463880236921405e+18,2220.0,2092.0,-7585.0,frame_10421.jpeg
1.6463880237380948e+18,1536.0,1550.0,-7708.0,frame_10422.jpeg
1.6463880237928678e+18,1253.0,1273.0,-7772.0,frame_10423.jpeg
1.6463880238411845e+18,1858.0,1542.0,-7703.0,frame_10424.jpeg
1.6463880238916913e+18,1683.0,1516.0,-7636.0,frame_10425.jpeg
1.6463880239376753e+18,1518.0,1479.0,-7778.0,frame_10426.jpeg
1.6463880239889938e+18,1466.0,1279.0,-7730.0,frame_10427.jpeg
1.6463880240370097e+18,1554.0,1312.0,-7736.0,frame_10428.jpeg
1.6463880240917783e+18,1772.0,1553.0,-7675.0,frame_10429.jpeg
1.646388024140784e+18,1703.0,1654.0,-7604.0,frame_10430.jpeg
1.646388024192079e+18,1419.0,1420.0,-7802.0,frame_10431.jpeg
1.6463880242430377e+18,1256.0,1172.0,-7775.0,frame_10432.jpeg
1.6463880242915192e+18,1695.0,1501.0,-7711.0,frame_10433.jpeg
1.6463880243430047e+18,1791.0,1645.0,-7610.0,frame_10434.jpeg
1.6463880243923843e+18,1598.0,1456.0,-7722.0,frame_10435.jpeg
1.6463880244450614e+18,1534.0,1213.0,-7779.0,frame_10436.jpeg
1.6463880244932838e+18,1371.0,1066.0,-7821.0,frame_10437.jpeg
1.6463880245400525e+18,1168.0,1335.0,-7851.0,frame_10438.jpeg
1.6463880245911112e+18,2328.0,1826.0,-7520.0,frame_10439.jpeg
1.6463880246409367e+18,1538.0,1423.0,-7777.0,frame_10440.jpeg
1.6463880246916134e+18,1486.0,1273.0,-7746.0,frame_10441.jpeg
1.6463880247446723e+18,1624.0,1399.0,-7781.0,frame_10442.jpeg
1.6463880247915274e+18,1509.0,1428.0,-7741.0,frame_10443.jpeg
1.646388024842349e+18,1708.0,1384.0,-7687.0,frame_10444.jpeg
1.646388024893528e+18,1679.0,1411.0,-7751.0,frame_10445.jpeg
1.646388024942243e+18,1458.0,1297.0,-7693.0,frame_10446.jpeg
1.646388024993679e+18,1540.0,1270.0,-7809.0,frame_10447.jpeg
1.6463880250408497e+18,1670.0,1441.0,-7672.0,frame_10448.jpeg
1.646388025092604e+18,1596.0,1519.0,-7669.0,frame_10449.jpeg
1.6463880251432248e+18,1578.0,1382.0,-7765.0,frame_10450.jpeg
1.6463880251954936e+18,1562.0,1289.0,-7746.0,frame_10451.jpeg
1.6463880252456696e+18,1744.0,1513.0,-7710.0,frame_10452.jpeg
1.6463880252916823e+18,1501.0,1334.0,-7688.0,frame_10453.jpeg
1.646388025340567e+18,1471.0,1173.0,-7844.0,frame_10454.jpeg
1.6463880253942835e+18,1970.0,1408.0,-7637.0,frame_10455.jpeg
1.646388025443504e+18,1593.0,1379.0,-7741.0,frame_10456.jpeg
1.6463880254903432e+18,1471.0,1219.0,-7819.0,frame_10457.jpeg
1.6463880255423726e+18,1338.0,1218.0,-7755.0,frame_10458.jpeg
1.6463880255897188e+18,1800.0,1457.0,-7694.0,frame_10459.jpeg
1.646388025641894e+18,1541.0,1251.0,-7714.0,frame_10460.jpeg
1.646388025689384e+18,1586.0,1335.0,-7730.0,frame_10461.jpeg
1.6463880257383736e+18,1731.0,1593.0,-7675.0,frame_10462.jpeg
1.646388025789961e+18,1556.0,1298.0,-7697.0,frame_10463.jpeg
1.6463880258442127e+18,1567.0,1106.0,-7858.0,frame_10464.jpeg
1.6463880258952975e+18,1693.0,1349.0,-7675.0,frame_10465.jpeg
1.6463880259435738e+18,1473.0,1313.0,-7815.0,frame_10466.jpeg
1.646388025998294e+18,1362.0,1076.0,-7771.0,frame_10467.jpeg
1.6463880260449183e+18,1924.0,1515.0,-7667.0,frame_10468.jpeg
1.6463880260931717e+18,1591.0,1357.0,-7771.0,frame_10469.jpeg
1.646388026144294e+18,1600.0,1272.0,-7679.0,frame_10470.jpeg
1.6463880261922127e+18,1520.0,1263.0,-7825.0,frame_10471.jpeg
1.6463880262445926e+18,1678.0,1449.0,-7627.0,frame_10472.jpeg
1.6463880262955814e+18,1581.0,1341.0,-7764.0,frame_10473.jpeg
1.6463880263455409e+18,1604.0,1126.0,-7744.0,frame_10474.jpeg
1.6463880263937367e+18,1735.0,1325.0,-7705.0,frame_10475.jpeg
1.6463880264445373e+18,1833.0,1477.0,-7694.0,frame_10476.jpeg
1.6463880264949711e+18,1505.0,1081.0,-7739.0,frame_10477.jpeg
1.6463880265450836e+18,983.0,897.0,-7948.0,frame_10478.jpeg
1.6463880265940667e+18,2538.0,1557.0,-7616.0,frame_10479.jpeg
1.6463880266409413e+18,1430.0,1434.0,-7734.0,frame_10480.jpeg
1.646388026694733e+18,1675.0,1322.0,-7685.0,frame_10481.jpeg
1.6463880267452498e+18,1510.0,1021.0,-7826.0,frame_10482.jpeg
1.646388026798279e+18,1641.0,1181.0,-7740.0,frame_10483.jpeg
1.646388026845488e+18,1583.0,1320.0,-7728.0,frame_10484.jpeg
1.646388026897353e+18,1639.0,1446.0,-7715.0,frame_10485.jpeg
1.6463880269451085e+18,1404.0,1152.0,-7778.0,frame_10486.jpeg
1.6463880269933632e+18,1837.0,1274.0,-7737.0,frame_10487.jpeg
1.6463880270415844e+18,1768.0,1364.0,-7703.0,frame_10488.jpeg
1.646388027094196e+18,1423.0,1269.0,-7756.0,frame_10489.jpeg
1.6463880271450813e+18,934.0,982.0,-7882.0,frame_10490.jpeg
1.646388027194678e+18,2413.0,1365.0,-7589.0,frame_10491.jpeg
1.6463880272457262e+18,1277.0,1224.0,-7764.0,frame_10492.jpeg
1.646388027297816e+18,1576.0,1327.0,-7692.0,frame_10493.jpeg
1.6463880273501084e+18,1509.0,1253.0,-7776.0,frame_10494.jpeg
1.6463880273932316e+18,1561.0,1243.0,-7729.0,frame_10495.jpeg
1.6463880274484227e+18,1594.0,1326.0,-7765.0,frame_10496.jpeg
1.6463880274936515e+18,1715.0,1408.0,-7732.0,frame_10497.jpeg
1.6463880275513134e+18,1606.0,1217.0,-7643.0,frame_10498.jpeg
1.6463880275969175e+18,1873.0,1163.0,-7742.0,frame_10499.jpeg
1.6463875072485414e+18,1168.0,7932.0,-1178.0,frame_105.jpeg
1.6463880276439729e+18,1266.0,841.0,-7889.0,frame_10500.jpeg
1.6463880276925332e+18,-134.0,857.0,-8231.0,frame_10501.jpeg
1.6463880277439012e+18,3721.0,1776.0,-7358.0,frame_10502.jpeg
1.64638802779795e+18,1642.0,1494.0,-7759.0,frame_10503.jpeg
1.6463880278466606e+18,1539.0,1649.0,-7567.0,frame_10504.jpeg
1.6463880278934835e+18,1506.0,1139.0,-7894.0,frame_10505.jpeg
1.646388027947629e+18,1280.0,1029.0,-7764.0,frame_10506.jpeg
1.6463880279922368e+18,1977.0,984.0,-7735.0,frame_10507.jpeg
1.646388030192658e+18,-387.0,992.0,-8136.0,frame_10551.jpeg
1.6463880302468004e+18,302.0,876.0,-7976.0,frame_10552.jpeg
1.6463880302967112e+18,737.0,783.0,-7831.0,frame_10553.jpeg
1.6463880303491907e+18,146.0,454.0,-8046.0,frame_10554.jpeg
1.6463880303980014e+18,179.0,498.0,-8077.0,frame_10555.jpeg
1.6463880304589988e+18,301.0,450.0,-8030.0,frame_10556.jpeg
1.6463880304987197e+18,728.0,470.0,-7895.0,frame_10557.jpeg
1.6463880305579942e+18,449.0,433.0,-7999.0,frame_10558.jpeg
1.6463880306238228e+18,404.0,469.0,-8067.0,frame_10559.jpeg
1.6463880306559665e+18,368.0,533.0,-8012.0,frame_10560.jpeg
1.646388030690656e+18,675.0,384.0,-7915.0,frame_10561.jpeg
1.646388030752038e+18,383.0,756.0,-8022.0,frame_10562.jpeg
1.6463880308004104e+18,774.0,666.0,-8105.0,frame_10563.jpeg
1.6463880308514732e+18,1447.0,525.0,-7712.0,frame_10564.jpeg
1.6463880309004447e+18,1036.0,413.0,-7970.0,frame_10565.jpeg
1.646388030949397e+18,1136.0,700.0,-7889.0,frame_10566.jpeg
1.6463880309980913e+18,1127.0,651.0,-8026.0,frame_10567.jpeg
1.6463880310541857e+18,1340.0,292.0,-7872.0,frame_10568.jpeg
1.6463880310981207e+18,1696.0,150.0,-7789.0,frame_10569.jpeg
1.6463880311482573e+18,1904.0,88.0,-7697.0,frame_10570.jpeg
1.646388031199284e+18,1753.0,79.0,-7721.0,frame_10571.jpeg
1.6463880312547945e+18,1741.0,225.0,-7811.0,frame_10572.jpeg
1.6463880312983058e+18,2168.0,196.0,-7745.0,frame_10573.jpeg
1.646388031350824e+18,1998.0,96.0,-7727.0,frame_10574.jpeg
1.646388031398922e+18,2067.0,187.0,-7762.0,frame_10575.jpeg
1.6463880314534915e+18,1825.0,438.0,-7704.0,frame_10576.jpeg
1.6463880314995356e+18,1752.0,528.0,-7793.0,frame_10577.jpeg
1.646388031550621e+18,1737.0,375.0,-7844.0,frame_10578.jpeg
