timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, BOLT_LEFT
1.6449325060482488e+18,-1230.0,8001.0,1781.0,1
1.6449325060931502e+18,-1202.0,8118.0,1655.0,1
1.6449325061548032e+18,-1234.0,8267.0,1202.0,1
1.644932506219429e+18,-1489.0,8201.0,1468.0,1
1.6449325062437665e+18,-1480.0,8254.0,1462.0,1
1.6449325063075484e+18,-1294.0,8203.0,1101.0,1
1.644932506354081e+18,-1122.0,8027.0,1179.0,1
1.6449325063864684e+18,-1482.0,8004.0,1543.0,1
1.6449325064390364e+18,-1428.0,8081.0,1571.0,1
1.6449325064877332e+18,-1524.0,8055.0,1502.0,1
1.6449325065385997e+18,-1373.0,8058.0,1233.0,1
1.6449325065868818e+18,-1356.0,8131.0,1498.0,1
1.6449325066452997e+18,-1294.0,8146.0,1476.0,1
1.6449325066901284e+18,-1277.0,8148.0,1467.0,1
1.6449325067603144e+18,-1252.0,8143.0,1468.0,1
1.6449325068199037e+18,-1229.0,8139.0,1487.0,1
1.6449325068199037e+18,-1229.0,8139.0,1487.0,1
1.6449325068754755e+18,-1199.0,8139.0,1499.0,1
1.6449325069244723e+18,-1173.0,8149.0,1504.0,1
1.6449325070014546e+18,-1149.0,8196.0,1453.0,1
1.6449325070631862e+18,-1146.0,8231.0,1407.0,1
1.6449325071061332e+18,-1163.0,8301.0,1323.0,1
1.6449325071061332e+18,-1163.0,8301.0,1323.0,1
1.6449325071864417e+18,-1170.0,8328.0,1324.0,1
1.6449325072219978e+18,-1175.0,8320.0,1326.0,1
1.6449325072885036e+18,-1202.0,8297.0,1358.0,1
1.6449325073326095e+18,-1232.0,8264.0,1393.0,1
1.6449325074433426e+18,-1261.0,8231.0,1432.0,1
1.6449325074433426e+18,-1261.0,8231.0,1432.0,1
1.6449325074850813e+18,-1303.0,8172.0,1509.0,1
1.6449325075677353e+18,-1309.0,8137.0,1570.0,1
1.6449325075924605e+18,-1312.0,8108.0,1629.0,1
1.6449325076616484e+18,-1315.0,8097.0,1695.0,1
1.6449325076963174e+18,-1321.0,8097.0,1765.0,1
1.6449325077643348e+18,-1317.0,8098.0,1829.0,1
1.644932507787607e+18,-1314.0,8111.0,1869.0,1
1.6449325078252887e+18,-1298.0,8143.0,1869.0,1
1.6449325078930537e+18,-1184.0,8330.0,1555.0,1
1.644932507942767e+18,-1180.0,8170.0,1476.0,1
1.644932507942767e+18,-1180.0,8170.0,1476.0,1
1.6449325080528658e+18,-1169.0,8205.0,1248.0,1
1.644932508090419e+18,-1307.0,8305.0,1607.0,1
1.644932508141781e+18,-1265.0,7979.0,1593.0,1
1.6449325081920576e+18,-1536.0,8252.0,2297.0,1
1.6449325082272632e+18,-1538.0,8138.0,2346.0,1
1.644932508259161e+18,-1485.0,8024.0,2317.0,1
1.6449325083400776e+18,-1411.0,7942.0,2125.0,1
1.6449325083783444e+18,-1336.0,7890.0,1916.0,1
1.6449325084335455e+18,-1276.0,7795.0,1749.0,1
1.644932508470922e+18,-1249.0,7765.0,1762.0,1
1.6449325085381048e+18,-1185.0,7800.0,1671.0,1
1.644932508607208e+18,-1158.0,7914.0,1591.0,1
1.6449325086411927e+18,-1177.0,7957.0,1563.0,1
1.6449325086705075e+18,-1221.0,7982.0,1599.0,1
1.6449325087614152e+18,-1313.0,8063.0,1734.0,1
1.6449325088080387e+18,-1314.0,8103.0,1687.0,1
1.6449325088472384e+18,-1300.0,8088.0,1644.0,1
1.6449325088935293e+18,-1302.0,7984.0,1622.0,1
1.6449325089572255e+18,-1386.0,7710.0,1604.0,1
1.6449325089929103e+18,-1337.0,7718.0,1506.0,1
1.644932509037964e+18,-1107.0,7992.0,1340.0,1
1.6449325090992696e+18,-1264.0,7927.0,1550.0,1
1.64493250914235e+18,-1184.0,8162.0,1641.0,1
1.6449325091921536e+18,-1075.0,8231.0,1501.0,1
1.644932509244494e+18,-1091.0,8149.0,1419.0,1
1.6449325092930634e+18,-1181.0,7983.0,1326.0,1
1.644932509343261e+18,-1062.0,8216.0,1662.0,1
1.6449325093872282e+18,-1015.0,8323.0,1497.0,1
1.6449325094246065e+18,-1065.0,8041.0,1403.0,1
1.644932509488292e+18,-1178.0,8196.0,1415.0,1
1.644932509529092e+18,-1164.0,8217.0,1433.0,1
1.6449325095867333e+18,-1029.0,8261.0,1413.0,1
1.6449325096367014e+18,-943.0,8362.0,1404.0,1
1.6449325097050609e+18,-918.0,8349.0,1419.0,1
1.6449325097429842e+18,-1021.0,8076.0,1512.0,1
1.6449325097949105e+18,-1089.0,8340.0,1460.0,1
1.6449325098447514e+18,-1036.0,8377.0,1425.0,1
1.644932509883651e+18,-1105.0,8303.0,1273.0,1
1.644932509939634e+18,-1096.0,8107.0,1478.0,1
1.6449325100174213e+18,-999.0,8022.0,1661.0,1
1.644932510038053e+18,-1082.0,8169.0,1462.0,1
1.6449325100805404e+18,-1110.0,8187.0,1416.0,1
1.644932510142895e+18,-1175.0,8164.0,1392.0,1
1.6449325101960266e+18,-1251.0,8283.0,1634.0,1
1.6449325102397322e+18,-1079.0,8149.0,1438.0,1
