timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, BOLT_RIGHT
1.6449326406053335e+18,-2646.0,7856.0,-2368.0,1
1.644932640659978e+18,-2582.0,8029.0,-1755.0,1
1.6449326407052933e+18,-2504.0,8387.0,-1181.0,1
1.6449326407578097e+18,-2810.0,8982.0,-726.0,1
1.6449326408051963e+18,-2775.0,8337.0,-546.0,1
1.6449326408597345e+18,-2072.0,8955.0,-1273.0,1
1.644932640910889e+18,-1137.0,9279.0,-995.0,1
1.6449326409599442e+18,-661.0,7135.0,-1076.0,1
1.6449326410056753e+18,-1209.0,5925.0,-1174.0,1
1.6449326410586985e+18,-2275.0,6478.0,-1001.0,1
1.644932641104766e+18,-2567.0,8286.0,-496.0,1
1.644932641165945e+18,-2516.0,10158.0,552.0,1
1.6449326412080443e+18,-1242.0,6183.0,2389.0,1
1.644932641259734e+18,-340.0,9777.0,1873.0,1
1.6449326413060575e+18,-567.0,6513.0,3899.0,1
1.6449326413596997e+18,-894.0,6548.0,5418.0,1
1.6449326414148047e+18,-1056.0,6634.0,6495.0,1
1.6449326414559864e+18,-1218.0,4617.0,6352.0,1
1.644932641506481e+18,-1566.0,4331.0,3868.0,1
1.644932641561099e+18,-2397.0,4787.0,3378.0,1
1.644932641606473e+18,-2068.0,5735.0,2019.0,1
1.6449326416593536e+18,-2925.0,8224.0,1158.0,1
1.6449326417042708e+18,-3029.0,7720.0,388.0,1
1.644932641755691e+18,-3463.0,7416.0,-297.0,1
1.6449326418070277e+18,-4649.0,7735.0,-551.0,1
1.644932641861353e+18,-3982.0,7752.0,-2457.0,1
1.6449326419102856e+18,-4499.0,6484.0,-1980.0,1
1.6449326419576225e+18,-5394.0,7039.0,-1880.0,1
1.6449326420126538e+18,-5586.0,8318.0,-1504.0,1
1.6449326420553272e+18,-5949.0,8052.0,-1701.0,1
1.6449326421213197e+18,-5790.0,8776.0,-1916.0,1
1.6449326421774044e+18,-5777.0,8784.0,-1846.0,1
1.64493264221151e+18,-3725.0,9117.0,-1820.0,1
1.6449326422610386e+18,-1306.0,8050.0,-1101.0,1
1.644932642311779e+18,-495.0,7661.0,-1505.0,1
1.644932642362376e+18,-626.0,6894.0,-2354.0,1
1.6449326424125107e+18,-1323.0,7369.0,-2253.0,1
1.6449326424587448e+18,-1007.0,7866.0,-1378.0,1
1.6449326425072067e+18,-641.0,6133.0,-654.0,1
1.6449326425595748e+18,77.0,3972.0,93.0,1
1.6449326426101967e+18,-2970.0,6915.0,-611.0,1
1.644932642660635e+18,-3224.0,6746.0,269.0,1
1.6449326427106368e+18,-3732.0,5329.0,-834.0,1
1.6449326427601682e+18,-5923.0,9666.0,-1488.0,1
1.6449326428107502e+18,-4859.0,9249.0,-769.0,1
1.6449326428609388e+18,-4595.0,7904.0,-423.0,1
1.6449326429156227e+18,-4603.0,7788.0,-72.0,1
1.6449326429400466e+18,-4620.0,7668.0,-91.0,1
1.6449326430138112e+18,-4683.0,7544.0,-108.0,1
1.644932643057217e+18,-5918.0,9102.0,-558.0,1
1.644932643100369e+18,-3784.0,9500.0,-37.0,1
1.6449326431602053e+18,-963.0,6557.0,901.0,1
1.6449326432135532e+18,-159.0,6442.0,-580.0,1
1.644932643256656e+18,-1483.0,6317.0,654.0,1
1.6449326433131584e+18,-2797.0,8450.0,408.0,1
1.644932643359594e+18,-2366.0,7102.0,1807.0,1
1.6449326434104335e+18,-1673.0,6992.0,2130.0,1
1.6449326434601958e+18,-707.0,6985.0,3049.0,1
1.6449326435105974e+18,-595.0,5554.0,3166.0,1
1.644932643562242e+18,-2170.0,5155.0,3805.0,1
1.644932643609991e+18,-3735.0,6558.0,2044.0,1
1.6449326436618255e+18,-3372.0,6246.0,-847.0,1
1.644932643710863e+18,-3925.0,9416.0,-3382.0,1
1.644932643764246e+18,-3414.0,9639.0,-2527.0,1
1.6449326438101281e+18,-3038.0,6579.0,1320.0,1
1.6449326438614065e+18,-4106.0,5442.0,5309.0,1
1.6449326439104988e+18,-4328.0,3793.0,4944.0,1
1.6449326439573827e+18,-4642.0,5835.0,3396.0,1
1.6449326440117647e+18,-4992.0,5934.0,3431.0,1
1.644932644061854e+18,-4809.0,8749.0,931.0,1
1.6449326441109655e+18,-7229.0,8117.0,1905.0,1
1.6449326441654646e+18,-9177.0,10495.0,4250.0,1
1.6449326442138368e+18,-7218.0,9817.0,1710.0,1
1.6449326442684687e+18,-6356.0,10418.0,2179.0,1
1.6449326443100746e+18,-983.0,6639.0,4285.0,1
1.6449326443648812e+18,-518.0,4192.0,-175.0,1
1.6449326444060068e+18,-206.0,2690.0,-4089.0,1
1.644932644463213e+18,-1744.0,3056.0,-8024.0,1
1.6449326445115676e+18,-2873.0,3528.0,-6953.0,1
1.6449326445654866e+18,-3699.0,5549.0,-10925.0,1
1.6449326446110093e+18,-3691.0,4112.0,-7895.0,1
1.6449326446607421e+18,-2069.0,5783.0,-6969.0,1
1.644932644710621e+18,-170.0,3863.0,-2464.0,1
1.6449326447604772e+18,1769.0,4145.0,2542.0,1
1.6449326448108833e+18,-348.0,1094.0,3322.0,1
1.6449326448490998e+18,-3283.0,4814.0,5440.0,1
1.6449326449129482e+18,-7699.0,7862.0,8683.0,1
