timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, PICKUP_RIGHT
1.6449319480882634e+18,-1775.0,7980.0,929.0,1
1.644931948139912e+18,-2090.0,7466.0,764.0,1
1.6449319481929306e+18,-2287.0,7912.0,967.0,1
1.6449319482354363e+18,-2613.0,5689.0,882.0,1
1.6449319482889674e+18,-3755.0,5485.0,3483.0,1
1.6449319483381814e+18,-6847.0,5546.0,4446.0,1
1.6449319483895027e+18,-7161.0,5217.0,5394.0,1
1.6449319484520136e+18,-6849.0,4349.0,5031.0,1
1.6449319484921682e+18,-6590.0,8445.0,4295.0,1
1.6449319485441759e+18,-5411.0,7048.0,1751.0,1
1.644931948587441e+18,-2593.0,7693.0,-1171.0,1
1.64493194864437e+18,249.0,5263.0,-2792.0,1
1.6449319486878756e+18,2161.0,6570.0,-4285.0,1
1.6449319487351695e+18,2761.0,4834.0,-3791.0,1
1.6449319487902461e+18,2797.0,5628.0,-3125.0,1
1.644931948841116e+18,1806.0,7333.0,-1768.0,1
1.64493194889104e+18,727.0,11507.0,-832.0,1
1.6449319489381947e+18,-74.0,7323.0,1180.0,1
1.6449319489884477e+18,77.0,7629.0,111.0,1
