timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, DELIVERY_RIGHT
1.6449318961289587e+18,3983.0,4559.0,6351.0,1
1.6449318961726433e+18,3977.0,4073.0,6424.0,1
1.644931896226693e+18,3930.0,3720.0,6254.0,1
1.6449318962756966e+18,3930.0,3443.0,6263.0,1
1.6449318963282721e+18,4016.0,3676.0,6371.0,1
1.6449318963767908e+18,4090.0,4472.0,6170.0,1
1.644931896426391e+18,4076.0,4354.0,6058.0,1
1.6449318964748575e+18,3644.0,4851.0,6331.0,1
1.6449318965236355e+18,3836.0,4740.0,6167.0,1
1.644931896572224e+18,3866.0,4792.0,5647.0,1
1.6449318966264763e+18,3798.0,4566.0,5671.0,1
1.6449318966734188e+18,3957.0,4468.0,6042.0,1
1.6449318967275087e+18,4070.0,3119.0,6800.0,1
1.6449318967725197e+18,4088.0,3578.0,6614.0,1
1.6449318968245563e+18,4028.0,4368.0,6254.0,1
1.6449318968809155e+18,4024.0,3719.0,6829.0,1
1.6449318969269798e+18,4253.0,3836.0,6913.0,1
1.6449318969774397e+18,4365.0,3871.0,6923.0,1
1.6449318970254236e+18,4179.0,3249.0,6758.0,1
1.6449318970759683e+18,3750.0,4046.0,6548.0,1
1.6449318971252928e+18,3627.0,4013.0,6329.0,1
1.6449318971750666e+18,3661.0,3982.0,6232.0,1
1.6449318972257183e+18,3564.0,3499.0,6453.0,1
1.6449318972809e+18,3523.0,2501.0,7048.0,1
1.6449318973284116e+18,3560.0,3060.0,7033.0,1
1.6449318973795725e+18,3912.0,2544.0,7317.0,1
1.6449318974272358e+18,3934.0,2638.0,7344.0,1
1.6449318974823473e+18,3624.0,3259.0,7035.0,1
1.6449318975254638e+18,3550.0,3478.0,6863.0,1
1.6449318975794335e+18,3533.0,3264.0,6828.0,1
1.64493189762566e+18,3403.0,4087.0,6317.0,1
1.6449318976792105e+18,3396.0,4615.0,6158.0,1
1.6449318977249416e+18,3413.0,4015.0,6606.0,1
1.6449318977801761e+18,3386.0,5022.0,6396.0,1
1.6449318978306435e+18,3386.0,4553.0,6544.0,1
1.6449318978800046e+18,3020.0,3970.0,6556.0,1
1.6449318979256233e+18,1941.0,3942.0,6934.0,1
1.6449318979788006e+18,1561.0,5686.0,6353.0,1
1.6449318980264806e+18,532.0,4096.0,5360.0,1
1.644931898075772e+18,2100.0,4618.0,4619.0,1
1.6449318981252972e+18,2802.0,3828.0,4833.0,1
1.6449318981769677e+18,5590.0,3361.0,4622.0,1
1.6449318982271557e+18,7828.0,1766.0,6016.0,1
1.6449318982784292e+18,7122.0,-1246.0,8799.0,1
1.6449318983254643e+18,6041.0,-1633.0,11284.0,1
1.6449318983808945e+18,5488.0,-3031.0,10709.0,1
1.644931898425713e+18,5237.0,-860.0,9793.0,1
1.6449318984799885e+18,5534.0,-863.0,7843.0,1
1.6449318985308603e+18,3718.0,2330.0,5036.0,1
1.6449318985789473e+18,2013.0,4570.0,3954.0,1
1.6449318986332175e+18,1465.0,3974.0,5910.0,1
1.6449318986781606e+18,1972.0,2362.0,7744.0,1
1.6449318987314936e+18,2659.0,453.0,7601.0,1
1.6449318987775342e+18,2951.0,1269.0,7521.0,1
1.6449318988303058e+18,2977.0,961.0,7530.0,1
1.644931898876711e+18,3069.0,2357.0,7426.0,1
1.644931898930586e+18,3104.0,1394.0,7719.0,1
1.6449318989754015e+18,3415.0,1225.0,8182.0,1
1.6449318990305618e+18,3501.0,1829.0,7894.0,1
1.644931899082615e+18,3456.0,2779.0,7281.0,1
1.6449318991309166e+18,3317.0,3465.0,6934.0,1
1.644931899173595e+18,3119.0,3015.0,6922.0,1
1.6449318992302915e+18,3313.0,4281.0,5842.0,1
1.6449318992779617e+18,2912.0,5108.0,5791.0,1
1.6449318993259712e+18,2985.0,4522.0,6408.0,1
1.6449318993748178e+18,3282.0,3784.0,6511.0,1
1.6449318994310996e+18,3004.0,3864.0,6837.0,1
1.6449318994795901e+18,3059.0,4319.0,6784.0,1
1.6449318995313452e+18,2788.0,3694.0,6861.0,1
1.6449318995810665e+18,2596.0,4397.0,6229.0,1
1.6449318996328026e+18,3114.0,2353.0,4963.0,1
1.6449318996798797e+18,3947.0,1268.0,5891.0,1
1.6449318997294743e+18,4644.0,-1110.0,7668.0,1
1.6449318997799718e+18,4048.0,-3051.0,9960.0,1
1.6449318998311355e+18,4059.0,-819.0,11241.0,1
1.644931899851529e+18,4191.0,-727.0,11007.0,1
1.64493189993104e+18,3982.0,1682.0,8342.0,1
1.6449318999738732e+18,3948.0,2102.0,7948.0,1
1.6449319000313293e+18,3799.0,1866.0,6161.0,1
1.6449319000792865e+18,3380.0,2680.0,6129.0,1
1.6449319001297718e+18,3114.0,2605.0,6641.0,1
1.6449319001852247e+18,2860.0,2456.0,7445.0,1
1.64493190023197e+18,2873.0,2736.0,7295.0,1
1.6449319002849874e+18,3032.0,1448.0,7559.0,1
1.6449319003318124e+18,3646.0,846.0,7833.0,1
1.6449319003812877e+18,3916.0,1653.0,7903.0,1
1.6449319004295393e+18,3608.0,3382.0,6725.0,1
1.6449319004834035e+18,3618.0,2883.0,6598.0,1
1.6449319005317873e+18,3386.0,2832.0,6169.0,1
1.6449319005899187e+18,3401.0,2938.0,6176.0,1
1.6449319006369495e+18,3399.0,3041.0,6115.0,1
1.64493190068287e+18,3415.0,4163.0,6050.0,1
1.6449319007310902e+18,3199.0,5159.0,5334.0,1
1.6449319007788544e+18,2007.0,6748.0,4689.0,1
1.6449319008279032e+18,1902.0,3671.0,5130.0,1
1.644931900880798e+18,3821.0,1386.0,6603.0,1
1.6449319009307812e+18,4626.0,-1101.0,8542.0,1
1.6449319009806167e+18,4275.0,-3493.0,10175.0,1
1.6449319010336858e+18,4898.0,-270.0,11395.0,1
1.6449319010780995e+18,4455.0,7.0,9987.0,1
1.644931901128539e+18,4405.0,1634.0,8133.0,1
1.6449319011804854e+18,3947.0,1004.0,5891.0,1
1.6449319012329925e+18,2571.0,1998.0,5363.0,1
1.6449319012813204e+18,2060.0,3846.0,5968.0,1
1.6449319013338447e+18,2358.0,2554.0,7791.0,1
1.6449319013865894e+18,2877.0,1297.0,8017.0,1
1.6449319014303593e+18,3344.0,694.0,8056.0,1
1.6449319014817172e+18,3368.0,463.0,7758.0,1
1.6449319015290616e+18,3402.0,849.0,8258.0,1
1.644931901578814e+18,3480.0,1636.0,7957.0,1
1.6449319016309169e+18,3385.0,2717.0,7241.0,1
1.6449319016824123e+18,3414.0,2594.0,6842.0,1
1.6449319017347197e+18,3275.0,3267.0,6583.0,1
1.644931901779727e+18,3100.0,3501.0,6840.0,1
1.6449319018280136e+18,3264.0,4790.0,6032.0,1
1.64493190188191e+18,3643.0,3615.0,6526.0,1
1.6449319019304832e+18,3786.0,3939.0,6546.0,1
1.644931901981299e+18,3194.0,4205.0,6408.0,1
1.6449319020356344e+18,3339.0,4316.0,6275.0,1
1.6449319020803794e+18,3382.0,5040.0,5962.0,1
1.6449319021342397e+18,2734.0,4725.0,5715.0,1
1.6449319021816655e+18,2491.0,5203.0,5821.0,1
1.6449319022351473e+18,1217.0,3388.0,5651.0,1
1.644931902281212e+18,1007.0,3612.0,4820.0,1
1.6449319023364547e+18,1378.0,3376.0,2939.0,1
1.6449319023833718e+18,3117.0,2619.0,2415.0,1
1.6449319024349158e+18,3803.0,2671.0,4482.0,1
1.6449319024843254e+18,3691.0,3479.0,6912.0,1
1.644931902534088e+18,2681.0,5788.0,10163.0,1
1.6449319025836923e+18,3107.0,7037.0,8470.0,1
1.6449319026343828e+18,1785.0,6069.0,8526.0,1
1.64493190268266e+18,518.0,5678.0,7209.0,1
1.6449319027336852e+18,-415.0,6084.0,6623.0,1
1.644931902780651e+18,-1535.0,6207.0,6537.0,1
1.644932191796447e+18,3034.0,3182.0,5418.0,1
1.644932191842276e+18,2500.0,4050.0,6093.0,1
1.6449321918978488e+18,1254.0,3313.0,8004.0,1
1.6449321919412984e+18,855.0,2896.0,8413.0,1
1.6449321919964987e+18,1182.0,3921.0,7273.0,1
1.6449321920436293e+18,2030.0,5416.0,6409.0,1
1.6449321920999808e+18,2896.0,3450.0,7031.0,1
1.644932192143492e+18,2664.0,2553.0,7378.0,1
1.644932192196911e+18,2068.0,1605.0,8195.0,1
1.6449321922442227e+18,2205.0,1825.0,8156.0,1
1.6449321922969981e+18,2459.0,2048.0,8040.0,1
1.6449321923411213e+18,2323.0,2435.0,8171.0,1
1.6449321923973888e+18,2387.0,2536.0,7722.0,1
1.6449321924466445e+18,3008.0,2767.0,7387.0,1
1.6449321924962952e+18,3109.0,2732.0,7290.0,1
1.644932192544454e+18,2818.0,1761.0,7881.0,1
1.6449321925966991e+18,2584.0,2311.0,7799.0,1
1.644932192641169e+18,2152.0,1547.0,7862.0,1
1.644932192697362e+18,1972.0,1795.0,8098.0,1
1.6449321927414246e+18,1898.0,595.0,8287.0,1
1.6449321927960812e+18,1930.0,1444.0,8034.0,1
1.6449321928439767e+18,2067.0,792.0,8201.0,1
1.6449321928964892e+18,2263.0,960.0,8374.0,1
1.644932192947721e+18,2306.0,1425.0,7992.0,1
1.6449321929972913e+18,2078.0,1137.0,8236.0,1
1.6449321930509967e+18,2241.0,813.0,7907.0,1
1.64493219309805e+18,2342.0,1602.0,8191.0,1
1.6449321931479846e+18,2489.0,813.0,7995.0,1
1.644932193197401e+18,2487.0,1120.0,7772.0,1
1.6449321932466908e+18,2364.0,1229.0,7929.0,1
1.644932193298442e+18,2323.0,1369.0,8128.0,1
1.6449321933472128e+18,2698.0,1231.0,7772.0,1
1.644932193398391e+18,2714.0,993.0,7753.0,1
1.6449321934475753e+18,2328.0,821.0,8207.0,1
1.6449321934979305e+18,2376.0,1685.0,7600.0,1
1.64493219354681e+18,2077.0,1920.0,7759.0,1
1.6449321935979423e+18,2134.0,1527.0,7838.0,1
1.644932193647e+18,2571.0,1564.0,7617.0,1
1.6449321936983483e+18,2417.0,1554.0,7814.0,1
1.6449321937472893e+18,849.0,2116.0,7837.0,1
1.6449321937990495e+18,1239.0,3526.0,7214.0,1
1.6449321938476157e+18,4260.0,2131.0,5493.0,1
1.644932193898565e+18,5634.0,652.0,6198.0,1
1.6449321939542226e+18,6071.0,135.0,6429.0,1
1.644932193998629e+18,5596.0,-3018.0,7676.0,1
1.6449321940474647e+18,4326.0,-2124.0,7841.0,1
1.6449321940985876e+18,3314.0,-312.0,8976.0,1
1.6449321941459425e+18,3294.0,-1039.0,8859.0,1
1.64493219419753e+18,3673.0,-2994.0,7948.0,1
1.6449321942467812e+18,2860.0,-3900.0,6353.0,1
1.6449321942960643e+18,4560.0,503.0,6919.0,1
1.6449321943474993e+18,5343.0,-1341.0,6181.0,1
1.6449321943971927e+18,4569.0,2460.0,5674.0,1
1.6449321944525514e+18,3265.0,763.0,6332.0,1
1.6449321944974566e+18,1864.0,1578.0,8368.0,1
1.6449321945471544e+18,1699.0,-851.0,8533.0,1
1.6449321946337887e+18,1778.0,-1007.0,8355.0,1
1.6449321946481925e+18,1718.0,-1675.0,8295.0,1
1.64493219470475e+18,2189.0,-1765.0,7546.0,1
1.6449321947486277e+18,2319.0,166.0,8100.0,1
1.6449321948021187e+18,2631.0,-429.0,8205.0,1
1.644932194850447e+18,2804.0,-389.0,8110.0,1
1.6449321949026324e+18,2930.0,-560.0,7747.0,1
1.6449321949487096e+18,2612.0,-545.0,7869.0,1
1.6449321950021402e+18,2268.0,126.0,8038.0,1
1.644932195047531e+18,2034.0,-318.0,7883.0,1
1.6449321951006482e+18,1472.0,319.0,8851.0,1
1.6449321951460547e+18,1646.0,400.0,7927.0,1
1.644932195202748e+18,2724.0,990.0,7273.0,1
1.644932195247908e+18,4235.0,1687.0,5586.0,1
1.6449321952970422e+18,5629.0,-206.0,4644.0,1
1.6449321953483681e+18,5565.0,-2398.0,5409.0,1
1.6449321954153313e+18,5362.0,-2927.0,5779.0,1
1.6449321954572984e+18,5303.0,-3132.0,5882.0,1
1.6449321955119334e+18,5233.0,-3356.0,5999.0,1
1.6449321955119334e+18,5233.0,-3356.0,5999.0,1
1.6449321956015752e+18,4786.0,-4014.0,6497.0,1
1.644932195647907e+18,3036.0,-3402.0,8235.0,1
1.6449321956973094e+18,4503.0,-600.0,8769.0,1
1.6449321957477084e+18,4343.0,1125.0,7195.0,1
1.644932195802578e+18,3787.0,2291.0,5236.0,1
1.6449321958479025e+18,2956.0,1026.0,6190.0,1
1.6449321959007962e+18,2637.0,764.0,7672.0,1
1.644932195950039e+18,2426.0,-593.0,8388.0,1
1.6449321960025075e+18,2746.0,-1216.0,7494.0,1
1.644932196049202e+18,2751.0,-1806.0,8180.0,1
1.6449321961021637e+18,2498.0,-2342.0,7768.0,1
1.6449321961506693e+18,2089.0,-1001.0,8303.0,1
1.6449321962033812e+18,2552.0,-1394.0,7789.0,1
1.6449321962550687e+18,2806.0,-737.0,7750.0,1
1.6449321963034778e+18,2944.0,-644.0,7958.0,1
1.6449321963544538e+18,3006.0,-1393.0,7529.0,1
1.6449321964027164e+18,3223.0,-2712.0,6508.0,1
1.6449321964539942e+18,3018.0,-2046.0,6107.0,1
1.6449321965026596e+18,2325.0,-2776.0,7909.0,1
1.6449321965532608e+18,2198.0,-2181.0,7746.0,1
1.6449321965989486e+18,1830.0,-2413.0,8072.0,1
1.644932196654685e+18,2258.0,-1683.0,8054.0,1
1.644932196703444e+18,2509.0,-2265.0,7943.0,1
1.6449321967518628e+18,2589.0,-1876.0,8403.0,1
1.6449321967996657e+18,2630.0,-1938.0,8106.0,1
1.6449321968525821e+18,2362.0,-1056.0,7802.0,1
1.6449321969033859e+18,2464.0,-1033.0,7190.0,1
1.6449321969498225e+18,2361.0,-1145.0,7748.0,1
1.6449321970024253e+18,2421.0,-1346.0,8113.0,1
1.644932197052094e+18,2121.0,-834.0,8146.0,1
1.6449321970974607e+18,2113.0,364.0,8474.0,1
1.644932197152452e+18,2211.0,473.0,8194.0,1
1.6449321972055836e+18,3131.0,1716.0,7462.0,1
1.6449321972521498e+18,4296.0,1913.0,6426.0,1
1.6449321972982164e+18,5314.0,2166.0,5161.0,1
1.6449321973535383e+18,5826.0,2391.0,4786.0,1
1.6449321974024049e+18,6409.0,1327.0,3257.0,1
1.6449321974559163e+18,6661.0,1423.0,2707.0,1
1.6449321974990976e+18,6642.0,1856.0,2155.0,1
1.6449321975502868e+18,5938.0,2090.0,3819.0,1
1.6449321976026138e+18,5391.0,3177.0,3938.0,1
1.6449321976501898e+18,3629.0,3844.0,6391.0,1
1.6449321977012383e+18,1763.0,1227.0,7216.0,1
1.6449321977451292e+18,808.0,2595.0,6973.0,1
1.6449321978038024e+18,189.0,3214.0,7580.0,1
1.6449321978517535e+18,-2506.0,5097.0,7872.0,1
1.6449321979041705e+18,-4160.0,5964.0,7667.0,1
1.644932197952743e+18,-5630.0,6679.0,7791.0,1
1.644932198006594e+18,-5815.0,6291.0,6885.0,1
1.6449321980539996e+18,-5364.0,5952.0,5883.0,1
1.6449321981043052e+18,-5491.0,5794.0,5284.0,1
1.6449321981525978e+18,-5224.0,5264.0,5030.0,1
1.6449321982039892e+18,-5006.0,5091.0,5299.0,1
1.6449321982521224e+18,-4459.0,4417.0,5565.0,1
1.644932198304851e+18,-4766.0,3855.0,6122.0,1
1.6449324518702712e+18,1976.0,2187.0,7342.0,1
1.6449324519209198e+18,1292.0,2615.0,7617.0,1
1.6449324519728556e+18,1354.0,1715.0,7906.0,1
1.6449324520201257e+18,1756.0,1221.0,7734.0,1
1.6449324520710528e+18,1789.0,2014.0,7703.0,1
1.6449324521182628e+18,1710.0,1795.0,8065.0,1
1.6449324521705626e+18,1394.0,1546.0,7977.0,1
1.644932452217441e+18,1573.0,1515.0,8078.0,1
1.6449324522731612e+18,1806.0,1445.0,8015.0,1
1.6449324523203937e+18,2040.0,1845.0,7782.0,1
1.6449324523721354e+18,1900.0,1992.0,7341.0,1
1.6449324524210665e+18,1414.0,2403.0,7593.0,1
1.64493245247445e+18,1586.0,2782.0,7469.0,1
1.6449324525217098e+18,1647.0,2483.0,7622.0,1
1.6449324525707796e+18,1630.0,3194.0,7805.0,1
1.644932452617823e+18,1559.0,3278.0,7920.0,1
1.6449324526719096e+18,1729.0,3017.0,7396.0,1
1.6449324527225933e+18,1885.0,3845.0,7016.0,1
1.6449324527714488e+18,1450.0,3926.0,7287.0,1
1.6449324528179548e+18,1454.0,3567.0,7297.0,1
1.6449324528725893e+18,1479.0,3248.0,7254.0,1
1.6449324529231352e+18,1457.0,4518.0,7954.0,1
1.644932452971928e+18,1440.0,3692.0,7396.0,1
1.6449324530235233e+18,1265.0,4504.0,7148.0,1
1.6449324530706028e+18,1716.0,4183.0,7242.0,1
1.6449324531252293e+18,2751.0,2287.0,6843.0,1
1.644932453173564e+18,3803.0,860.0,6080.0,1
1.6449324532253445e+18,3453.0,-1005.0,6308.0,1
1.644932453267475e+18,2811.0,-1937.0,7259.0,1
1.6449324533260623e+18,1685.0,-2703.0,8332.0,1
1.6449324533709092e+18,1481.0,-1183.0,9679.0,1
1.644932453422814e+18,1208.0,-940.0,9437.0,1
1.644932453473477e+18,1382.0,-1695.0,9185.0,1
1.6449324535225377e+18,742.0,-1307.0,9700.0,1
1.6449324535735498e+18,1533.0,-1038.0,9644.0,1
1.6449324536234022e+18,2648.0,642.0,8547.0,1
1.6449324536727217e+18,3619.0,1085.0,7087.0,1
1.6449324537237806e+18,3597.0,1298.0,6175.0,1
1.6449324537708278e+18,2905.0,1738.0,6602.0,1
1.6449324538227986e+18,2486.0,1958.0,7522.0,1
1.6449324538741225e+18,2327.0,483.0,7791.0,1
1.6449324539225027e+18,2325.0,-232.0,8013.0,1
1.6449324539731338e+18,2371.0,-331.0,7711.0,1
1.6449324540232794e+18,2111.0,332.0,7626.0,1
1.6449324540695928e+18,2696.0,425.0,7836.0,1
1.6449324541239506e+18,2637.0,583.0,8123.0,1
1.644932454170213e+18,2737.0,564.0,7771.0,1
1.6449324542236785e+18,2679.0,1254.0,7758.0,1
1.6449324542691244e+18,2268.0,1962.0,7717.0,1
1.6449324543244037e+18,1317.0,1016.0,8252.0,1
1.6449324543733768e+18,1354.0,879.0,8427.0,1
1.644932454426101e+18,2122.0,1032.0,8214.0,1
1.6449324544748096e+18,2261.0,1695.0,8026.0,1
1.6449324545255037e+18,2359.0,2456.0,7974.0,1
1.6449324545749934e+18,2324.0,2296.0,7695.0,1
1.6449324546262656e+18,2500.0,2071.0,7538.0,1
1.6449324546772145e+18,2252.0,2890.0,7293.0,1
1.6449324547241085e+18,2098.0,2652.0,7539.0,1
1.6449324547741117e+18,2006.0,3274.0,7709.0,1
1.6449324548250683e+18,1650.0,2352.0,7786.0,1
1.6449324548735557e+18,1736.0,2431.0,7341.0,1
1.6449324549243622e+18,1394.0,2141.0,7440.0,1
1.6449324549720323e+18,1048.0,2529.0,7371.0,1
1.6449324550250396e+18,1089.0,2410.0,7416.0,1
1.6449324550772516e+18,1442.0,1649.0,7413.0,1
1.6449324551263724e+18,1376.0,3192.0,8057.0,1
1.6449324551733724e+18,1423.0,2627.0,7629.0,1
1.6449324552243814e+18,1627.0,2149.0,8425.0,1
1.6449324552774147e+18,1318.0,2680.0,7760.0,1
1.6449324553251244e+18,1252.0,2319.0,7668.0,1
1.644932455377255e+18,2266.0,802.0,7248.0,1
1.64493245542566e+18,2815.0,1510.0,6893.0,1
1.644932455473867e+18,3276.0,-169.0,6696.0,1
1.6449324555245699e+18,3322.0,-1054.0,7183.0,1
1.6449324555751995e+18,2587.0,-1703.0,7929.0,1
1.6449324556233372e+18,1423.0,-4930.0,9146.0,1
1.6449324556776986e+18,1309.0,-2358.0,9338.0,1
1.6449324557234304e+18,417.0,-728.0,9170.0,1
1.6449324557739645e+18,-84.0,-1568.0,9646.0,1
1.6449324558235968e+18,70.0,-2586.0,10076.0,1
1.64493245587434e+18,1573.0,258.0,8680.0,1
1.6449324559230587e+18,2317.0,2244.0,7549.0,1
1.644932455977677e+18,2670.0,2308.0,6339.0,1
1.6449324560245588e+18,1973.0,2620.0,6587.0,1
1.6449324560739686e+18,1209.0,2190.0,6871.0,1
1.6449324561296978e+18,850.0,495.0,7642.0,1
1.6449324561740905e+18,1253.0,-550.0,7918.0,1
1.6449324562298693e+18,1349.0,-156.0,7953.0,1
1.644932456275611e+18,1443.0,198.0,7893.0,1
1.644932456335596e+18,1533.0,556.0,8289.0,1
1.6449324563757558e+18,1001.0,1167.0,8376.0,1
1.6449324564259612e+18,1525.0,1331.0,9182.0,1
1.6449324564758856e+18,1957.0,1176.0,8745.0,1
1.6449324565288591e+18,2336.0,2988.0,7473.0,1
1.6449324565743e+18,2253.0,1679.0,6926.0,1
1.6449324566251e+18,2184.0,1305.0,8026.0,1
1.6449324566763766e+18,2288.0,3949.0,8034.0,1
1.6449324567287104e+18,1837.0,3488.0,7671.0,1
1.6449324567743956e+18,1403.0,3147.0,7808.0,1
1.6449324568288172e+18,1244.0,1694.0,7363.0,1
1.6449324568748964e+18,1118.0,2927.0,7357.0,1
1.644932456927527e+18,1360.0,2002.0,7733.0,1
1.6449324569772639e+18,1499.0,2666.0,7075.0,1
1.644932457029561e+18,1499.0,2464.0,7425.0,1
1.6449324570760694e+18,1273.0,2894.0,7514.0,1
1.644932457128956e+18,1346.0,3573.0,7542.0,1
1.644932457176272e+18,1652.0,3204.0,6881.0,1
1.64493245722948e+18,1528.0,2246.0,7979.0,1
1.6449324572750956e+18,1449.0,1873.0,8394.0,1
1.64493245732746e+18,1443.0,418.0,8564.0,1
1.6449324573776532e+18,1482.0,1355.0,8784.0,1
1.6449324574304945e+18,1578.0,1672.0,7869.0,1
1.6449324574738266e+18,1290.0,2152.0,7134.0,1
1.6449324575288525e+18,1028.0,2503.0,7690.0,1
1.6449324575733932e+18,785.0,3056.0,7486.0,1
1.6449324576286262e+18,870.0,3931.0,7359.0,1
1.644932457681274e+18,886.0,3659.0,7247.0,1
1.6449324577261507e+18,464.0,4622.0,7799.0,1
1.6449324577815864e+18,624.0,3775.0,8093.0,1
1.6449324578283105e+18,1721.0,3407.0,7015.0,1
1.6449324578794094e+18,2265.0,25.0,7012.0,1
1.6449324579295898e+18,2677.0,362.0,5540.0,1
1.6449324579806636e+18,893.0,-2139.0,6207.0,1
1.6449324580300777e+18,-641.0,-2919.0,8737.0,1
1.6449324580768614e+18,-1336.0,-3744.0,11135.0,1
1.6449324581269225e+18,-1744.0,-248.0,10959.0,1
1.6449324581784018e+18,-599.0,-1731.0,9907.0,1
1.6449324582289692e+18,719.0,177.0,8926.0,1
1.6449324582816527e+18,1437.0,2499.0,6385.0,1
1.6449324583268462e+18,1564.0,2537.0,5911.0,1
1.6449324583795123e+18,209.0,2756.0,7270.0,1
1.6449324584288113e+18,-336.0,-807.0,9054.0,1
1.644932458479393e+18,190.0,-643.0,8638.0,1
1.6449324585303903e+18,508.0,-627.0,8923.0,1
1.6449324585799713e+18,1103.0,533.0,8743.0,1
1.644932458625379e+18,1488.0,753.0,8516.0,1
1.6449324586791506e+18,1446.0,350.0,9175.0,1
1.644932458725059e+18,1162.0,1448.0,8726.0,1
1.644932458778432e+18,1694.0,1675.0,7146.0,1
1.6449324588247516e+18,1757.0,3046.0,5859.0,1
1.6449324588801825e+18,1100.0,2983.0,6716.0,1
1.6449324589336468e+18,972.0,2947.0,7506.0,1
1.6449324589797046e+18,743.0,3207.0,7521.0,1
1.6449324590277074e+18,984.0,3838.0,7108.0,1
1.6449324590829002e+18,1153.0,3892.0,6865.0,1
1.6449324591264113e+18,1269.0,3535.0,7150.0,1
1.6449324591813532e+18,1010.0,4078.0,7043.0,1
1.644932459226236e+18,679.0,3967.0,7102.0,1
1.6449324592808154e+18,187.0,4100.0,7011.0,1
1.64493245933127e+18,149.0,2443.0,7814.0,1
1.6449324593801454e+18,36.0,3192.0,8761.0,1
1.6449324594307256e+18,451.0,2269.0,8425.0,1
1.6449324594791245e+18,276.0,3815.0,8171.0,1
1.6449324595332342e+18,523.0,3808.0,7741.0,1
1.6449324595750994e+18,498.0,3280.0,7195.0,1
1.6449324596338537e+18,490.0,4561.0,7146.0,1
1.6449324596785812e+18,560.0,3893.0,7648.0,1
1.644932459733637e+18,1081.0,4872.0,6763.0,1
1.6449324597775757e+18,683.0,4688.0,7017.0,1
1.6449324598317286e+18,902.0,3846.0,6895.0,1
1.6449324598779487e+18,1163.0,4536.0,6452.0,1
1.6449324599316772e+18,887.0,5490.0,6696.0,1
1.6449324599797645e+18,1147.0,6821.0,5721.0,1
1.644932460031965e+18,1351.0,6223.0,5832.0,1
1.644932460077843e+18,1122.0,5960.0,6053.0,1
1.64493246013306e+18,501.0,6582.0,3887.0,1
1.6449324601769178e+18,202.0,6989.0,3649.0,1
1.6449324602320197e+18,-558.0,5346.0,4992.0,1
1.6449324602791258e+18,-600.0,6187.0,5105.0,1
1.6449324603321075e+18,-251.0,7384.0,4495.0,1
1.6449324603802153e+18,-78.0,4983.0,4609.0,1
1.6449324604326244e+18,473.0,1926.0,6181.0,1
1.6449324604789353e+18,1300.0,-809.0,7882.0,1
1.6449324605322191e+18,1993.0,-2676.0,8262.0,1
1.644932460581404e+18,1158.0,-2295.0,9669.0,1
1.6449324606336246e+18,76.0,-6362.0,9068.0,1
1.6449324606813788e+18,-338.0,-1859.0,9609.0,1
1.6449324607321948e+18,294.0,-280.0,8025.0,1
1.6449324607818527e+18,-108.0,-1689.0,9111.0,1
1.644932460833971e+18,209.0,-11.0,9663.0,1
1.6449324608781202e+18,926.0,1207.0,7809.0,1
1.644932460931408e+18,1243.0,1823.0,6208.0,1
1.644932460982887e+18,512.0,1012.0,7172.0,1
1.6449324610324055e+18,5.0,789.0,8703.0,1
1.6449324610836854e+18,289.0,-540.0,8669.0,1
1.64493246113323e+18,547.0,-909.0,8450.0,1
