timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, PICKUP_LEFT
1.6449319058349164e+18,-4610.0,4434.0,5550.0,1
1.644931905886085e+18,-4822.0,4243.0,5452.0,1
1.6449319059360594e+18,-4621.0,4534.0,4861.0,1
1.6449319059831578e+18,-4370.0,4317.0,4556.0,1
1.644931906038101e+18,-4823.0,4008.0,5096.0,1
1.6449319060837174e+18,-4954.0,3981.0,5223.0,1
1.644931906138918e+18,-4578.0,4500.0,5503.0,1
1.644931906183981e+18,-4523.0,4786.0,5179.0,1
1.6449319062392097e+18,-4719.0,3932.0,5195.0,1
1.6449319062843397e+18,-4872.0,3975.0,5070.0,1
1.6449319063352259e+18,-5348.0,3723.0,5188.0,1
1.6449319063877814e+18,-5141.0,3967.0,5087.0,1
1.6449319064386834e+18,-4972.0,5417.0,5093.0,1
1.6449319064840156e+18,-4522.0,7405.0,4207.0,1
1.6449319065365947e+18,-4057.0,8482.0,3346.0,1
1.6449319065901852e+18,-2799.0,8625.0,2497.0,1
1.644931906640546e+18,-1520.0,7888.0,1773.0,1
1.6449319066917599e+18,-348.0,7950.0,1241.0,1
1.6449319067398963e+18,469.0,7705.0,1246.0,1
1.6449319067906025e+18,911.0,7680.0,1545.0,1
1.6449319068364262e+18,1018.0,7497.0,1917.0,1
1.6449319068881623e+18,1031.0,7271.0,2374.0,1
1.6449319069409708e+18,1079.0,7334.0,2477.0,1
1.6449319069409708e+18,1079.0,7334.0,2477.0,1
1.6449319070956628e+18,1089.0,7362.0,2498.0,1
1.6449319070956628e+18,1089.0,7362.0,2498.0,1
1.644931907144773e+18,1096.0,7376.0,2537.0,1
1.644931907144773e+18,1096.0,7376.0,2537.0,1
1.644931907263561e+18,1089.0,7383.0,2597.0,1
1.644931907263561e+18,1089.0,7383.0,2597.0,1
1.6449319073640676e+18,1089.0,7384.0,2641.0,1
1.6449319073640676e+18,1089.0,7384.0,2641.0,1
1.6449319074417208e+18,1098.0,7394.0,2683.0,1
1.6449319586980406e+18,-3341.0,6670.0,3591.0,1
1.644931958754398e+18,-2440.0,6749.0,2869.0,1
1.644931958801307e+18,-1919.0,7032.0,2476.0,1
1.6449319588545093e+18,-1274.0,6626.0,2712.0,1
1.64493195887378e+18,-1221.0,6876.0,2998.0,1
1.6449319589532593e+18,-1237.0,6964.0,3080.0,1
1.6449319590276472e+18,-1251.0,7044.0,3168.0,1
1.6449319590523756e+18,-1424.0,7970.0,3029.0,1
1.6449319591017047e+18,-1081.0,8190.0,2186.0,1
1.6449319591545608e+18,-523.0,8300.0,1738.0,1
1.6449319592013473e+18,-218.0,8815.0,1875.0,1
1.6449319592582403e+18,10.0,8770.0,2137.0,1
1.6449319593031278e+18,804.0,10152.0,2430.0,1
1.6449319593553055e+18,988.0,9596.0,3024.0,1
1.6449319594003766e+18,1421.0,8062.0,3045.0,1
1.6449319594527483e+18,1895.0,6640.0,3784.0,1
1.6449319595027039e+18,2691.0,5463.0,3269.0,1
1.6449319595557233e+18,3376.0,4963.0,2956.0,1
1.6449320296433277e+18,-2021.0,6074.0,5373.0,1
1.6449320296926758e+18,-1943.0,6220.0,5260.0,1
1.6449320297445125e+18,-1754.0,6356.0,5099.0,1
1.644932029789097e+18,-1576.0,6462.0,4982.0,1
1.6449320298434322e+18,-1388.0,6601.0,4887.0,1
1.644932029891107e+18,-1172.0,6711.0,4772.0,1
1.6449320299418862e+18,-979.0,6824.0,4671.0,1
1.644932029992441e+18,-815.0,6858.0,4680.0,1
1.6449320300405184e+18,-761.0,6856.0,4642.0,1
1.644932030094096e+18,-668.0,6826.0,4585.0,1
1.6449320301425032e+18,-630.0,6874.0,4617.0,1
1.6449320301934482e+18,-684.0,6843.0,4653.0,1
1.6449320302424883e+18,-804.0,6838.0,4722.0,1
1.6449320302937236e+18,-865.0,6784.0,4743.0,1
1.6449320303380713e+18,-746.0,6749.0,4727.0,1
1.644932030394495e+18,-638.0,6696.0,4745.0,1
1.644932030438368e+18,-645.0,6776.0,4768.0,1
1.6449320304950707e+18,-719.0,6788.0,4900.0,1
1.644932030544368e+18,-697.0,6983.0,4867.0,1
1.644932030592572e+18,-696.0,6973.0,5223.0,1
1.6449320306430546e+18,-773.0,7877.0,5319.0,1
1.6449320306931382e+18,-430.0,9573.0,4995.0,1
1.6449320307420426e+18,905.0,9670.0,4918.0,1
1.6449320307930683e+18,2208.0,8201.0,4507.0,1
1.6449320308399844e+18,2458.0,6626.0,4826.0,1
1.6449320308957555e+18,2728.0,4663.0,4757.0,1
1.6449320309445192e+18,2578.0,3617.0,5207.0,1
1.6449320309949443e+18,2669.0,3253.0,5646.0,1
1.6449320310391636e+18,2557.0,3499.0,6287.0,1
1.6449320310958966e+18,2906.0,3702.0,6529.0,1
1.6449320311392248e+18,3379.0,3722.0,6631.0,1
