timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, BOLT_RIGHT
1.6450220052048622e+18,frame_5937.jpeg,3580.0,1922.0,-6871.0,1
1.645022005251647e+18,frame_5938.jpeg,3679.0,1804.0,-6882.0,1
1.6450220053023142e+18,frame_5939.jpeg,3766.0,1750.0,-6803.0,1
1.6450220053471452e+18,frame_5940.jpeg,3898.0,1642.0,-6782.0,1
1.6450220053967447e+18,frame_5941.jpeg,3743.0,1531.0,-6894.0,1
1.6450220054464822e+18,frame_5942.jpeg,3439.0,1732.0,-6938.0,1
1.6450220054991194e+18,frame_5943.jpeg,3340.0,1830.0,-7009.0,1
1.6450220055512307e+18,frame_5944.jpeg,3473.0,1681.0,-7017.0,1
1.6450220056007283e+18,frame_5945.jpeg,3591.0,1689.0,-6898.0,1
1.6450220056533837e+18,frame_5946.jpeg,3825.0,1682.0,-6822.0,1
1.6450220057010596e+18,frame_5947.jpeg,3729.0,1648.0,-6832.0,1
1.6450220057560003e+18,frame_5948.jpeg,3606.0,1740.0,-6907.0,1
1.6450220058006408e+18,frame_5949.jpeg,3517.0,1779.0,-6916.0,1
1.6450220058555323e+18,frame_5950.jpeg,3365.0,1708.0,-7007.0,1
1.6450220059004344e+18,frame_5951.jpeg,3498.0,1758.0,-7016.0,1
1.645022005954803e+18,frame_5952.jpeg,3638.0,1702.0,-6899.0,1
1.6450220059979894e+18,frame_5953.jpeg,3620.0,1634.0,-6895.0,1
1.6450220060498967e+18,frame_5954.jpeg,3631.0,1671.0,-6977.0,1
1.6450220061013798e+18,frame_5955.jpeg,3498.0,1715.0,-6908.0,1
1.6450220061518036e+18,frame_5956.jpeg,3529.0,1687.0,-6991.0,1
1.6450220061976443e+18,frame_5957.jpeg,3588.0,1705.0,-6903.0,1
1.6450220062508214e+18,frame_5958.jpeg,3525.0,1697.0,-6948.0,1
1.6450220063002803e+18,frame_5959.jpeg,3576.0,1675.0,-6965.0,1
1.6450220063546765e+18,frame_5960.jpeg,3662.0,1709.0,-6890.0,1
1.6450220063974996e+18,frame_5961.jpeg,3774.0,1679.0,-6829.0,1
1.6450220064550262e+18,frame_5962.jpeg,3647.0,1769.0,-6838.0,1
1.645022006497882e+18,frame_5963.jpeg,3507.0,1834.0,-6908.0,1
1.645022006550491e+18,frame_5964.jpeg,3569.0,1760.0,-6907.0,1
1.645022006600015e+18,frame_5965.jpeg,3705.0,1779.0,-6839.0,1
1.6450220066509256e+18,frame_5966.jpeg,3605.0,1768.0,-6892.0,1
1.6450220067009608e+18,frame_5967.jpeg,3567.0,1697.0,-6915.0,1
1.6450220067514276e+18,frame_5968.jpeg,3521.0,1717.0,-6965.0,1
1.6450220067972836e+18,frame_5969.jpeg,3350.0,1750.0,-6934.0,1
1.6450220068501932e+18,frame_5970.jpeg,3432.0,1772.0,-6990.0,1
1.6450220068994304e+18,frame_5971.jpeg,3604.0,1710.0,-6903.0,1
1.6450220069514097e+18,frame_5972.jpeg,3670.0,1669.0,-6886.0,1
1.6450220069985733e+18,frame_5973.jpeg,3608.0,1724.0,-6918.0,1
1.6450220070552553e+18,frame_5974.jpeg,3506.0,1757.0,-6878.0,1
1.645022007099718e+18,frame_5975.jpeg,3400.0,1787.0,-6993.0,1
1.6450220071565914e+18,frame_5976.jpeg,3323.0,1754.0,-6967.0,1
1.6450220072039798e+18,frame_5977.jpeg,3520.0,1763.0,-6957.0,1
1.6450220072487923e+18,frame_5978.jpeg,3501.0,1712.0,-7092.0,1
1.645022007303052e+18,frame_5979.jpeg,3420.0,1661.0,-6968.0,1
1.6450220073566968e+18,frame_5980.jpeg,3353.0,1736.0,-7154.0,1
1.6450220074038106e+18,frame_5981.jpeg,3259.0,1808.0,-7050.0,1
1.6450220074548483e+18,frame_5982.jpeg,3276.0,1738.0,-7054.0,1
1.6450220075015017e+18,frame_5983.jpeg,3453.0,1649.0,-7015.0,1
1.6450220075565176e+18,frame_5984.jpeg,3673.0,1723.0,-6938.0,1
1.6450220076025254e+18,frame_5985.jpeg,3566.0,1787.0,-6834.0,1
1.6450220076542705e+18,frame_5986.jpeg,3498.0,1812.0,-6948.0,1
1.6450220077032758e+18,frame_5987.jpeg,3643.0,1857.0,-6839.0,1
1.6450220077507356e+18,frame_5988.jpeg,3617.0,1763.0,-6856.0,1
1.6450220078036928e+18,frame_5989.jpeg,3704.0,1798.0,-6887.0,1
1.64502200785077e+18,frame_5990.jpeg,3632.0,1844.0,-6846.0,1
1.6450220079034836e+18,frame_5991.jpeg,3586.0,1833.0,-6876.0,1
1.6450220079527409e+18,frame_5992.jpeg,3535.0,1800.0,-6956.0,1
1.6450220080022305e+18,frame_5993.jpeg,3607.0,1844.0,-6801.0,1
1.645022008052436e+18,frame_5994.jpeg,3583.0,1843.0,-6939.0,1
1.6450220081043988e+18,frame_5995.jpeg,3611.0,1827.0,-6859.0,1
1.6450220081537567e+18,frame_5996.jpeg,3715.0,1746.0,-6795.0,1
1.6450220082040893e+18,frame_5997.jpeg,3521.0,1677.0,-7004.0,1
1.6450220082534205e+18,frame_5998.jpeg,3395.0,1684.0,-6974.0,1
1.645022008302974e+18,frame_5999.jpeg,3437.0,1864.0,-6935.0,1
1.6450220083518252e+18,frame_6000.jpeg,3515.0,1731.0,-6916.0,1
1.645022008407549e+18,frame_6001.jpeg,3744.0,1654.0,-6814.0,1
1.6450220084521905e+18,frame_6002.jpeg,3928.0,1601.0,-6839.0,1
1.6450220085037332e+18,frame_6003.jpeg,3876.0,1525.0,-6784.0,1
1.6450220085531228e+18,frame_6004.jpeg,3824.0,1566.0,-6829.0,1
1.6450220086033057e+18,frame_6005.jpeg,3771.0,1509.0,-6821.0,1
1.6450220086543736e+18,frame_6006.jpeg,3900.0,1676.0,-6780.0,1
1.6450220087031322e+18,frame_6007.jpeg,3696.0,1664.0,-6911.0,1
1.6450220087568207e+18,frame_6008.jpeg,3637.0,1645.0,-6933.0,1
1.6450220088031073e+18,frame_6009.jpeg,3674.0,1729.0,-6898.0,1
1.64502200885735e+18,frame_6010.jpeg,3679.0,1600.0,-6868.0,1
1.6450220089041582e+18,frame_6011.jpeg,3902.0,1634.0,-6820.0,1
1.645022008957954e+18,frame_6012.jpeg,3803.0,1596.0,-6767.0,1
1.645022009003984e+18,frame_6013.jpeg,3678.0,1657.0,-6817.0,1
1.6450220090574735e+18,frame_6014.jpeg,3668.0,1641.0,-6918.0,1
1.6450220091016381e+18,frame_6015.jpeg,3635.0,1662.0,-6860.0,1
1.6450220091578335e+18,frame_6016.jpeg,3625.0,1615.0,-6944.0,1
1.6450220092072174e+18,frame_6017.jpeg,3712.0,1546.0,-6876.0,1
1.6450220092582682e+18,frame_6018.jpeg,3908.0,1528.0,-6826.0,1
1.6450220093017341e+18,frame_6019.jpeg,3683.0,1629.0,-6866.0,1
1.6450220093573622e+18,frame_6020.jpeg,3783.0,1530.0,-6895.0,1
1.6450220094040384e+18,frame_6021.jpeg,4005.0,1493.0,-6849.0,1
1.6450220094562511e+18,frame_6022.jpeg,3797.0,1719.0,-6770.0,1
1.645022009507324e+18,frame_6023.jpeg,3886.0,1612.0,-6792.0,1
1.6450220095558484e+18,frame_6024.jpeg,4048.0,1575.0,-6758.0,1
1.6450220096002396e+18,frame_6025.jpeg,3794.0,1695.0,-6797.0,1
1.6450220096573952e+18,frame_6026.jpeg,3555.0,1849.0,-6847.0,1
1.6450220097012954e+18,frame_6027.jpeg,3694.0,1821.0,-6814.0,1
1.645022009755736e+18,frame_6028.jpeg,3718.0,1705.0,-6832.0,1
1.645022009802361e+18,frame_6029.jpeg,3858.0,1703.0,-6802.0,1
1.6450220098551268e+18,frame_6030.jpeg,3870.0,1759.0,-6664.0,1
1.6450220099021002e+18,frame_6031.jpeg,3802.0,1714.0,-6821.0,1
1.645022009956938e+18,frame_6032.jpeg,3819.0,1713.0,-6810.0,1
1.645022010001723e+18,frame_6033.jpeg,3888.0,1615.0,-6687.0,1
1.6450220100553539e+18,frame_6034.jpeg,3641.0,1632.0,-6956.0,1
1.6450220101061868e+18,frame_6035.jpeg,3758.0,1684.0,-6830.0,1
1.645022010157147e+18,frame_6036.jpeg,3957.0,1537.0,-6784.0,1
1.6450220102059738e+18,frame_6037.jpeg,3781.0,1581.0,-6900.0,1
1.6450220102562962e+18,frame_6038.jpeg,3739.0,1697.0,-6828.0,1
1.64502201030482e+18,frame_6039.jpeg,3820.0,1680.0,-6776.0,1
1.6450220103548726e+18,frame_6040.jpeg,4132.0,1529.0,-6634.0,1
1.6450220104064963e+18,frame_6041.jpeg,4144.0,1600.0,-6726.0,1
1.6450220104563295e+18,frame_6042.jpeg,4020.0,1661.0,-6702.0,1
1.6450220105100198e+18,frame_6043.jpeg,4111.0,1655.0,-6648.0,1
1.6450220105496392e+18,frame_6044.jpeg,4058.0,1776.0,-6437.0,1
1.6450220106098952e+18,frame_6045.jpeg,3829.0,1726.0,-7059.0,1
1.6450220106556255e+18,frame_6046.jpeg,3841.0,1867.0,-6712.0,1
1.6450220107093747e+18,frame_6047.jpeg,3859.0,1704.0,-6535.0,1
1.6450220107559227e+18,frame_6048.jpeg,4037.0,1714.0,-6614.0,1
1.64502201080929e+18,frame_6049.jpeg,4034.0,1744.0,-6714.0,1
1.6450220108558833e+18,frame_6050.jpeg,3833.0,1715.0,-6675.0,1
1.6450220109103142e+18,frame_6051.jpeg,4218.0,1604.0,-6722.0,1
1.6450220109555067e+18,frame_6052.jpeg,3930.0,1630.0,-6755.0,1
1.6450220110094812e+18,frame_6053.jpeg,3732.0,1776.0,-6791.0,1
1.645022011055619e+18,frame_6054.jpeg,4052.0,1657.0,-6688.0,1
1.6450220111100388e+18,frame_6055.jpeg,4131.0,1329.0,-6705.0,1
1.6450220111583058e+18,frame_6056.jpeg,3860.0,1590.0,-6866.0,1
1.6450220112034445e+18,frame_6057.jpeg,3749.0,1634.0,-6757.0,1
1.645022011254137e+18,frame_6058.jpeg,3996.0,1526.0,-6789.0,1
1.6450220113101437e+18,frame_6059.jpeg,4123.0,1464.0,-6621.0,1
1.6450220113563515e+18,frame_6060.jpeg,4166.0,1532.0,-6506.0,1
1.645022011410154e+18,frame_6061.jpeg,4251.0,1542.0,-6645.0,1
1.6450220114572257e+18,frame_6062.jpeg,3922.0,1543.0,-6615.0,1
1.6450220115087055e+18,frame_6063.jpeg,3895.0,1502.0,-6903.0,1
1.645022011555768e+18,frame_6064.jpeg,3940.0,1469.0,-6740.0,1
1.6450220116096374e+18,frame_6065.jpeg,4113.0,1258.0,-6908.0,1
1.645022011656053e+18,frame_6066.jpeg,3701.0,1474.0,-7005.0,1
1.6450220117082025e+18,frame_6067.jpeg,4353.0,1513.0,-6438.0,1
1.6450220117580116e+18,frame_6068.jpeg,4056.0,1263.0,-6850.0,1
1.6450220118084541e+18,frame_6069.jpeg,4077.0,1603.0,-6496.0,1
1.6450220118579295e+18,frame_6070.jpeg,4058.0,1647.0,-6561.0,1
1.64502201190923e+18,frame_6071.jpeg,4161.0,1595.0,-6719.0,1
1.6450220119611822e+18,frame_6072.jpeg,4143.0,1366.0,-6567.0,1
1.645022012007333e+18,frame_6073.jpeg,3931.0,1689.0,-6723.0,1
1.645022012061145e+18,frame_6074.jpeg,3975.0,1604.0,-6597.0,1
1.6450220121085832e+18,frame_6075.jpeg,4071.0,1485.0,-6545.0,1
1.6450220121631992e+18,frame_6076.jpeg,3930.0,1575.0,-6571.0,1
1.6450220122085916e+18,frame_6077.jpeg,3422.0,944.0,-7382.0,1
1.64502201225781e+18,frame_6078.jpeg,3897.0,861.0,-7223.0,1
1.6450220123086016e+18,frame_6079.jpeg,3776.0,887.0,-7010.0,1
1.64502201235692e+18,frame_6080.jpeg,3700.0,797.0,-7086.0,1
1.6450220124084713e+18,frame_6081.jpeg,3693.0,610.0,-7145.0,1
1.6450220124625219e+18,frame_6082.jpeg,3551.0,517.0,-7098.0,1
1.6450220125117148e+18,frame_6083.jpeg,3945.0,412.0,-6961.0,1
1.6450220125627546e+18,frame_6084.jpeg,3908.0,270.0,-6910.0,1
1.6450220126073667e+18,frame_6085.jpeg,3511.0,103.0,-7142.0,1
1.6450220126638367e+18,frame_6086.jpeg,3668.0,-22.0,-7075.0,1
1.6450220127093181e+18,frame_6087.jpeg,3684.0,49.0,-7101.0,1
1.6450220127620575e+18,frame_6088.jpeg,3195.0,25.0,-7402.0,1
1.6450220128091763e+18,frame_6089.jpeg,3626.0,-44.0,-7016.0,1
1.6450220128635292e+18,frame_6090.jpeg,3907.0,-218.0,-7023.0,1
1.6450220129079268e+18,frame_6091.jpeg,3959.0,-322.0,-6905.0,1
1.6450220129635459e+18,frame_6092.jpeg,3787.0,-244.0,-7032.0,1
1.6450220130081764e+18,frame_6093.jpeg,3724.0,-249.0,-7013.0,1
1.6450220130618606e+18,frame_6094.jpeg,3852.0,-418.0,-6948.0,1
1.6450220131083453e+18,frame_6095.jpeg,3876.0,-313.0,-7017.0,1
1.6450220131641528e+18,frame_6096.jpeg,3694.0,-284.0,-7001.0,1
1.6450220132089585e+18,frame_6097.jpeg,3769.0,-116.0,-7054.0,1
1.6450220132629117e+18,frame_6098.jpeg,4028.0,-396.0,-6849.0,1
1.6450220133102464e+18,frame_6099.jpeg,3903.0,-242.0,-6955.0,1
1.645022013363425e+18,frame_6100.jpeg,3552.0,-190.0,-7159.0,1
1.6450220133867228e+18,frame_6101.jpeg,3650.0,-152.0,-7083.0,1
1.6450220134595008e+18,frame_6102.jpeg,4026.0,-267.0,-6940.0,1
1.645022013505495e+18,frame_6103.jpeg,3940.0,-313.0,-6904.0,1
1.6450220135597944e+18,frame_6104.jpeg,3936.0,-268.0,-6946.0,1
1.6450220136124247e+18,frame_6105.jpeg,3624.0,-160.0,-7128.0,1
1.6450220136608543e+18,frame_6106.jpeg,3591.0,-247.0,-7054.0,1
1.6450220137138609e+18,frame_6107.jpeg,4134.0,-334.0,-6936.0,1
1.6450220137619144e+18,frame_6108.jpeg,4109.0,-306.0,-6829.0,1
1.6450220138052055e+18,frame_6109.jpeg,3705.0,-175.0,-7023.0,1
1.645022013857288e+18,frame_6110.jpeg,3469.0,-290.0,-7289.0,1
1.645022013913337e+18,frame_6111.jpeg,4258.0,-361.0,-6689.0,1
1.6450220139626598e+18,frame_6112.jpeg,4244.0,-450.0,-6871.0,1
1.6450220140136166e+18,frame_6113.jpeg,3976.0,-438.0,-6772.0,1
1.6450220140624827e+18,frame_6114.jpeg,3926.0,-339.0,-6972.0,1
1.6450220141156977e+18,frame_6115.jpeg,4087.0,-480.0,-6913.0,1
1.6450220141604508e+18,frame_6116.jpeg,4011.0,-371.0,-6766.0,1
1.6450220142142508e+18,frame_6117.jpeg,4270.0,-212.0,-6681.0,1
1.6450220142572925e+18,frame_6118.jpeg,4620.0,-739.0,-6551.0,1
1.6450220143163139e+18,frame_6119.jpeg,4301.0,-403.0,-6695.0,1
1.645022014358082e+18,frame_6120.jpeg,3945.0,-157.0,-6880.0,1
1.6450220144129925e+18,frame_6121.jpeg,3786.0,-245.0,-6948.0,1
1.6450220144596163e+18,frame_6122.jpeg,3815.0,-443.0,-7019.0,1
1.6450220145121508e+18,frame_6123.jpeg,4554.0,-424.0,-6469.0,1
1.6450220145618045e+18,frame_6124.jpeg,4725.0,-518.0,-6499.0,1
1.645022014610796e+18,frame_6125.jpeg,4628.0,-326.0,-6481.0,1
1.6450220146607096e+18,frame_6126.jpeg,4255.0,-412.0,-6696.0,1
1.6450220147153603e+18,frame_6127.jpeg,4140.0,-482.0,-6924.0,1
1.645022014760116e+18,frame_6128.jpeg,3652.0,-273.0,-7050.0,1
1.6450220148141676e+18,frame_6129.jpeg,3561.0,-201.0,-7165.0,1
1.6450220148599823e+18,frame_6130.jpeg,4156.0,-219.0,-6737.0,1
1.6450220149145508e+18,frame_6131.jpeg,4563.0,-506.0,-6553.0,1
1.6450220149601766e+18,frame_6132.jpeg,4616.0,-465.0,-6496.0,1
1.6450220150160015e+18,frame_6133.jpeg,4297.0,-354.0,-6707.0,1
1.6450220150605396e+18,frame_6134.jpeg,4074.0,-365.0,-6825.0,1
1.6450220151108575e+18,frame_6135.jpeg,4098.0,-297.0,-6832.0,1
1.6450220151655852e+18,frame_6136.jpeg,4230.0,-297.0,-6777.0,1
1.6450220152155456e+18,frame_6137.jpeg,4207.0,-376.0,-6738.0,1
1.645022015265423e+18,frame_6138.jpeg,4158.0,-233.0,-6880.0,1
1.6450220153152087e+18,frame_6139.jpeg,4065.0,-256.0,-6806.0,1
1.6450220153666716e+18,frame_6140.jpeg,4050.0,-380.0,-6923.0,1
1.6450220154105595e+18,frame_6141.jpeg,3857.0,-124.0,-6992.0,1
1.6450220154662298e+18,frame_6142.jpeg,3958.0,-201.0,-6863.0,1
1.64502201551442e+18,frame_6143.jpeg,4177.0,-234.0,-6915.0,1
1.645022015565249e+18,frame_6144.jpeg,4267.0,-94.0,-6636.0,1
1.6450220156152074e+18,frame_6145.jpeg,3962.0,-131.0,-6911.0,1
1.6450220156653804e+18,frame_6146.jpeg,3910.0,-105.0,-6986.0,1
1.6450220157139072e+18,frame_6147.jpeg,3801.0,27.0,-6936.0,1
1.6450220157675722e+18,frame_6148.jpeg,3744.0,227.0,-7090.0,1
1.6450220158147576e+18,frame_6149.jpeg,3715.0,76.0,-6914.0,1
1.6450220158624591e+18,frame_6150.jpeg,3339.0,338.0,-6896.0,1
1.6450220159098007e+18,frame_6151.jpeg,3457.0,421.0,-7211.0,1
1.6450220159647406e+18,frame_6152.jpeg,3752.0,369.0,-7090.0,1
1.645022016013262e+18,frame_6153.jpeg,3741.0,342.0,-7159.0,1
1.6450220160625713e+18,frame_6154.jpeg,3528.0,457.0,-7140.0,1
1.6450220161153403e+18,frame_6155.jpeg,3663.0,592.0,-7107.0,1
1.6450220161670449e+18,frame_6156.jpeg,4000.0,538.0,-6915.0,1
1.6450220162132306e+18,frame_6157.jpeg,3581.0,572.0,-7136.0,1
1.6450220162676078e+18,frame_6158.jpeg,3599.0,549.0,-7129.0,1
1.64502201630924e+18,frame_6159.jpeg,3632.0,439.0,-7107.0,1
1.6450220163671514e+18,frame_6160.jpeg,3597.0,504.0,-7073.0,1
1.6450220164126881e+18,frame_6161.jpeg,3944.0,526.0,-6991.0,1
1.6450220164620603e+18,frame_6162.jpeg,3699.0,452.0,-6988.0,1
1.6450220165133302e+18,frame_6163.jpeg,3817.0,424.0,-6974.0,1
1.645022016560866e+18,frame_6164.jpeg,3767.0,479.0,-7004.0,1
1.6450220166110474e+18,frame_6165.jpeg,3650.0,461.0,-7078.0,1
1.645022016662931e+18,frame_6166.jpeg,3738.0,393.0,-6986.0,1
1.645022016712853e+18,frame_6167.jpeg,3809.0,396.0,-7019.0,1
1.6450220167629665e+18,frame_6168.jpeg,3785.0,423.0,-6993.0,1
1.645022016819027e+18,frame_6169.jpeg,3661.0,392.0,-7078.0,1
1.6450220168673674e+18,frame_6170.jpeg,3947.0,386.0,-6940.0,1
1.6450220169179023e+18,frame_6171.jpeg,3788.0,440.0,-6965.0,1
1.6450220169640136e+18,frame_6172.jpeg,3611.0,385.0,-7090.0,1
1.6450220170138458e+18,frame_6173.jpeg,3700.0,360.0,-7034.0,1
1.6450220170635768e+18,frame_6174.jpeg,3821.0,387.0,-7071.0,1
1.6450220171184893e+18,frame_6175.jpeg,3884.0,423.0,-6913.0,1
1.6450220171647508e+18,frame_6176.jpeg,4032.0,501.0,-6926.0,1
1.6450220172177362e+18,frame_6177.jpeg,3784.0,436.0,-6988.0,1
1.645022017263345e+18,frame_6178.jpeg,3799.0,488.0,-6958.0,1
1.6450220173196938e+18,frame_6179.jpeg,3641.0,451.0,-7093.0,1
1.6450220173632538e+18,frame_6180.jpeg,3853.0,376.0,-6955.0,1
1.6450220174176195e+18,frame_6181.jpeg,3919.0,560.0,-6956.0,1
1.6450220174632522e+18,frame_6182.jpeg,3949.0,513.0,-6853.0,1
1.6450220175183117e+18,frame_6183.jpeg,3829.0,408.0,-7009.0,1
1.6450220175680133e+18,frame_6184.jpeg,3753.0,507.0,-7062.0,1
1.6450220176180506e+18,frame_6185.jpeg,3915.0,347.0,-6854.0,1
1.645022017666758e+18,frame_6186.jpeg,3860.0,383.0,-7029.0,1
1.64502201771911e+18,frame_6187.jpeg,3834.0,389.0,-6960.0,1
1.6450220177631089e+18,frame_6188.jpeg,3651.0,447.0,-7063.0,1
1.6450220178140718e+18,frame_6189.jpeg,3813.0,391.0,-7073.0,1
1.6450220178662692e+18,frame_6190.jpeg,3908.0,337.0,-6874.0,1
1.645022017918416e+18,frame_6191.jpeg,3904.0,437.0,-7062.0,1
1.6450220179678141e+18,frame_6192.jpeg,3805.0,443.0,-6914.0,1
1.6450220180183892e+18,frame_6193.jpeg,4013.0,333.0,-6919.0,1
1.645022018061732e+18,frame_6194.jpeg,3982.0,415.0,-6981.0,1
1.6450220181141532e+18,frame_6195.jpeg,3919.0,490.0,-6877.0,1
1.645022018163621e+18,frame_6196.jpeg,3803.0,462.0,-7058.0,1
1.6450220182128801e+18,frame_6197.jpeg,3919.0,432.0,-6877.0,1
1.6450220182634442e+18,frame_6198.jpeg,3938.0,471.0,-6949.0,1
1.6450220183211653e+18,frame_6199.jpeg,4169.0,370.0,-6837.0,1
1.6450220183626317e+18,frame_6200.jpeg,3920.0,463.0,-6850.0,1
1.6450220184193577e+18,frame_6201.jpeg,4189.0,383.0,-6846.0,1
1.6450220184663923e+18,frame_6202.jpeg,3896.0,400.0,-6897.0,1
1.645022018514096e+18,frame_6203.jpeg,3974.0,475.0,-6931.0,1
1.6450220185671736e+18,frame_6204.jpeg,4039.0,462.0,-6777.0,1
1.6450220186188562e+18,frame_6205.jpeg,4019.0,436.0,-6892.0,1
1.6450220186721746e+18,frame_6206.jpeg,3935.0,499.0,-6870.0,1
1.6450220187197443e+18,frame_6207.jpeg,3887.0,433.0,-6854.0,1
1.645022018767301e+18,frame_6208.jpeg,4129.0,429.0,-6862.0,1
1.6450220188190943e+18,frame_6209.jpeg,4147.0,492.0,-6693.0,1
1.645022018870732e+18,frame_6210.jpeg,4091.0,548.0,-7002.0,1
1.6450220189169533e+18,frame_6211.jpeg,3869.0,567.0,-6813.0,1
1.6450220189612265e+18,frame_6212.jpeg,4058.0,442.0,-6901.0,1
1.645022019015122e+18,frame_6213.jpeg,4731.0,529.0,-6696.0,1
1.6450220190710518e+18,frame_6214.jpeg,3702.0,496.0,-6865.0,1
1.6450220191117015e+18,frame_6215.jpeg,3271.0,594.0,-7088.0,1
1.6450220191700946e+18,frame_6216.jpeg,3957.0,613.0,-6907.0,1
1.6450220192161088e+18,frame_6217.jpeg,3933.0,583.0,-6721.0,1
1.6450220192658176e+18,frame_6218.jpeg,4096.0,621.0,-6859.0,1
1.645022019317194e+18,frame_6219.jpeg,3851.0,703.0,-6871.0,1
1.6450220193702275e+18,frame_6220.jpeg,3837.0,783.0,-7078.0,1
1.6450220194167567e+18,frame_6221.jpeg,3999.0,950.0,-6772.0,1
1.6450220194707356e+18,frame_6222.jpeg,4301.0,1058.0,-6598.0,1
1.6450220210197676e+18,frame_6253.jpeg,1559.0,2507.0,-7561.0,1
1.645022021071456e+18,frame_6254.jpeg,2028.0,2987.0,-8170.0,1
1.6450220211183567e+18,frame_6255.jpeg,1230.0,2342.0,-7449.0,1
1.645022021170438e+18,frame_6256.jpeg,1217.0,2326.0,-7407.0,1
1.6450220212196116e+18,frame_6257.jpeg,1410.0,2275.0,-7728.0,1
1.645022021271569e+18,frame_6258.jpeg,1923.0,2145.0,-7388.0,1
1.6450220213191657e+18,frame_6259.jpeg,1364.0,2001.0,-7732.0,1
1.6450220213693775e+18,frame_6260.jpeg,1291.0,2280.0,-7567.0,1
1.6450220214240796e+18,frame_6261.jpeg,1438.0,2161.0,-7602.0,1
1.6450220214680535e+18,frame_6262.jpeg,1517.0,1933.0,-7690.0,1
1.6450220215220733e+18,frame_6263.jpeg,1540.0,1972.0,-7524.0,1
1.6450220215725965e+18,frame_6264.jpeg,1486.0,2108.0,-7536.0,1
1.6450220216245425e+18,frame_6265.jpeg,1396.0,2008.0,-7627.0,1
1.6450220216729958e+18,frame_6266.jpeg,1474.0,1923.0,-7569.0,1
