timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, BOLT_LEFT
1.6450220413985126e+18,frame_6660.jpeg,2129.0,-4936.0,-6379.0,1
1.645022041444076e+18,frame_6661.jpeg,1020.0,-5400.0,-6086.0,1
1.6450220414953795e+18,frame_6662.jpeg,1493.0,-5024.0,-5630.0,1
1.6450220415432717e+18,frame_6663.jpeg,971.0,-5584.0,-5302.0,1
1.6450220415991155e+18,frame_6664.jpeg,958.0,-5900.0,-5114.0,1
1.6450220416437043e+18,frame_6665.jpeg,2001.0,-5676.0,-5315.0,1
1.6450220416994386e+18,frame_6666.jpeg,3275.0,-4426.0,-5661.0,1
1.6450220417437023e+18,frame_6667.jpeg,3484.0,-3158.0,-4651.0,1
1.6450220417994634e+18,frame_6668.jpeg,7807.0,-3023.0,-3496.0,1
1.6450220418441928e+18,frame_6669.jpeg,7294.0,-3494.0,-2822.0,1
1.6450220418945198e+18,frame_6670.jpeg,8897.0,-2022.0,-1351.0,1
1.6450220419432806e+18,frame_6671.jpeg,8485.0,-379.0,-266.0,1
1.6450220419934705e+18,frame_6672.jpeg,6475.0,329.0,-1303.0,1
1.645022042044253e+18,frame_6673.jpeg,8964.0,1407.0,484.0,1
1.6450220420933322e+18,frame_6674.jpeg,9755.0,1756.0,1071.0,1
1.6450220421444772e+18,frame_6675.jpeg,9256.0,1183.0,565.0,1
1.6450220421941545e+18,frame_6676.jpeg,8910.0,1887.0,926.0,1
1.6450220422408177e+18,frame_6677.jpeg,7450.0,1624.0,339.0,1
1.64502204229813e+18,frame_6678.jpeg,4332.0,-779.0,-2072.0,1
1.6450220423451213e+18,frame_6679.jpeg,4387.0,-2445.0,-2099.0,1
1.64502204239468e+18,frame_6680.jpeg,-78.0,-4386.0,-1912.0,1
1.6450220424436608e+18,frame_6681.jpeg,-1655.0,-6623.0,-3996.0,1
1.6450220424948723e+18,frame_6682.jpeg,1547.0,-9191.0,-6940.0,1
1.6450220425504074e+18,frame_6683.jpeg,907.0,-7989.0,-5753.0,1
1.6450220425978788e+18,frame_6684.jpeg,936.0,-6805.0,-6099.0,1
1.645022042648807e+18,frame_6685.jpeg,2243.0,-5308.0,-5466.0,1
1.6450220426990858e+18,frame_6686.jpeg,3602.0,-5334.0,-5245.0,1
1.645022042750924e+18,frame_6687.jpeg,4112.0,-5803.0,-4066.0,1
1.645022042798497e+18,frame_6688.jpeg,5356.0,-6605.0,-2996.0,1
1.6450220428487242e+18,frame_6689.jpeg,5655.0,-6099.0,-1976.0,1
1.6450220428961705e+18,frame_6690.jpeg,4959.0,-1630.0,-1407.0,1
1.6450220429481405e+18,frame_6691.jpeg,8979.0,913.0,-2543.0,1
1.645022042994829e+18,frame_6692.jpeg,6174.0,-1772.0,-4821.0,1
1.6450220430485868e+18,frame_6693.jpeg,5643.0,-1190.0,-2864.0,1
1.6450220430946954e+18,frame_6694.jpeg,8452.0,-1797.0,-4232.0,1
1.6450220431482918e+18,frame_6695.jpeg,5867.0,-2833.0,-6277.0,1
1.6450220431946972e+18,frame_6696.jpeg,4965.0,-2764.0,-6132.0,1
1.645022043248504e+18,frame_6697.jpeg,3100.0,-3456.0,-6608.0,1
1.645022043298981e+18,frame_6698.jpeg,2119.0,-3718.0,-7242.0,1
1.6450220433482563e+18,frame_6699.jpeg,2513.0,-4059.0,-7280.0,1
1.6450220433993853e+18,frame_6700.jpeg,3825.0,-4215.0,-5755.0,1
1.645022043448482e+18,frame_6701.jpeg,3540.0,-3412.0,-4744.0,1
1.6450220434925501e+18,frame_6702.jpeg,4134.0,-1390.0,-4666.0,1
1.6450220435480174e+18,frame_6703.jpeg,4998.0,-820.0,-4169.0,1
1.6450220435971054e+18,frame_6704.jpeg,8911.0,1772.0,-3681.0,1
1.6450220436463488e+18,frame_6705.jpeg,8967.0,575.0,-2149.0,1
1.6450220436974246e+18,frame_6706.jpeg,9398.0,916.0,-1447.0,1
1.6450220437498437e+18,frame_6707.jpeg,7653.0,137.0,-1295.0,1
1.6450220437971177e+18,frame_6708.jpeg,4266.0,-720.0,-1941.0,1
1.6450220438461197e+18,frame_6709.jpeg,2422.0,-2154.0,-1555.0,1
1.645022043896977e+18,frame_6710.jpeg,3704.0,-4563.0,-1349.0,1
1.645022043947399e+18,frame_6711.jpeg,5775.0,-4718.0,-1208.0,1
1.6450220439972303e+18,frame_6712.jpeg,4689.0,-4521.0,-1957.0,1
1.6450220440473073e+18,frame_6713.jpeg,9552.0,-3212.0,-2631.0,1
1.645022044096147e+18,frame_6714.jpeg,7856.0,-4408.0,-2864.0,1
1.6450220441461783e+18,frame_6715.jpeg,6582.0,-4666.0,-2513.0,1
1.6450220442018028e+18,frame_6716.jpeg,8050.0,-4977.0,-2343.0,1
1.6450220442506266e+18,frame_6717.jpeg,13359.0,11.0,-2491.0,1
1.6450220443016154e+18,frame_6718.jpeg,11266.0,408.0,-2485.0,1
1.645022044345747e+18,frame_6719.jpeg,9116.0,1190.0,-2867.0,1
1.6450220444014794e+18,frame_6720.jpeg,7553.0,2883.0,-2736.0,1
1.6450220444468972e+18,frame_6721.jpeg,6430.0,1933.0,-3375.0,1
1.645022044501479e+18,frame_6722.jpeg,6857.0,2640.0,-3840.0,1
1.6450220445480622e+18,frame_6723.jpeg,6296.0,2440.0,-4100.0,1
1.6450220446018872e+18,frame_6724.jpeg,7451.0,1369.0,-2564.0,1
1.6450220446458353e+18,frame_6725.jpeg,9391.0,1097.0,-1749.0,1
1.6450220447011766e+18,frame_6726.jpeg,7414.0,865.0,-1224.0,1
1.645022044746745e+18,frame_6727.jpeg,5277.0,726.0,-979.0,1
1.6450220448012964e+18,frame_6728.jpeg,3067.0,-1103.0,-1493.0,1
1.6450220448471252e+18,frame_6729.jpeg,2955.0,-3166.0,-2221.0,1
1.6450220449015537e+18,frame_6730.jpeg,4154.0,-5144.0,-1263.0,1
1.6450220449523791e+18,frame_6731.jpeg,5958.0,-4495.0,-1632.0,1
1.6450220450017362e+18,frame_6732.jpeg,4892.0,-3814.0,-2808.0,1
1.64502204505228e+18,frame_6733.jpeg,10697.0,-3610.0,-3318.0,1
1.6450220450998646e+18,frame_6734.jpeg,8455.0,-2987.0,-3214.0,1
1.6450220451519506e+18,frame_6735.jpeg,7375.0,-4565.0,-701.0,1
1.6450220452003868e+18,frame_6736.jpeg,8086.0,-5215.0,-1551.0,1
1.645022045252303e+18,frame_6737.jpeg,10625.0,-2340.0,-3489.0,1
1.6450220453002668e+18,frame_6738.jpeg,11254.0,-834.0,-1444.0,1
1.645022045351903e+18,frame_6739.jpeg,9858.0,2402.0,-2018.0,1
1.6450220454002545e+18,frame_6740.jpeg,8356.0,1909.0,-1866.0,1
1.6450220454472532e+18,frame_6741.jpeg,7896.0,1178.0,-2687.0,1
1.6450220454999532e+18,frame_6742.jpeg,6882.0,824.0,-3223.0,1
1.645022045552531e+18,frame_6743.jpeg,7534.0,935.0,-3195.0,1
1.6450220456031805e+18,frame_6744.jpeg,8873.0,893.0,-2562.0,1
1.6450220456535834e+18,frame_6745.jpeg,8308.0,585.0,-1096.0,1
1.6450220457002166e+18,frame_6746.jpeg,7313.0,1033.0,-1108.0,1
1.6450220457551677e+18,frame_6747.jpeg,6799.0,414.0,-1472.0,1
1.6450220458000177e+18,frame_6748.jpeg,4187.0,-1939.0,-1022.0,1
1.6450220458490104e+18,frame_6749.jpeg,3777.0,-2635.0,-1291.0,1
1.645022045899688e+18,frame_6750.jpeg,1236.0,-4258.0,-2164.0,1
1.6450220459507466e+18,frame_6751.jpeg,4635.0,-4959.0,-1525.0,1
1.6450220460001144e+18,frame_6752.jpeg,9289.0,-2745.0,-1459.0,1
1.6450220460510986e+18,frame_6753.jpeg,4428.0,-4282.0,-2668.0,1
1.645022046099995e+18,frame_6754.jpeg,6280.0,-5254.0,-4570.0,1
1.6450220461522644e+18,frame_6755.jpeg,11555.0,-6334.0,-2926.0,1
1.6450220462000868e+18,frame_6756.jpeg,10290.0,-4316.0,-2639.0,1
1.6450220462545912e+18,frame_6757.jpeg,9480.0,-1761.0,-3141.0,1
1.6450220462994637e+18,frame_6758.jpeg,7686.0,-774.0,-4625.0,1
1.6450220463517955e+18,frame_6759.jpeg,8575.0,720.0,-5037.0,1
1.6450220463990446e+18,frame_6760.jpeg,7372.0,1413.0,-4999.0,1
1.6450220464549576e+18,frame_6761.jpeg,6608.0,1773.0,-4578.0,1
1.6450220464994908e+18,frame_6762.jpeg,6101.0,760.0,-4024.0,1
1.6450220465506473e+18,frame_6763.jpeg,7145.0,936.0,-2863.0,1
1.6450220466059855e+18,frame_6764.jpeg,9399.0,1302.0,-932.0,1
1.64502204665627e+18,frame_6765.jpeg,8648.0,1087.0,-387.0,1
1.645022046706409e+18,frame_6766.jpeg,7159.0,137.0,-1040.0,1
1.6450220467560527e+18,frame_6767.jpeg,4937.0,-464.0,-787.0,1
1.645022046804127e+18,frame_6768.jpeg,2775.0,-1735.0,-875.0,1
1.6450220468558e+18,frame_6769.jpeg,5018.0,-3607.0,-103.0,1
1.6450220469073498e+18,frame_6770.jpeg,7180.0,-3790.0,-844.0,1
1.6450220469540045e+18,frame_6771.jpeg,4312.0,-3538.0,-2171.0,1
1.6450220470062904e+18,frame_6772.jpeg,6581.0,-3682.0,-2492.0,1
1.6450220470534484e+18,frame_6773.jpeg,8469.0,-5319.0,-2889.0,1
1.645022047105009e+18,frame_6774.jpeg,7606.0,-5034.0,-3287.0,1
1.64502204715145e+18,frame_6775.jpeg,5998.0,-4428.0,-1874.0,1
1.6450220472065e+18,frame_6776.jpeg,6748.0,-5293.0,-1303.0,1
1.64502204725322e+18,frame_6777.jpeg,12011.0,-2620.0,-2458.0,1
1.645022047303372e+18,frame_6778.jpeg,12431.0,-946.0,-1728.0,1
1.6450220473542144e+18,frame_6779.jpeg,10169.0,1493.0,-2065.0,1
1.6450220474100818e+18,frame_6780.jpeg,7517.0,1425.0,-3339.0,1
1.645022047450404e+18,frame_6781.jpeg,6882.0,617.0,-2582.0,1
1.6450220475024425e+18,frame_6782.jpeg,7488.0,2863.0,-3670.0,1
1.645022047551145e+18,frame_6783.jpeg,7776.0,1768.0,-3349.0,1
1.645022047604491e+18,frame_6784.jpeg,6256.0,1039.0,-2183.0,1
1.6450220476529405e+18,frame_6785.jpeg,8861.0,1519.0,-1133.0,1
1.64502204770696e+18,frame_6786.jpeg,6718.0,600.0,-1095.0,1
1.6450220477530266e+18,frame_6787.jpeg,6266.0,232.0,-101.0,1
1.6450220478071414e+18,frame_6788.jpeg,4469.0,-1937.0,-454.0,1
1.6450220478524918e+18,frame_6789.jpeg,1747.0,-3580.0,-903.0,1
1.6450220479046935e+18,frame_6790.jpeg,3936.0,-4275.0,-2299.0,1
1.6450220479536023e+18,frame_6791.jpeg,6013.0,-4383.0,-2029.0,1
1.6450220480075763e+18,frame_6792.jpeg,5697.0,-5022.0,-2360.0,1
1.6450220480490634e+18,frame_6793.jpeg,4230.0,-3754.0,-3790.0,1
1.6450220481038344e+18,frame_6794.jpeg,8011.0,-4823.0,-3138.0,1
1.6450220481571139e+18,frame_6795.jpeg,14477.0,-3116.0,-1080.0,1
1.6450220482023923e+18,frame_6796.jpeg,13041.0,-1756.0,-684.0,1
1.645022048255193e+18,frame_6797.jpeg,8237.0,-147.0,-2320.0,1
1.6450220483019917e+18,frame_6798.jpeg,7258.0,-308.0,-3042.0,1
1.645022048357111e+18,frame_6799.jpeg,7318.0,1018.0,-3793.0,1
1.6450220484049352e+18,frame_6800.jpeg,8015.0,1290.0,-3835.0,1
1.645022048460267e+18,frame_6801.jpeg,6459.0,1383.0,-3543.0,1
1.6450220485034455e+18,frame_6802.jpeg,9311.0,2386.0,-1285.0,1
1.6450220485579174e+18,frame_6803.jpeg,10338.0,2491.0,1279.0,1
1.6450220486058473e+18,frame_6804.jpeg,8459.0,2004.0,772.0,1
1.6450220486546834e+18,frame_6805.jpeg,7268.0,1555.0,19.0,1
1.6450220487042043e+18,frame_6806.jpeg,2647.0,709.0,-604.0,1
1.6450220487542894e+18,frame_6807.jpeg,3239.0,-648.0,-638.0,1
1.64502204880609e+18,frame_6808.jpeg,5679.0,-2627.0,-341.0,1
1.6450220488564657e+18,frame_6809.jpeg,3859.0,-3872.0,-780.0,1
1.6450220489051973e+18,frame_6810.jpeg,2361.0,-5314.0,-2650.0,1
1.6450220489546972e+18,frame_6811.jpeg,7954.0,-7149.0,-1911.0,1
1.6450220490032678e+18,frame_6812.jpeg,8053.0,-5507.0,-1695.0,1
1.6450220490585055e+18,frame_6813.jpeg,5402.0,-3771.0,-2220.0,1
1.6450220491016694e+18,frame_6814.jpeg,7507.0,-3329.0,-1878.0,1
1.6450220491574769e+18,frame_6815.jpeg,14274.0,-2379.0,-16.0,1
1.6450220492036997e+18,frame_6816.jpeg,13522.0,-823.0,-89.0,1
1.6450220492565212e+18,frame_6817.jpeg,7006.0,-496.0,-1620.0,1
1.645022049307725e+18,frame_6818.jpeg,8868.0,1398.0,-2973.0,1
1.6450220493604795e+18,frame_6819.jpeg,7298.0,1116.0,-3179.0,1
1.6450220494084984e+18,frame_6820.jpeg,5759.0,2504.0,-3637.0,1
1.6450220494562588e+18,frame_6821.jpeg,8354.0,1811.0,-1551.0,1
1.6450220495044872e+18,frame_6822.jpeg,9095.0,2358.0,1033.0,1
1.6450220495606523e+18,frame_6823.jpeg,9406.0,941.0,735.0,1
1.6450220496002399e+18,frame_6824.jpeg,9895.0,2267.0,1384.0,1
1.6450220496546755e+18,frame_6825.jpeg,3724.0,2372.0,994.0,1
1.6450220497055101e+18,frame_6826.jpeg,5764.0,1789.0,-1944.0,1
1.645022049758619e+18,frame_6827.jpeg,4004.0,-1546.0,-492.0,1
1.6450220498079734e+18,frame_6828.jpeg,6520.0,-2910.0,733.0,1
1.6450220498553334e+18,frame_6829.jpeg,4873.0,-4636.0,-347.0,1
1.6450220499079987e+18,frame_6830.jpeg,4542.0,-5734.0,-1102.0,1
1.645022049952559e+18,frame_6831.jpeg,7103.0,-6432.0,-1231.0,1
1.6450220500081528e+18,frame_6832.jpeg,6021.0,-6696.0,-1126.0,1
1.6450220500560486e+18,frame_6833.jpeg,6979.0,-5395.0,-1021.0,1
1.6450220501114875e+18,frame_6834.jpeg,6659.0,-5316.0,-1706.0,1
1.645022050158173e+18,frame_6835.jpeg,5573.0,-4668.0,-1089.0,1
1.6450220502119928e+18,frame_6836.jpeg,4201.0,-5217.0,-2707.0,1
1.6450220502533678e+18,frame_6837.jpeg,5324.0,-6678.0,-3505.0,1
1.6450220503091395e+18,frame_6838.jpeg,6611.0,-8400.0,-2740.0,1
1.6450220503532406e+18,frame_6839.jpeg,4034.0,-5931.0,-3675.0,1
1.6450220504086154e+18,frame_6840.jpeg,6566.0,-6617.0,-4516.0,1
1.6450220504533422e+18,frame_6841.jpeg,4655.0,-5145.0,-4133.0,1
1.6450220505053379e+18,frame_6842.jpeg,4628.0,-5703.0,-2371.0,1
1.6450220505544625e+18,frame_6843.jpeg,5693.0,-5807.0,-625.0,1
1.645022050606456e+18,frame_6844.jpeg,2480.0,-5356.0,370.0,1
1.645022050656255e+18,frame_6845.jpeg,6027.0,934.0,-227.0,1
1.6450220507099945e+18,frame_6846.jpeg,11547.0,4150.0,-309.0,1
1.6450220527060782e+18,frame_6886.jpeg,6913.0,913.0,-237.0,1
1.645022052757156e+18,frame_6887.jpeg,6419.0,1464.0,393.0,1
1.645022052808658e+18,frame_6888.jpeg,7033.0,1805.0,973.0,1
1.645022052858951e+18,frame_6889.jpeg,7808.0,2530.0,2578.0,1
1.6450220529096422e+18,frame_6890.jpeg,7916.0,3215.0,3515.0,1
1.6450220529602112e+18,frame_6891.jpeg,7155.0,3119.0,3979.0,1
1.645022053015681e+18,frame_6892.jpeg,6138.0,2833.0,4305.0,1
1.6450220530611039e+18,frame_6893.jpeg,6762.0,2937.0,4307.0,1
1.6450220531105859e+18,frame_6894.jpeg,5635.0,2995.0,4850.0,1
1.645022053159915e+18,frame_6895.jpeg,6526.0,3453.0,4880.0,1
1.6450220532183304e+18,frame_6896.jpeg,5069.0,2939.0,5056.0,1
1.645022053259357e+18,frame_6897.jpeg,5432.0,3797.0,5455.0,1
1.645022053313382e+18,frame_6898.jpeg,5603.0,3557.0,4960.0,1
1.6450220533594432e+18,frame_6899.jpeg,5616.0,3443.0,4400.0,1
1.645022053414069e+18,frame_6900.jpeg,6351.0,2934.0,2934.0,1
1.6450220534598446e+18,frame_6901.jpeg,6800.0,2851.0,2863.0,1
1.6450220535145859e+18,frame_6902.jpeg,6959.0,2066.0,1291.0,1
1.6450220535592174e+18,frame_6903.jpeg,7246.0,1022.0,-666.0,1
1.645022053615309e+18,frame_6904.jpeg,7975.0,1207.0,-1127.0,1
1.6450220536586929e+18,frame_6905.jpeg,7582.0,502.0,-2563.0,1
1.6450220537142735e+18,frame_6906.jpeg,6708.0,-398.0,-4052.0,1
1.6450220537602025e+18,frame_6907.jpeg,4922.0,-2011.0,-4872.0,1
1.6450220538129052e+18,frame_6908.jpeg,4741.0,-3049.0,-6015.0,1
1.6450220538609528e+18,frame_6909.jpeg,4750.0,-3213.0,-6681.0,1
1.6450220539149325e+18,frame_6910.jpeg,3557.0,-4045.0,-6433.0,1
1.6450220539583562e+18,frame_6911.jpeg,3539.0,-4755.0,-6404.0,1
1.6450220540138417e+18,frame_6912.jpeg,3236.0,-4530.0,-6280.0,1
1.6450220540605012e+18,frame_6913.jpeg,1949.0,-4940.0,-5868.0,1
1.6450220541141414e+18,frame_6914.jpeg,2038.0,-5057.0,-6154.0,1
1.645022054160368e+18,frame_6915.jpeg,2298.0,-4639.0,-6024.0,1
1.6450220542140608e+18,frame_6916.jpeg,1836.0,-4816.0,-5378.0,1
1.645022054259968e+18,frame_6917.jpeg,1560.0,-4576.0,-5560.0,1
1.6450220543121288e+18,frame_6918.jpeg,5411.0,-3542.0,-5278.0,1
1.6450220543604977e+18,frame_6919.jpeg,5814.0,-2363.0,-5625.0,1
1.645022054413528e+18,frame_6920.jpeg,5768.0,-2653.0,-4401.0,1
1.6450220544606147e+18,frame_6921.jpeg,5782.0,-335.0,-4077.0,1
1.6450220544989893e+18,frame_6922.jpeg,6450.0,885.0,-2673.0,1
1.6450220545588595e+18,frame_6923.jpeg,8617.0,1251.0,-1772.0,1
1.6450220546100224e+18,frame_6924.jpeg,9399.0,1227.0,680.0,1
1.6450220546673283e+18,frame_6925.jpeg,8505.0,2853.0,2262.0,1
1.6450220547126385e+18,frame_6926.jpeg,9708.0,2275.0,-695.0,1
1.6450220547663142e+18,frame_6927.jpeg,9941.0,3982.0,2562.0,1
1.645022054812364e+18,frame_6928.jpeg,7593.0,2510.0,1945.0,1
1.645022054864434e+18,frame_6929.jpeg,7389.0,2878.0,1054.0,1
1.645022054912684e+18,frame_6930.jpeg,6403.0,1656.0,-309.0,1
1.6450220549626025e+18,frame_6931.jpeg,4621.0,-157.0,-1756.0,1
1.6450220550141092e+18,frame_6932.jpeg,3737.0,-2565.0,-2521.0,1
1.6450220550666388e+18,frame_6933.jpeg,4533.0,-4392.0,-2578.0,1
1.6450220551122977e+18,frame_6934.jpeg,3022.0,-4189.0,-1968.0,1
1.6450220551660887e+18,frame_6935.jpeg,1605.0,-5273.0,-2847.0,1
1.6450220552126848e+18,frame_6936.jpeg,5107.0,-6954.0,-4461.0,1
1.6450220552611768e+18,frame_6937.jpeg,7095.0,-4883.0,-3216.0,1
1.6450220553131686e+18,frame_6938.jpeg,7609.0,-4705.0,-1685.0,1
1.645022055362184e+18,frame_6939.jpeg,8926.0,-4109.0,-676.0,1
1.6450220554122972e+18,frame_6940.jpeg,8675.0,-3305.0,-656.0,1
1.6450220554657165e+18,frame_6941.jpeg,9407.0,-640.0,-1293.0,1
1.6450220555112497e+18,frame_6942.jpeg,10001.0,1635.0,-216.0,1
1.64502205556642e+18,frame_6943.jpeg,8961.0,2421.0,-1395.0,1
1.6450220556118986e+18,frame_6944.jpeg,8860.0,2254.0,-1514.0,1
1.6450220556624054e+18,frame_6945.jpeg,8807.0,3080.0,-1390.0,1
1.6450220557127383e+18,frame_6946.jpeg,8205.0,3508.0,-1523.0,1
1.645022055762485e+18,frame_6947.jpeg,7916.0,3266.0,-1438.0,1
1.64502205581668e+18,frame_6948.jpeg,7331.0,3099.0,-600.0,1
1.6450220558616983e+18,frame_6949.jpeg,8096.0,2327.0,233.0,1
1.645022055912201e+18,frame_6950.jpeg,6128.0,935.0,810.0,1
1.64502205596532e+18,frame_6951.jpeg,3887.0,-1318.0,262.0,1
1.6450220560113774e+18,frame_6952.jpeg,4035.0,-2151.0,-1255.0,1
1.645022056062521e+18,frame_6953.jpeg,2844.0,-2798.0,-2730.0,1
1.6450220561129728e+18,frame_6954.jpeg,4670.0,-3217.0,-1501.0,1
1.645022056165441e+18,frame_6955.jpeg,6628.0,-4734.0,-1270.0,1
1.6450220562169933e+18,frame_6956.jpeg,7995.0,-4554.0,-2569.0,1
1.6450220562644106e+18,frame_6957.jpeg,5859.0,-6601.0,-3220.0,1
1.645022056319692e+18,frame_6958.jpeg,7620.0,-5449.0,-3530.0,1
1.645022056362905e+18,frame_6959.jpeg,9869.0,-3371.0,-1689.0,1
1.6450220564205934e+18,frame_6960.jpeg,10075.0,3029.0,-1494.0,1
1.6450220564703158e+18,frame_6961.jpeg,11896.0,4534.0,-472.0,1
1.6450220565165763e+18,frame_6962.jpeg,9066.0,3885.0,723.0,1
1.6450220565644772e+18,frame_6963.jpeg,8612.0,4204.0,428.0,1
1.6450220566176847e+18,frame_6964.jpeg,7293.0,4024.0,641.0,1
1.645022056665753e+18,frame_6965.jpeg,8377.0,4216.0,1681.0,1
1.6450220567141268e+18,frame_6966.jpeg,6483.0,3562.0,2448.0,1
1.645022056767061e+18,frame_6967.jpeg,4646.0,2185.0,1466.0,1
1.6450220568176023e+18,frame_6968.jpeg,3701.0,198.0,132.0,1
1.64502205686537e+18,frame_6969.jpeg,2731.0,-2934.0,-721.0,1
1.6450220569172867e+18,frame_6970.jpeg,4588.0,-3720.0,-2368.0,1
1.6450220569645704e+18,frame_6971.jpeg,5202.0,-4697.0,-2540.0,1
1.645022057014792e+18,frame_6972.jpeg,7811.0,-4530.0,-2031.0,1
1.6450220570645153e+18,frame_6973.jpeg,8157.0,-5004.0,-1239.0,1
1.6450220571140485e+18,frame_6974.jpeg,7743.0,-4370.0,-1414.0,1
1.6450220571652416e+18,frame_6975.jpeg,10179.0,-2640.0,-686.0,1
1.6450220572197107e+18,frame_6976.jpeg,10577.0,-280.0,-276.0,1
1.6450220572647562e+18,frame_6977.jpeg,9864.0,-350.0,-472.0,1
1.6450220573148155e+18,frame_6978.jpeg,9779.0,1434.0,294.0,1
1.6450220573651748e+18,frame_6979.jpeg,10062.0,2269.0,1700.0,1
1.6450220574141706e+18,frame_6980.jpeg,8606.0,2975.0,2162.0,1
1.6450220574633756e+18,frame_6981.jpeg,8879.0,3261.0,2009.0,1
1.6450220575143306e+18,frame_6982.jpeg,7228.0,3365.0,1933.0,1
1.6450220575639923e+18,frame_6983.jpeg,6121.0,3761.0,1655.0,1
1.645022057614427e+18,frame_6984.jpeg,6360.0,1741.0,-606.0,1
1.6450220576631716e+18,frame_6985.jpeg,4946.0,371.0,-1124.0,1
1.6450220577146962e+18,frame_6986.jpeg,4181.0,-2043.0,-647.0,1
1.6450220577642097e+18,frame_6987.jpeg,3365.0,-3837.0,-1097.0,1
1.6450220578185457e+18,frame_6988.jpeg,4317.0,-6057.0,-2542.0,1
1.6450220578686597e+18,frame_6989.jpeg,5101.0,-5995.0,-2977.0,1
1.6450220579142597e+18,frame_6990.jpeg,9271.0,-4715.0,-3420.0,1
1.6450220579694756e+18,frame_6991.jpeg,9578.0,-2955.0,-3328.0,1
1.6450220580154396e+18,frame_6992.jpeg,9007.0,-1099.0,-2052.0,1
1.6450220580687124e+18,frame_6993.jpeg,10562.0,1565.0,-230.0,1
1.645022058117594e+18,frame_6994.jpeg,10514.0,3299.0,919.0,1
1.64502205816959e+18,frame_6995.jpeg,8896.0,3633.0,964.0,1
1.645022058215299e+18,frame_6996.jpeg,8526.0,3917.0,958.0,1
1.6450220582692764e+18,frame_6997.jpeg,7773.0,4221.0,994.0,1
1.6450220583173217e+18,frame_6998.jpeg,6824.0,4656.0,769.0,1
1.645022058367623e+18,frame_6999.jpeg,6139.0,3438.0,-45.0,1
1.6450220584162214e+18,frame_7000.jpeg,5442.0,2565.0,-590.0,1
1.6450220584680548e+18,frame_7001.jpeg,3994.0,347.0,-651.0,1
1.6450220585177772e+18,frame_7002.jpeg,4386.0,-3179.0,-1380.0,1
1.6450220585697103e+18,frame_7003.jpeg,4364.0,-4852.0,-1468.0,1
1.6450220586173345e+18,frame_7004.jpeg,6736.0,-5748.0,-2147.0,1
1.6450220586687037e+18,frame_7005.jpeg,9261.0,-4796.0,-2681.0,1
1.6450220587182769e+18,frame_7006.jpeg,9467.0,-2398.0,-737.0,1
