timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, DELIVERY_BIMANUAL
1.6450229417385137e+18,frame_380.jpeg,8762.0,-2153.0,-5217.0,1
1.6450229417880668e+18,frame_381.jpeg,7707.0,-2381.0,-5573.0,1
1.645022941839561e+18,frame_382.jpeg,5673.0,-2415.0,-5808.0,1
1.6450229418906944e+18,frame_383.jpeg,4195.0,-3463.0,-5782.0,1
1.6450229419369295e+18,frame_384.jpeg,2801.0,-3278.0,-5631.0,1
1.645022941986768e+18,frame_385.jpeg,1090.0,-3126.0,-5751.0,1
1.645022942042095e+18,frame_386.jpeg,17.0,-3103.0,-5318.0,1
1.6450229420911252e+18,frame_387.jpeg,-620.0,-2880.0,-4945.0,1
1.6450229421424865e+18,frame_388.jpeg,-374.0,-2120.0,-5585.0,1
1.6450229421930191e+18,frame_389.jpeg,-476.0,-2370.0,-6148.0,1
1.6450229422414886e+18,frame_390.jpeg,-223.0,-2378.0,-6860.0,1
1.645022942288433e+18,frame_391.jpeg,-104.0,-1952.0,-7273.0,1
1.645022942341359e+18,frame_392.jpeg,-562.0,-2274.0,-7595.0,1
1.645022942387057e+18,frame_393.jpeg,-1266.0,-2044.0,-7829.0,1
1.6450229424424428e+18,frame_394.jpeg,-1436.0,-1510.0,-8016.0,1
1.645022942489473e+18,frame_395.jpeg,-1377.0,-1981.0,-7777.0,1
1.645022942542194e+18,frame_396.jpeg,-1176.0,-1657.0,-7663.0,1
1.6450229425894e+18,frame_397.jpeg,-1274.0,-1673.0,-8096.0,1
1.645022942642231e+18,frame_398.jpeg,-1896.0,-1945.0,-7711.0,1
1.6450229426898179e+18,frame_399.jpeg,-1933.0,-2055.0,-7560.0,1
1.6450229427413059e+18,frame_400.jpeg,-2221.0,-2199.0,-7247.0,1
1.6450229427871967e+18,frame_401.jpeg,-2482.0,-2186.0,-7262.0,1
1.645022942849384e+18,frame_402.jpeg,-2859.0,-2350.0,-7023.0,1
1.6450229428879334e+18,frame_403.jpeg,-3271.0,-2606.0,-6755.0,1
1.6450229429408146e+18,frame_404.jpeg,-3393.0,-2982.0,-6824.0,1
1.645022942986856e+18,frame_405.jpeg,-2929.0,-2947.0,-6839.0,1
1.6450229430417577e+18,frame_406.jpeg,-3143.0,-2417.0,-7127.0,1
1.645022943086353e+18,frame_407.jpeg,-3072.0,-2137.0,-6924.0,1
1.6450229431408916e+18,frame_408.jpeg,-4175.0,-1738.0,-7107.0,1
1.64502294319088e+18,frame_409.jpeg,-3978.0,-1588.0,-6839.0,1
1.6450229432412403e+18,frame_410.jpeg,-3737.0,-1575.0,-7054.0,1
1.6450229432916557e+18,frame_411.jpeg,-4808.0,-1847.0,-7065.0,1
1.6450229433412915e+18,frame_412.jpeg,-4505.0,-1732.0,-6893.0,1
1.6450229433909484e+18,frame_413.jpeg,-4149.0,-1777.0,-6256.0,1
1.6450229434423606e+18,frame_414.jpeg,-4014.0,-1996.0,-6225.0,1
1.6450229434891195e+18,frame_415.jpeg,-3270.0,-2164.0,-6994.0,1
1.6450229435413345e+18,frame_416.jpeg,-2568.0,-2640.0,-7279.0,1
1.645022943591877e+18,frame_417.jpeg,-2734.0,-3251.0,-7205.0,1
1.6450229436435195e+18,frame_418.jpeg,-2057.0,-3456.0,-7471.0,1
1.6450229436924782e+18,frame_419.jpeg,-1568.0,-3382.0,-7140.0,1
1.6450229437385085e+18,frame_420.jpeg,-1867.0,-3399.0,-7089.0,1
1.6450229437915292e+18,frame_421.jpeg,-1789.0,-3319.0,-7094.0,1
1.64502294384206e+18,frame_422.jpeg,-2189.0,-3484.0,-7052.0,1
1.6450229438942374e+18,frame_423.jpeg,-1530.0,-3373.0,-6996.0,1
1.6450229439621637e+18,frame_424.jpeg,-1547.0,-3335.0,-7045.0,1
1.6450229440044536e+18,frame_425.jpeg,-1566.0,-3327.0,-7073.0,1
1.6450229440472673e+18,frame_426.jpeg,-1554.0,-3309.0,-7125.0,1
1.645022944129901e+18,frame_427.jpeg,-1482.0,-3337.0,-7213.0,1
1.645022944129901e+18,frame_428.jpeg,-1482.0,-3337.0,-7213.0,1
1.6450229441829834e+18,frame_429.jpeg,-1507.0,-3449.0,-7252.0,1
1.645022944291803e+18,frame_430.jpeg,-1533.0,-3540.0,-7226.0,1
1.645022944291803e+18,frame_431.jpeg,-1533.0,-3540.0,-7226.0,1
1.6450229443547261e+18,frame_432.jpeg,-1553.0,-3675.0,-7213.0,1
1.6450229443547261e+18,frame_433.jpeg,-1553.0,-3675.0,-7213.0,1
1.6450229444510564e+18,frame_434.jpeg,-1548.0,-3808.0,-7188.0,1
1.6450229444943255e+18,frame_435.jpeg,-1431.0,-3934.0,-7136.0,1
1.6450229445389274e+18,frame_436.jpeg,-1089.0,-3933.0,-7051.0,1
1.6450229445899016e+18,frame_437.jpeg,656.0,-4973.0,-6198.0,1
1.6450229446414845e+18,frame_438.jpeg,961.0,-5396.0,-6175.0,1
1.6450229446940037e+18,frame_439.jpeg,1230.0,-5068.0,-6206.0,1
1.645022944742176e+18,frame_440.jpeg,990.0,-5284.0,-5850.0,1
1.6450229447963272e+18,frame_441.jpeg,903.0,-5668.0,-5583.0,1
1.6450229448426166e+18,frame_442.jpeg,1793.0,-5920.0,-5316.0,1
1.6450229448941345e+18,frame_443.jpeg,2309.0,-6178.0,-4754.0,1
1.6450229449412326e+18,frame_444.jpeg,2562.0,-6033.0,-4621.0,1
1.645022944994008e+18,frame_445.jpeg,3085.0,-6054.0,-4409.0,1
1.64502294504244e+18,frame_446.jpeg,3361.0,-5961.0,-4263.0,1
1.6450229450961664e+18,frame_447.jpeg,3699.0,-5900.0,-3666.0,1
1.6450229451412915e+18,frame_448.jpeg,4057.0,-6058.0,-3233.0,1
1.645022945194559e+18,frame_449.jpeg,4544.0,-5839.0,-2328.0,1
1.6450229452485148e+18,frame_450.jpeg,5426.0,-5674.0,-1458.0,1
1.6450229452942838e+18,frame_451.jpeg,6000.0,-5078.0,-941.0,1
1.6450229453451425e+18,frame_452.jpeg,5688.0,-4331.0,444.0,1
1.6450229453932797e+18,frame_453.jpeg,5140.0,-3565.0,1793.0,1
1.645022945447215e+18,frame_454.jpeg,4575.0,-2823.0,3345.0,1
1.6450229454944404e+18,frame_455.jpeg,4902.0,-2386.0,4748.0,1
1.6450229455450767e+18,frame_456.jpeg,5315.0,-1603.0,5143.0,1
1.6450229455943096e+18,frame_457.jpeg,5551.0,-1154.0,5342.0,1
1.6450229456427e+18,frame_458.jpeg,6342.0,57.0,6490.0,1
1.6450229456938301e+18,frame_459.jpeg,6693.0,506.0,6750.0,1
1.6450229457438346e+18,frame_460.jpeg,5887.0,715.0,6864.0,1
1.6450229457936906e+18,frame_461.jpeg,6581.0,1293.0,6740.0,1
1.6450229458455667e+18,frame_462.jpeg,5988.0,1514.0,6611.0,1
1.6450229458949115e+18,frame_463.jpeg,5610.0,1554.0,6576.0,1
1.645022945945807e+18,frame_464.jpeg,5385.0,1375.0,6588.0,1
1.6450229460107727e+18,frame_465.jpeg,5067.0,1495.0,6692.0,1
1.645022946032804e+18,frame_466.jpeg,5000.0,1514.0,6720.0,1
