timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, SCREW_RIGHT
1.6450231474964073e+18,frame_4490.jpeg,1527.0,-94.0,-7841.0,1
1.6450231475466506e+18,frame_4491.jpeg,1482.0,-203.0,-7892.0,1
1.6450231475981064e+18,frame_4492.jpeg,1403.0,-322.0,-7852.0,1
1.6450231476483643e+18,frame_4493.jpeg,1525.0,-133.0,-7874.0,1
1.6450231476937715e+18,frame_4494.jpeg,1504.0,-143.0,-7877.0,1
1.645023147747166e+18,frame_4495.jpeg,1538.0,-97.0,-7866.0,1
1.6450231477938696e+18,frame_4496.jpeg,1536.0,-15.0,-7880.0,1
1.6450231478496253e+18,frame_4497.jpeg,1556.0,-90.0,-7856.0,1
1.6450231478937743e+18,frame_4498.jpeg,1555.0,-81.0,-7891.0,1
1.6450231479499638e+18,frame_4499.jpeg,1546.0,-23.0,-7815.0,1
1.6450231479991905e+18,frame_4500.jpeg,1388.0,10.0,-7864.0,1
1.6450231480473981e+18,frame_4501.jpeg,1707.0,-26.0,-7868.0,1
1.6450231480928067e+18,frame_4502.jpeg,1497.0,-98.0,-7840.0,1
1.6450231481484303e+18,frame_4503.jpeg,1297.0,-150.0,-7931.0,1
1.6450231481920236e+18,frame_4504.jpeg,1445.0,-179.0,-7860.0,1
1.6450231482464655e+18,frame_4505.jpeg,1665.0,-216.0,-7778.0,1
1.645023148298179e+18,frame_4506.jpeg,1236.0,-155.0,-7906.0,1
1.6450231483428242e+18,frame_4507.jpeg,1622.0,-108.0,-7803.0,1
1.645023148401201e+18,frame_4508.jpeg,1349.0,19.0,-8166.0,1
1.6450231484486228e+18,frame_4509.jpeg,1859.0,-200.0,-7779.0,1
1.6450231484971092e+18,frame_4510.jpeg,1286.0,-121.0,-7926.0,1
1.6450231485476396e+18,frame_4511.jpeg,1560.0,-136.0,-7815.0,1
1.645023148597731e+18,frame_4512.jpeg,1294.0,-30.0,-7918.0,1
1.6450231486484024e+18,frame_4513.jpeg,1708.0,-145.0,-7892.0,1
1.645023148696718e+18,frame_4514.jpeg,1528.0,-237.0,-7824.0,1
1.6450231487469304e+18,frame_4515.jpeg,1388.0,-150.0,-7886.0,1
1.6450231488017434e+18,frame_4516.jpeg,1344.0,46.0,-7858.0,1
1.6450231488479434e+18,frame_4517.jpeg,1581.0,19.0,-7881.0,1
1.645023148900705e+18,frame_4518.jpeg,1395.0,-125.0,-7870.0,1
1.645023148946301e+18,frame_4519.jpeg,1407.0,-279.0,-7878.0,1
1.645023149001685e+18,frame_4520.jpeg,1477.0,-218.0,-7868.0,1
1.6450231490465375e+18,frame_4521.jpeg,1103.0,-28.0,-7890.0,1
1.6450231491010624e+18,frame_4522.jpeg,2161.0,-143.0,-7872.0,1
1.6450231491464302e+18,frame_4523.jpeg,1253.0,-110.0,-7807.0,1
