timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, BOLT_RIGHT
1.646147379869591e+18,1242.0,-4421.0,6295.0,1
1.6461473799223012e+18,2100.0,-4008.0,6353.0,1
1.6461473799951444e+18,2137.0,-4127.0,6372.0,1
1.646147380018663e+18,2461.0,-2324.0,5737.0,1
1.6461473800690688e+18,917.0,-2280.0,7222.0,1
1.646147380122239e+18,177.0,-2170.0,8247.0,1
1.6461473801694559e+18,-494.0,-1928.0,9076.0,1
1.6461473802225293e+18,-869.0,-1994.0,8675.0,1
1.6461473802681866e+18,-733.0,-2616.0,8102.0,1
1.6461473803276196e+18,-1556.0,-755.0,9568.0,1
1.646147380375125e+18,-979.0,-1512.0,8328.0,1
1.64614738040969e+18,-906.0,-2210.0,7824.0,1
1.6461473804782958e+18,-903.0,-2422.0,7791.0,1
1.6461473805228145e+18,-795.0,-2943.0,8280.0,1
1.646147380571831e+18,-671.0,-2460.0,7959.0,1
1.6461473806280292e+18,-812.0,-2514.0,8086.0,1
1.646147380669684e+18,-820.0,-2844.0,8165.0,1
1.646147380718017e+18,-799.0,-2659.0,7990.0,1
1.6461473807616858e+18,-755.0,-2737.0,7947.0,1
1.646147380802553e+18,-585.0,-2065.0,7763.0,1
1.6461473808447084e+18,-631.0,-1900.0,7661.0,1
1.6461473809162317e+18,-939.0,-3136.0,8488.0,1
1.6461473809726659e+18,-1055.0,-2710.0,8180.0,1
1.6461473810197048e+18,-1051.0,-2227.0,8055.0,1
1.646147381076224e+18,-1075.0,-2746.0,7840.0,1
1.6461473811158136e+18,-982.0,-2755.0,7863.0,1
1.6461473811756577e+18,-922.0,-2395.0,7953.0,1
1.6461473812213908e+18,-904.0,-2740.0,7885.0,1
1.646147381276656e+18,-1017.0,-2329.0,7863.0,1
1.646147381322112e+18,-1199.0,-2545.0,8154.0,1
1.646147381377552e+18,-1254.0,-3747.0,8135.0,1
1.6461473814194803e+18,-1206.0,-3390.0,7421.0,1
1.6461473814677018e+18,-1481.0,-3006.0,7454.0,1
1.6461473815242268e+18,-1724.0,-1530.0,8109.0,1
1.6461473815727142e+18,-1613.0,159.0,8383.0,1
1.6461473816241923e+18,-1852.0,997.0,9048.0,1
1.6461473816718684e+18,-1804.0,1151.0,8763.0,1
1.6461473817233943e+18,-1888.0,621.0,7965.0,1
1.6461473817765076e+18,-2139.0,72.0,8458.0,1
1.6461473818229394e+18,-2043.0,450.0,8325.0,1
1.646147381876109e+18,-2026.0,208.0,8243.0,1
1.64614738192193e+18,-2130.0,384.0,8367.0,1
1.6461473819762035e+18,-1970.0,52.0,8326.0,1
1.6461473820227436e+18,-1926.0,269.0,8460.0,1
1.6461473820758925e+18,-1764.0,-60.0,8270.0,1
1.6461473821238566e+18,-1776.0,125.0,8312.0,1
1.646147382173977e+18,-1851.0,267.0,8531.0,1
1.646147382222086e+18,-2038.0,527.0,8417.0,1
1.6461473822767122e+18,-2094.0,483.0,8540.0,1
1.646147382323616e+18,-1851.0,359.0,8068.0,1
1.6461473823735864e+18,-1900.0,488.0,8433.0,1
1.6461473824245775e+18,-1651.0,406.0,8224.0,1
1.6461473824733676e+18,-1662.0,672.0,8444.0,1
1.6461473825276052e+18,-1837.0,596.0,8486.0,1
1.6461473825739784e+18,-1903.0,440.0,8325.0,1
1.6461473826268465e+18,-1902.0,327.0,8299.0,1
1.646147382673859e+18,-1775.0,341.0,8291.0,1
1.6461473827256607e+18,-1693.0,391.0,8510.0,1
1.6461473827777708e+18,-1628.0,392.0,8546.0,1
1.64614738282753e+18,-1743.0,100.0,8429.0,1
1.6461473828926436e+18,-1683.0,190.0,8424.0,1
1.646147382925216e+18,-1609.0,-129.0,8331.0,1
1.6461473829748419e+18,-1699.0,224.0,8383.0,1
1.6461473830255826e+18,-1749.0,231.0,8419.0,1
1.6461473830731927e+18,-1790.0,174.0,8566.0,1
1.6461473831252744e+18,-1659.0,105.0,8266.0,1
1.646147383172713e+18,-1615.0,315.0,8328.0,1
1.646147383226072e+18,-1708.0,141.0,8455.0,1
1.6461473832725778e+18,-1832.0,449.0,8443.0,1
1.6461473833258465e+18,-1882.0,654.0,8408.0,1
1.6461473833720223e+18,-1802.0,453.0,8357.0,1
1.646147383430231e+18,-1777.0,477.0,8443.0,1
1.6461473834740045e+18,-1784.0,469.0,8360.0,1
1.6461473835247434e+18,-1664.0,258.0,8375.0,1
1.6461473835723497e+18,-1530.0,221.0,8461.0,1
1.6461473836274056e+18,-1556.0,193.0,8398.0,1
1.6461473836743104e+18,-1666.0,198.0,8392.0,1
1.6461473837295163e+18,-1800.0,320.0,8454.0,1
1.6461473837721882e+18,-1844.0,345.0,8382.0,1
1.646147383825386e+18,-1752.0,220.0,8408.0,1
1.6461473838724513e+18,-1590.0,230.0,8422.0,1
1.6461473839248264e+18,-1551.0,181.0,8452.0,1
1.6461473839756767e+18,-1573.0,233.0,8442.0,1
1.6461473840247828e+18,-1755.0,307.0,8366.0,1
1.646147384079026e+18,-1834.0,457.0,8334.0,1
1.6461473841291924e+18,-1754.0,444.0,8479.0,1
1.646147384175516e+18,-1718.0,402.0,8451.0,1
1.646147384224783e+18,-1809.0,443.0,8336.0,1
1.6461473842792102e+18,-1797.0,521.0,8451.0,1
1.646147384326552e+18,-1729.0,459.0,8350.0,1
1.646147384380259e+18,-1661.0,218.0,8416.0,1
1.646147384423869e+18,-1526.0,262.0,8482.0,1
1.6461473844795126e+18,-1622.0,322.0,8438.0,1
1.646147384526498e+18,-1856.0,471.0,8379.0,1
1.64614738457456e+18,-1732.0,234.0,8381.0,1
1.6461473846300608e+18,-1664.0,302.0,8493.0,1
1.6461473846782863e+18,-1572.0,199.0,8362.0,1
1.6461473847286088e+18,-1644.0,377.0,8431.0,1
1.646147384777196e+18,-1620.0,338.0,8455.0,1
1.6461473848275075e+18,-1752.0,311.0,8366.0,1
1.6461473848796687e+18,-1805.0,489.0,8414.0,1
1.646147384925391e+18,-1844.0,406.0,8392.0,1
1.6461473849762248e+18,-1746.0,509.0,8469.0,1
1.6461473850278177e+18,-1624.0,199.0,8362.0,1
1.6461473850751987e+18,-1598.0,315.0,8463.0,1
1.6461473851276017e+18,-1701.0,410.0,8494.0,1
1.6461473851801585e+18,-1733.0,233.0,8403.0,1
1.6461473852259617e+18,-1712.0,250.0,8353.0,1
1.6461473852789947e+18,-1662.0,407.0,8433.0,1
1.6461473853266324e+18,-1593.0,211.0,8485.0,1
1.6461473853783043e+18,-1586.0,283.0,8446.0,1
1.6461473854259922e+18,-1617.0,180.0,8348.0,1
1.64614738547868e+18,-1682.0,124.0,8487.0,1
1.646147385525441e+18,-1621.0,228.0,8519.0,1
1.6461473855785436e+18,-1695.0,311.0,8443.0,1
1.646147385632644e+18,-1719.0,431.0,8250.0,1
1.646147387329147e+18,-1315.0,-3242.0,7950.0,1
1.6461473873837197e+18,-1240.0,-1878.0,7494.0,1
1.6461473874284027e+18,-1253.0,-3534.0,7915.0,1
1.6461473874829916e+18,-1093.0,-4288.0,8509.0,1
1.6461473875300905e+18,-722.0,-4306.0,7764.0,1
1.6461473875869668e+18,-214.0,-4150.0,7828.0,1
