timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, SCREW_RIGHT
1.646147245099534e+18,411.0,-4334.0,7155.0,1
1.6461472451520668e+18,397.0,-4486.0,7192.0,1
1.646147245204984e+18,407.0,-4504.0,7180.0,1
1.6461472452526643e+18,376.0,-4412.0,7134.0,1
1.6461472452999073e+18,348.0,-4433.0,7131.0,1
1.6461472453464558e+18,381.0,-4456.0,7160.0,1
1.646147245402072e+18,393.0,-4378.0,7208.0,1
1.6461472454513564e+18,403.0,-4465.0,7168.0,1
1.646147245502834e+18,384.0,-4370.0,7185.0,1
1.6461472455513654e+18,394.0,-4352.0,7115.0,1
1.646147245602191e+18,412.0,-4485.0,7221.0,1
1.6461472456525919e+18,426.0,-4351.0,7219.0,1
1.6461472456996262e+18,440.0,-4416.0,7220.0,1
1.6461472457557443e+18,437.0,-4362.0,7169.0,1
1.6461472458024532e+18,395.0,-4350.0,7215.0,1
1.6461472458537661e+18,361.0,-4394.0,7212.0,1
1.6461472459005906e+18,376.0,-4402.0,7170.0,1
1.6461472459556234e+18,348.0,-4268.0,7258.0,1
1.6461472460015424e+18,431.0,-4310.0,7237.0,1
1.6461472460572244e+18,441.0,-4278.0,7299.0,1
1.6461472461008146e+18,434.0,-4279.0,7283.0,1
1.6461472461522465e+18,424.0,-4336.0,7233.0,1
1.6461472462039414e+18,424.0,-4383.0,7153.0,1
1.6461472462552463e+18,429.0,-4332.0,7172.0,1
1.646147246302641e+18,430.0,-4328.0,7217.0,1
1.6461472463560983e+18,465.0,-4293.0,7218.0,1
1.646147246394683e+18,475.0,-4323.0,7247.0,1
1.6461472464532434e+18,503.0,-4370.0,7249.0,1
1.6461472465018552e+18,430.0,-4295.0,7335.0,1
1.646147246552403e+18,475.0,-4371.0,7169.0,1
1.6461472466008566e+18,436.0,-4416.0,7208.0,1
1.6461472466528253e+18,370.0,-4290.0,7240.0,1
1.646147246700877e+18,390.0,-4373.0,7260.0,1
1.6461472467562324e+18,463.0,-4372.0,7179.0,1
1.646147246801043e+18,460.0,-4382.0,7287.0,1
1.6461472468545828e+18,507.0,-4423.0,7294.0,1
1.6461472469014748e+18,542.0,-4773.0,7892.0,1
1.6461472469524096e+18,917.0,-5007.0,8525.0,1
1.6461472470024212e+18,1665.0,-4156.0,8540.0,1
1.646147247064284e+18,2566.0,-3778.0,8788.0,1
1.6461472471014062e+18,3308.0,-3466.0,8167.0,1
1.646147247156309e+18,3089.0,-4332.0,7701.0,1
1.646147247200444e+18,2704.0,-3806.0,6422.0,1
1.6461472472523538e+18,2100.0,-1537.0,6007.0,1
1.646147247306153e+18,1190.0,-2014.0,5299.0,1
1.6461472473549683e+18,-998.0,-1438.0,6118.0,1
1.6461472474052145e+18,-2769.0,-995.0,7511.0,1
1.6461472474570327e+18,-3723.0,-1666.0,8339.0,1
1.6461472475055276e+18,-3747.0,-1422.0,8547.0,1
1.6461472475564754e+18,-3127.0,180.0,9316.0,1
1.6461472476078257e+18,-1496.0,96.0,8912.0,1
1.6461472476564183e+18,-1286.0,-569.0,8897.0,1
1.6461472477030858e+18,-1446.0,-445.0,8870.0,1
1.6461472477553262e+18,-1317.0,-906.0,8503.0,1
1.6461472478087747e+18,-1212.0,-225.0,8422.0,1
1.646147247854113e+18,-1133.0,-290.0,8257.0,1
1.646147247904215e+18,-1105.0,-1091.0,8101.0,1
1.646147247954711e+18,-1354.0,-1403.0,8423.0,1
1.6461472480056197e+18,-1551.0,-1587.0,8683.0,1
