timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, PICKUP_LEFT
1.6461471507836055e+18,-2597.0,-3040.0,7177.0,1
1.646147150836837e+18,-2486.0,-3544.0,7515.0,1
1.6461471508841766e+18,-2553.0,-2469.0,7535.0,1
1.6461471509382825e+18,-2537.0,-2790.0,7877.0,1
1.646147150988537e+18,-2432.0,-2927.0,8228.0,1
1.6461471510364634e+18,-2635.0,85.0,7104.0,1
1.6461471510795374e+18,-2645.0,-1225.0,7715.0,1
1.646147151121087e+18,-2609.0,-1962.0,7942.0,1
1.6461471511877468e+18,-2707.0,-1753.0,8140.0,1
1.646147151236399e+18,-2521.0,-1373.0,8295.0,1
1.6461471512905935e+18,-1885.0,-1201.0,7271.0,1
1.6461471513252667e+18,-1743.0,-1805.0,7374.0,1
1.6461471513743757e+18,-1717.0,-2036.0,7421.0,1
1.6461471514589092e+18,-1707.0,-2197.0,7456.0,1
1.6461471514788055e+18,-1712.0,-2247.0,7471.0,1
1.6461471515326257e+18,-2095.0,-1267.0,6650.0,1
1.6461471516031188e+18,-2456.0,-1276.0,6462.0,1
1.6461471516354993e+18,-2924.0,-1233.0,6703.0,1
1.6461471516894157e+18,-3813.0,-377.0,7674.0,1
1.6461471517346186e+18,-4472.0,880.0,6367.0,1
1.6461471517893414e+18,-6479.0,346.0,6257.0,1
1.6461471518351158e+18,-7842.0,418.0,6052.0,1
1.6461471518854792e+18,-8453.0,129.0,7531.0,1
1.6461471519360333e+18,-6800.0,-188.0,6048.0,1
1.6461471519872924e+18,-6714.0,667.0,6824.0,1
1.646147152035644e+18,-6157.0,853.0,6815.0,1
