timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, PICKUP_RIGHT
1.6461471144397368e+18,-6593.0,305.0,6153.0,1
1.6461471144880696e+18,-6722.0,-327.0,6237.0,1
1.6461471145405473e+18,-6327.0,-357.0,5735.0,1
1.6461471145869632e+18,-6220.0,-724.0,5441.0,1
1.6461471146425782e+18,-6238.0,-909.0,6018.0,1
1.6461471146911652e+18,-6010.0,-836.0,6094.0,1
1.6461471147368243e+18,-5786.0,-914.0,6160.0,1
1.6461471147872786e+18,-5572.0,-986.0,6480.0,1
1.6461471148382984e+18,-5535.0,-1251.0,6523.0,1
1.6461471148867674e+18,-5702.0,-1260.0,6672.0,1
1.6461471149384732e+18,-5771.0,-1229.0,5911.0,1
1.6461471149879767e+18,-6047.0,-1523.0,5941.0,1
1.646147115037903e+18,-6226.0,-1360.0,6167.0,1
1.6461471150876114e+18,-5878.0,-1284.0,5736.0,1
1.6461471151391094e+18,-5980.0,-1369.0,6002.0,1
1.646147115187561e+18,-6065.0,-1461.0,6105.0,1
1.6461471152427392e+18,-6189.0,-1335.0,5984.0,1
1.6461471152918546e+18,-6004.0,-1730.0,5746.0,1
1.6461471153378685e+18,-5763.0,-645.0,5663.0,1
1.6461471153939126e+18,-5960.0,-1347.0,5937.0,1
1.64614711544154e+18,-6103.0,-1396.0,6524.0,1
1.6461471154923663e+18,-5930.0,-1682.0,5905.0,1
1.6461471155413156e+18,-6002.0,-1556.0,6184.0,1
1.6461471155925432e+18,-6075.0,-1916.0,6079.0,1
1.646147115642463e+18,-5838.0,-1695.0,5199.0,1
1.6461471166927793e+18,2099.0,-4172.0,7052.0,1
1.6461471167401902e+18,2597.0,-4959.0,5927.0,1
1.6461471167908163e+18,2544.0,-4319.0,6834.0,1
1.6461471168414246e+18,3022.0,-3789.0,5898.0,1
1.6461471168914048e+18,2909.0,-4564.0,5473.0,1
1.6461471169464115e+18,2581.0,-5799.0,5860.0,1
1.646147116990457e+18,2581.0,-4168.0,6400.0,1
1.6461471170455864e+18,3046.0,-4968.0,5821.0,1
1.6461471170892966e+18,3294.0,-4452.0,5288.0,1
1.6461471171452872e+18,3127.0,-4269.0,5601.0,1
1.646147117194225e+18,3211.0,-4761.0,5925.0,1
1.6461471172447163e+18,2899.0,-3421.0,7379.0,1
1.6461471172911887e+18,3077.0,-5378.0,6715.0,1
1.646147117344344e+18,3211.0,-4781.0,5784.0,1
1.6461471173956503e+18,3141.0,-4590.0,6341.0,1
1.6461471174444833e+18,3281.0,-3464.0,6695.0,1
1.6461471174917844e+18,3398.0,-3837.0,6396.0,1
1.646147117545157e+18,3140.0,-4108.0,6525.0,1
1.646147117590866e+18,3125.0,-4143.0,6675.0,1
1.6461471176454351e+18,3209.0,-4156.0,6616.0,1
1.6461471176887526e+18,3154.0,-4161.0,6726.0,1
1.646147117744834e+18,2897.0,-4121.0,7188.0,1
1.6461471177961475e+18,3088.0,-4097.0,6854.0,1
1.6461471178454287e+18,3166.0,-3666.0,6524.0,1
1.6461471178938767e+18,3361.0,-3634.0,6449.0,1
1.646147117944616e+18,3621.0,-3530.0,6408.0,1
1.6461471179901512e+18,3688.0,-3847.0,6647.0,1
1.6461471180458127e+18,3654.0,-3814.0,6477.0,1
1.6461471180938212e+18,3728.0,-4081.0,6377.0,1
1.646147118147348e+18,3844.0,-3777.0,6070.0,1
1.6461471181947763e+18,3942.0,-4096.0,5697.0,1
1.6461471182449283e+18,3838.0,-4659.0,6214.0,1
1.646147118293184e+18,3911.0,-3909.0,5933.0,1
1.6461471183457892e+18,3886.0,-4108.0,6301.0,1
1.6461471183929646e+18,4253.0,-4277.0,5558.0,1
1.6461471184513306e+18,4086.0,-3213.0,5714.0,1
1.6461471184925166e+18,3878.0,-3870.0,6164.0,1
1.646147118546197e+18,3884.0,-4022.0,6153.0,1
1.646147118598173e+18,3679.0,-3826.0,6629.0,1
1.6461471186444987e+18,3729.0,-4053.0,6362.0,1
1.646147118697395e+18,3842.0,-4062.0,6417.0,1
1.6461471187462198e+18,4047.0,-3918.0,6392.0,1
1.646147118799589e+18,4111.0,-3463.0,6571.0,1
1.6461471188454236e+18,4084.0,-3091.0,6388.0,1
1.6461471188983506e+18,3971.0,-3680.0,6455.0,1
1.6461471189439762e+18,4069.0,-3836.0,6687.0,1
1.646147118997548e+18,4207.0,-2692.0,6921.0,1
1.6461471190438528e+18,4656.0,-3385.0,6128.0,1
1.646147119093258e+18,3728.0,-1904.0,7461.0,1
1.646147119143191e+18,4111.0,-2637.0,6510.0,1
1.6461471191938455e+18,3488.0,-2709.0,6553.0,1
1.6461471192433357e+18,3698.0,-4001.0,6541.0,1
1.6461471192972541e+18,3877.0,-3640.0,6009.0,1
1.6461471193430282e+18,3746.0,-2535.0,6124.0,1
1.6461471193946166e+18,3263.0,-2761.0,6373.0,1
1.6461471194452472e+18,2953.0,-1748.0,6665.0,1
1.6461471194969298e+18,2157.0,-3415.0,7730.0,1
1.6461471195427018e+18,2245.0,-3081.0,7725.0,1
1.6461471195971087e+18,1966.0,-2997.0,7419.0,1
1.6461471196443034e+18,1720.0,-4265.0,7114.0,1
1.6461471196978908e+18,1326.0,-2525.0,8698.0,1
1.6461471197588864e+18,1175.0,-3282.0,8076.0,1
1.6461471197832271e+18,996.0,-3702.0,7758.0,1
1.6461471198245573e+18,912.0,-3979.0,7618.0,1
1.6461471198964347e+18,816.0,-4706.0,7296.0,1
1.6461471199441702e+18,1686.0,-5407.0,5343.0,1
1.6461471199983227e+18,1385.0,-7660.0,4294.0,1
1.6461471200431875e+18,784.0,-6629.0,5247.0,1
1.6461471200972178e+18,998.0,-6791.0,3960.0,1
1.646147120147282e+18,731.0,-6927.0,4515.0,1
1.646147120187792e+18,1078.0,-5325.0,4256.0,1
1.6461471202599693e+18,1146.0,-5249.0,4184.0,1
1.646147120292884e+18,2644.0,-4892.0,2258.0,1
1.646147120345118e+18,561.0,-5730.0,3319.0,1
1.6461471203834537e+18,-1203.0,-4831.0,2993.0,1
1.6461471204494213e+18,-4287.0,-5020.0,5806.0,1
1.6461471204966764e+18,-8390.0,-919.0,8338.0,1
