timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, ASSEMBLY2_BIMANUAL
1.646147182823774e+18,-2258.0,-8367.0,1786.0,1
1.6461471828787187e+18,-2985.0,-8695.0,3045.0,1
1.6461471829199404e+18,-2338.0,-7095.0,2361.0,1
1.6461471829753009e+18,-1853.0,-7041.0,2710.0,1
1.6461471830238323e+18,-2136.0,-3223.0,4781.0,1
1.646147183076933e+18,-1886.0,-2475.0,4979.0,1
1.64614718312471e+18,-3753.0,-2298.0,5464.0,1
1.6461471831749427e+18,-5621.0,-2819.0,6838.0,1
1.6461471832235016e+18,-6943.0,-3567.0,8459.0,1
1.6461471832752118e+18,-7595.0,-3589.0,9272.0,1
1.6461471833235983e+18,-6598.0,-4117.0,8694.0,1
1.6461471833753848e+18,-4947.0,-4388.0,8184.0,1
1.6461471834243845e+18,-2005.0,-1857.0,5721.0,1
1.6461471834747935e+18,-1365.0,1444.0,6334.0,1
1.6461471835251994e+18,-2516.0,2465.0,7215.0,1
1.646147183575527e+18,-4583.0,-767.0,8554.0,1
1.6461471836237865e+18,-4858.0,161.0,9330.0,1
1.6461471836761388e+18,-3491.0,-2093.0,7703.0,1
1.646147183730954e+18,-3700.0,-1869.0,8214.0,1
1.6461471837748316e+18,-3077.0,-2079.0,6879.0,1
1.6461471838277368e+18,-2566.0,-3247.0,6297.0,1
1.646147183875592e+18,-3443.0,-1624.0,6589.0,1
1.6461471839282647e+18,-4086.0,-2648.0,7883.0,1
1.6461471839765804e+18,-3356.0,-2700.0,5830.0,1
1.6461471840269972e+18,-3205.0,-2627.0,7157.0,1
1.6461471840736847e+18,-2157.0,-6233.0,5944.0,1
1.6461471841296276e+18,-2714.0,-5143.0,6960.0,1
1.6461471841750753e+18,-3488.0,-4634.0,8185.0,1
1.6461471842282447e+18,-2996.0,-4496.0,6323.0,1
1.6461471842729242e+18,-3492.0,-4534.0,6298.0,1
1.6461471843286497e+18,-2835.0,-5920.0,6050.0,1
1.646147184370873e+18,-2611.0,-4942.0,5749.0,1
1.646147184427722e+18,-3179.0,-5385.0,6581.0,1
1.6461471844742676e+18,-3450.0,-5557.0,6437.0,1
1.646147184526587e+18,-3057.0,-4687.0,5845.0,1
1.6461471845751101e+18,-2548.0,-3953.0,5499.0,1
1.6461471846214392e+18,-3129.0,-4296.0,6314.0,1
1.6461471846795116e+18,-3631.0,-3950.0,7414.0,1
1.6461471847284662e+18,-3711.0,-3164.0,7380.0,1
1.6461471847754826e+18,-3574.0,-1935.0,7469.0,1
1.6461471848267756e+18,-3946.0,-2627.0,6962.0,1
1.6461471848728333e+18,-4038.0,-2595.0,7240.0,1
1.6461471849278085e+18,-4074.0,-2502.0,7139.0,1
1.6461471849755338e+18,-4135.0,-1407.0,6812.0,1
1.6461471850242534e+18,-4322.0,-1361.0,7284.0,1
1.6461471850778445e+18,-4381.0,-1463.0,7160.0,1
1.646147185127164e+18,-4370.0,-1687.0,7284.0,1
1.6461471851778255e+18,-4312.0,-1424.0,7104.0,1
1.6461471852269297e+18,-4329.0,-1798.0,7234.0,1
1.6461471852730496e+18,-4288.0,-1816.0,7234.0,1
1.6461471853280271e+18,-4254.0,-1750.0,7197.0,1
1.6461471853772022e+18,-4489.0,-1862.0,7273.0,1
1.6461471854280433e+18,-4338.0,-1841.0,7197.0,1
1.6461471854827377e+18,-4253.0,-1542.0,6977.0,1
1.64614718552816e+18,-4338.0,-1930.0,7222.0,1
1.6461471855812278e+18,-4340.0,-2090.0,7319.0,1
1.6461471856277376e+18,-4301.0,-1858.0,7171.0,1
1.6461471856763955e+18,-4396.0,-1623.0,6920.0,1
1.646147185727958e+18,-4182.0,-2039.0,7014.0,1
1.6461471857817526e+18,-4417.0,-1389.0,7316.0,1
1.6461471858238956e+18,-4364.0,-1711.0,7212.0,1
1.6461471858794186e+18,-4616.0,-1307.0,7321.0,1
1.646147185928077e+18,-4581.0,-1659.0,6863.0,1
1.6461471859822664e+18,-4540.0,-1991.0,7059.0,1
1.6461471860290964e+18,-4525.0,-1807.0,7230.0,1
1.646147186080809e+18,-4488.0,-2174.0,7012.0,1
1.646147186128083e+18,-4338.0,-2023.0,6969.0,1
1.64614718617702e+18,-4450.0,-2196.0,7293.0,1
1.646147186228126e+18,-4133.0,-1873.0,6812.0,1
1.646147186282329e+18,-4128.0,-1659.0,6997.0,1
1.6461471863169664e+18,-4420.0,-3047.0,7147.0,1
1.6461471863769533e+18,-4492.0,-2632.0,6601.0,1
1.6461471864286707e+18,-4429.0,-2470.0,6729.0,1
1.6461471864762045e+18,-4743.0,-3365.0,6777.0,1
1.6461471865254047e+18,-4841.0,-4504.0,6505.0,1
1.6461471865812475e+18,-4113.0,-4856.0,6310.0,1
1.6461471866269435e+18,-2814.0,-2433.0,4949.0,1
1.6461471866760645e+18,-3418.0,-203.0,6193.0,1
1.6461471867570826e+18,-4045.0,999.0,6776.0,1
1.6461471867794245e+18,-4862.0,-1272.0,7387.0,1
1.6461471868274798e+18,-5030.0,-5216.0,7344.0,1
