timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, BOLT_RIGHT
1.6455449061092155e+18,frame_5653.jpeg,2706.0,2274.0,-7167.0,1
1.6455449061599662e+18,frame_5654.jpeg,3197.0,2200.0,-7009.0,1
1.6455449062033114e+18,frame_5655.jpeg,2681.0,1564.0,-7356.0,1
1.645544906262355e+18,frame_5656.jpeg,2777.0,1898.0,-7353.0,1
1.6455449063084321e+18,frame_5657.jpeg,2585.0,2188.0,-7297.0,1
1.645544906356536e+18,frame_5658.jpeg,2591.0,2260.0,-7130.0,1
1.645544906376159e+18,frame_5659.jpeg,2812.0,2272.0,-7096.0,1
1.6455449064645143e+18,frame_5660.jpeg,2825.0,2282.0,-7131.0,1
1.6455449065083558e+18,frame_5661.jpeg,2500.0,2085.0,-7400.0,1
1.6455449065618819e+18,frame_5662.jpeg,2681.0,2442.0,-7110.0,1
1.645544906610129e+18,frame_5663.jpeg,2848.0,2084.0,-7341.0,1
1.645544906660273e+18,frame_5664.jpeg,2969.0,1809.0,-7194.0,1
1.6455449067096282e+18,frame_5665.jpeg,3041.0,1881.0,-7246.0,1
1.645544906758716e+18,frame_5666.jpeg,2681.0,2186.0,-7115.0,1
1.64554490680916e+18,frame_5667.jpeg,2463.0,2349.0,-7358.0,1
1.6455449068530148e+18,frame_5668.jpeg,2170.0,2285.0,-7315.0,1
1.6455449069094193e+18,frame_5669.jpeg,3068.0,2234.0,-7105.0,1
1.6455449069527798e+18,frame_5670.jpeg,2588.0,2029.0,-7352.0,1
1.6455449070128742e+18,frame_5671.jpeg,2882.0,1951.0,-7199.0,1
1.6455449070595927e+18,frame_5672.jpeg,2593.0,2064.0,-7386.0,1
1.6455449071076147e+18,frame_5673.jpeg,2680.0,2293.0,-7079.0,1
1.6455449071599913e+18,frame_5674.jpeg,2509.0,2326.0,-7310.0,1
1.6455449072086467e+18,frame_5675.jpeg,2416.0,2073.0,-7229.0,1
1.6455449072475092e+18,frame_5676.jpeg,2607.0,1953.0,-7241.0,1
1.6455449073433684e+18,frame_5677.jpeg,2707.0,1944.0,-7230.0,1
1.6455449073433684e+18,frame_5678.jpeg,2707.0,1944.0,-7230.0,1
1.6455449074113874e+18,frame_5679.jpeg,2750.0,1919.0,-7481.0,1
1.6455449074581983e+18,frame_5680.jpeg,2667.0,2028.0,-7177.0,1
1.6455449075139814e+18,frame_5681.jpeg,2966.0,1853.0,-7391.0,1
1.6455449075576845e+18,frame_5682.jpeg,2769.0,1959.0,-7278.0,1
1.6455449076132495e+18,frame_5683.jpeg,2592.0,2275.0,-7219.0,1
1.645544907656682e+18,frame_5684.jpeg,2175.0,2410.0,-7378.0,1
1.645544907712466e+18,frame_5685.jpeg,2027.0,2415.0,-7263.0,1
1.6455449077577902e+18,frame_5686.jpeg,2469.0,2089.0,-7508.0,1
1.645544907811886e+18,frame_5687.jpeg,2021.0,1509.0,-7594.0,1
1.6455449078531645e+18,frame_5688.jpeg,2628.0,1762.0,-7368.0,1
1.6455449079129815e+18,frame_5689.jpeg,2269.0,1644.0,-7576.0,1
1.6455449079578225e+18,frame_5690.jpeg,1712.0,1921.0,-7540.0,1
1.6455449080091843e+18,frame_5691.jpeg,1611.0,2316.0,-7664.0,1
1.6455449080575736e+18,frame_5692.jpeg,1977.0,1840.0,-7540.0,1
1.645544908109779e+18,frame_5693.jpeg,2325.0,1700.0,-7612.0,1
1.645544908158335e+18,frame_5694.jpeg,2167.0,1703.0,-7510.0,1
1.6455449082101944e+18,frame_5695.jpeg,2554.0,1870.0,-7377.0,1
1.645544908256359e+18,frame_5696.jpeg,2606.0,1869.0,-7280.0,1
