timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose,File Name
1.6463859155342973e+18,-5012.0,4280.0,4452.0,frame_100.jpeg
1.6463859155795884e+18,-4905.0,4347.0,4521.0,frame_101.jpeg
1.646385915634291e+18,-4848.0,4491.0,4678.0,frame_102.jpeg
1.6463859156846083e+18,-4836.0,4529.0,4731.0,frame_103.jpeg
1.6463859157363707e+18,-4866.0,4530.0,4668.0,frame_104.jpeg
1.6463859157813824e+18,-4817.0,4489.0,4501.0,frame_105.jpeg
1.6463859158378327e+18,-4745.0,4502.0,4459.0,frame_106.jpeg
1.646385915879578e+18,-4816.0,4582.0,4567.0,frame_107.jpeg
1.6463859159353444e+18,-4897.0,4634.0,4678.0,frame_108.jpeg
1.646385915982964e+18,-4846.0,4580.0,4579.0,frame_109.jpeg
1.6463859651450675e+18,-601.0,9014.0,1915.0,frame_1091.jpeg
1.646385965193825e+18,-479.0,8732.0,1960.0,frame_1092.jpeg
1.646385965248588e+18,106.0,8583.0,2161.0,frame_1093.jpeg
1.6463859652927864e+18,536.0,8599.0,2249.0,frame_1094.jpeg
1.6463859653483412e+18,1251.0,8950.0,2396.0,frame_1095.jpeg
1.6463859653955592e+18,1777.0,8692.0,2412.0,frame_1096.jpeg
1.64638596544505e+18,1898.0,8448.0,2687.0,frame_1097.jpeg
1.6463859655007107e+18,2019.0,7772.0,3157.0,frame_1098.jpeg
1.6463859655483738e+18,2205.0,6469.0,3494.0,frame_1099.jpeg
1.6463859160384655e+18,-4999.0,4298.0,4312.0,frame_110.jpeg
1.646385965599027e+18,2112.0,6509.0,3618.0,frame_1100.jpeg
1.6463859656456133e+18,2449.0,5699.0,3702.0,frame_1101.jpeg
1.6463859657027973e+18,2589.0,5863.0,3385.0,frame_1102.jpeg
1.6463859657481695e+18,2735.0,5831.0,3556.0,frame_1103.jpeg
1.6463859657950057e+18,2979.0,6155.0,3750.0,frame_1104.jpeg
1.646385965848268e+18,2915.0,6297.0,4370.0,frame_1105.jpeg
1.6463859658990433e+18,3146.0,5767.0,4735.0,frame_1106.jpeg
1.646385965946485e+18,3681.0,5285.0,5570.0,frame_1107.jpeg
1.6463859659992259e+18,3063.0,5534.0,6228.0,frame_1108.jpeg
1.6463859660465928e+18,3159.0,4202.0,6013.0,frame_1109.jpeg
1.6463859160793746e+18,-5009.0,4283.0,4235.0,frame_111.jpeg
1.6463859660983923e+18,3516.0,4261.0,5471.0,frame_1110.jpeg
1.6463859661484314e+18,3816.0,4330.0,5634.0,frame_1111.jpeg
1.646385966202831e+18,4429.0,3701.0,6916.0,frame_1112.jpeg
1.6463859662483932e+18,4422.0,3220.0,6952.0,frame_1113.jpeg
1.64638596629787e+18,4125.0,3732.0,7215.0,frame_1114.jpeg
1.6463859663457618e+18,4246.0,4029.0,6977.0,frame_1115.jpeg
1.646385966402443e+18,4375.0,3950.0,6113.0,frame_1116.jpeg
1.6463859664474816e+18,3647.0,3838.0,6261.0,frame_1117.jpeg
1.646385966499086e+18,3418.0,3286.0,6775.0,frame_1118.jpeg
1.6463859665487706e+18,3402.0,4046.0,6347.0,frame_1119.jpeg
1.6463859161323346e+18,-4906.0,4505.0,4493.0,frame_112.jpeg
1.6463859666000927e+18,3152.0,4210.0,5874.0,frame_1120.jpeg
1.6463859666454674e+18,3069.0,4413.0,5462.0,frame_1121.jpeg
1.6463859667005786e+18,3157.0,5069.0,5454.0,frame_1122.jpeg
1.6463859667454963e+18,3129.0,5949.0,4578.0,frame_1123.jpeg
1.6463859668002632e+18,2752.0,7081.0,3608.0,frame_1124.jpeg
1.646385966848965e+18,2294.0,8023.0,2231.0,frame_1125.jpeg
1.6463859669000576e+18,2004.0,8106.0,647.0,frame_1126.jpeg
1.6463859669467876e+18,2076.0,7713.0,-433.0,frame_1127.jpeg
1.6463859669980552e+18,3494.0,7374.0,-1193.0,frame_1128.jpeg
1.6463859670459983e+18,5178.0,6473.0,-1163.0,frame_1129.jpeg
1.6463859161825385e+18,-4940.0,4610.0,4678.0,frame_113.jpeg
1.6463859671014572e+18,5883.0,6888.0,-1816.0,frame_1130.jpeg
1.6463859671515784e+18,5709.0,7280.0,-1903.0,frame_1131.jpeg
1.6463859672007567e+18,5405.0,7610.0,-1882.0,frame_1132.jpeg
1.6463859672515986e+18,4649.0,7462.0,-1664.0,frame_1133.jpeg
1.6463859673009516e+18,4340.0,7921.0,-1487.0,frame_1134.jpeg
1.6463859673514744e+18,4634.0,7976.0,-1276.0,frame_1135.jpeg
1.6463859674014666e+18,4853.0,7653.0,-852.0,frame_1136.jpeg
1.6463859674537116e+18,5012.0,7245.0,-784.0,frame_1137.jpeg
1.6463859675016648e+18,4991.0,7432.0,-1117.0,frame_1138.jpeg
1.6463859675525934e+18,4864.0,7450.0,-1353.0,frame_1139.jpeg
1.646385916234996e+18,-4926.0,4511.0,4513.0,frame_114.jpeg
1.6463859675961649e+18,4923.0,7413.0,-1864.0,frame_1140.jpeg
1.646385967648341e+18,4810.0,7239.0,-2190.0,frame_1141.jpeg
1.6463859677014257e+18,4816.0,6878.0,-2270.0,frame_1142.jpeg
1.6463859677534932e+18,4914.0,6541.0,-2273.0,frame_1143.jpeg
1.6463859678019607e+18,5034.0,6441.0,-2370.0,frame_1144.jpeg
1.6463859678523633e+18,5063.0,6598.0,-2450.0,frame_1145.jpeg
1.6463859679011914e+18,5149.0,6743.0,-2639.0,frame_1146.jpeg
1.6463859679534592e+18,5169.0,6812.0,-2685.0,frame_1147.jpeg
1.646385967996511e+18,5134.0,6841.0,-2763.0,frame_1148.jpeg
1.6463859680495114e+18,5049.0,6748.0,-2446.0,frame_1149.jpeg
1.646385916282303e+18,-5027.0,4190.0,4251.0,frame_115.jpeg
1.6463859681001065e+18,5050.0,6615.0,-2395.0,frame_1150.jpeg
1.6463859681505224e+18,5140.0,6534.0,-2564.0,frame_1151.jpeg
1.6463859682005197e+18,4754.0,6932.0,-2634.0,frame_1152.jpeg
1.646385968255042e+18,4475.0,7060.0,-2792.0,frame_1153.jpeg
1.646385968301026e+18,4333.0,7329.0,-2747.0,frame_1154.jpeg
1.6463859683506084e+18,4204.0,7241.0,-2731.0,frame_1155.jpeg
1.6463859684009224e+18,4062.0,7111.0,-2507.0,frame_1156.jpeg
1.6463859684519258e+18,4317.0,7013.0,-2354.0,frame_1157.jpeg
1.6463859685006246e+18,4490.0,7158.0,-2338.0,frame_1158.jpeg
1.6463859685506637e+18,4411.0,7450.0,-2588.0,frame_1159.jpeg
1.6463859163351875e+18,-5145.0,4081.0,4081.0,frame_116.jpeg
1.6463859685964995e+18,4347.0,7463.0,-2804.0,frame_1160.jpeg
1.64638596864935e+18,4490.0,7187.0,-2899.0,frame_1161.jpeg
1.6463859687082967e+18,4579.0,6974.0,-2945.0,frame_1162.jpeg
1.646385968749658e+18,4608.0,6929.0,-2973.0,frame_1163.jpeg
1.6463859688058668e+18,4635.0,6871.0,-3006.0,frame_1164.jpeg
1.6463859688514386e+18,4635.0,6774.0,-3060.0,frame_1165.jpeg
1.6463859689054932e+18,4618.0,6673.0,-3102.0,frame_1166.jpeg
1.646385968951807e+18,4602.0,6624.0,-3028.0,frame_1167.jpeg
1.646385969002352e+18,4635.0,6523.0,-3010.0,frame_1168.jpeg
1.646385969050779e+18,4599.0,6423.0,-2947.0,frame_1169.jpeg
1.6463859163828014e+18,-4976.0,4355.0,4303.0,frame_117.jpeg
1.6463859691015278e+18,4519.0,6177.0,-3234.0,frame_1170.jpeg
1.6463859691516864e+18,4516.0,6151.0,-3897.0,frame_1171.jpeg
1.646385969206043e+18,4501.0,6120.0,-4246.0,frame_1172.jpeg
1.6463859692542884e+18,4320.0,6162.0,-4665.0,frame_1173.jpeg
1.6463859693027116e+18,3900.0,6485.0,-4588.0,frame_1174.jpeg
1.6463859693500285e+18,3445.0,6480.0,-4229.0,frame_1175.jpeg
1.6463859694051415e+18,3123.0,6703.0,-4258.0,frame_1176.jpeg
1.6463859694458179e+18,2958.0,6942.0,-3551.0,frame_1177.jpeg
1.6463859695037734e+18,2997.0,7206.0,-2837.0,frame_1178.jpeg
1.6463859695514404e+18,2961.0,7605.0,-2387.0,frame_1179.jpeg
1.6463859164399892e+18,-4788.0,4860.0,4732.0,frame_118.jpeg
1.6463859696018473e+18,2569.0,8663.0,-2044.0,frame_1180.jpeg
1.646385969652193e+18,2202.0,8366.0,-997.0,frame_1181.jpeg
1.6463859697022538e+18,1669.0,7984.0,-170.0,frame_1182.jpeg
1.6463859697519642e+18,1221.0,8811.0,911.0,frame_1183.jpeg
1.6463859698028652e+18,926.0,8549.0,1908.0,frame_1184.jpeg
1.6463859698507226e+18,701.0,7776.0,2810.0,frame_1185.jpeg
1.6463859699044882e+18,596.0,7029.0,3691.0,frame_1186.jpeg
1.646385969949318e+18,172.0,7085.0,4143.0,frame_1187.jpeg
1.6463859700035525e+18,-513.0,7553.0,4377.0,frame_1188.jpeg
1.6463859700518792e+18,-1666.0,7931.0,5718.0,frame_1189.jpeg
1.6463859164859036e+18,-4891.0,4864.0,4663.0,frame_119.jpeg
1.6463859701000302e+18,-1849.0,7500.0,5271.0,frame_1190.jpeg
1.6463859701527427e+18,-1996.0,7222.0,5198.0,frame_1191.jpeg
1.6463859702024942e+18,-1584.0,6285.0,4601.0,frame_1192.jpeg
1.6463859702512806e+18,-1318.0,5724.0,4353.0,frame_1193.jpeg
1.646385970303719e+18,-885.0,5543.0,4020.0,frame_1194.jpeg
1.646385970355573e+18,-676.0,6014.0,3967.0,frame_1195.jpeg
1.6463859704022927e+18,378.0,4194.0,3657.0,frame_1196.jpeg
1.64638597045674e+18,594.0,8420.0,3276.0,frame_1197.jpeg
1.6463859705053135e+18,-828.0,9736.0,2084.0,frame_1198.jpeg
1.6463859705562412e+18,-3366.0,8832.0,2948.0,frame_1199.jpeg
1.6463859165348e+18,-4930.0,4616.0,4399.0,frame_120.jpeg
1.6463859706063488e+18,-5848.0,6486.0,3469.0,frame_1200.jpeg
1.6463859706564744e+18,-6891.0,5529.0,2908.0,frame_1201.jpeg
1.646385970706605e+18,-7317.0,5322.0,3017.0,frame_1202.jpeg
1.6463859707537024e+18,-6762.0,3405.0,3817.0,frame_1203.jpeg
1.6463859708065395e+18,-6071.0,4562.0,4305.0,frame_1204.jpeg
1.6463859708564733e+18,-5948.0,2672.0,5375.0,frame_1205.jpeg
1.6463859709006659e+18,-5574.0,4461.0,4638.0,frame_1206.jpeg
1.6463859709540928e+18,-5059.0,5208.0,3708.0,frame_1207.jpeg
1.6463859710065354e+18,-5551.0,4612.0,4324.0,frame_1208.jpeg
1.6463859710567777e+18,-8214.0,7280.0,4414.0,frame_1209.jpeg
1.6463859165846653e+18,-5061.0,4307.0,4076.0,frame_121.jpeg
1.6463859711065646e+18,-10261.0,11388.0,4303.0,frame_1210.jpeg
1.646385971158546e+18,-10606.0,11422.0,8166.0,frame_1211.jpeg
