timestamp,a_right_backPose,b_right_backPose,c_right_backPose,File Name
1.6463859155339062e+18,-2340.0,4793.0,-6250.0,frame_100.jpeg
1.6463859155827095e+18,-2390.0,4681.0,-6275.0,frame_101.jpeg
1.6463859156338568e+18,-2520.0,4592.0,-6423.0,frame_102.jpeg
1.6463859156842435e+18,-2563.0,4546.0,-6457.0,frame_103.jpeg
1.6463859157359923e+18,-2585.0,4547.0,-6438.0,frame_104.jpeg
1.6463859157811218e+18,-2584.0,4604.0,-6282.0,frame_105.jpeg
1.6463859158374464e+18,-2600.0,4559.0,-6226.0,frame_106.jpeg
1.6463859158834826e+18,-2636.0,4572.0,-6347.0,frame_107.jpeg
1.6463859159348966e+18,-2667.0,4599.0,-6464.0,frame_108.jpeg
1.6463859159825587e+18,-2639.0,4545.0,-6410.0,frame_109.jpeg
1.6463859651448445e+18,-8814.0,1128.0,-2726.0,frame_1091.jpeg
1.6463859651935544e+18,-8488.0,962.0,-2668.0,frame_1092.jpeg
1.6463859652483315e+18,-8275.0,388.0,-2749.0,frame_1093.jpeg
1.6463859652924032e+18,-8313.0,50.0,-2768.0,frame_1094.jpeg
1.6463859653479365e+18,-8660.0,-658.0,-2836.0,frame_1095.jpeg
1.6463859653951793e+18,-8316.0,-1034.0,-2824.0,frame_1096.jpeg
1.6463859654483397e+18,-8067.0,-1175.0,-3162.0,frame_1097.jpeg
1.6463859655001088e+18,-7292.0,-1399.0,-3646.0,frame_1098.jpeg
1.6463859655480026e+18,-5727.0,-1610.0,-4056.0,frame_1099.jpeg
1.646385916038107e+18,-2369.0,4751.0,-6144.0,frame_110.jpeg
1.646385965599474e+18,-5689.0,-1638.0,-4191.0,frame_1100.jpeg
1.6463859656452137e+18,-5089.0,-2016.0,-3998.0,frame_1101.jpeg
1.646385965702487e+18,-5361.0,-2190.0,-3530.0,frame_1102.jpeg
1.6463859657477568e+18,-5430.0,-2478.0,-3409.0,frame_1103.jpeg
1.6463859658025408e+18,-5894.0,-2640.0,-3735.0,frame_1104.jpeg
1.646385965847138e+18,-5903.0,-2712.0,-4499.0,frame_1105.jpeg
1.646385965898819e+18,-5499.0,-3017.0,-5014.0,frame_1106.jpeg
1.6463859659461366e+18,-4639.0,-4014.0,-5167.0,frame_1107.jpeg
1.6463859659988303e+18,-4271.0,-3490.0,-6065.0,frame_1108.jpeg
1.6463859660444106e+18,-3409.0,-2721.0,-6483.0,frame_1109.jpeg
1.646385916082796e+18,-2357.0,4803.0,-6077.0,frame_111.jpeg
1.646385966097976e+18,-3768.0,-2120.0,-6386.0,frame_1110.jpeg
1.6463859661479636e+18,-3996.0,-2395.0,-6333.0,frame_1111.jpeg
1.6463859661983892e+18,-3440.0,-3672.0,-6815.0,frame_1112.jpeg
1.6463859662479992e+18,-2813.0,-3417.0,-7308.0,frame_1113.jpeg
1.6463859662976215e+18,-3100.0,-2673.0,-7997.0,frame_1114.jpeg
1.6463859663502894e+18,-3599.0,-2538.0,-7524.0,frame_1115.jpeg
1.6463859664019953e+18,-3458.0,-2040.0,-6940.0,frame_1116.jpeg
1.6463859664470817e+18,-3248.0,-1165.0,-7270.0,frame_1117.jpeg
1.6463859664985423e+18,-2711.0,-587.0,-7750.0,frame_1118.jpeg
1.646385966548213e+18,-3293.0,-382.0,-7650.0,frame_1119.jpeg
1.6463859161320412e+18,-2524.0,4640.0,-6315.0,frame_112.jpeg
1.6463859665997898e+18,-3543.0,-318.0,-6727.0,frame_1120.jpeg
1.6463859666451615e+18,-4016.0,-178.0,-6805.0,frame_1121.jpeg
1.6463859667002496e+18,-4564.0,-890.0,-6459.0,frame_1122.jpeg
1.6463859667452977e+18,-5595.0,-1177.0,-5394.0,frame_1123.jpeg
1.6463859667999926e+18,-7034.0,-1199.0,-4279.0,frame_1124.jpeg
1.646385966848609e+18,-7776.0,-625.0,-3174.0,frame_1125.jpeg
1.6463859668997932e+18,-7953.0,-216.0,-1477.0,frame_1126.jpeg
1.6463859669463002e+18,-7551.0,-239.0,-34.0,frame_1127.jpeg
1.646385966997815e+18,-7237.0,-1302.0,1510.0,frame_1128.jpeg
1.6463859670456783e+18,-6302.0,-3178.0,3081.0,frame_1129.jpeg
1.646385916182228e+18,-2590.0,4602.0,-6495.0,frame_113.jpeg
1.6463859671011348e+18,-6893.0,-3289.0,3792.0,frame_1130.jpeg
1.6463859671506583e+18,-7634.0,-3253.0,3396.0,frame_1131.jpeg
1.6463859672004275e+18,-7839.0,-3000.0,3100.0,frame_1132.jpeg
1.6463859672513075e+18,-8060.0,-2349.0,2292.0,frame_1133.jpeg
1.646385967297872e+18,-8317.0,-2152.0,2186.0,frame_1134.jpeg
1.6463859673510643e+18,-8339.0,-2523.0,2168.0,frame_1135.jpeg
1.6463859673979581e+18,-8031.0,-2977.0,1863.0,frame_1136.jpeg
1.6463859674533212e+18,-7668.0,-3175.0,1592.0,frame_1137.jpeg
1.646385967501185e+18,-7839.0,-3040.0,1898.0,frame_1138.jpeg
1.6463859675521836e+18,-7723.0,-2953.0,2299.0,frame_1139.jpeg
1.646385916234668e+18,-2572.0,4589.0,-6431.0,frame_114.jpeg
1.6463859675959242e+18,-7729.0,-2711.0,2707.0,frame_1140.jpeg
1.6463859676479974e+18,-7514.0,-2506.0,3189.0,frame_1141.jpeg
