timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, PICKUP_LEFT
1.6461449245948168e+18,-2593.0,9210.0,957.0,1
1.6461449246467064e+18,-3046.0,8923.0,445.0,1
1.6461449246928092e+18,-3360.0,8783.0,936.0,1
1.6461449247472686e+18,-3041.0,7557.0,1207.0,1
1.6461449247919977e+18,-2537.0,8241.0,1175.0,1
1.6461449248476936e+18,-2179.0,8959.0,1781.0,1
1.6461449248933478e+18,-1539.0,9256.0,1852.0,1
1.6461449256471514e+18,2194.0,8506.0,2714.0,1
1.646144925707928e+18,2609.0,9590.0,1104.0,1
1.64614492574672e+18,2628.0,8706.0,622.0,1
1.6461449257984466e+18,2382.0,8891.0,657.0,1
1.6461449258470676e+18,2245.0,7927.0,1560.0,1
1.6461449258961777e+18,2187.0,6058.0,859.0,1
1.646144925947938e+18,2520.0,7961.0,126.0,1
1.6461449259970483e+18,-36.0,5972.0,1748.0,1
1.6461449260438495e+18,250.0,10620.0,2343.0,1
1.6461449260980572e+18,827.0,9324.0,2210.0,1
1.6461449261467827e+18,1256.0,6821.0,1777.0,1
1.6461449261982676e+18,1792.0,4687.0,1262.0,1
1.6461449262463314e+18,1260.0,5795.0,-2511.0,1
1.646144926297408e+18,-717.0,9512.0,-2187.0,1
1.6461449263447688e+18,-2516.0,6523.0,1250.0,1
1.6461449263965847e+18,-4853.0,4837.0,5981.0,1
1.6461449264434476e+18,-4857.0,4289.0,7940.0,1
1.6461449264981117e+18,-4676.0,1554.0,8698.0,1
1.6461449265439314e+18,-3664.0,2830.0,7593.0,1
1.646144926597911e+18,-4584.0,3022.0,7609.0,1
1.6461449266495347e+18,-5479.0,4157.0,7722.0,1
1.646144926697535e+18,-6393.0,4765.0,8268.0,1
1.6461449267526e+18,-4559.0,8579.0,7383.0,1
1.6461449268008067e+18,-2656.0,7864.0,5328.0,1
1.6461449268512123e+18,30.0,6149.0,2965.0,1
1.6461449268987684e+18,1103.0,4728.0,2262.0,1
1.6461449269536133e+18,1246.0,5444.0,2160.0,1
1.6461449269984957e+18,1511.0,6026.0,2253.0,1
1.6461449270475034e+18,1019.0,7252.0,2799.0,1
1.6461449270950067e+18,1256.0,6898.0,3342.0,1
1.646144927141863e+18,1475.0,7641.0,3769.0,1
1.6461449271974446e+18,1526.0,7979.0,3446.0,1
1.646144927249303e+18,1514.0,7394.0,4698.0,1
1.6461449272998774e+18,1771.0,8252.0,4419.0,1
1.646144927348973e+18,2124.0,5771.0,4726.0,1
1.646144927395113e+18,1827.0,6215.0,4553.0,1
1.6461449274275313e+18,1847.0,6062.0,4565.0,1
1.6461449274981056e+18,1872.0,5911.0,4673.0,1
1.6461449275490819e+18,1865.0,5744.0,5101.0,1
1.646144927597852e+18,2100.0,6409.0,5149.0,1
1.6461449276492293e+18,2141.0,5346.0,4996.0,1
1.646144927694021e+18,1803.0,9395.0,3638.0,1
1.6461449277474808e+18,1573.0,7643.0,5065.0,1
1.6461449277967268e+18,1860.0,6825.0,5257.0,1
1.6461449278470382e+18,1962.0,5082.0,5491.0,1
1.6461449278973768e+18,2792.0,5361.0,4601.0,1
1.6461449279204093e+18,2193.0,4465.0,4815.0,1
1.6461449279830515e+18,2035.0,4201.0,5040.0,1
1.6461449280515418e+18,2330.0,4332.0,4863.0,1
1.6461449280994506e+18,2380.0,4643.0,4618.0,1
1.6461449281270108e+18,2075.0,6198.0,4156.0,1
1.6461449282376806e+18,1930.0,6637.0,4171.0,1
1.646144928255201e+18,1548.0,7570.0,4304.0,1
1.6461449283010348e+18,522.0,8600.0,1926.0,1
1.6461449283624113e+18,597.0,7163.0,2812.0,1
1.6461449284021706e+18,954.0,9620.0,2858.0,1
1.6461449284533412e+18,996.0,8816.0,3314.0,1
1.6461449284961715e+18,649.0,7274.0,1628.0,1
1.6461449285517668e+18,371.0,8897.0,3647.0,1
1.646144928603473e+18,604.0,8195.0,2579.0,1
1.6461449286507292e+18,229.0,6268.0,2063.0,1
1.646144928701956e+18,-897.0,6368.0,2552.0,1
1.6461449287488115e+18,-283.0,8757.0,2409.0,1
1.6461449288047483e+18,424.0,8567.0,984.0,1
1.6461449288511788e+18,-545.0,7600.0,-551.0,1
1.6461449288935153e+18,-950.0,8117.0,-1764.0,1
1.6461449289504576e+18,-546.0,9411.0,-3693.0,1
1.6461449290024855e+18,-1031.0,8559.0,-2957.0,1
1.6461449290511647e+18,-1235.0,7666.0,-3021.0,1
1.6461449291028713e+18,-530.0,7727.0,-4747.0,1
1.64614492914969e+18,-344.0,7053.0,-4307.0,1
1.6461449292025203e+18,-880.0,6224.0,-3966.0,1
1.6461449292490435e+18,-1349.0,5871.0,-3968.0,1
1.6461449293005166e+18,-1490.0,5942.0,-6256.0,1
1.6461450074500905e+18,-3095.0,5499.0,5876.0,1
1.6461450074994862e+18,-3228.0,4762.0,5226.0,1
1.6461450075038444e+18,-3286.0,5022.0,5248.0,1
1.646145007647366e+18,-3336.0,5226.0,5298.0,1
1.646145007650986e+18,-3445.0,5512.0,5480.0,1
1.6461450076981501e+18,-1737.0,7934.0,5987.0,1
1.6461450077486868e+18,-814.0,8395.0,5687.0,1
1.6461450078022377e+18,48.0,8762.0,5288.0,1
1.646145007851894e+18,2138.0,7338.0,5270.0,1
1.6461450079036275e+18,3275.0,6416.0,4741.0,1
1.6461450079503265e+18,4044.0,5519.0,3780.0,1
1.6461450080039368e+18,4041.0,5311.0,2300.0,1
