timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, DELIVERY_BIMANUAL
1.6461449097250312e+18,-2627.0,7567.0,-2103.0,1
1.6461449097820042e+18,-2735.0,7823.0,-1735.0,1
1.6461449098251535e+18,-2644.0,7641.0,-1627.0,1
1.6461449098766428e+18,-2326.0,7767.0,-1785.0,1
1.6461449099229343e+18,-2455.0,7784.0,-1837.0,1
1.6461449099764672e+18,-2308.0,7688.0,-1732.0,1
1.6461449100271752e+18,-2350.0,7907.0,-1597.0,1
1.6461449100761155e+18,-2343.0,7867.0,-1751.0,1
1.6461449101264832e+18,-2455.0,7862.0,-1736.0,1
1.646144910181271e+18,-2384.0,7842.0,-1652.0,1
1.646144910225704e+18,-2396.0,7869.0,-1640.0,1
1.6461449102764268e+18,-2379.0,7878.0,-1741.0,1
1.6461449103272218e+18,-2240.0,7772.0,-1500.0,1
1.646144910378153e+18,-2100.0,7974.0,-1803.0,1
1.6461449104267402e+18,-2099.0,7750.0,-1854.0,1
1.6461449104784852e+18,-2040.0,7431.0,-1995.0,1
1.646144910528262e+18,-2291.0,8040.0,-2078.0,1
1.6461449105796142e+18,-2278.0,8107.0,-1849.0,1
1.6461449106278538e+18,-2520.0,9027.0,-2184.0,1
1.646144910678949e+18,-2354.0,8046.0,-2341.0,1
1.646144910724312e+18,-2667.0,7069.0,-2310.0,1
1.6461449107837345e+18,-3065.0,6776.0,-2303.0,1
1.646144910821964e+18,-3479.0,7145.0,-2214.0,1
1.6461449108769306e+18,-3201.0,6927.0,-442.0,1
1.6461449109159357e+18,-2589.0,8615.0,-835.0,1
1.6461449109743516e+18,-2223.0,6797.0,729.0,1
1.646144911026939e+18,-2462.0,8512.0,756.0,1
1.646144911079063e+18,-2319.0,5436.0,3125.0,1
1.6461449111265856e+18,-2238.0,8086.0,3361.0,1
1.6461449111786363e+18,-2494.0,5838.0,5606.0,1
1.646144911226548e+18,-1925.0,6777.0,4754.0,1
1.64614491128063e+18,-2304.0,4955.0,5970.0,1
1.6461449113322742e+18,-3081.0,4600.0,5951.0,1
1.6461449113761654e+18,-3329.0,4614.0,7764.0,1
1.6461449114329377e+18,-4615.0,4970.0,7278.0,1
1.646144911475048e+18,-4491.0,5039.0,6386.0,1
1.6461449115315487e+18,-4520.0,4995.0,8250.0,1
1.6461449115810214e+18,-2866.0,7128.0,9789.0,1
1.6461449116321068e+18,-1427.0,6934.0,10883.0,1
1.646144911681475e+18,-1088.0,6177.0,9755.0,1
1.6461449117312092e+18,-123.0,5532.0,8638.0,1
1.6461449117776038e+18,1526.0,4879.0,7322.0,1
1.6461449118314875e+18,2897.0,3708.0,5776.0,1
1.646144911877128e+18,2900.0,3003.0,3708.0,1
1.6461449119293197e+18,2945.0,1307.0,3787.0,1
1.6461449119817981e+18,3161.0,-2120.0,3196.0,1
1.646144912031574e+18,3857.0,848.0,4881.0,1
1.6461449120772713e+18,3604.0,307.0,5096.0,1
