timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, SCREW_RIGHT
1.6461453736576852e+18,-3942.0,2382.0,6850.0,1
1.6461453737088847e+18,-3990.0,7711.0,7627.0,1
1.6461453737582395e+18,-2915.0,3732.0,6771.0,1
1.6461453738089482e+18,-2726.0,4664.0,6159.0,1
1.6461453738416097e+18,-2802.0,5902.0,5786.0,1
1.6461453738919782e+18,-2774.0,6203.0,5667.0,1
1.6461453739605197e+18,-1963.0,7102.0,4885.0,1
1.6461453740059167e+18,-1776.0,3427.0,5223.0,1
1.6461453740733356e+18,-1086.0,4046.0,4432.0,1
1.6461453741062054e+18,-2647.0,2653.0,6057.0,1
1.6461453741599972e+18,-3345.0,4009.0,6794.0,1
1.6461453742098757e+18,-4912.0,7275.0,5809.0,1
1.6461453742603226e+18,-3049.0,6419.0,3455.0,1
1.6461453743079844e+18,-2924.0,8032.0,2709.0,1
1.6461453743654287e+18,-3139.0,6274.0,3053.0,1
1.6461453744070423e+18,-3303.0,5362.0,5217.0,1
1.6461453744617564e+18,-2969.0,4326.0,5257.0,1
1.646145374508511e+18,-3404.0,6538.0,3777.0,1
1.6461453745596365e+18,-3342.0,6644.0,3314.0,1
1.6461453746075297e+18,-2764.0,1717.0,3937.0,1
1.6461453746607457e+18,-5491.0,-12.0,8750.0,1
1.646145374708829e+18,-4058.0,4197.0,7663.0,1
1.6461453747630354e+18,-3509.0,3677.0,6790.0,1
1.6461453748119406e+18,-2766.0,4079.0,6053.0,1
1.646145374866518e+18,-2314.0,7653.0,2611.0,1
1.6461453749105823e+18,-3048.0,7106.0,3963.0,1
1.646145374961841e+18,-2168.0,7493.0,2754.0,1
1.6461453750087158e+18,-2133.0,2920.0,4800.0,1
1.6461453750573673e+18,-3523.0,3820.0,6032.0,1
1.6461453751099492e+18,-3688.0,2801.0,8384.0,1
1.6461453751618665e+18,-3786.0,2027.0,8364.0,1
1.6461453752060938e+18,-4090.0,1214.0,8314.0,1
1.6461453752637914e+18,-2659.0,5317.0,4273.0,1
1.646145375309773e+18,-2901.0,4584.0,5035.0,1
1.6461453753579922e+18,-1589.0,4849.0,2538.0,1
1.646145375407784e+18,-2889.0,6419.0,3749.0,1
1.6461453754602335e+18,-3913.0,8338.0,3903.0,1
1.646145375509576e+18,-4392.0,7256.0,3423.0,1
1.646145375557937e+18,-4579.0,6055.0,3613.0,1
