timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, PICKUP_RIGHT
1.6461453529343962e+18,-5270.0,4137.0,7211.0,1
1.6461453529818734e+18,-5178.0,3892.0,6642.0,1
1.6461453530338488e+18,-5469.0,3845.0,5587.0,1
1.6461453530886164e+18,-5717.0,3652.0,4732.0,1
1.6461453531327585e+18,-5356.0,3751.0,4917.0,1
1.6461453531890202e+18,-5314.0,4374.0,4965.0,1
1.6461453532323758e+18,-5530.0,4808.0,4598.0,1
1.6461453532860736e+18,-6822.0,4272.0,4593.0,1
1.6461453533336192e+18,-8275.0,5423.0,5996.0,1
1.6461453533883863e+18,-7488.0,5234.0,6379.0,1
1.6461453534354304e+18,-6556.0,6559.0,6965.0,1
1.6461453534860413e+18,-5680.0,6862.0,7227.0,1
1.6461453535311322e+18,-4674.0,7907.0,6257.0,1
1.646145353585909e+18,-2923.0,8561.0,3450.0,1
1.6461453536338335e+18,-912.0,9353.0,625.0,1
1.6461453536857155e+18,2153.0,7371.0,-2946.0,1
