timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, PICKUP_RIGHT
1.6455446481885023e+18,-2730.0,6879.0,2632.0,1
1.6455446482344686e+18,-3132.0,5080.0,2563.0,1
1.6455446482883845e+18,-4809.0,3834.0,2608.0,1
1.6455446483350203e+18,-7314.0,2691.0,2681.0,1
1.6455446483805432e+18,-8540.0,3803.0,4098.0,1
1.6455446484353065e+18,-8491.0,3621.0,5469.0,1
1.6455446484900641e+18,-7553.0,4265.0,7079.0,1
1.645544648536405e+18,-6289.0,4019.0,7642.0,1
1.6455446485884055e+18,-3496.0,4253.0,7260.0,1
1.6455446486366154e+18,-1691.0,4581.0,5521.0,1
1.645544648689766e+18,603.0,4167.0,4294.0,1
1.6455446487359245e+18,1500.0,5412.0,3118.0,1
1.645544648787307e+18,1527.0,6004.0,3440.0,1
1.6455446488360799e+18,1389.0,5430.0,3603.0,1
1.6455446488880594e+18,1019.0,7153.0,4319.0,1
1.6455446489366152e+18,1141.0,6217.0,4155.0,1
1.645544648991091e+18,864.0,8478.0,4141.0,1
1.6455446490366144e+18,937.0,9004.0,3917.0,1
1.6455446490897923e+18,1136.0,9280.0,2914.0,1
1.645544649137463e+18,904.0,9219.0,2262.0,1
1.6455446491880159e+18,704.0,8275.0,1486.0,1
1.6455447250824138e+18,-1180.0,3782.0,5423.0,1
1.6455447251304197e+18,-1450.0,4456.0,6439.0,1
1.6455447251825608e+18,-3271.0,3439.0,7520.0,1
1.6455447252316408e+18,-5464.0,1873.0,9527.0,1
1.645544725282966e+18,-4603.0,2556.0,7259.0,1
1.6455447253330214e+18,-4410.0,2440.0,6027.0,1
1.6455447253843343e+18,-4508.0,2893.0,6152.0,1
1.645544725431157e+18,-4350.0,3564.0,5973.0,1
1.6455447254864788e+18,-4528.0,3355.0,6357.0,1
1.6455447255323292e+18,-6197.0,3336.0,7370.0,1
1.645544725585406e+18,-7001.0,3435.0,6712.0,1
1.6455447256335304e+18,-6553.0,1640.0,6095.0,1
1.645544725685482e+18,-5015.0,1899.0,6283.0,1
1.6455447257319398e+18,-3404.0,2718.0,5174.0,1
1.6455447257852477e+18,-2898.0,4334.0,2936.0,1
1.645544725834304e+18,-2406.0,4667.0,4883.0,1
1.6455447258855675e+18,-2325.0,6309.0,3452.0,1
1.6455447259302554e+18,-1938.0,7231.0,2495.0,1
1.6455447259831718e+18,-2343.0,9635.0,2148.0,1
1.6455447260365855e+18,-2325.0,8046.0,2394.0,1
1.6455447260823585e+18,-2267.0,6784.0,3076.0,1
1.645544726135573e+18,-2259.0,6136.0,2158.0,1
1.6455447261800292e+18,-2005.0,6333.0,1206.0,1
1.6455447262343132e+18,-2357.0,8872.0,209.0,1
1.645544726283126e+18,-2454.0,9002.0,-625.0,1
1.6455447263395438e+18,-2544.0,8168.0,-794.0,1
1.6455447263824218e+18,-2274.0,8824.0,-1315.0,1
1.6455447264371103e+18,-2162.0,8147.0,-1239.0,1
1.6455447264833487e+18,-2162.0,7595.0,-815.0,1
1.6455447265288586e+18,-1886.0,7377.0,-640.0,1
1.6455447265836124e+18,-1735.0,9070.0,-1134.0,1
1.645544726639522e+18,-1533.0,9686.0,-1282.0,1
1.64554472668219e+18,-1413.0,9268.0,-1689.0,1
1.6455447267366638e+18,-1121.0,8181.0,-728.0,1
1.645544726781965e+18,-1396.0,5965.0,1919.0,1
1.6455447268335619e+18,-1508.0,7939.0,2851.0,1
1.645544726883484e+18,-1172.0,7753.0,2316.0,1
1.6455447269385426e+18,-1086.0,6919.0,3048.0,1
1.645544726981859e+18,-1171.0,7535.0,3658.0,1
1.6455447270417462e+18,-869.0,7236.0,2675.0,1
1.645544727083557e+18,-782.0,7667.0,2510.0,1
1.6455447271373793e+18,-825.0,7835.0,2113.0,1
1.6455447271847217e+18,-812.0,7789.0,2561.0,1
1.6455447272373455e+18,-626.0,8774.0,1894.0,1
1.6455447272847785e+18,-896.0,6913.0,2004.0,1
1.64554472733313e+18,-920.0,8020.0,1322.0,1
1.6455447273840932e+18,-1240.0,8490.0,732.0,1
1.6455447274343296e+18,-1154.0,7856.0,-400.0,1
1.6455447274837468e+18,-1211.0,8606.0,-768.0,1
1.6455447275328635e+18,-1250.0,8437.0,-960.0,1
1.645544727584487e+18,-1470.0,8429.0,-1447.0,1
1.645544727632921e+18,-1875.0,8166.0,-1591.0,1
1.64554472767983e+18,-1916.0,7819.0,-2177.0,1
1.645544727732034e+18,-1779.0,7821.0,-2743.0,1
1.6455447277848637e+18,-1333.0,7657.0,-3311.0,1
1.6455447278385208e+18,-1590.0,7601.0,-3492.0,1
1.6455447278851986e+18,-1951.0,7084.0,-4299.0,1
1.6455447279321562e+18,-2177.0,6730.0,-4581.0,1
1.6455447279844344e+18,-2125.0,6754.0,-4666.0,1
1.6455447280335572e+18,-2046.0,6462.0,-4647.0,1
1.6455447280902008e+18,-2164.0,7056.0,-4498.0,1
1.6455447281378698e+18,-2262.0,7441.0,-4605.0,1
1.6455447281904558e+18,-2735.0,7934.0,-4061.0,1
1.6455447282347433e+18,-2912.0,7574.0,-2828.0,1
1.6455447282915034e+18,-2792.0,7640.0,-1687.0,1
1.645544728333381e+18,-2832.0,7992.0,-1132.0,1
1.6455447283891886e+18,-2991.0,7833.0,426.0,1
1.6455447284371187e+18,-2767.0,7794.0,871.0,1
1.6455447284842284e+18,-2816.0,7774.0,917.0,1
1.6455447285366653e+18,-2738.0,7913.0,1237.0,1
1.645544728589352e+18,-2674.0,7732.0,1841.0,1
1.645544728637014e+18,-2423.0,7699.0,1341.0,1
1.6455447286873894e+18,-2698.0,7775.0,2050.0,1
1.6455447287344986e+18,-2931.0,7335.0,2903.0,1
1.645544728788231e+18,-2780.0,6647.0,3516.0,1
1.6455447288327135e+18,-2622.0,6021.0,3830.0,1
1.6455447288862986e+18,-2536.0,5686.0,4476.0,1
1.6455447289384259e+18,-2452.0,5381.0,5426.0,1
1.6455447289929592e+18,-2641.0,5427.0,6047.0,1
1.645544729037391e+18,-2384.0,5047.0,6018.0,1
1.6455447290816965e+18,-2723.0,4878.0,4961.0,1
1.6455447291358582e+18,-3140.0,4424.0,5648.0,1
1.64554472918813e+18,-3191.0,4732.0,5854.0,1
1.645544729233312e+18,-3096.0,4905.0,6176.0,1
1.6455447292887086e+18,-3190.0,4368.0,5205.0,1
1.6455447293334856e+18,-3061.0,5543.0,5914.0,1
1.6455447293887488e+18,-1830.0,5667.0,6376.0,1
1.6455447294334922e+18,-2619.0,5957.0,5262.0,1
1.64554472948754e+18,-3193.0,4526.0,5297.0,1
1.6455447295351135e+18,-2993.0,3294.0,6216.0,1
1.6455447295890184e+18,-3381.0,5623.0,6645.0,1
1.6455447296332209e+18,-3532.0,5163.0,5640.0,1
1.645544729689285e+18,-3096.0,4458.0,5011.0,1
1.6455447297386424e+18,-3045.0,4613.0,5839.0,1
1.64554472978833e+18,-2878.0,4530.0,5833.0,1
1.6455447298403372e+18,-3163.0,5093.0,6005.0,1
1.6455447298891725e+18,-3088.0,5246.0,6143.0,1
1.6455447299398313e+18,-2753.0,4618.0,5590.0,1
1.645544729989895e+18,-2790.0,4741.0,5746.0,1
1.6455447300401984e+18,-2724.0,5000.0,5751.0,1
1.6455447300897823e+18,-2670.0,4930.0,5776.0,1
1.6455447301396221e+18,-2626.0,4952.0,5962.0,1
1.6455447301892252e+18,-2607.0,4929.0,6132.0,1
1.6455447302391168e+18,-2623.0,4898.0,6226.0,1
1.6455447302884754e+18,-2557.0,4832.0,6092.0,1
1.6455447303380334e+18,-2455.0,4842.0,5957.0,1
1.6455447303891994e+18,-2299.0,4994.0,5913.0,1
1.645544730437812e+18,-2228.0,5031.0,6027.0,1
1.6455447304881597e+18,-2170.0,4978.0,6080.0,1
1.6455447305407457e+18,-2229.0,5120.0,6188.0,1
1.6455447305907878e+18,-2147.0,5108.0,6078.0,1
1.6455447306428099e+18,-2111.0,5166.0,6109.0,1
1.6455447306885404e+18,-2108.0,5142.0,6030.0,1
1.6455447307440248e+18,-2152.0,5236.0,6141.0,1
1.6455447307878195e+18,-2116.0,5142.0,6055.0,1
1.6455447308362289e+18,-2006.0,5150.0,5954.0,1
1.6455447308899274e+18,-1923.0,5259.0,6016.0,1
1.6455447309387272e+18,-1958.0,5324.0,6071.0,1
1.6455447309863037e+18,-2087.0,5231.0,6019.0,1
1.645544731035176e+18,-2052.0,5209.0,5936.0,1
1.6455447310885665e+18,-1952.0,5319.0,5968.0,1
1.6455447311477517e+18,-2017.0,5262.0,5910.0,1
1.6455447311864822e+18,-2026.0,5334.0,5940.0,1
1.6455447312361265e+18,-1961.0,5296.0,5910.0,1
1.645544731282034e+18,-1993.0,5327.0,6004.0,1
1.6455447313454607e+18,-1999.0,5315.0,5943.0,1
1.645544731395094e+18,-1840.0,5399.0,5892.0,1
1.6455447314394345e+18,-1764.0,5476.0,5920.0,1
1.6455447314911306e+18,-1884.0,5474.0,5944.0,1
1.6455447315431844e+18,-1993.0,5394.0,5946.0,1
1.6455447315917174e+18,-2076.0,5331.0,5853.0,1
1.6455447316361472e+18,-1856.0,5251.0,5804.0,1
1.6455447316920586e+18,-1672.0,5312.0,5647.0,1
1.6455447317368591e+18,-1866.0,5544.0,5752.0,1
1.645544731791899e+18,-2038.0,5563.0,5772.0,1
1.645544731841398e+18,-2079.0,5266.0,5639.0,1
1.6455447318917402e+18,-2430.0,5033.0,6258.0,1
1.6455447319361853e+18,-2401.0,5142.0,5401.0,1
1.645544731992815e+18,-2889.0,3271.0,7467.0,1
1.6455447320418975e+18,-2656.0,4233.0,6087.0,1
1.6455447320925225e+18,-2405.0,5503.0,5929.0,1
1.6455447321368036e+18,-2509.0,5767.0,6642.0,1
1.6455447321943158e+18,-2670.0,4845.0,5467.0,1
1.6455447322378194e+18,-2629.0,5384.0,5630.0,1
1.6455447322916524e+18,-2585.0,5435.0,5790.0,1
1.6455447323391247e+18,-2676.0,5960.0,5951.0,1
1.6455447323936868e+18,-2881.0,5552.0,5628.0,1
1.6455447324375204e+18,-2335.0,5521.0,4765.0,1
1.6455447324935421e+18,-2096.0,6665.0,4097.0,1
1.6455447325395272e+18,-2548.0,8697.0,5667.0,1
1.645544732589156e+18,-1876.0,7424.0,4451.0,1
1.6455447326369772e+18,-1425.0,6545.0,4022.0,1
1.6455447326932436e+18,-1421.0,3987.0,4592.0,1
1.6455447327418038e+18,-4861.0,3484.0,5964.0,1
1.6455447327907272e+18,-5833.0,1514.0,5200.0,1
1.645544732840705e+18,-5283.0,4214.0,4849.0,1
1.6455447328940856e+18,-1409.0,7829.0,4971.0,1
1.6455447329425472e+18,-1487.0,7783.0,5622.0,1
1.645544732998936e+18,-4710.0,3706.0,6673.0,1
1.6455447330412278e+18,-5508.0,4108.0,4702.0,1
1.645544733090262e+18,-5822.0,3622.0,4506.0,1
1.6455447331446554e+18,-1653.0,5560.0,5820.0,1
1.6455447331845732e+18,-2700.0,7477.0,6420.0,1
1.6455447332779325e+18,-2870.0,7678.0,6240.0,1
1.6455447332805614e+18,-3183.0,7768.0,5522.0,1
1.6455447333245279e+18,-3453.0,4715.0,3978.0,1
1.645544733391216e+18,-3907.0,3756.0,5453.0,1
1.645544733443442e+18,-4076.0,5231.0,5055.0,1
1.6455447334936143e+18,-3274.0,3654.0,5412.0,1
1.645544733542318e+18,-3412.0,3139.0,5127.0,1
1.6455447335925102e+18,-3549.0,5498.0,5867.0,1
