timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, BOLT_RIGHT
1.6455449061091927e+18,-1504.0,494.0,8264.0,1
1.645544906161079e+18,-1034.0,-1868.0,8470.0,1
1.645544906204968e+18,-137.0,-1973.0,7225.0,1
1.64554490626267e+18,-1558.0,-684.0,9157.0,1
1.645544906307489e+18,-1523.0,285.0,9033.0,1
1.645544906318471e+18,-1487.0,-240.0,8792.0,1
1.645544906407754e+18,-1262.0,-1875.0,8006.0,1
1.6455449064582653e+18,-505.0,-2974.0,6855.0,1
1.6455449065074903e+18,-1121.0,-466.0,8536.0,1
1.6455449065595492e+18,-1524.0,-1538.0,8297.0,1
1.6455449066055022e+18,-1495.0,-2842.0,8207.0,1
1.6455449066607365e+18,-997.0,-157.0,8634.0,1
1.645544906704007e+18,-323.0,3138.0,7473.0,1
1.645544906764395e+18,21.0,2378.0,7750.0,1
1.6455449068096806e+18,-413.0,956.0,6708.0,1
1.6455449068641257e+18,-1301.0,882.0,7497.0,1
1.6455449069124275e+18,-1582.0,1603.0,8582.0,1
1.6455449069550277e+18,-1968.0,2013.0,9040.0,1
1.6455449070092332e+18,-1020.0,2672.0,7077.0,1
1.6455449070645617e+18,-444.0,2275.0,6625.0,1
1.6455449071090947e+18,-737.0,2097.0,7327.0,1
1.645544907160517e+18,-1613.0,2472.0,7659.0,1
1.645544907210233e+18,-1304.0,1875.0,6980.0,1
1.6455449072545554e+18,-2212.0,940.0,7774.0,1
1.6455449073129615e+18,-2155.0,2377.0,8242.0,1
1.6455449073697165e+18,-1762.0,-691.0,7578.0,1
1.645544907411054e+18,-1504.0,-224.0,7327.0,1
1.645544907459282e+18,-1653.0,-5626.0,6779.0,1
1.645544907511125e+18,-1123.0,-3719.0,7678.0,1
1.6455449075599808e+18,-714.0,-4000.0,6754.0,1
1.6455449076106696e+18,-1555.0,-3086.0,6566.0,1
1.6455449076602836e+18,-2091.0,-4622.0,5921.0,1
1.6455449077043418e+18,-2562.0,-6993.0,6274.0,1
1.645544907760204e+18,-2434.0,-5348.0,6039.0,1
1.6455449078107433e+18,-3109.0,3743.0,5682.0,1
1.6455449078613722e+18,-2502.0,1751.0,8804.0,1
1.645544907911726e+18,-1993.0,829.0,8035.0,1
1.6455449079607378e+18,-1678.0,-458.0,6684.0,1
1.6455449080120138e+18,-2859.0,-5211.0,7592.0,1
1.6455449080587512e+18,-4541.0,-5078.0,9199.0,1
1.6455449081121272e+18,-3876.0,-211.0,7193.0,1
1.6455449081604221e+18,-2942.0,413.0,6631.0,1
1.645544908212848e+18,-1341.0,2263.0,6779.0,1
1.645544908260292e+18,443.0,3389.0,7359.0,1
1.6455449083123348e+18,984.0,4186.0,7694.0,1
1.6455449083718351e+18,-14.0,3231.0,7237.0,1
1.6455449084134838e+18,-306.0,3399.0,7813.0,1
1.6455449084655488e+18,-1529.0,4278.0,7309.0,1
1.6455449085086418e+18,-1449.0,3561.0,7558.0,1
1.6455449085611802e+18,-1648.0,1871.0,7079.0,1
1.6455449086073636e+18,-2526.0,-1359.0,6440.0,1
1.645544908661673e+18,-4425.0,-510.0,8867.0,1
1.645544908716182e+18,-3293.0,-1161.0,8354.0,1
1.645544908763898e+18,-632.0,1081.0,5594.0,1
1.645544908812366e+18,273.0,-676.0,6842.0,1
1.6455449088658586e+18,-823.0,276.0,8722.0,1
1.6455449089166438e+18,-2353.0,-994.0,8345.0,1
1.6455449089640049e+18,-2155.0,-2402.0,7277.0,1
1.645544909013386e+18,-2576.0,-3261.0,7564.0,1
1.6455449090642435e+18,-2179.0,-1007.0,8090.0,1
1.6455449091060864e+18,-2046.0,-2532.0,7160.0,1
1.6455449091641728e+18,-3306.0,-2688.0,7549.0,1
1.6455449092150098e+18,-3464.0,-1479.0,7515.0,1
1.6455449092555372e+18,-3513.0,-339.0,7198.0,1
1.64554490930639e+18,-3501.0,86.0,7140.0,1
