timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, DELIVERY_BIMANUAL
1.645544679774397e+18,4650.0,6813.0,-5627.0,1
1.6455446798240952e+18,4277.0,6404.0,-4710.0,1
1.6455446798741458e+18,4035.0,6450.0,-4080.0,1
1.6455446799243958e+18,4462.0,6583.0,-3693.0,1
1.6455446799770245e+18,4297.0,6873.0,-3835.0,1
1.6455446800220012e+18,4294.0,6684.0,-3926.0,1
1.6455446800756767e+18,4255.0,6533.0,-3896.0,1
1.6455446801221023e+18,4220.0,6350.0,-3907.0,1
1.6455446801774548e+18,4111.0,6395.0,-3835.0,1
1.645544680220487e+18,4122.0,6466.0,-3630.0,1
1.6455446802761784e+18,4331.0,6538.0,-3535.0,1
1.6455446803226527e+18,4369.0,6645.0,-3477.0,1
1.6455446803742175e+18,4401.0,6791.0,-3671.0,1
1.645544680422366e+18,4254.0,6717.0,-3583.0,1
1.6455446804787876e+18,4109.0,6814.0,-3709.0,1
1.6455446805245023e+18,4058.0,6631.0,-3438.0,1
1.6455446805767895e+18,3939.0,6557.0,-3582.0,1
1.64554468063499e+18,4312.0,6567.0,-3510.0,1
1.6455446806787994e+18,4398.0,6489.0,-3702.0,1
1.645544680703769e+18,4500.0,6671.0,-3511.0,1
1.645544680703769e+18,4500.0,6671.0,-3511.0,1
1.6455446809389084e+18,4509.0,6704.0,-3477.0,1
1.6455446809389084e+18,4509.0,6704.0,-3477.0,1
1.6455446809389084e+18,4509.0,6704.0,-3477.0,1
1.645544680941436e+18,4496.0,6796.0,-3461.0,1
1.6455446810342917e+18,4472.0,6881.0,-3506.0,1
1.6455446810836946e+18,5340.0,7201.0,390.0,1
1.6455446811307612e+18,4305.0,6920.0,1766.0,1
1.6455446811778542e+18,4623.0,6206.0,1000.0,1
1.6455446812313075e+18,4733.0,8755.0,-8.0,1
1.645544681263615e+18,4434.0,7137.0,790.0,1
1.6455446813446748e+18,4246.0,7494.0,1317.0,1
1.6455446813761434e+18,5589.0,6269.0,351.0,1
1.6455446814222554e+18,5293.0,7906.0,-1431.0,1
1.6455446814752225e+18,4673.0,8161.0,-1083.0,1
1.6455446815399386e+18,4227.0,6520.0,-1179.0,1
1.6455446815620797e+18,3904.0,7740.0,-1844.0,1
1.6455446816322854e+18,3855.0,7352.0,-1369.0,1
1.6455446816842097e+18,3958.0,7619.0,-899.0,1
