timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, PICKUP_RIGHT
1.646150208768784e+18,1565.0,3018.0,7686.0,1
1.646150208815455e+18,1457.0,3626.0,7222.0,1
1.6461502088737915e+18,929.0,2357.0,8136.0,1
1.6461502089189092e+18,1129.0,1930.0,8393.0,1
1.646150208966884e+18,1072.0,3100.0,8213.0,1
1.6461502090178365e+18,1509.0,1781.0,8061.0,1
1.6461502090682678e+18,1578.0,1649.0,8164.0,1
1.6461502091175268e+18,1233.0,2049.0,8464.0,1
1.6461502091684943e+18,1265.0,2114.0,7894.0,1
1.6461502092163077e+18,1243.0,2895.0,7734.0,1
1.646150209270337e+18,1221.0,2794.0,7506.0,1
1.6461502093174031e+18,597.0,2369.0,8370.0,1
1.6461502093714624e+18,789.0,1802.0,8216.0,1
1.6461502094203773e+18,994.0,-1127.0,8642.0,1
1.6461502094699016e+18,1052.0,1409.0,8411.0,1
1.6461502095220234e+18,1352.0,441.0,7922.0,1
1.6461502095718572e+18,997.0,2022.0,8590.0,1
1.6461502096184515e+18,2295.0,693.0,8146.0,1
1.6461502096712916e+18,2794.0,545.0,8357.0,1
1.6461502097360678e+18,2536.0,817.0,8165.0,1
1.646150209771574e+18,785.0,-66.0,6898.0,1
1.646150209816591e+18,-358.0,-2408.0,7783.0,1
1.646150209871486e+18,-835.0,-1211.0,5859.0,1
1.64615020991966e+18,-1400.0,-3973.0,7129.0,1
1.6461502099703409e+18,-1253.0,-5590.0,5696.0,1
1.6461502100207452e+18,-200.0,-8160.0,4931.0,1
1.6461502100691052e+18,115.0,-7101.0,5861.0,1
1.6461502101212457e+18,-253.0,-5006.0,6368.0,1
1.646150210170549e+18,-2434.0,-3013.0,8276.0,1
1.6461502102277665e+18,-2710.0,-6400.0,4769.0,1
1.6461502102695747e+18,-2253.0,-8569.0,3565.0,1
1.6461502103220093e+18,-2660.0,-8077.0,3942.0,1
1.646150210370591e+18,-2512.0,-7505.0,3937.0,1
1.646150210423712e+18,-1749.0,-7143.0,2655.0,1
1.6461502104700662e+18,-1723.0,-8133.0,2878.0,1
1.6461502105219653e+18,-1301.0,-8087.0,2677.0,1
1.6461502105752924e+18,-974.0,-8557.0,2771.0,1
1.6461502106241124e+18,-438.0,-8784.0,2180.0,1
1.6461502106691028e+18,-588.0,-8941.0,2130.0,1
1.646150210720829e+18,-759.0,-8451.0,1888.0,1
1.6461502107684319e+18,-958.0,-8451.0,1971.0,1
1.646150210824206e+18,-778.0,-8282.0,2293.0,1
1.6461502108708134e+18,-719.0,-7322.0,2367.0,1
1.646150210923973e+18,-1055.0,-7255.0,2864.0,1
1.6461502109699988e+18,-956.0,-6771.0,2545.0,1
1.6461502110241068e+18,-1372.0,-6753.0,2519.0,1
1.6461502110658332e+18,-1120.0,-7064.0,2701.0,1
1.64615021112361e+18,-852.0,-7261.0,2919.0,1
1.6461502111694876e+18,-471.0,-8480.0,2321.0,1
1.6461502112223375e+18,-480.0,-8898.0,2171.0,1
1.646150211268948e+18,-704.0,-8748.0,2455.0,1
1.646150211323299e+18,-909.0,-8447.0,2802.0,1
1.6461502113696643e+18,-742.0,-8175.0,2642.0,1
1.6461502114241818e+18,-836.0,-7751.0,2928.0,1
1.646150211469475e+18,-1013.0,-7904.0,2948.0,1
1.6461502115205862e+18,-816.0,-7727.0,2748.0,1
1.6461502115703603e+18,-1100.0,-7647.0,2926.0,1
1.646150211622887e+18,-865.0,-6866.0,3101.0,1
1.646150211671232e+18,-779.0,-7186.0,2863.0,1
1.6461502117195622e+18,-647.0,-7143.0,3180.0,1
1.6461502117745078e+18,-1174.0,-7019.0,4814.0,1
1.6461502118224673e+18,-567.0,-6488.0,4721.0,1
1.6461502118759747e+18,-5.0,-6201.0,4445.0,1
1.6461502119222674e+18,-470.0,-5341.0,4362.0,1
1.6461502119745603e+18,-539.0,-6427.0,4065.0,1
1.6461502120225848e+18,-529.0,-6855.0,4236.0,1
1.6461502120739494e+18,459.0,-9193.0,1881.0,1
1.6461502121226222e+18,-112.0,-8012.0,2286.0,1
1.6461502121720125e+18,-231.0,-8484.0,2202.0,1
1.646150212223917e+18,-465.0,-7856.0,2476.0,1
1.6461502122727547e+18,240.0,-8185.0,752.0,1
1.6461502123221932e+18,1044.0,-7713.0,-945.0,1
1.6461502123786762e+18,818.0,-7197.0,-1545.0,1
1.6461502124229025e+18,54.0,-7634.0,-1636.0,1
1.6461502124718316e+18,-863.0,-7219.0,-2708.0,1
1.6461502125228739e+18,-721.0,-6387.0,-4030.0,1
1.6461502125718236e+18,258.0,-7228.0,-3854.0,1
1.646150212622311e+18,412.0,-10079.0,-2860.0,1
1.6461502126804214e+18,-243.0,-8170.0,125.0,1
1.64615021272308e+18,-1024.0,-7716.0,2771.0,1
1.6461502127716375e+18,-1425.0,-7172.0,2945.0,1
1.646150212822801e+18,-1664.0,-6080.0,4414.0,1
1.6461502128720197e+18,-1486.0,-6429.0,4107.0,1
1.6461502129232225e+18,-1355.0,-8448.0,3416.0,1
1.646150212971625e+18,-1154.0,-8285.0,2420.0,1
1.646150213022466e+18,-1187.0,-6977.0,1959.0,1
1.646150213072157e+18,-1254.0,-8260.0,1213.0,1
1.6461502131221612e+18,-1259.0,-8103.0,1155.0,1
1.6461502131757647e+18,-735.0,-8886.0,527.0,1
1.6461502132226742e+18,-1116.0,-8250.0,981.0,1
1.6461502132764173e+18,-1060.0,-7980.0,1383.0,1
1.646150213320028e+18,-1110.0,-7881.0,1475.0,1
1.6461502133752005e+18,-1246.0,-7485.0,1467.0,1
1.6461502134268147e+18,-1368.0,-8027.0,1244.0,1
1.6461502134753065e+18,-1422.0,-8057.0,2371.0,1
1.6461502135280765e+18,-1276.0,-7814.0,2317.0,1
1.6461502135754145e+18,-983.0,-7472.0,2357.0,1
1.646150213627094e+18,-1090.0,-6587.0,1063.0,1
1.6461502136709248e+18,-1331.0,-7194.0,884.0,1
1.6461502137228657e+18,-565.0,-8920.0,-1267.0,1
1.6461502137762117e+18,-824.0,-8882.0,-1365.0,1
1.6461502138272788e+18,-898.0,-8012.0,-2583.0,1
1.6461502138777293e+18,-633.0,-7408.0,-3037.0,1
1.6461502139241e+18,-950.0,-6168.0,-3147.0,1
1.6461502139734572e+18,-734.0,-6369.0,-4100.0,1
1.646150214027224e+18,-658.0,-6634.0,-5315.0,1
1.6461502140742193e+18,-598.0,-5943.0,-5534.0,1
1.6461502141255895e+18,-913.0,-5977.0,-5192.0,1
1.6461502141750728e+18,-713.0,-5863.0,-5830.0,1
1.6461502142326205e+18,-510.0,-5858.0,-5933.0,1
1.6461502142744952e+18,-349.0,-6135.0,-6158.0,1
1.6461502143268155e+18,-417.0,-5638.0,-5562.0,1
1.6461502143756982e+18,-491.0,-5558.0,-6136.0,1
1.6461502144267633e+18,-516.0,-6069.0,-5260.0,1
1.646150214475634e+18,-328.0,-5630.0,-4864.0,1
1.6461502145291843e+18,-286.0,-5625.0,-5170.0,1
1.6461502145766843e+18,-176.0,-5617.0,-6120.0,1
1.646150214626688e+18,-160.0,-5662.0,-5918.0,1
1.6461502146741998e+18,154.0,-5337.0,-6097.0,1
1.6461502147285507e+18,154.0,-4985.0,-5835.0,1
1.6461502147757875e+18,12.0,-4873.0,-6145.0,1
1.6461502148256988e+18,-268.0,-4982.0,-6647.0,1
1.6461502148760417e+18,-519.0,-4974.0,-6396.0,1
1.6461502149298204e+18,-805.0,-5061.0,-5865.0,1
1.6461502149796844e+18,-940.0,-4811.0,-6254.0,1
1.6461502150229176e+18,-939.0,-4864.0,-6390.0,1
1.6461502150790825e+18,-1095.0,-5071.0,-6116.0,1
1.6461502151246863e+18,-1457.0,-5750.0,-5431.0,1
1.6461502151794222e+18,-1314.0,-6178.0,-5839.0,1
1.6461502152268024e+18,-1526.0,-5911.0,-5345.0,1
1.6461502152786778e+18,-1329.0,-6091.0,-5397.0,1
1.6461502153276867e+18,-919.0,-5929.0,-6115.0,1
1.6461502153795858e+18,-1146.0,-5732.0,-5394.0,1
1.646150215425608e+18,-1347.0,-5911.0,-5005.0,1
1.6461502154789281e+18,-1209.0,-6051.0,-5128.0,1
1.646150215513471e+18,-1198.0,-6055.0,-5124.0,1
1.6461502155617513e+18,-1186.0,-6057.0,-5125.0,1
1.6461502156289766e+18,-1150.0,-6046.0,-5083.0,1
1.6461505053413742e+18,3299.0,3241.0,7149.0,1
1.6461505053904553e+18,2771.0,3806.0,7234.0,1
1.6461505054420982e+18,3106.0,3436.0,7122.0,1
1.6461505054874883e+18,3603.0,2839.0,7459.0,1
1.646150505541944e+18,3258.0,3388.0,7141.0,1
1.6461505055864008e+18,3026.0,3348.0,7015.0,1
1.6461505056445601e+18,2777.0,3513.0,7099.0,1
1.6461505056881265e+18,2489.0,3344.0,7534.0,1
1.6461505057423798e+18,2478.0,3454.0,7463.0,1
1.646150505787045e+18,2496.0,2820.0,7334.0,1
1.646150505845689e+18,1910.0,3224.0,7763.0,1
1.6461505058873027e+18,1898.0,2620.0,7579.0,1
1.6461505059405038e+18,1924.0,2838.0,7939.0,1
1.6461505059891697e+18,1930.0,2325.0,7742.0,1
1.64615050602272e+18,1699.0,2486.0,7917.0,1
1.6461505060979566e+18,1689.0,2458.0,7961.0,1
1.6461505061433554e+18,1225.0,2696.0,7919.0,1
1.6461505062053007e+18,925.0,2754.0,7969.0,1
1.6461505062053007e+18,925.0,2754.0,7969.0,1
1.6461505063122483e+18,902.0,2743.0,7983.0,1
1.6461505063122483e+18,902.0,2743.0,7983.0,1
1.6461505063776602e+18,897.0,2724.0,7973.0,1
1.6461505064213322e+18,910.0,2700.0,7939.0,1
1.6461505064968814e+18,1008.0,2572.0,7755.0,1
1.646150506552383e+18,1018.0,2586.0,7682.0,1
1.646150506552383e+18,1018.0,2586.0,7682.0,1
1.646150506689263e+18,1015.0,2611.0,7643.0,1
1.646150506689263e+18,1015.0,2611.0,7643.0,1
1.6461505067696591e+18,1009.0,2638.0,7635.0,1
1.6461505068101e+18,1011.0,2664.0,7652.0,1
1.6461505068461015e+18,1001.0,2683.0,7689.0,1
1.6461505068917742e+18,691.0,2508.0,7943.0,1
1.6461505069457295e+18,530.0,2276.0,8289.0,1
1.6461505070084209e+18,404.0,2578.0,8620.0,1
1.6461505070394655e+18,2428.0,-524.0,7311.0,1
1.6461508364042737e+18,-6071.0,-1472.0,5839.0,1
1.6461508364645832e+18,-5420.0,-1500.0,5362.0,1
1.6461508365034793e+18,-5212.0,-2815.0,5620.0,1
1.6461508365543007e+18,-4730.0,-3578.0,5961.0,1
1.646150836602623e+18,-3548.0,-4470.0,6408.0,1
1.6461508366574973e+18,-2260.0,-4697.0,7167.0,1
1.6461508367038587e+18,-1932.0,-4455.0,7175.0,1
1.6461508367580477e+18,-1576.0,-6481.0,7485.0,1
1.6461508368039455e+18,-953.0,-7412.0,8525.0,1
1.646150836853974e+18,-57.0,-6124.0,9375.0,1
1.6461508369084598e+18,751.0,-3679.0,7684.0,1
1.646150836950691e+18,1316.0,-2167.0,6552.0,1
1.646150837008509e+18,2044.0,-1568.0,5424.0,1
1.6461508370546903e+18,2361.0,-1991.0,6147.0,1
1.6461508371078044e+18,3039.0,-1262.0,7247.0,1
1.6461508371551409e+18,3057.0,-112.0,7370.0,1
1.6461508372082212e+18,2414.0,2983.0,6333.0,1
1.6461508372591982e+18,1582.0,3094.0,7318.0,1
1.6461508373072207e+18,1234.0,2329.0,7736.0,1
1.6461508373581903e+18,919.0,1892.0,7588.0,1
1.646150837409258e+18,1102.0,2193.0,7735.0,1
1.646150837457465e+18,1070.0,1950.0,7468.0,1
1.646150837509576e+18,918.0,3453.0,7134.0,1
1.6461508375558461e+18,426.0,2770.0,8370.0,1
1.6461508376036908e+18,640.0,2672.0,8127.0,1
1.646150837655579e+18,488.0,2514.0,8191.0,1
1.6461508377082545e+18,1198.0,2591.0,7927.0,1
1.646150837757929e+18,1380.0,3092.0,8047.0,1
1.6461508378066004e+18,769.0,4355.0,7879.0,1
