timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, PICKUP_RIGHT
1.6461502060121572e+18,-3498.0,-4043.0,6711.0,1
1.646150206067499e+18,-3347.0,-3964.0,6649.0,1
1.6461502061114227e+18,-3386.0,-3668.0,6819.0,1
1.646150206166324e+18,-3311.0,-3688.0,6711.0,1
1.6461502062180127e+18,-3266.0,-3652.0,6821.0,1
1.6461502062660856e+18,-3039.0,-3660.0,6805.0,1
1.6461502063167788e+18,-3129.0,-3704.0,6913.0,1
1.6461502063640963e+18,-3202.0,-3712.0,6955.0,1
1.646150206414211e+18,-3195.0,-3765.0,6959.0,1
1.646150206469378e+18,-3173.0,-3637.0,6914.0,1
1.6461502065159854e+18,-3118.0,-3736.0,6865.0,1
1.6461502065663311e+18,-2955.0,-3802.0,6786.0,1
1.646150206616288e+18,-2819.0,-4169.0,6580.0,1
1.646150206666071e+18,-2960.0,-4189.0,6862.0,1
1.6461502067130857e+18,-2981.0,-4198.0,6784.0,1
1.646150206766416e+18,-2747.0,-4335.0,6820.0,1
1.6461502068131853e+18,-3051.0,-4990.0,7335.0,1
1.6461502068716014e+18,-3636.0,-6704.0,6555.0,1
1.6461502069189286e+18,-3080.0,-7436.0,5268.0,1
1.6461502069673004e+18,-2351.0,-7478.0,4411.0,1
1.646150207016854e+18,-1589.0,-7934.0,4133.0,1
1.646150207062618e+18,-1228.0,-8355.0,3894.0,1
1.6461502071164877e+18,-753.0,-8021.0,3908.0,1
1.6461502071662234e+18,-103.0,-7380.0,4139.0,1
1.6461502077695255e+18,3490.0,-2170.0,6833.0,1
1.6461502078171464e+18,3455.0,-1057.0,6922.0,1
1.6461502078685018e+18,3268.0,-1524.0,7681.0,1
1.6461502079206308e+18,3323.0,-274.0,7279.0,1
1.6461502079640817e+18,3495.0,1933.0,6825.0,1
1.6461502080196964e+18,3354.0,2276.0,7345.0,1
1.6461502080689764e+18,2944.0,2008.0,7730.0,1
1.6461502081166602e+18,3269.0,932.0,7024.0,1
1.6461502081649953e+18,3205.0,1655.0,7226.0,1
1.6461502082194191e+18,3420.0,1703.0,7350.0,1
1.6461502082662474e+18,2443.0,2141.0,8543.0,1
1.6461502083165366e+18,2631.0,2761.0,7338.0,1
1.6461502083624806e+18,2500.0,1693.0,7003.0,1
1.6461502084180718e+18,2321.0,3077.0,7309.0,1
1.6461502084661522e+18,2010.0,3662.0,8146.0,1
1.6461502085170885e+18,1639.0,1942.0,8740.0,1
1.6461502085722788e+18,1983.0,746.0,8409.0,1
1.6461502086151956e+18,2142.0,1182.0,7903.0,1
1.6461502086680732e+18,1696.0,889.0,8986.0,1
1.646150208716083e+18,1869.0,1148.0,8457.0,1
