timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, DELIVERY_RIGHT
1.6461508218882714e+18,3744.0,-6428.0,-2720.0,1
1.6461508219320433e+18,3994.0,-5919.0,-2870.0,1
1.646150821987851e+18,3814.0,-5366.0,-3173.0,1
1.646150822037339e+18,3704.0,-5450.0,-4190.0,1
1.6461508220839235e+18,3674.0,-5605.0,-4204.0,1
1.6461508221366492e+18,4267.0,-5599.0,-3990.0,1
1.6461508221882555e+18,4238.0,-5333.0,-3964.0,1
1.6461508222365665e+18,4064.0,-5202.0,-4108.0,1
1.646150822287381e+18,4043.0,-4911.0,-3862.0,1
1.6461508223346604e+18,4249.0,-4937.0,-3723.0,1
1.646150822387773e+18,4427.0,-5027.0,-3731.0,1
1.6461508224408602e+18,4425.0,-5069.0,-3733.0,1
1.6461508224875164e+18,4729.0,-4821.0,-3871.0,1
1.64615082254018e+18,4794.0,-4744.0,-3986.0,1
1.6461508225860273e+18,4748.0,-5239.0,-3648.0,1
1.6461508226414013e+18,4977.0,-4816.0,-3848.0,1
1.646150822683452e+18,4817.0,-4821.0,-3989.0,1
1.6461508227459103e+18,4902.0,-5025.0,-3879.0,1
1.6461508227856663e+18,4935.0,-5063.0,-3655.0,1
1.6461508228415089e+18,5211.0,-4610.0,-3933.0,1
1.646150822889021e+18,5073.0,-4738.0,-3885.0,1
1.646150822938158e+18,5046.0,-4871.0,-4128.0,1
1.6461508229853425e+18,4949.0,-4682.0,-3924.0,1
1.646150823040387e+18,4933.0,-4786.0,-3919.0,1
1.6461508230908718e+18,5071.0,-4536.0,-3845.0,1
1.646150823139597e+18,5050.0,-4538.0,-4025.0,1
1.6461508231854413e+18,5052.0,-4278.0,-4125.0,1
1.6461508232378255e+18,4714.0,-4160.0,-4580.0,1
1.6461508232895457e+18,4971.0,-4948.0,-3082.0,1
1.6461508233408323e+18,5650.0,-3646.0,-6977.0,1
1.646150823387167e+18,4457.0,-3954.0,-5834.0,1
1.6461508234365076e+18,5403.0,-3480.0,-2384.0,1
1.6461508234875779e+18,5487.0,-4623.0,-2499.0,1
1.6461508235409196e+18,5825.0,-4231.0,-2877.0,1
1.6461508235907484e+18,6280.0,-3600.0,-4999.0,1
1.6461508236408788e+18,5847.0,-3752.0,-4152.0,1
1.6461508236899118e+18,6382.0,-3699.0,-5239.0,1
1.6461508237399288e+18,5880.0,-3406.0,-4458.0,1
1.6461508237875284e+18,5656.0,-2720.0,-5230.0,1
