timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, DELIVERY_BIMANUAL
1.6461501920081928e+18,2898.0,-5202.0,2364.0,1
1.6461501920430316e+18,5179.0,-4038.0,5470.0,1
1.6461501920991368e+18,5553.0,-2882.0,5675.0,1
1.6461501921489508e+18,5714.0,-1469.0,4646.0,1
1.6461501921958502e+18,4580.0,-1849.0,5955.0,1
1.6461501922441354e+18,5281.0,-2839.0,6525.0,1
1.64615019229566e+18,4954.0,678.0,6130.0,1
1.646150192346572e+18,4777.0,-592.0,6445.0,1
1.6461501924007834e+18,5320.0,-762.0,6023.0,1
1.646150192451665e+18,5000.0,393.0,6214.0,1
1.6461501924991222e+18,5521.0,-706.0,6776.0,1
1.6461501925540613e+18,5605.0,1074.0,6152.0,1
1.6461501925969574e+18,5768.0,140.0,5877.0,1
1.6461501926549775e+18,5223.0,357.0,6875.0,1
1.646150192694104e+18,4242.0,2334.0,6104.0,1
1.6461501927467338e+18,5419.0,931.0,5680.0,1
1.646150192799332e+18,3690.0,2772.0,7736.0,1
1.6461501928512522e+18,4221.0,-942.0,6576.0,1
1.6461501928949307e+18,4372.0,1267.0,6770.0,1
1.646150192946433e+18,4900.0,-432.0,6177.0,1
1.6461501929971873e+18,5223.0,1189.0,5792.0,1
1.6461501930511158e+18,4974.0,1134.0,7231.0,1
1.646150193100064e+18,4725.0,404.0,6517.0,1
1.6461501931508874e+18,4751.0,-130.0,6286.0,1
1.6461501931987167e+18,4796.0,-1010.0,6387.0,1
1.6461501932509535e+18,4059.0,-2259.0,6932.0,1
1.6461501932936765e+18,3681.0,-1554.0,6298.0,1
1.6461501933512015e+18,2809.0,-2808.0,6582.0,1
1.6461501933998976e+18,3382.0,-1075.0,5514.0,1
1.64615019345067e+18,4654.0,-2451.0,5224.0,1
1.6461501934996216e+18,4534.0,-1568.0,4230.0,1
1.6461501935524915e+18,4123.0,-1798.0,4089.0,1
1.646150193597011e+18,4044.0,-1139.0,5243.0,1
1.6461501936477724e+18,3386.0,-1012.0,5599.0,1
1.6461501937005668e+18,2304.0,-3282.0,6783.0,1
1.646150193747319e+18,2015.0,-4276.0,8536.0,1
1.646150193795759e+18,1193.0,-5478.0,7945.0,1
1.646150193856e+18,506.0,-7328.0,8725.0,1
1.6461501938991396e+18,176.0,-5674.0,7138.0,1
1.6461501939327004e+18,-880.0,-6010.0,6574.0,1
1.64615019399855e+18,-1256.0,-6275.0,6696.0,1
1.6461501940532408e+18,-4042.0,-4677.0,7407.0,1
1.6461501940989204e+18,-4841.0,-5832.0,7433.0,1
1.64615019414962e+18,-4533.0,-4672.0,7247.0,1
1.646150194204979e+18,-4475.0,-2955.0,6465.0,1
1.646150194249061e+18,-4924.0,-4346.0,6766.0,1
1.6461501943045356e+18,-5323.0,-4044.0,6598.0,1
1.6461501943488202e+18,-5066.0,-3029.0,5932.0,1
1.6461501944014083e+18,-4916.0,-3001.0,5968.0,1
1.6461501944498898e+18,-5013.0,-3506.0,5972.0,1
1.6461501944997358e+18,-5064.0,-2728.0,5923.0,1
1.6461501945470167e+18,-4832.0,-3099.0,6018.0,1
1.6461501946040212e+18,-4696.0,-2767.0,6126.0,1
1.646150194647586e+18,-4415.0,-3286.0,6282.0,1
1.6461501947030738e+18,-4513.0,-3228.0,7130.0,1
1.6461501947515628e+18,-4463.0,-2120.0,6189.0,1
1.6461501948135235e+18,-4861.0,-3518.0,6042.0,1
1.646150194856561e+18,-4898.0,-3945.0,6120.0,1
1.6461501949224015e+18,-4919.0,-4289.0,6178.0,1
1.6461501949428662e+18,-4912.0,-4536.0,6214.0,1
1.646150195008849e+18,-4734.0,-4392.0,5978.0,1
1.6461501950556444e+18,-4568.0,-4341.0,5789.0,1
