timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, SCREW_RIGHT
1.646147245102332e+18,frame_3271.jpeg,5971.0,-2049.0,-4767.0,1
1.6461472451524513e+18,frame_3272.jpeg,6155.0,-2052.0,-4755.0,1
1.6461472452053932e+18,frame_3273.jpeg,6149.0,-2029.0,-4723.0,1
1.6461472452487306e+18,frame_3274.jpeg,6038.0,-2004.0,-4755.0,1
1.6461472453035354e+18,frame_3275.jpeg,6047.0,-1965.0,-4785.0,1
1.6461472453467492e+18,frame_3276.jpeg,6092.0,-1985.0,-4761.0,1
1.6461472454031498e+18,frame_3277.jpeg,6036.0,-2057.0,-4793.0,1
1.6461472454516836e+18,frame_3278.jpeg,6089.0,-1988.0,-4782.0,1
1.646147245503235e+18,frame_3279.jpeg,6011.0,-2007.0,-4797.0,1
1.6461472455517468e+18,frame_3280.jpeg,5977.0,-1984.0,-4763.0,1
1.6461472456028296e+18,frame_3281.jpeg,6168.0,-2026.0,-4791.0,1
1.6461472456530312e+18,frame_3282.jpeg,6011.0,-2078.0,-4812.0,1
1.646147245703185e+18,frame_3283.jpeg,6111.0,-2053.0,-4791.0,1
1.6461472457561848e+18,frame_3284.jpeg,6010.0,-2049.0,-4762.0,1
1.6461472458027564e+18,frame_3285.jpeg,6033.0,-2045.0,-4855.0,1
1.6461472458542351e+18,frame_3286.jpeg,6034.0,-1996.0,-4844.0,1
1.6461472459008957e+18,frame_3287.jpeg,6026.0,-1957.0,-4824.0,1
1.646147245952438e+18,frame_3288.jpeg,5939.0,-2026.0,-4903.0,1
1.6461472460018941e+18,frame_3289.jpeg,6009.0,-2041.0,-4860.0,1
1.6461472460530276e+18,frame_3290.jpeg,5965.0,-2091.0,-4940.0,1
1.646147246101153e+18,frame_3291.jpeg,5950.0,-2054.0,-4899.0,1
1.646147246152567e+18,frame_3292.jpeg,5982.0,-2002.0,-4880.0,1
1.6461472462008678e+18,frame_3293.jpeg,6016.0,-1989.0,-4788.0,1
1.6461472462556262e+18,frame_3294.jpeg,5967.0,-1956.0,-4918.0,1
1.646147246303285e+18,frame_3295.jpeg,5944.0,-1976.0,-4981.0,1
1.6461472463565555e+18,frame_3296.jpeg,5941.0,-2017.0,-4873.0,1
