timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, DELIVERY_BIMANUAL
1.646147139419767e+18,frame_1160.jpeg,4909.0,-418.0,-6691.0,1
1.6461471394753262e+18,frame_1161.jpeg,4518.0,-280.0,-7109.0,1
1.6461471395192817e+18,frame_1162.jpeg,4358.0,-29.0,-7029.0,1
1.6461471395745638e+18,frame_1163.jpeg,3518.0,-666.0,-6193.0,1
1.6461471396206597e+18,frame_1164.jpeg,5122.0,226.0,-5929.0,1
1.6461471396711045e+18,frame_1165.jpeg,5359.0,416.0,-5733.0,1
1.6461471397204457e+18,frame_1166.jpeg,5223.0,195.0,-5899.0,1
1.646147139768052e+18,frame_1167.jpeg,5943.0,540.0,-6269.0,1
1.6461471398189532e+18,frame_1168.jpeg,5159.0,469.0,-6479.0,1
1.6461471398738117e+18,frame_1169.jpeg,5058.0,786.0,-6214.0,1
1.6461471399198802e+18,frame_1170.jpeg,4762.0,655.0,-6456.0,1
1.6461471399701038e+18,frame_1171.jpeg,4889.0,1315.0,-7218.0,1
1.6461471400217196e+18,frame_1172.jpeg,4093.0,1356.0,-6661.0,1
1.6461471400741647e+18,frame_1173.jpeg,2762.0,81.0,-6507.0,1
1.6461471401190464e+18,frame_1174.jpeg,2269.0,98.0,-6954.0,1
1.6461471401741903e+18,frame_1175.jpeg,2766.0,1001.0,-6698.0,1
1.6461471402192673e+18,frame_1176.jpeg,3365.0,1689.0,-6645.0,1
1.6461471402709286e+18,frame_1177.jpeg,3962.0,2204.0,-6901.0,1
1.6461471403194278e+18,frame_1178.jpeg,4362.0,2174.0,-6977.0,1
1.6461471403757379e+18,frame_1179.jpeg,4230.0,2210.0,-6799.0,1
1.6461471404242936e+18,frame_1180.jpeg,4048.0,1854.0,-6531.0,1
1.646147140474715e+18,frame_1181.jpeg,3256.0,1322.0,-6947.0,1
1.6461471405194742e+18,frame_1182.jpeg,3433.0,1128.0,-7048.0,1
1.6461471405738826e+18,frame_1183.jpeg,3541.0,1174.0,-7466.0,1
1.646147140622859e+18,frame_1184.jpeg,3283.0,821.0,-6890.0,1
1.6461471406718141e+18,frame_1185.jpeg,3699.0,1314.0,-6912.0,1
1.6461471407220636e+18,frame_1186.jpeg,4429.0,1697.0,-7604.0,1
1.646147140803885e+18,frame_1187.jpeg,4917.0,1847.0,-6931.0,1
1.6461471408282376e+18,frame_1188.jpeg,4576.0,1463.0,-6732.0,1
1.646147140872108e+18,frame_1189.jpeg,5482.0,58.0,-5485.0,1
1.6461471409202145e+18,frame_1190.jpeg,6546.0,-551.0,-5142.0,1
1.6461471409738788e+18,frame_1191.jpeg,4604.0,-3561.0,-4667.0,1
1.646147141024863e+18,frame_1192.jpeg,2468.0,-4565.0,-10994.0,1
1.6461471410783782e+18,frame_1193.jpeg,2517.0,-4722.0,-10192.0,1
1.646147141123671e+18,frame_1194.jpeg,1175.0,-5397.0,-7289.0,1
1.6461471411742505e+18,frame_1195.jpeg,2268.0,-4187.0,-4971.0,1
1.6461471412238853e+18,frame_1196.jpeg,3166.0,-2970.0,-4354.0,1
1.646147141269913e+18,frame_1197.jpeg,3468.0,-1771.0,-6024.0,1
1.6461471413245204e+18,frame_1198.jpeg,1998.0,-867.0,-8081.0,1
1.6461471413740017e+18,frame_1199.jpeg,2149.0,-1092.0,-9694.0,1
1.6461471414232822e+18,frame_1200.jpeg,1716.0,-2047.0,-8397.0,1
1.6461471414750577e+18,frame_1201.jpeg,2053.0,-1326.0,-7490.0,1
1.6461471415234621e+18,frame_1202.jpeg,613.0,-1177.0,-7070.0,1
1.646147141572662e+18,frame_1203.jpeg,-161.0,-1029.0,-7364.0,1
1.6461471416265766e+18,frame_1204.jpeg,183.0,-692.0,-7696.0,1
1.646147141673008e+18,frame_1205.jpeg,205.0,-566.0,-7416.0,1
1.6461471417299195e+18,frame_1206.jpeg,837.0,337.0,-8239.0,1
1.646147141773411e+18,frame_1207.jpeg,190.0,1203.0,-7828.0,1
1.6461471418263992e+18,frame_1208.jpeg,1403.0,1944.0,-8159.0,1
1.646147141872967e+18,frame_1209.jpeg,1027.0,1643.0,-7507.0,1
1.6461471419222152e+18,frame_1210.jpeg,1523.0,2472.0,-7587.0,1
1.6461471419731151e+18,frame_1211.jpeg,894.0,2199.0,-7537.0,1
1.6461471420266703e+18,frame_1212.jpeg,1043.0,2047.0,-7539.0,1
1.646147142073132e+18,frame_1213.jpeg,682.0,1870.0,-7832.0,1
1.6461471421268124e+18,frame_1214.jpeg,1664.0,2018.0,-7886.0,1
1.6461471421727928e+18,frame_1215.jpeg,2206.0,2109.0,-7722.0,1
1.646147142222227e+18,frame_1216.jpeg,1552.0,1805.0,-7384.0,1
1.6461471422726561e+18,frame_1217.jpeg,1561.0,2247.0,-7776.0,1
1.646147142323237e+18,frame_1218.jpeg,1328.0,2601.0,-7839.0,1
1.6461471423718426e+18,frame_1219.jpeg,565.0,1945.0,-7429.0,1
1.6461471424227164e+18,frame_1220.jpeg,276.0,2043.0,-8235.0,1
1.6461471424718538e+18,frame_1221.jpeg,-863.0,1255.0,-7950.0,1
1.6461471425232433e+18,frame_1222.jpeg,-1208.0,939.0,-7488.0,1
1.6461471425731164e+18,frame_1223.jpeg,-925.0,1301.0,-7446.0,1
1.6461471426247834e+18,frame_1224.jpeg,1483.0,2329.0,-7377.0,1
1.6461471426774636e+18,frame_1225.jpeg,916.0,1912.0,-7794.0,1
1.6461471427227087e+18,frame_1226.jpeg,1205.0,2014.0,-7787.0,1
1.6461471427763418e+18,frame_1227.jpeg,1056.0,1968.0,-7756.0,1
1.6461471428240328e+18,frame_1228.jpeg,1459.0,2459.0,-7847.0,1
1.6461471428772675e+18,frame_1229.jpeg,1578.0,2409.0,-7798.0,1
1.6461471429225183e+18,frame_1230.jpeg,1635.0,2473.0,-7661.0,1
1.6461471429761e+18,frame_1231.jpeg,1389.0,2014.0,-7427.0,1
1.6461471430275932e+18,frame_1232.jpeg,1963.0,2487.0,-7561.0,1
1.6461471430771945e+18,frame_1233.jpeg,1854.0,2405.0,-8049.0,1
1.6461471431264125e+18,frame_1234.jpeg,1795.0,2060.0,-8029.0,1
1.6461471431758884e+18,frame_1235.jpeg,475.0,675.0,-7564.0,1
1.646147143223498e+18,frame_1236.jpeg,-1472.0,249.0,-7489.0,1
1.6461471432772426e+18,frame_1237.jpeg,-866.0,934.0,-7518.0,1
1.6461471433248302e+18,frame_1238.jpeg,-1942.0,451.0,-7483.0,1
1.6461471433770888e+18,frame_1239.jpeg,-973.0,811.0,-8119.0,1
1.6461471434235692e+18,frame_1240.jpeg,-746.0,1285.0,-8156.0,1
1.646147143475687e+18,frame_1241.jpeg,-385.0,1286.0,-7617.0,1
1.6461471435237711e+18,frame_1242.jpeg,-465.0,1380.0,-7855.0,1
1.6461471435771942e+18,frame_1243.jpeg,503.0,1174.0,-7882.0,1
1.6461471436227044e+18,frame_1244.jpeg,796.0,1084.0,-7712.0,1
1.646147143676612e+18,frame_1245.jpeg,888.0,1230.0,-7876.0,1
1.6461471437204672e+18,frame_1246.jpeg,1860.0,2290.0,-7912.0,1
1.646147143776933e+18,frame_1247.jpeg,1876.0,1447.0,-7517.0,1
1.6461471438274552e+18,frame_1248.jpeg,1967.0,1259.0,-7705.0,1
1.6461471438765988e+18,frame_1249.jpeg,1960.0,828.0,-7719.0,1
1.6461471439263107e+18,frame_1250.jpeg,2503.0,98.0,-7111.0,1
1.646147143979583e+18,frame_1251.jpeg,2536.0,160.0,-7721.0,1
1.6461471440217992e+18,frame_1252.jpeg,2821.0,-434.0,-7580.0,1
1.6461471440749181e+18,frame_1253.jpeg,3896.0,576.0,-7710.0,1
1.6461471441258304e+18,frame_1254.jpeg,3611.0,-431.0,-7139.0,1
1.6461471441750126e+18,frame_1255.jpeg,3391.0,-551.0,-7405.0,1
1.6461471442259894e+18,frame_1256.jpeg,3089.0,-108.0,-7728.0,1
1.6461471442751626e+18,frame_1257.jpeg,2995.0,133.0,-7497.0,1
1.646147144326434e+18,frame_1258.jpeg,2458.0,-34.0,-7161.0,1
1.6461471443762982e+18,frame_1259.jpeg,2225.0,28.0,-7484.0,1
1.6461471444310797e+18,frame_1260.jpeg,1751.0,-219.0,-7138.0,1
1.6461471444758362e+18,frame_1261.jpeg,2555.0,96.0,-7571.0,1
1.6461471445296904e+18,frame_1262.jpeg,3023.0,636.0,-8105.0,1
1.6461471445788099e+18,frame_1263.jpeg,2755.0,59.0,-7866.0,1
1.6461471446301184e+18,frame_1264.jpeg,4029.0,712.0,-7383.0,1
1.646147144698548e+18,frame_1265.jpeg,3891.0,964.0,-7147.0,1
1.6461471447288847e+18,frame_1266.jpeg,5281.0,618.0,-2226.0,1
1.6461471447766308e+18,frame_1267.jpeg,5956.0,-1698.0,2288.0,1
1.6461471448301258e+18,frame_1268.jpeg,5204.0,-2809.0,2360.0,1
1.6461471448732465e+18,frame_1269.jpeg,4201.0,-3466.0,382.0,1
1.6461471449274079e+18,frame_1270.jpeg,3875.0,-3487.0,-2772.0,1
1.6461471449774618e+18,frame_1271.jpeg,5686.0,-2620.0,-9302.0,1
1.646147145028156e+18,frame_1272.jpeg,4935.0,-2502.0,-9849.0,1
1.6461472202191565e+18,frame_2774.jpeg,7420.0,1874.0,-3251.0,1
1.6461472202719306e+18,frame_2775.jpeg,8456.0,908.0,-3479.0,1
1.6461472203215007e+18,frame_2776.jpeg,7590.0,-1324.0,-3324.0,1
1.646147220371324e+18,frame_2777.jpeg,7113.0,-2616.0,-3251.0,1
1.6461472204185134e+18,frame_2778.jpeg,6105.0,-3783.0,-3382.0,1
1.6461472204707988e+18,frame_2779.jpeg,4302.0,-5607.0,-3268.0,1
1.646147220516812e+18,frame_2780.jpeg,3745.0,-5912.0,-3449.0,1
1.6461472205734996e+18,frame_2781.jpeg,3410.0,-6133.0,-3058.0,1
1.6461472206163113e+18,frame_2782.jpeg,3041.0,-5609.0,-3480.0,1
1.6461472206717844e+18,frame_2783.jpeg,2461.0,-5537.0,-4007.0,1
1.6461472207259484e+18,frame_2784.jpeg,1124.0,-3959.0,-5283.0,1
1.6461472207714906e+18,frame_2785.jpeg,1176.0,-3696.0,-5299.0,1
1.646147220822449e+18,frame_2786.jpeg,118.0,-3096.0,-6061.0,1
1.646147220871469e+18,frame_2787.jpeg,832.0,-2731.0,-7315.0,1
1.646147220926762e+18,frame_2788.jpeg,-537.0,-3491.0,-7433.0,1
1.6461472209707507e+18,frame_2789.jpeg,-700.0,-3880.0,-7306.0,1
1.6461472210213596e+18,frame_2790.jpeg,-493.0,-3568.0,-7025.0,1
1.6461472210702917e+18,frame_2791.jpeg,-535.0,-3600.0,-7305.0,1
1.6461472211205765e+18,frame_2792.jpeg,-850.0,-3279.0,-7674.0,1
1.646147221172823e+18,frame_2793.jpeg,-1476.0,-3143.0,-7462.0,1
1.6461472212287063e+18,frame_2794.jpeg,-1353.0,-2853.0,-7508.0,1
1.6461472212720735e+18,frame_2795.jpeg,-24.0,-1999.0,-7330.0,1
1.64614722132468e+18,frame_2796.jpeg,464.0,-1878.0,-7204.0,1
1.6461472213717706e+18,frame_2797.jpeg,-1113.0,-2709.0,-7215.0,1
1.646147221419074e+18,frame_2798.jpeg,-1487.0,-3345.0,-7654.0,1
1.6461472214693012e+18,frame_2799.jpeg,-662.0,-2876.0,-7760.0,1
1.6461472215242255e+18,frame_2800.jpeg,-631.0,-2956.0,-7419.0,1
1.6461472215707482e+18,frame_2801.jpeg,-1016.0,-2319.0,-8218.0,1
1.646147221626188e+18,frame_2802.jpeg,-1813.0,-2642.0,-8879.0,1
1.6461472216723922e+18,frame_2803.jpeg,-1912.0,-2274.0,-9190.0,1
1.646147221720302e+18,frame_2804.jpeg,307.0,-1032.0,-7961.0,1
1.646147221771746e+18,frame_2805.jpeg,3839.0,-2260.0,-4157.0,1
1.6461472218206254e+18,frame_2806.jpeg,2103.0,-4445.0,-1933.0,1
1.6461472218723937e+18,frame_2807.jpeg,-891.0,-6089.0,-2663.0,1
1.6461472219205732e+18,frame_2808.jpeg,-3963.0,-7064.0,-5242.0,1
1.6461472219719698e+18,frame_2809.jpeg,-6036.0,-7796.0,-7348.0,1
1.6461472220238912e+18,frame_2810.jpeg,-2869.0,-7719.0,-7716.0,1
1.6461472220721876e+18,frame_2811.jpeg,-4085.0,-6950.0,-8421.0,1
1.6461472221250627e+18,frame_2812.jpeg,-1837.0,-7311.0,-6980.0,1
1.6461472221601987e+18,frame_2813.jpeg,-1540.0,-6873.0,-4889.0,1
1.6461472222191693e+18,frame_2814.jpeg,1061.0,-4879.0,-3392.0,1
1.6461472222773947e+18,frame_2815.jpeg,3864.0,-1264.0,-5209.0,1
1.646147222321572e+18,frame_2816.jpeg,2343.0,-663.0,-7096.0,1
1.6461472223761574e+18,frame_2817.jpeg,444.0,-2379.0,-6794.0,1
1.6461472224251804e+18,frame_2818.jpeg,536.0,-3181.0,-6304.0,1
1.64614722247549e+18,frame_2819.jpeg,-2572.0,-4251.0,-6448.0,1
1.6461472225219497e+18,frame_2820.jpeg,-3969.0,-5167.0,-5746.0,1
1.6461472225766195e+18,frame_2821.jpeg,-4894.0,-5087.0,-6429.0,1
1.6461472225906824e+18,frame_2822.jpeg,-4468.0,-4865.0,-6772.0,1
1.6461472226577682e+18,frame_2823.jpeg,-4269.0,-4864.0,-6832.0,1
1.6461472227231588e+18,frame_2824.jpeg,-3248.0,-6269.0,-5828.0,1
1.6461472227723402e+18,frame_2825.jpeg,-3297.0,-5067.0,-5778.0,1
1.6461472228232522e+18,frame_2826.jpeg,-3714.0,-4818.0,-5497.0,1
1.6461472228737167e+18,frame_2827.jpeg,-3670.0,-4788.0,-5322.0,1
1.646147222924079e+18,frame_2828.jpeg,-3651.0,-4861.0,-4973.0,1
1.6461472229729234e+18,frame_2829.jpeg,-3805.0,-4488.0,-5083.0,1
1.6461472230189868e+18,frame_2830.jpeg,-4170.0,-5045.0,-5375.0,1
1.6461472230741632e+18,frame_2831.jpeg,-4214.0,-5148.0,-5452.0,1
1.6461472231240786e+18,frame_2832.jpeg,-3784.0,-5087.0,-5305.0,1
1.646147223173766e+18,frame_2833.jpeg,-3625.0,-4804.0,-5139.0,1
1.646147223225155e+18,frame_2834.jpeg,-4540.0,-4432.0,-5180.0,1
1.6461472232741706e+18,frame_2835.jpeg,-4362.0,-4397.0,-4921.0,1
1.646147223319649e+18,frame_2836.jpeg,-4346.0,-4908.0,-4629.0,1
1.6461472233727537e+18,frame_2837.jpeg,-4496.0,-4892.0,-4520.0,1
1.6461472234190054e+18,frame_2838.jpeg,-4961.0,-4743.0,-4652.0,1
1.6461472234775785e+18,frame_2839.jpeg,-4286.0,-5294.0,-4681.0,1
1.6461472235243103e+18,frame_2840.jpeg,-4616.0,-5312.0,-4811.0,1
1.6461472235767373e+18,frame_2841.jpeg,-4047.0,-5600.0,-5457.0,1
1.6461472236251215e+18,frame_2842.jpeg,-4375.0,-6157.0,-4471.0,1
1.64614722367641e+18,frame_2843.jpeg,-4164.0,-5972.0,-4343.0,1
1.6461472237224049e+18,frame_2844.jpeg,-3660.0,-5850.0,-5298.0,1
1.6461472237726134e+18,frame_2845.jpeg,-3266.0,-5665.0,-4490.0,1
1.6461472238197988e+18,frame_2846.jpeg,-5345.0,-4350.0,-4049.0,1
1.6461472238722504e+18,frame_2847.jpeg,-5912.0,-3403.0,-3395.0,1
1.6461472239271237e+18,frame_2848.jpeg,-6096.0,-2637.0,-2918.0,1
1.646147223978e+18,frame_2849.jpeg,-3372.0,-2169.0,-1230.0,1
1.646147224028485e+18,frame_2850.jpeg,-528.0,-1350.0,-211.0,1
1.6461472240726395e+18,frame_2851.jpeg,585.0,-540.0,734.0,1
1.6461472241237862e+18,frame_2852.jpeg,4786.0,66.0,725.0,1
1.6461472241765821e+18,frame_2853.jpeg,7426.0,2258.0,1072.0,1
1.6461472242292096e+18,frame_2854.jpeg,12951.0,3062.0,51.0,1
1.6461472242721812e+18,frame_2855.jpeg,12368.0,3905.0,-2300.0,1
