timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, BOLT_RIGHT
1.6455449061088317e+18,-1226.0,-2469.0,8149.0,1
1.6455449061596498e+18,-1105.0,-2924.0,7925.0,1
1.6455449062099052e+18,-326.0,-2720.0,8204.0,1
1.6455449062618947e+18,-783.0,-2677.0,8202.0,1
1.6455449063080704e+18,-1076.0,-2498.0,8112.0,1
1.6455449063561966e+18,-1181.0,-2506.0,7929.0,1
1.6455449063760806e+18,-1396.0,-2623.0,7977.0,1
1.6455449064640937e+18,-1300.0,-2646.0,8018.0,1
1.6455449065079677e+18,-986.0,-2513.0,8253.0,1
1.645544906561459e+18,-1444.0,-2514.0,8028.0,1
1.645544906609711e+18,-1078.0,-2537.0,8249.0,1
1.6455449066597302e+18,-639.0,-2921.0,7978.0,1
1.645544906709298e+18,-638.0,-3035.0,8044.0,1
1.6455449067580547e+18,-1146.0,-2590.0,7959.0,1
1.6455449068087434e+18,-1359.0,-2387.0,8247.0,1
1.6455449068617684e+18,-1271.0,-2115.0,8122.0,1
1.6455449069087946e+18,-1232.0,-2751.0,8068.0,1
1.6455449069525066e+18,-809.0,-2589.0,8106.0,1
1.6455449070126738e+18,-837.0,-2762.0,7959.0,1
1.6455449070591168e+18,-1146.0,-2285.0,8389.0,1
1.6455449071128965e+18,-1310.0,-2543.0,7973.0,1
1.6455449071595374e+18,-1343.0,-2171.0,8103.0,1
1.6455449072083274e+18,-1138.0,-2062.0,8125.0,1
1.6455449072441846e+18,-979.0,-2262.0,8164.0,1
1.6455449073431127e+18,-959.0,-2320.0,8161.0,1
1.6455449073431127e+18,-959.0,-2320.0,8161.0,1
1.645544907411588e+18,-927.0,-2332.0,8382.0,1
1.6455449074578255e+18,-1026.0,-2430.0,8075.0,1
1.6455449075135063e+18,-854.0,-2608.0,8256.0,1
1.645544907557232e+18,-1029.0,-2370.0,8202.0,1
1.6455449076106038e+18,-1356.0,-2256.0,8081.0,1
1.6455449076563597e+18,-1517.0,-1957.0,8177.0,1
1.64554490771193e+18,-1513.0,-1953.0,8094.0,1
1.6455449077573568e+18,-1298.0,-1798.0,8474.0,1
1.6455449078114883e+18,-882.0,-1775.0,8399.0,1
1.6455449078528579e+18,-1047.0,-2203.0,8175.0,1
1.6455449079126482e+18,-964.0,-1705.0,8423.0,1
1.6455449079573937e+18,-1230.0,-1415.0,8322.0,1
1.6455449080087606e+18,-1707.0,-1232.0,8495.0,1
1.6455449080572567e+18,-1178.0,-1632.0,8344.0,1
1.6455449081094013e+18,-1041.0,-2004.0,8443.0,1
1.645544908157681e+18,-1045.0,-1793.0,8302.0,1
1.645544908209822e+18,-1198.0,-2052.0,8210.0,1
1.6455449082593526e+18,-1031.0,-2207.0,8117.0,1
1.6455449083096435e+18,-999.0,-1944.0,8267.0,1
1.64554490836728e+18,-1273.0,-1965.0,8293.0,1
1.645544908417063e+18,-1087.0,-958.0,8420.0,1
1.6455449084616525e+18,-1701.0,-1718.0,8189.0,1
1.6455449085194685e+18,-1601.0,-1253.0,8339.0,1
1.6455449085612928e+18,-1063.0,-1893.0,8498.0,1
1.6455449086151352e+18,-1197.0,-1799.0,8127.0,1
1.6455449086611098e+18,-1245.0,-1457.0,8438.0,1
1.645544908715196e+18,-941.0,-872.0,8750.0,1
1.6455449087618962e+18,-1262.0,39.0,9137.0,1
1.645544908815177e+18,-2387.0,977.0,9306.0,1
1.6455449088609498e+18,-3258.0,-930.0,9112.0,1
1.6455449089052014e+18,-3080.0,-2808.0,7596.0,1
1.6455449089660344e+18,-21.0,1083.0,5676.0,1
1.6455449090079232e+18,1375.0,-1224.0,7378.0,1
1.6455449090642276e+18,-271.0,-990.0,9303.0,1
1.6455449091060588e+18,-1025.0,-1774.0,8988.0,1
1.6455449091598848e+18,-1515.0,816.0,8984.0,1
1.6455449092122941e+18,-1893.0,261.0,8824.0,1
1.6455449092122941e+18,-1893.0,261.0,8824.0,1
1.6455449092122941e+18,-1893.0,261.0,8824.0,1
1.645544909424205e+18,-2020.0,302.0,8804.0,1
1.645544909424205e+18,-2020.0,302.0,8804.0,1
1.6455449094268434e+18,-2185.0,293.0,8746.0,1
1.6455449094268434e+18,-2185.0,293.0,8746.0,1
1.645544909662539e+18,-2232.0,245.0,8701.0,1
1.645544909662539e+18,-2232.0,245.0,8701.0,1
1.645544909662539e+18,-2232.0,245.0,8701.0,1
1.6455449097103928e+18,-1917.0,106.0,8387.0,1
1.6455449097649055e+18,-1400.0,-400.0,8568.0,1
1.645544909799497e+18,-1191.0,-415.0,8689.0,1
1.6455449098612923e+18,-978.0,-490.0,8718.0,1
1.6455449099101844e+18,-1292.0,-1042.0,8538.0,1
1.6455449099611686e+18,-1474.0,-288.0,8482.0,1
1.6455449100128868e+18,-1244.0,-390.0,8403.0,1
1.6455449100609864e+18,-1327.0,-1827.0,8384.0,1
1.6455449101127928e+18,-1451.0,-486.0,8482.0,1
1.6455449101657477e+18,-2033.0,1034.0,8572.0,1
1.6455449102114762e+18,-2067.0,470.0,8608.0,1
1.645544910261501e+18,-1581.0,-488.0,8508.0,1
1.6455449103154516e+18,-908.0,-909.0,8598.0,1
1.6455449103626212e+18,-676.0,-1942.0,8357.0,1
1.6455449104159414e+18,-742.0,-1194.0,8402.0,1
1.6455449104659656e+18,-916.0,-516.0,8723.0,1
1.645544910516367e+18,-1828.0,-556.0,8361.0,1
1.6455449105625024e+18,-1122.0,-970.0,8396.0,1
1.6455449106154396e+18,-1071.0,-672.0,8590.0,1
1.6455449106614175e+18,-2218.0,533.0,8325.0,1
1.64554491072319e+18,-1839.0,100.0,8639.0,1
1.645544910766032e+18,-1427.0,-272.0,8678.0,1
1.6455449108043297e+18,-1187.0,-271.0,8649.0,1
1.6455449108559393e+18,-1124.0,-573.0,8520.0,1
1.6455449109145224e+18,-819.0,-1392.0,8426.0,1
1.6455449109706847e+18,-805.0,-651.0,8488.0,1
1.645544911012048e+18,-1258.0,-463.0,8535.0,1
1.6455449110617242e+18,-1143.0,-848.0,8598.0,1
1.6455449111177876e+18,-1222.0,-1417.0,8263.0,1
1.6455449111728996e+18,-1585.0,296.0,8570.0,1
1.6455449112172232e+18,-2188.0,624.0,8424.0,1
1.645544911260478e+18,-1830.0,85.0,8567.0,1
1.6455449113134705e+18,-826.0,-619.0,8699.0,1
1.645544911359844e+18,-705.0,-884.0,8576.0,1
1.6455449114142769e+18,-850.0,-1382.0,8311.0,1
1.6455449114619023e+18,-843.0,-1308.0,8530.0,1
1.6455449115117092e+18,-1405.0,-439.0,8488.0,1
1.6455449115723167e+18,-1312.0,-135.0,8477.0,1
1.645544911615126e+18,-1170.0,-804.0,8435.0,1
1.6455449116677507e+18,-1077.0,-1238.0,8324.0,1
1.6455449117146132e+18,-1029.0,-883.0,8558.0,1
1.6455449117662282e+18,-1788.0,610.0,8331.0,1
1.645544911814331e+18,-1704.0,427.0,8793.0,1
1.6455449118660014e+18,-993.0,-359.0,8693.0,1
1.6455449119147904e+18,-834.0,-1307.0,8281.0,1
1.6455449119674895e+18,-457.0,-1190.0,8448.0,1
