timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, ASSEMBLY1_BIMANUAL
1.6455446496393e+18,2905.0,-7599.0,1713.0,1
1.6455446496883556e+18,3016.0,-7049.0,1807.0,1
1.645544649740777e+18,3166.0,-6923.0,1837.0,1
1.6455446497894072e+18,3162.0,-6658.0,1840.0,1
1.6455446498369027e+18,2954.0,-6114.0,2087.0,1
1.6455446498890478e+18,2860.0,-6502.0,2779.0,1
1.645544649937967e+18,3152.0,-6873.0,2810.0,1
1.6455446499882337e+18,3406.0,-7917.0,2107.0,1
1.6455446500364058e+18,3684.0,-7818.0,1924.0,1
1.6455446500886843e+18,3702.0,-7457.0,1589.0,1
1.645544650134986e+18,3487.0,-6345.0,1771.0,1
1.645544650189283e+18,3371.0,-6573.0,1979.0,1
1.6455446502364564e+18,3339.0,-7161.0,2186.0,1
1.6455446502883185e+18,3488.0,-7381.0,2123.0,1
1.6455446503397304e+18,3664.0,-7093.0,2002.0,1
1.6455446503889516e+18,3628.0,-7056.0,2109.0,1
1.6455446504416033e+18,3638.0,-7077.0,2174.0,1
1.6455446504884506e+18,3776.0,-7100.0,1981.0,1
1.6455446505394819e+18,3804.0,-7169.0,2195.0,1
1.645544650588771e+18,3993.0,-7382.0,1519.0,1
1.6455446506404175e+18,4058.0,-6530.0,1468.0,1
1.6455446506902382e+18,4156.0,-6868.0,2013.0,1
1.6455446507406472e+18,4173.0,-5996.0,2571.0,1
1.645544650791103e+18,4085.0,-5880.0,3092.0,1
1.645544650839009e+18,4084.0,-6244.0,3221.0,1
1.6455446508889623e+18,3982.0,-5660.0,3132.0,1
1.6455446509405903e+18,3885.0,-6194.0,3601.0,1
1.6455446509899354e+18,3950.0,-6064.0,4458.0,1
1.645544651039914e+18,3956.0,-5870.0,4206.0,1
1.6455446510892613e+18,3968.0,-6062.0,4035.0,1
1.6455446511390216e+18,3793.0,-5781.0,4644.0,1
1.6455446511900104e+18,3736.0,-5408.0,4847.0,1
1.6455446512385925e+18,3797.0,-5308.0,4950.0,1
1.6455446512894372e+18,3823.0,-4920.0,5345.0,1
1.6455446513393377e+18,3895.0,-5415.0,4870.0,1
1.6455446513938726e+18,3903.0,-5987.0,4405.0,1
1.6455446514387103e+18,3614.0,-5925.0,4550.0,1
1.6455446514913119e+18,3929.0,-5896.0,4621.0,1
1.6455446515432627e+18,3894.0,-5590.0,4309.0,1
1.6455446515917473e+18,3864.0,-5284.0,4552.0,1
1.6455446516398136e+18,3962.0,-5696.0,4763.0,1
1.6455446516894339e+18,3779.0,-5257.0,4443.0,1
1.6455446517385733e+18,3849.0,-6830.0,5436.0,1
1.6455446517926172e+18,3951.0,-5851.0,4335.0,1
1.6455446518383839e+18,4330.0,-5088.0,3144.0,1
1.6455446518896957e+18,4498.0,-5835.0,2392.0,1
1.645544651933982e+18,4466.0,-5614.0,2939.0,1
1.645544651992979e+18,4265.0,-5568.0,3607.0,1
1.6455446520386499e+18,3941.0,-5946.0,4747.0,1
1.6455446520901614e+18,3873.0,-4999.0,5077.0,1
1.645544652142983e+18,3945.0,-5437.0,5288.0,1
1.6455446521963507e+18,3893.0,-4957.0,5642.0,1
1.645544652237151e+18,3909.0,-4852.0,5476.0,1
1.645544652293474e+18,3834.0,-5072.0,5461.0,1
1.6455446523377876e+18,3823.0,-4819.0,5503.0,1
1.645544652392431e+18,3776.0,-4868.0,5410.0,1
1.64554465244231e+18,3678.0,-4816.0,5423.0,1
1.6455446524825661e+18,3692.0,-4952.0,5125.0,1
1.645544652541978e+18,3657.0,-4959.0,5530.0,1
1.6455446525906033e+18,3711.0,-5758.0,5525.0,1
1.6455446526387776e+18,3606.0,-5388.0,5090.0,1
1.6455446526804495e+18,3624.0,-5579.0,5095.0,1
1.6455446526804495e+18,3624.0,-5579.0,5095.0,1
1.6455446526804495e+18,3624.0,-5579.0,5095.0,1
1.6455446526804495e+18,3624.0,-5579.0,5095.0,1
1.6455446526804495e+18,3624.0,-5579.0,5095.0,1
