timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, PICKUP_RIGHT
1.6455446481879242e+18,-4580.0,-5706.0,4122.0,1
1.6455446482377055e+18,-5084.0,-5501.0,4494.0,1
1.64554464828814e+18,-5234.0,-5860.0,4663.0,1
1.6455446483366397e+18,-4905.0,-5169.0,4670.0,1
1.6455446483784328e+18,-5014.0,-4930.0,5123.0,1
1.6455446484382157e+18,-5441.0,-4552.0,4256.0,1
1.6455446484882793e+18,-4662.0,-5023.0,3659.0,1
1.645544648538135e+18,-5029.0,-5094.0,4800.0,1
1.6455446485883645e+18,-5492.0,-4725.0,4746.0,1
1.6455446486349967e+18,-5073.0,-4004.0,3998.0,1
1.6455446486898813e+18,-5332.0,-4779.0,4153.0,1
1.645544648739387e+18,-5343.0,-4334.0,3783.0,1
1.645544648789017e+18,-4649.0,-7180.0,2466.0,1
1.6455446488372006e+18,-4286.0,-7449.0,2368.0,1
1.6455446488887265e+18,-3754.0,-8209.0,2085.0,1
1.6455446489376927e+18,-3457.0,-9068.0,2128.0,1
1.645544648987558e+18,-3410.0,-9134.0,2111.0,1
1.6455446490363776e+18,-3401.0,-9655.0,1646.0,1
1.6455446490878769e+18,-2945.0,-9775.0,1153.0,1
1.6455446491368563e+18,-2640.0,-7741.0,1548.0,1
1.6455446491874778e+18,-2129.0,-7186.0,1706.0,1
1.6455447251067151e+18,-5652.0,-4054.0,7134.0,1
1.645544725139173e+18,-5803.0,-4077.0,7580.0,1
1.6455447251787318e+18,-6028.0,-4153.0,7748.0,1
1.6455447252354609e+18,-6168.0,-3819.0,7785.0,1
1.645544725282038e+18,-5249.0,-2700.0,6134.0,1
1.6455447253304924e+18,-3792.0,-3457.0,7235.0,1
1.6455447253844536e+18,-3518.0,-2420.0,6552.0,1
1.64554472543108e+18,-4542.0,-2265.0,6984.0,1
1.6455447254830717e+18,-4973.0,-2312.0,6441.0,1
1.645544725531162e+18,-4897.0,-2694.0,6852.0,1
1.645544725588259e+18,-4766.0,-2795.0,6712.0,1
1.645544725588259e+18,-4766.0,-2795.0,6712.0,1
1.6455447257068006e+18,-4778.0,-2917.0,6717.0,1
1.645544725727676e+18,-4777.0,-3048.0,6717.0,1
1.645544725784384e+18,-4173.0,-2797.0,6390.0,1
1.6455447258348193e+18,-4638.0,-2453.0,6526.0,1
1.6455447258839493e+18,-4561.0,-2776.0,6874.0,1
1.6455447259269532e+18,-4430.0,-2850.0,7017.0,1
1.6455447259886303e+18,-4226.0,-2364.0,6968.0,1
1.6455447260256527e+18,-4393.0,-2077.0,6928.0,1
1.645544726099221e+18,-4493.0,-2062.0,6972.0,1
1.6455447261533458e+18,-4483.0,-2098.0,6971.0,1
1.6455447261830994e+18,-5196.0,-1868.0,7801.0,1
1.6455447262292319e+18,-5275.0,-1310.0,6944.0,1
1.645544726289282e+18,-5131.0,-1698.0,6056.0,1
1.6455447263440668e+18,-5199.0,-3048.0,5858.0,1
1.6455447264196672e+18,-5145.0,-3424.0,5816.0,1
1.6455447264196672e+18,-5145.0,-3424.0,5816.0,1
1.6455447264870876e+18,-5123.0,-3126.0,5870.0,1
1.645544726516768e+18,-5218.0,-2742.0,5972.0,1
1.645544726583829e+18,-5556.0,-3383.0,6210.0,1
1.645544726635835e+18,-4856.0,-3430.0,5830.0,1
1.6455447266822031e+18,-4948.0,-3440.0,6446.0,1
1.645544726734455e+18,-4784.0,-3284.0,6145.0,1
1.64554472677964e+18,-4688.0,-3659.0,6236.0,1
1.645544726832012e+18,-4735.0,-3240.0,6398.0,1
1.6455447268863283e+18,-4711.0,-3294.0,6424.0,1
1.6455447269344266e+18,-4638.0,-3219.0,6184.0,1
1.6455447269794634e+18,-4777.0,-3069.0,6251.0,1
1.6455447270368259e+18,-4746.0,-3217.0,6554.0,1
1.6455447270807424e+18,-4652.0,-2988.0,5979.0,1
1.645544727138799e+18,-4807.0,-2852.0,6601.0,1
1.6455447272068797e+18,-4801.0,-3049.0,6520.0,1
1.6455447272171796e+18,-4759.0,-3097.0,6435.0,1
1.6455447272866104e+18,-4707.0,-3172.0,6246.0,1
1.6455447273369792e+18,-4738.0,-3134.0,6240.0,1
1.645544727398813e+18,-4754.0,-3130.0,6253.0,1
1.645544727410977e+18,-4765.0,-3167.0,6264.0,1
1.6455447274747016e+18,-4782.0,-3210.0,6284.0,1
1.6455447275350856e+18,-4855.0,-3301.0,6381.0,1
1.6455447275350856e+18,-4855.0,-3301.0,6381.0,1
1.645544727643311e+18,-4877.0,-3329.0,6405.0,1
1.6455447276824532e+18,-4893.0,-3357.0,6428.0,1
1.6455447277408484e+18,-4903.0,-3392.0,6441.0,1
1.645544727790378e+18,-4913.0,-3450.0,6453.0,1
1.645544727853712e+18,-4920.0,-3532.0,6489.0,1
1.645544727884623e+18,-4940.0,-3695.0,6458.0,1
1.6455447279316337e+18,-4571.0,-3756.0,5393.0,1
1.645544727983752e+18,-4518.0,-4113.0,5722.0,1
1.645544728036781e+18,-4202.0,-4635.0,5864.0,1
1.6455447280846991e+18,-4365.0,-4509.0,6351.0,1
1.6455447281363812e+18,-4366.0,-4179.0,6188.0,1
1.6455447281874227e+18,-4364.0,-4404.0,5606.0,1
1.6455447282358385e+18,-4601.0,-4487.0,5461.0,1
1.6455447282847882e+18,-4675.0,-4679.0,5573.0,1
1.6455447283362862e+18,-4560.0,-4406.0,5576.0,1
1.6455447283841859e+18,-4509.0,-4490.0,5670.0,1
1.645544728434925e+18,-4473.0,-4575.0,5598.0,1
1.6455447284893353e+18,-4518.0,-4596.0,5518.0,1
1.6455447285380608e+18,-4554.0,-4529.0,5513.0,1
1.6455447285937743e+18,-4600.0,-4530.0,5524.0,1
1.645544728636448e+18,-4493.0,-4546.0,5458.0,1
1.6455447286931448e+18,-4506.0,-4515.0,5518.0,1
1.6455447287326152e+18,-4596.0,-4510.0,5631.0,1
1.6455447287939633e+18,-4533.0,-4521.0,5490.0,1
1.6455447288356874e+18,-4532.0,-4501.0,5392.0,1
1.6455447288901292e+18,-4490.0,-4693.0,5365.0,1
1.6455447289376852e+18,-4445.0,-4664.0,5527.0,1
1.6455447289827497e+18,-4426.0,-4750.0,5728.0,1
1.6455447290400832e+18,-4528.0,-4565.0,5632.0,1
1.6455447290907604e+18,-4692.0,-4548.0,5324.0,1
1.6455447291355722e+18,-4805.0,-4624.0,5116.0,1
1.6455447291858767e+18,-5167.0,-4713.0,5595.0,1
1.6455447292320776e+18,-5095.0,-4936.0,5557.0,1
1.6455447292848968e+18,-5133.0,-3704.0,6463.0,1
1.6455447293396838e+18,-4003.0,-5695.0,5828.0,1
1.64554472938949e+18,-3500.0,-4028.0,5001.0,1
1.645544729432085e+18,-3362.0,-4606.0,4643.0,1
1.6455447294854065e+18,-3012.0,-4557.0,6203.0,1
1.6455447295364052e+18,-3444.0,-4218.0,7171.0,1
1.645544729588471e+18,-3974.0,-3774.0,6911.0,1
1.6455447296317914e+18,-4356.0,-3599.0,7348.0,1
1.6455447296890263e+18,-4103.0,-2881.0,5638.0,1
1.645544729738677e+18,-4651.0,-2976.0,6508.0,1
1.645544729787417e+18,-5533.0,-3264.0,6866.0,1
1.645544729836504e+18,-6185.0,-3849.0,7559.0,1
1.6455447298900316e+18,-5978.0,-4406.0,7203.0,1
1.645544729939766e+18,-4679.0,-4267.0,7017.0,1
1.6455447299881032e+18,-3701.0,-3105.0,6157.0,1
1.6455447300408033e+18,-2756.0,-5409.0,6151.0,1
1.6455447300892972e+18,-1515.0,-6164.0,5296.0,1
1.6455447301411382e+18,-1210.0,-5366.0,5268.0,1
1.6455447301912963e+18,-1629.0,-5923.0,5450.0,1
1.6455447302397268e+18,-2729.0,-5004.0,6639.0,1
1.645544730288491e+18,-2922.0,-3940.0,7661.0,1
1.645544730340783e+18,-2231.0,-5053.0,7655.0,1
1.6455447303861765e+18,-1820.0,-5090.0,5653.0,1
1.645544730440337e+18,-1476.0,-4865.0,6124.0,1
1.6455447304894333e+18,-1265.0,-4649.0,6886.0,1
1.6455447305411515e+18,-1069.0,-4202.0,6249.0,1
1.6455447305901266e+18,-824.0,-3642.0,6475.0,1
1.645544730641608e+18,-269.0,-3682.0,5468.0,1
1.645544730686922e+18,-1056.0,-4072.0,7009.0,1
1.6455447307341594e+18,-1576.0,-3638.0,7718.0,1
