timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, PICKUP_RIGHT
1.6455447307764393e+18,-1540.0,-3330.0,7920.0,1
1.645544730847528e+18,-1485.0,-3286.0,7856.0,1
1.645544730859222e+18,-1448.0,-3357.0,7849.0,1
1.645544730957721e+18,-1391.0,-3476.0,7783.0,1
1.6455447309903555e+18,-1219.0,-3576.0,7808.0,1
1.645544731045639e+18,-397.0,-3256.0,7066.0,1
1.64554473109291e+18,-953.0,-4598.0,8605.0,1
1.645544731142932e+18,-1100.0,-2835.0,7998.0,1
1.6455447311875402e+18,-1010.0,-2548.0,8013.0,1
1.6455447312335772e+18,-936.0,-2415.0,7544.0,1
1.6455447312876265e+18,-1655.0,-1739.0,8101.0,1
1.645544731341884e+18,-979.0,-3363.0,8152.0,1
1.6455447313925445e+18,-461.0,-2364.0,7854.0,1
1.6455447314333993e+18,-266.0,-1549.0,7787.0,1
1.6455447314841595e+18,-557.0,-525.0,7148.0,1
1.6455447315424259e+18,-559.0,-649.0,6899.0,1
1.6455447315424259e+18,-559.0,-649.0,6899.0,1
1.6455447315424259e+18,-559.0,-649.0,6899.0,1
1.645544731759144e+18,-596.0,-1266.0,6502.0,1
1.645544731759144e+18,-596.0,-1266.0,6502.0,1
1.6455447317914788e+18,-1462.0,-2450.0,8362.0,1
1.645544731839431e+18,-1527.0,-1285.0,7855.0,1
1.6455447318891407e+18,-1492.0,-3390.0,7720.0,1
1.645544731940321e+18,-1580.0,-2919.0,7853.0,1
1.6455447319922765e+18,-1495.0,-3988.0,7979.0,1
1.6455447320418022e+18,-1083.0,-2981.0,7668.0,1
1.6455447320971118e+18,-905.0,-2666.0,6824.0,1
1.6455447321474834e+18,-1232.0,-746.0,6591.0,1
1.6455447321931343e+18,-1383.0,-522.0,6577.0,1
1.6455447322396431e+18,-1576.0,-5246.0,4663.0,1
1.6455447322936292e+18,-120.0,-6826.0,3796.0,1
1.6455447323377871e+18,-1293.0,-6445.0,4034.0,1
1.645544732410101e+18,-1503.0,-7127.0,3878.0,1
1.645544732436527e+18,-1677.0,-7416.0,3828.0,1
1.6455447325149123e+18,-1908.0,-7015.0,4378.0,1
1.6455447325539587e+18,-1974.0,-6967.0,4443.0,1
1.6455447325920812e+18,-2212.0,-6675.0,4436.0,1
1.6455447326420925e+18,-2187.0,-7162.0,4992.0,1
1.645544732692249e+18,-2731.0,-6332.0,2702.0,1
1.6455447327397448e+18,-5027.0,-4247.0,5686.0,1
1.645544732789831e+18,-3357.0,-8326.0,5249.0,1
1.6455447328364634e+18,-2733.0,-4063.0,6746.0,1
1.6455447328935214e+18,-3246.0,-6540.0,4872.0,1
1.6455447329414628e+18,-3726.0,-4486.0,5875.0,1
1.645544732995905e+18,-4388.0,-5537.0,6118.0,1
1.6455447330430298e+18,-4125.0,-5305.0,5333.0,1
1.645544733086275e+18,-4314.0,-3918.0,4427.0,1
1.6455447331441723e+18,-3542.0,-4826.0,6446.0,1
1.6455447331937275e+18,-3899.0,-6109.0,7047.0,1
1.6455447332453696e+18,-3877.0,-5889.0,7011.0,1
1.6455447332923753e+18,-4386.0,-3985.0,6212.0,1
1.6455447333442081e+18,-4040.0,-4027.0,5392.0,1
1.6455447333918812e+18,-3410.0,-4187.0,5321.0,1
1.6455447334415386e+18,-4215.0,-5936.0,5411.0,1
1.645544733487323e+18,-3824.0,-5781.0,4430.0,1
1.6455447335451625e+18,-5598.0,-3109.0,4666.0,1
1.645544733587331e+18,-6058.0,-5367.0,4578.0,1
1.6455447336422287e+18,-5628.0,-5099.0,4927.0,1
1.645544733690897e+18,-4346.0,-5797.0,4472.0,1
1.6455447337230072e+18,-3900.0,-4019.0,4644.0,1
1.6455447337682412e+18,-3843.0,-3813.0,4706.0,1
