timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, SCREW_RIGHT
1.6449323439839483e+18,-1509.0,-5559.0,5015.0,1
1.6449323440352e+18,-2413.0,-6746.0,6061.0,1
1.6449323440866468e+18,-2052.0,-9077.0,6867.0,1
1.6449323441367334e+18,-2660.0,-5742.0,6783.0,1
1.6449323441948595e+18,-1861.0,-5858.0,5652.0,1
1.64493234423725e+18,-2286.0,-6225.0,5428.0,1
1.6449323442883402e+18,-2202.0,-6105.0,5292.0,1
1.644932344326806e+18,-2015.0,-6072.0,4920.0,1
1.644932344388342e+18,-2654.0,-5731.0,6455.0,1
1.6449323444341926e+18,-2125.0,-5947.0,5214.0,1
1.6449323444887908e+18,-2119.0,-5756.0,5522.0,1
1.6449323445343795e+18,-2899.0,-5889.0,5706.0,1
1.6449323445850383e+18,-2533.0,-5686.0,5685.0,1
1.6449323446314079e+18,-2664.0,-5562.0,5756.0,1
1.6449323446865257e+18,-2823.0,-5839.0,5640.0,1
1.6449323447362076e+18,-2530.0,-5896.0,5396.0,1
1.6449323447871777e+18,-2682.0,-5749.0,5457.0,1
1.644932344839977e+18,-2594.0,-5932.0,5537.0,1
1.6449323448882483e+18,-2544.0,-5941.0,5449.0,1
1.6449323449363502e+18,-2589.0,-5906.0,5349.0,1
1.6449323449780017e+18,-2596.0,-5937.0,5662.0,1
1.6449323450287122e+18,-2810.0,-5638.0,5483.0,1
1.6449323450479956e+18,-2644.0,-5825.0,5326.0,1
1.6449323451351987e+18,-2665.0,-5877.0,5338.0,1
1.6449323451773847e+18,-2592.0,-5917.0,5385.0,1
1.644932345236546e+18,-2387.0,-5886.0,5471.0,1
1.644932345278413e+18,-2330.0,-6059.0,5537.0,1
1.644932345318399e+18,-2264.0,-5850.0,5513.0,1
1.644932345387105e+18,-2280.0,-5900.0,5284.0,1
1.6449323454352732e+18,-2604.0,-5900.0,5374.0,1
1.6449323454885256e+18,-2740.0,-5634.0,6180.0,1
1.644932345536222e+18,-2758.0,-5396.0,5886.0,1
1.6449323455835267e+18,-2735.0,-5197.0,5762.0,1
1.6449323456371162e+18,-2390.0,-5756.0,5677.0,1
1.6449323456800625e+18,-2526.0,-5646.0,5605.0,1
1.6449323457369052e+18,-2594.0,-5465.0,6014.0,1
1.6449323457808724e+18,-2552.0,-5564.0,5655.0,1
1.6449323458459932e+18,-2633.0,-5611.0,5678.0,1
