timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, PICKUP_LEFT
1.6449319058388628e+18,-4204.0,-6860.0,3505.0,1
1.6449319058873853e+18,-3459.0,-7476.0,3404.0,1
1.6449319059357724e+18,-2707.0,-7573.0,3320.0,1
1.644931905986611e+18,-2631.0,-8216.0,2783.0,1
1.6449319060367642e+18,-2816.0,-7642.0,2053.0,1
1.644931906088246e+18,-3346.0,-6531.0,1571.0,1
1.6449319061341092e+18,-3967.0,-5581.0,1517.0,1
1.6449319061841426e+18,-5426.0,-4389.0,1849.0,1
1.6449319062360246e+18,-6967.0,-2839.0,3020.0,1
1.644931906286518e+18,-8013.0,-3642.0,3512.0,1
1.6449319063372326e+18,-7775.0,-6361.0,3971.0,1
1.6449319063859054e+18,-7245.0,-3595.0,3988.0,1
1.6449319064416945e+18,-6321.0,-6019.0,2230.0,1
1.644931906487694e+18,-5573.0,-6538.0,64.0,1
1.6449319065362872e+18,-4587.0,-8451.0,-1043.0,1
1.644931906587045e+18,-3378.0,-7280.0,-2218.0,1
1.6449319066402995e+18,-1947.0,-7273.0,-3297.0,1
1.644931906691586e+18,-960.0,-6731.0,-3849.0,1
1.644931906737339e+18,-557.0,-6352.0,-3973.0,1
1.6449319067919076e+18,-568.0,-6120.0,-4815.0,1
1.644931906837642e+18,-394.0,-6814.0,-5330.0,1
1.6449319068905984e+18,-627.0,-6568.0,-5307.0,1
1.6449319069094513e+18,-697.0,-6608.0,-5289.0,1
1.644931906992231e+18,-731.0,-6578.0,-5259.0,1
1.6449319070585203e+18,-768.0,-6498.0,-5202.0,1
1.6449319070585203e+18,-768.0,-6498.0,-5202.0,1
1.6449319070585203e+18,-768.0,-6498.0,-5202.0,1
1.6449319070585203e+18,-768.0,-6498.0,-5202.0,1
1.6449319070585203e+18,-768.0,-6498.0,-5202.0,1
1.644931907479547e+18,-803.0,-6001.0,-5006.0,1
1.644931907479547e+18,-803.0,-6001.0,-5006.0,1
1.644931907479547e+18,-803.0,-6001.0,-5006.0,1
1.644931907479547e+18,-803.0,-6001.0,-5006.0,1
1.6449319587000133e+18,745.0,-4887.0,5028.0,1
1.6449319587528172e+18,65.0,-4029.0,5135.0,1
1.6449319588035727e+18,-1956.0,-4706.0,5566.0,1
1.6449319588539492e+18,-4742.0,-5427.0,5330.0,1
1.6449319589038587e+18,-7845.0,-3955.0,4367.0,1
1.6449319589537948e+18,-8818.0,-3625.0,4026.0,1
1.6449319590022234e+18,-8999.0,-2916.0,4030.0,1
1.6449319590535862e+18,-8930.0,-1562.0,6388.0,1
1.6449319591027308e+18,-8563.0,-3208.0,3488.0,1
1.644931959153451e+18,-6865.0,-5813.0,1698.0,1
1.6449319592032563e+18,-3309.0,-7683.0,-1787.0,1
1.644931959258451e+18,-656.0,-9386.0,-3311.0,1
1.644931959299507e+18,1118.0,-9697.0,-4168.0,1
1.6449319593567178e+18,1725.0,-6738.0,-3624.0,1
1.6449319593971533e+18,1777.0,-6417.0,-2902.0,1
1.6449319594714593e+18,1754.0,-6334.0,-2826.0,1
1.6449319594714593e+18,1754.0,-6334.0,-2826.0,1
1.6449319594714593e+18,1754.0,-6334.0,-2826.0,1
1.644932029647293e+18,-4285.0,-5481.0,5309.0,1
1.64493202969331e+18,-4223.0,-5401.0,5201.0,1
1.6449320297365417e+18,-4029.0,-5428.0,5420.0,1
1.6449320297943956e+18,-2765.0,-5614.0,5380.0,1
1.6449320298399437e+18,-2646.0,-6191.0,5171.0,1
1.644932029875009e+18,-2796.0,-6184.0,5144.0,1
1.6449320299212165e+18,-2809.0,-6160.0,5086.0,1
1.6449320300123203e+18,-2819.0,-6108.0,4963.0,1
1.6449320300123203e+18,-2819.0,-6108.0,4963.0,1
1.6449320301371604e+18,-2833.0,-6069.0,4888.0,1
1.6449320301371604e+18,-2833.0,-6069.0,4888.0,1
1.6449320301975846e+18,-2857.0,-6012.0,4801.0,1
1.6449320302445737e+18,-3117.0,-5729.0,4557.0,1
1.644932030272395e+18,-3204.0,-5678.0,4533.0,1
1.6449320303329759e+18,-3313.0,-5642.0,4527.0,1
1.6449320303329759e+18,-3313.0,-5642.0,4527.0,1
1.6449320304825674e+18,-3398.0,-5638.0,4327.0,1
1.6449320304825674e+18,-3398.0,-5638.0,4327.0,1
1.644932030533639e+18,-3512.0,-5666.0,4112.0,1
1.6449320306318595e+18,-3698.0,-5737.0,4107.0,1
1.6449320306421212e+18,-3906.0,-5790.0,4191.0,1
1.6449320306902287e+18,-4066.0,-9363.0,3155.0,1
1.6449320307399598e+18,-2390.0,-11884.0,2025.0,1
1.6449320307944343e+18,-218.0,-9069.0,694.0,1
1.6449320308398034e+18,1176.0,-7727.0,526.0,1
1.6449320308944696e+18,1803.0,-6655.0,690.0,1
1.6449320309444792e+18,1909.0,-5006.0,2166.0,1
1.6449320309941565e+18,2203.0,-5015.0,1720.0,1
1.644932031041143e+18,2305.0,-6522.0,2065.0,1
1.644932031094362e+18,2677.0,-6377.0,2045.0,1
1.644932031139956e+18,2896.0,-7073.0,2277.0,1
