timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, ASSEMBLY2_BIMANUAL
1.6449320204279777e+18,3018.0,-7507.0,894.0,1
1.644932020509592e+18,3066.0,-7886.0,788.0,1
1.6449320205309458e+18,3094.0,-8557.0,896.0,1
1.6449320205794696e+18,3701.0,-5880.0,2320.0,1
1.6449320206305188e+18,4472.0,-5468.0,3258.0,1
1.6449320206790177e+18,4760.0,-2549.0,4509.0,1
1.6449320207287235e+18,5201.0,-3049.0,4688.0,1
1.6449320207785408e+18,5029.0,-3163.0,4530.0,1
1.6449320208285217e+18,5205.0,-2604.0,4730.0,1
1.6449320208789107e+18,4877.0,-2915.0,4762.0,1
1.6449320209289958e+18,4893.0,-2866.0,5042.0,1
1.6449320209832947e+18,4365.0,-1960.0,5524.0,1
1.6449320210289165e+18,4448.0,-3346.0,5831.0,1
1.6449320210798715e+18,4579.0,-3135.0,5406.0,1
1.6449320211290355e+18,4758.0,-5488.0,4134.0,1
1.644932021179314e+18,4469.0,-6466.0,4446.0,1
1.6449320212289382e+18,4188.0,-3198.0,6062.0,1
1.644932021279122e+18,3862.0,-1541.0,6222.0,1
1.644932021325113e+18,3861.0,-4700.0,6090.0,1
1.6449320213801042e+18,4181.0,-3142.0,6405.0,1
1.6449320214285117e+18,4265.0,-2378.0,5628.0,1
1.6449320214834445e+18,4787.0,-4250.0,5437.0,1
1.644932021529058e+18,5175.0,-4026.0,5258.0,1
1.6449320215797514e+18,4907.0,-3452.0,5283.0,1
1.6449320216327345e+18,4822.0,-5436.0,5519.0,1
1.6449320216825969e+18,4500.0,-3351.0,4649.0,1
1.6449320217326618e+18,4684.0,-5119.0,4795.0,1
1.644932021782813e+18,4849.0,-5074.0,4946.0,1
1.6449320218329144e+18,4605.0,-4101.0,5212.0,1
1.6449320218830182e+18,4501.0,-7331.0,4900.0,1
1.6449320219326684e+18,4543.0,-5943.0,4706.0,1
1.6449320219803126e+18,4324.0,-4939.0,4866.0,1
1.644932022032847e+18,4395.0,-6514.0,4272.0,1
1.6449320220780388e+18,4448.0,-5113.0,3733.0,1
1.644932022133237e+18,4479.0,-5018.0,4188.0,1
