timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, BOLT_RIGHT
1.6449326406063053e+18,-1763.0,-4777.0,6924.0,1
1.644932640658571e+18,-1326.0,-4826.0,6661.0,1
1.6449326407083356e+18,-1039.0,-4507.0,6850.0,1
1.6449326407613092e+18,-1391.0,-4842.0,6966.0,1
1.644932640805638e+18,-1325.0,-5098.0,6636.0,1
1.644932640858737e+18,-1474.0,-4738.0,6817.0,1
1.6449326409064963e+18,-1523.0,-4909.0,6787.0,1
1.644932640960318e+18,-1471.0,-4909.0,6800.0,1
1.6449326410054036e+18,-1383.0,-4805.0,6811.0,1
1.6449326410596744e+18,-1457.0,-4765.0,6951.0,1
1.6449326411067965e+18,-1434.0,-4778.0,6851.0,1
1.6449326411581343e+18,-1298.0,-4875.0,6820.0,1
1.6449326412063741e+18,-1297.0,-4861.0,6850.0,1
1.644932641260321e+18,-1258.0,-4755.0,6854.0,1
1.6449326413084646e+18,-1296.0,-4867.0,6912.0,1
1.6449326413582502e+18,-1283.0,-4781.0,6788.0,1
1.6449326414064988e+18,-1301.0,-4896.0,6768.0,1
1.6449326414600612e+18,-1276.0,-4920.0,6847.0,1
1.6449326415068017e+18,-1271.0,-4838.0,6821.0,1
1.6449326415574408e+18,-1324.0,-5054.0,6643.0,1
1.6449326416068774e+18,-1327.0,-4900.0,6703.0,1
1.6449326416559736e+18,-1323.0,-4808.0,6836.0,1
1.6449326417061517e+18,-1291.0,-5020.0,6651.0,1
1.644932641758891e+18,-1265.0,-4931.0,6727.0,1
1.6449326418061972e+18,-1297.0,-4895.0,6808.0,1
1.6449326418607104e+18,-1214.0,-4949.0,6744.0,1
1.644932641908776e+18,-1256.0,-4973.0,6714.0,1
1.644932641960008e+18,-1336.0,-5043.0,6792.0,1
1.6449326420114918e+18,-1248.0,-5027.0,6701.0,1
1.6449326420541699e+18,-1216.0,-4966.0,6733.0,1
1.644932642110883e+18,-1308.0,-4948.0,6689.0,1
1.6449326421610867e+18,-1272.0,-5037.0,6583.0,1
1.6449326422137347e+18,-1230.0,-5050.0,6628.0,1
1.6449326422600492e+18,-1135.0,-5032.0,6609.0,1
1.6449326423115528e+18,-1117.0,-5008.0,6802.0,1
1.644932642359143e+18,-1006.0,-4987.0,6853.0,1
1.6449326424116306e+18,-1074.0,-4935.0,6737.0,1
1.6449326424587064e+18,-1006.0,-5170.0,6501.0,1
1.6449326425125885e+18,-933.0,-4998.0,6659.0,1
1.644932642558576e+18,-843.0,-5140.0,6640.0,1
1.6449326426083658e+18,-755.0,-5189.0,6742.0,1
1.6449326426592625e+18,-731.0,-5065.0,6762.0,1
1.6449326427085594e+18,-728.0,-5120.0,6618.0,1
1.6449326427617467e+18,-706.0,-5194.0,6611.0,1
1.6449326428131118e+18,-826.0,-5165.0,6681.0,1
1.6449326428596588e+18,-813.0,-5183.0,6581.0,1
1.6449326429079178e+18,-776.0,-5245.0,6559.0,1
1.6449326429589686e+18,-820.0,-5280.0,6622.0,1
1.6449326430084736e+18,-870.0,-5171.0,6614.0,1
1.6449326430589711e+18,-888.0,-5270.0,6546.0,1
