timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, BOLT_LEFT
1.6449325096441984e+18,-4159.0,-2780.0,8080.0,1
1.6449325096908864e+18,-4004.0,-2908.0,6256.0,1
1.6449325097408064e+18,-4043.0,-1872.0,7634.0,1
1.6449325097925683e+18,-2660.0,-5994.0,6933.0,1
1.644932509839899e+18,-3240.0,-3098.0,5545.0,1
1.6449325098906028e+18,-6147.0,-6725.0,7410.0,1
1.6449325099418757e+18,-5928.0,-7040.0,6063.0,1
1.6449325099903004e+18,-5348.0,-5543.0,4155.0,1
1.6449325100449981e+18,-4411.0,-6539.0,3823.0,1
1.6449325100970404e+18,-3237.0,-4481.0,4642.0,1
1.6449325101438543e+18,-4255.0,-5981.0,4786.0,1
1.6449325101977981e+18,-3486.0,-5099.0,5115.0,1
1.6449325102400512e+18,-4065.0,-6753.0,4186.0,1
1.6449325102954604e+18,-3850.0,-6492.0,3337.0,1
1.644932510342647e+18,-4741.0,-8088.0,4093.0,1
1.6449325103980662e+18,-4326.0,-7487.0,5355.0,1
1.644932510442481e+18,-2730.0,-6790.0,4602.0,1
1.644932510494002e+18,-1714.0,-4605.0,3579.0,1
1.6449325105409782e+18,-1771.0,-7279.0,3481.0,1
1.644932510594208e+18,-2968.0,-4109.0,4969.0,1
1.6449325106427702e+18,-2672.0,-6476.0,4465.0,1
1.6449325106947546e+18,-2964.0,-3934.0,5651.0,1
1.6449325107411617e+18,-3562.0,-4101.0,6859.0,1
1.6449325107937354e+18,-3830.0,-1957.0,7993.0,1
1.6449325108416136e+18,-3389.0,-2200.0,7745.0,1
1.6449325108954222e+18,-4273.0,-1221.0,7783.0,1
1.6449325109310415e+18,-4503.0,-1925.0,7758.0,1
1.6449325109965596e+18,-4439.0,-1982.0,7351.0,1
1.6449325110422287e+18,-4413.0,-1359.0,6691.0,1
1.6449325110952502e+18,-4473.0,-1299.0,7746.0,1
1.6449325111419884e+18,-4715.0,701.0,8329.0,1
1.6449325112010555e+18,-5067.0,889.0,8390.0,1
1.64493251124144e+18,-5952.0,390.0,7619.0,1
1.6449325112950141e+18,-6243.0,802.0,7328.0,1
1.644932511341537e+18,-6356.0,1583.0,7760.0,1
1.6449325113948147e+18,-5361.0,952.0,7619.0,1
1.6449325114453238e+18,-4861.0,2155.0,7893.0,1
1.644932511493893e+18,-4036.0,1577.0,7386.0,1
1.6449325115481897e+18,-2418.0,4187.0,6337.0,1
1.6449325115984937e+18,-2886.0,5365.0,6492.0,1
1.644932511646339e+18,-2450.0,1987.0,5571.0,1
1.644932511695201e+18,-1435.0,-1488.0,5424.0,1
1.6449325117484385e+18,-1824.0,3276.0,6284.0,1
1.6449325117964017e+18,-1407.0,-1171.0,6356.0,1
1.6449325118559708e+18,-1469.0,-2923.0,7231.0,1
1.6449325118945772e+18,-601.0,-1184.0,7067.0,1
1.6449325119439158e+18,258.0,-1740.0,6521.0,1
1.644932511988359e+18,67.0,-1549.0,7698.0,1
1.644932511988359e+18,67.0,-1549.0,7698.0,1
1.6449325121336579e+18,206.0,-1211.0,7561.0,1
1.6449325121336579e+18,206.0,-1211.0,7561.0,1
1.6449325122533468e+18,396.0,-935.0,7256.0,1
1.6449325122533468e+18,396.0,-935.0,7256.0,1
1.6449325122949366e+18,620.0,-876.0,6966.0,1
1.644932512341338e+18,1822.0,-3799.0,6080.0,1
1.64493251239645e+18,275.0,-4792.0,9084.0,1
1.6449325124474447e+18,-3051.0,-5979.0,8919.0,1
1.6449325124950994e+18,-2840.0,-2721.0,5432.0,1
1.644932512548278e+18,-3889.0,-3350.0,6964.0,1
1.644932512596223e+18,-4543.0,-3638.0,7743.0,1
1.6449325126471235e+18,-5263.0,-3165.0,7363.0,1
1.644932512693522e+18,-6209.0,-2714.0,7296.0,1
1.644932512749019e+18,-6072.0,-3558.0,6813.0,1
1.6449325127974807e+18,-5877.0,-3174.0,6435.0,1
1.6449325128482e+18,-5478.0,-4170.0,6090.0,1
1.6449325128948457e+18,-4463.0,-3885.0,6843.0,1
1.6449325129471432e+18,-3521.0,-7443.0,6715.0,1
1.6449325129939945e+18,-2829.0,-6854.0,4380.0,1
1.644932513047553e+18,-1383.0,-9425.0,-961.0,1
1.6449325130932557e+18,-3222.0,-3183.0,2652.0,1
1.644932513147402e+18,-2941.0,-3486.0,3775.0,1
1.644932513199028e+18,-2018.0,-3864.0,4460.0,1
1.6449325132475674e+18,-2389.0,-6662.0,4884.0,1
1.644932513298819e+18,-2300.0,-7585.0,3722.0,1
1.644932513347244e+18,-3317.0,-11247.0,3835.0,1
1.644932513398053e+18,-2584.0,-4642.0,3445.0,1
1.6449325134469599e+18,-3141.0,-4401.0,5898.0,1
1.6449325135005363e+18,-3765.0,-6798.0,5914.0,1
1.644932513547969e+18,-4174.0,-5629.0,5761.0,1
1.644932513599645e+18,-3071.0,-6299.0,4438.0,1
1.6449325136488013e+18,-4397.0,-3794.0,6573.0,1
1.6449325136981737e+18,-4274.0,-4179.0,6420.0,1
1.6449325137472525e+18,-4790.0,-2985.0,6476.0,1
1.6449325137997204e+18,-4317.0,-2923.0,5960.0,1
1.6449325138505377e+18,-3953.0,-1452.0,5904.0,1
1.6449325138982925e+18,-5284.0,-1996.0,7003.0,1
1.6449325139471826e+18,-6263.0,-661.0,7385.0,1
1.6449325139990666e+18,-6789.0,-934.0,7269.0,1
1.6449325140460716e+18,-6348.0,60.0,7371.0,1
1.6449325141014664e+18,-5828.0,-635.0,6333.0,1
1.6449325141468557e+18,-6274.0,44.0,5845.0,1
1.6449325141975488e+18,-7276.0,1642.0,6363.0,1
1.644932514259715e+18,-7424.0,1088.0,6348.0,1
1.6449325143271844e+18,-7524.0,977.0,6351.0,1
1.6449325143271844e+18,-7524.0,977.0,6351.0,1
1.644932514398223e+18,-8455.0,766.0,5525.0,1
1.6449325144529508e+18,-5542.0,1792.0,5843.0,1
1.6449325145021066e+18,-4387.0,3035.0,4828.0,1
1.6449325145455736e+18,-4375.0,4126.0,3316.0,1
1.6449325145970918e+18,-5379.0,2678.0,5006.0,1
1.644932514645385e+18,-5613.0,3235.0,5827.0,1
1.6449325147002852e+18,-4572.0,1839.0,5048.0,1
1.644932514746558e+18,-3626.0,2483.0,5100.0,1
1.6449325147997043e+18,-3706.0,3935.0,4052.0,1
1.6449325148502705e+18,-4090.0,1789.0,5709.0,1
1.6449325148965821e+18,-4241.0,1422.0,6337.0,1
1.6449325149502031e+18,-2913.0,4269.0,6160.0,1
1.6449325150004828e+18,-2676.0,4125.0,6753.0,1
1.644932515050395e+18,-4011.0,3551.0,6356.0,1
1.6449325151001633e+18,-4379.0,-495.0,4896.0,1
1.6449325151512689e+18,-3810.0,-4627.0,4953.0,1
1.6449325151992768e+18,-2438.0,-6781.0,3904.0,1
1.6449325152514732e+18,-857.0,-11581.0,3142.0,1
1.6449325153013243e+18,95.0,-12767.0,3786.0,1
1.6449325153504504e+18,-349.0,-10746.0,3101.0,1
1.6449325153998497e+18,-985.0,-9561.0,2454.0,1
1.6449325154516774e+18,-1132.0,-7669.0,1986.0,1
1.644932515499117e+18,-1330.0,-7188.0,2210.0,1
