timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, DELIVERY_RIGHT
1.6449319014310047e+18,5247.0,-3407.0,-4738.0,1
1.6449319014823857e+18,5205.0,-3856.0,-5334.0,1
1.644931901531593e+18,4945.0,-4100.0,-4840.0,1
1.6449319015811116e+18,4896.0,-4100.0,-4564.0,1
1.6449319016328046e+18,4864.0,-4058.0,-4445.0,1
1.6449319016806446e+18,4788.0,-3822.0,-4138.0,1
1.6449319017317855e+18,4781.0,-3952.0,-4148.0,1
1.6449319017769682e+18,4831.0,-4168.0,-4299.0,1
1.644931901832105e+18,4875.0,-4273.0,-4517.0,1
1.6449319018804905e+18,5002.0,-4391.0,-4311.0,1
1.6449319019299955e+18,5263.0,-4445.0,-4448.0,1
1.6449319019816858e+18,5261.0,-4478.0,-4701.0,1
1.6449319020371418e+18,5117.0,-4577.0,-4817.0,1
1.644931902081848e+18,4999.0,-4331.0,-4810.0,1
1.6449319021362086e+18,4710.0,-4036.0,-4704.0,1
1.6449319021802401e+18,4406.0,-3620.0,-4611.0,1
1.6449319022356795e+18,4146.0,-3729.0,-4729.0,1
1.6449319022826924e+18,3290.0,-3695.0,-4714.0,1
1.644931902331897e+18,2874.0,-2764.0,-5024.0,1
1.6449319023809772e+18,2522.0,-2037.0,-4537.0,1
1.644931902430429e+18,2624.0,-1583.0,-4716.0,1
1.6449319024767762e+18,2496.0,-3064.0,-5033.0,1
1.6449319025713736e+18,2515.0,-3101.0,-5010.0,1
1.6449319025818883e+18,2677.0,-3289.0,-5034.0,1
1.6449319026321034e+18,1726.0,-6367.0,-7142.0,1
1.644931902685189e+18,1215.0,-6281.0,-6969.0,1
1.6449319027368796e+18,38.0,-6617.0,-7489.0,1
1.6449319027801562e+18,-1680.0,-6279.0,-6996.0,1
1.6449321917987779e+18,4033.0,-6357.0,-2302.0,1
1.6449321918370035e+18,4090.0,-6320.0,-2403.0,1
1.6449321919032507e+18,4107.0,-6336.0,-2447.0,1
1.6449321919565023e+18,4120.0,-6357.0,-2483.0,1
1.6449321919565023e+18,4120.0,-6357.0,-2483.0,1
1.6449321920815962e+18,4125.0,-6391.0,-2517.0,1
1.6449321920965194e+18,4114.0,-6519.0,-2633.0,1
1.644932192144567e+18,3864.0,-6842.0,-2937.0,1
1.6449321921966172e+18,3690.0,-5984.0,-3185.0,1
1.6449321922439995e+18,3778.0,-6595.0,-3315.0,1
1.644932192300606e+18,3612.0,-6349.0,-3051.0,1
1.6449321923419512e+18,3672.0,-6302.0,-3016.0,1
1.6449321923949983e+18,3679.0,-6309.0,-3024.0,1
1.6449321924453166e+18,3732.0,-6324.0,-3088.0,1
1.644932192498914e+18,3715.0,-6498.0,-3104.0,1
1.6449321925475205e+18,3666.0,-6598.0,-3109.0,1
1.6449321926275581e+18,3651.0,-6603.0,-3099.0,1
1.6449321926423186e+18,3592.0,-6603.0,-3075.0,1
1.6449321926961687e+18,3448.0,-6577.0,-3018.0,1
1.644932192715142e+18,3432.0,-6563.0,-3003.0,1
1.6449321927852849e+18,3414.0,-6557.0,-2997.0,1
1.6449321928175508e+18,3392.0,-6547.0,-2995.0,1
1.6449321928984138e+18,3367.0,-6541.0,-2978.0,1
1.6449321929443738e+18,3313.0,-6571.0,-2921.0,1
1.6449321929968468e+18,3801.0,-6323.0,-3007.0,1
1.6449321930329354e+18,3950.0,-6468.0,-3020.0,1
1.644932193095938e+18,3915.0,-6539.0,-2938.0,1
1.6449321931470868e+18,3905.0,-6535.0,-2916.0,1
1.6449321931965476e+18,3903.0,-6539.0,-2899.0,1
1.6449321932448108e+18,3898.0,-6636.0,-2678.0,1
1.64493219329782e+18,5722.0,-6273.0,-1908.0,1
1.6449321933460099e+18,5995.0,-5897.0,-1829.0,1
1.6449321933912e+18,5894.0,-6602.0,-2591.0,1
1.6449321934486684e+18,5799.0,-6473.0,-2734.0,1
1.644932193498098e+18,4462.0,-7131.0,-3686.0,1
1.6449321935468137e+18,3268.0,-6134.0,-3210.0,1
1.6449321935974116e+18,2206.0,-6476.0,-4509.0,1
1.644932193645621e+18,1978.0,-6444.0,-4136.0,1
1.6449321936981555e+18,2760.0,-5500.0,-4528.0,1
1.644932193746091e+18,2739.0,-5843.0,-4968.0,1
1.644932193798423e+18,2893.0,-5448.0,-4106.0,1
1.6449321938508058e+18,4463.0,-5112.0,-4171.0,1
1.6449321938987791e+18,5050.0,-5151.0,-3598.0,1
1.644932193950217e+18,4079.0,-4861.0,-3923.0,1
1.644932193997926e+18,3992.0,-4562.0,-3750.0,1
1.6449321940502766e+18,4785.0,-6024.0,-3247.0,1
1.6449321940984481e+18,4394.0,-5333.0,-1587.0,1
1.6449321941466586e+18,5008.0,-3648.0,-2838.0,1
1.6449321941969733e+18,4551.0,-3741.0,-3224.0,1
1.644932194251701e+18,5162.0,-4726.0,-4597.0,1
1.64493219429486e+18,5356.0,-4673.0,-4090.0,1
1.6449321943503455e+18,5267.0,-3428.0,-4490.0,1
1.644932194396111e+18,5528.0,-3143.0,-5722.0,1
1.6449321944509187e+18,5460.0,-3210.0,-5483.0,1
1.6449321944964767e+18,5519.0,-3392.0,-5028.0,1
1.6449321945493286e+18,5333.0,-3151.0,-4787.0,1
1.6449321946010867e+18,5292.0,-3509.0,-4943.0,1
1.644932194649531e+18,5148.0,-3527.0,-4935.0,1
1.64493219469984e+18,5079.0,-3508.0,-4908.0,1
1.6449321947461865e+18,4965.0,-3757.0,-5149.0,1
1.644932194801234e+18,5055.0,-3901.0,-5222.0,1
1.6449321948494333e+18,5050.0,-4073.0,-5219.0,1
1.6449321949039524e+18,4955.0,-4184.0,-5133.0,1
1.6449321949500396e+18,4829.0,-4157.0,-5082.0,1
1.6449321950000282e+18,4589.0,-4129.0,-5113.0,1
1.6449321950499057e+18,4428.0,-4175.0,-5393.0,1
1.64493219510142e+18,4174.0,-4059.0,-5508.0,1
1.644932195145045e+18,4113.0,-4396.0,-5712.0,1
1.6449321952049692e+18,4092.0,-4442.0,-5231.0,1
1.6449321952496986e+18,4540.0,-4158.0,-5141.0,1
1.6449321953005993e+18,4776.0,-4296.0,-4838.0,1
1.644932195349108e+18,4761.0,-3711.0,-4467.0,1
1.644932195399659e+18,4777.0,-4144.0,-4219.0,1
1.644932195450123e+18,4899.0,-4063.0,-3988.0,1
1.6449321955006787e+18,5190.0,-4439.0,-4251.0,1
1.644932195546103e+18,5029.0,-4401.0,-3754.0,1
1.644932195600161e+18,5294.0,-3560.0,-4053.0,1
1.644932195646045e+18,5156.0,-4515.0,-4988.0,1
1.6449321956998523e+18,5032.0,-4487.0,-4729.0,1
1.644932195751565e+18,4996.0,-4513.0,-4446.0,1
1.6449321957994573e+18,4744.0,-4075.0,-4603.0,1
1.6449321958539648e+18,4653.0,-4222.0,-4587.0,1
1.6449321959044756e+18,4694.0,-4187.0,-4535.0,1
1.6449321959460193e+18,4760.0,-4324.0,-4491.0,1
1.644932195999393e+18,4828.0,-4233.0,-4228.0,1
1.6449321960486743e+18,4847.0,-4255.0,-4183.0,1
1.644932196099347e+18,4885.0,-4422.0,-4355.0,1
1.64493219614613e+18,4769.0,-4639.0,-4472.0,1
1.644932196200515e+18,4887.0,-4706.0,-4635.0,1
1.6449321962501135e+18,4852.0,-4693.0,-4497.0,1
1.6449321962986015e+18,4780.0,-4739.0,-4558.0,1
1.6449321963507264e+18,4592.0,-4874.0,-4691.0,1
1.644932196399979e+18,4433.0,-4879.0,-4914.0,1
1.644932196449169e+18,4298.0,-4953.0,-4882.0,1
1.6449321965000975e+18,4234.0,-4860.0,-4793.0,1
1.644932196553739e+18,4206.0,-4757.0,-4691.0,1
1.6449321966040684e+18,4171.0,-4703.0,-4615.0,1
1.644932196652326e+18,4266.0,-4538.0,-4696.0,1
1.6449321967024527e+18,4347.0,-4570.0,-4728.0,1
1.644932196753254e+18,4366.0,-4444.0,-4797.0,1
1.6449321967968627e+18,4302.0,-4600.0,-4908.0,1
1.6449321968523784e+18,3978.0,-4720.0,-5001.0,1
1.6449321969048596e+18,3866.0,-4798.0,-5147.0,1
1.644932196952404e+18,3769.0,-4892.0,-5189.0,1
1.6449321970032074e+18,3598.0,-4815.0,-5039.0,1
1.6449321970515354e+18,2869.0,-5050.0,-4700.0,1
1.6449321970978703e+18,1992.0,-5255.0,-4306.0,1
1.6449321971529615e+18,1639.0,-5055.0,-4018.0,1
1.6449321972020938e+18,1531.0,-5343.0,-4011.0,1
1.6449321972531077e+18,2032.0,-4889.0,-4230.0,1
1.6449321973024668e+18,2394.0,-5143.0,-4523.0,1
1.644932197353686e+18,2294.0,-5538.0,-4654.0,1
1.644932197401557e+18,1966.0,-6391.0,-3939.0,1
1.6449321974521618e+18,1429.0,-6654.0,-4342.0,1
1.644932197502073e+18,863.0,-8680.0,-4962.0,1
1.6449321975525276e+18,-313.0,-8135.0,-4793.0,1
1.6449321975984975e+18,-1338.0,-9290.0,-4481.0,1
1.644932197651097e+18,-1764.0,-8957.0,-4470.0,1
1.6449321977016758e+18,-2279.0,-8086.0,-2575.0,1
1.6449321977524595e+18,-2606.0,-6965.0,-1117.0,1
1.6449321978040799e+18,-3059.0,-7489.0,-332.0,1
1.6449321978521692e+18,-3582.0,-7833.0,132.0,1
1.6449321979052698e+18,-3751.0,-7560.0,83.0,1
1.644932197951209e+18,-3695.0,-7738.0,285.0,1
1.6449321980074583e+18,-3793.0,-8441.0,121.0,1
1.644932198055426e+18,-4012.0,-7153.0,889.0,1
1.644932198103578e+18,-3790.0,-7407.0,900.0,1
1.6449321981523715e+18,-3596.0,-7631.0,1070.0,1
1.6449321982044897e+18,-3741.0,-6704.0,1346.0,1
1.644932198251164e+18,-4199.0,-6204.0,2329.0,1
1.6449321983060319e+18,-4575.0,-6407.0,3674.0,1
1.6449324518715226e+18,3829.0,-7010.0,-2199.0,1
1.6449324519217536e+18,3406.0,-7361.0,-2467.0,1
1.6449324519723756e+18,3138.0,-7147.0,-2855.0,1
1.6449324520171648e+18,3010.0,-7002.0,-3212.0,1
1.6449324520724925e+18,2928.0,-6699.0,-3098.0,1
1.6449324521198976e+18,2843.0,-6479.0,-3025.0,1
1.644932452174902e+18,2745.0,-6472.0,-2872.0,1
1.6449324522185672e+18,2894.0,-6486.0,-2844.0,1
1.6449324522712625e+18,3058.0,-6510.0,-2797.0,1
1.6449324523193467e+18,3338.0,-6634.0,-2910.0,1
1.644932452369754e+18,3601.0,-6839.0,-3111.0,1
1.644932452419229e+18,3597.0,-7113.0,-3302.0,1
1.6449324524710735e+18,3438.0,-7077.0,-3447.0,1
1.6449324525194816e+18,3342.0,-6805.0,-3534.0,1
1.6449324525712338e+18,3289.0,-6496.0,-3639.0,1
1.6449324526198787e+18,3134.0,-6061.0,-3694.0,1
1.6449324526705065e+18,3106.0,-5969.0,-3898.0,1
1.6449324527187994e+18,3154.0,-5917.0,-4025.0,1
1.644932452769568e+18,3119.0,-5896.0,-3931.0,1
1.6449324528181624e+18,3135.0,-6013.0,-3999.0,1
1.644932452871313e+18,3410.0,-6233.0,-4061.0,1
1.6449324529246328e+18,3624.0,-6137.0,-4069.0,1
1.644932452970811e+18,3937.0,-6138.0,-4174.0,1
1.644932453025123e+18,4116.0,-5807.0,-4049.0,1
1.644932453070386e+18,4214.0,-5852.0,-4368.0,1
1.6449324531238769e+18,4233.0,-5350.0,-4416.0,1
1.6449324531744579e+18,4057.0,-4937.0,-4555.0,1
1.644932453223868e+18,3880.0,-4558.0,-4646.0,1
1.6449324532727132e+18,3865.0,-4079.0,-4221.0,1
1.6449324533241661e+18,4060.0,-4156.0,-3585.0,1
1.6449324533739448e+18,4832.0,-3913.0,-4196.0,1
1.6449324534241234e+18,5218.0,-4184.0,-5059.0,1
1.6449324534721073e+18,5217.0,-4785.0,-4448.0,1
1.644932453524257e+18,4439.0,-4184.0,-3912.0,1
1.6449324535736148e+18,4150.0,-4074.0,-4473.0,1
1.6449324536237606e+18,4290.0,-4005.0,-4722.0,1
1.6449324536732124e+18,4262.0,-4000.0,-4760.0,1
1.6449324537235786e+18,4312.0,-4316.0,-5145.0,1
1.6449324537723453e+18,4351.0,-4614.0,-5217.0,1
1.6449324538231992e+18,4294.0,-5130.0,-5215.0,1
1.6449324538736056e+18,4210.0,-5173.0,-4991.0,1
1.6449324539215055e+18,4089.0,-5146.0,-4953.0,1
1.6449324539720586e+18,3971.0,-5131.0,-4981.0,1
1.6449324540226885e+18,3833.0,-5083.0,-4989.0,1
1.6449324540730138e+18,3846.0,-4948.0,-4999.0,1
1.6449324541224128e+18,3975.0,-4888.0,-4988.0,1
1.644932454173168e+18,3983.0,-4856.0,-4976.0,1
1.6449324542220895e+18,3859.0,-4949.0,-5024.0,1
1.6449324542732652e+18,3747.0,-5020.0,-5025.0,1
1.6449324543305085e+18,3565.0,-5268.0,-5055.0,1
1.6449324543720701e+18,3439.0,-5279.0,-4779.0,1
1.6449324544233656e+18,3667.0,-5053.0,-4754.0,1
1.6449324544769772e+18,3939.0,-4874.0,-4947.0,1
1.6449324545263905e+18,3923.0,-4891.0,-5205.0,1
1.6449324545789243e+18,3839.0,-5023.0,-5309.0,1
1.6449324546255485e+18,3731.0,-5128.0,-5154.0,1
1.6449324546775053e+18,3643.0,-5219.0,-4946.0,1
1.6449324547242473e+18,3529.0,-5279.0,-4907.0,1
1.644932454777665e+18,3329.0,-5258.0,-4732.0,1
1.6449324548238034e+18,3252.0,-5295.0,-4748.0,1
1.6449324548772577e+18,3428.0,-5300.0,-4672.0,1
1.6449324549240673e+18,3984.0,-5136.0,-4738.0,1
1.6449324549691756e+18,4653.0,-5182.0,-4975.0,1
1.6449324550233155e+18,4794.0,-5092.0,-4900.0,1
1.644932455076505e+18,4347.0,-4871.0,-4915.0,1
1.6449324551233736e+18,3757.0,-4780.0,-4943.0,1
1.6449324551773484e+18,3068.0,-4781.0,-5448.0,1
1.6449324552230633e+18,2951.0,-4864.0,-5277.0,1
1.644932455277411e+18,3152.0,-4954.0,-5100.0,1
1.644932455325213e+18,2930.0,-4943.0,-5278.0,1
1.6449324553737254e+18,3327.0,-4816.0,-5660.0,1
1.6449324554216678e+18,3292.0,-4806.0,-5776.0,1
1.6449324554767196e+18,3402.0,-4779.0,-5533.0,1
1.6449324555252485e+18,3397.0,-4329.0,-5007.0,1
1.6449324555764861e+18,3443.0,-4031.0,-4970.0,1
1.644932455623302e+18,3499.0,-4030.0,-4792.0,1
1.6449324556779382e+18,3970.0,-3516.0,-5516.0,1
1.644932455724968e+18,4633.0,-3065.0,-6237.0,1
1.6449324557756155e+18,4603.0,-3521.0,-5904.0,1
1.644932455820814e+18,4242.0,-3441.0,-5819.0,1
1.6449324558753157e+18,3958.0,-3088.0,-6133.0,1
1.6449324559253875e+18,4050.0,-2720.0,-6708.0,1
1.6449324559748006e+18,4111.0,-2672.0,-6706.0,1
1.6449324560245745e+18,3967.0,-2953.0,-6481.0,1
1.6449324560763034e+18,3731.0,-3188.0,-6158.0,1
1.6449324561267397e+18,3619.0,-3356.0,-6220.0,1
1.6449324561756564e+18,3684.0,-3325.0,-6355.0,1
1.6449324562296305e+18,3680.0,-3321.0,-6406.0,1
1.644932456277834e+18,3649.0,-3318.0,-6505.0,1
1.6449324563299205e+18,3526.0,-3344.0,-6517.0,1
1.6449324563770255e+18,3431.0,-3433.0,-6471.0,1
1.644932456426531e+18,3412.0,-3447.0,-6444.0,1
1.64493245647571e+18,3483.0,-3280.0,-6595.0,1
1.644932456525908e+18,3584.0,-3308.0,-6722.0,1
1.644932456576997e+18,3661.0,-3348.0,-6865.0,1
1.644932456631044e+18,3609.0,-3414.0,-6598.0,1
1.6449324566758753e+18,3529.0,-3367.0,-6496.0,1
1.644932456730017e+18,3372.0,-3396.0,-6382.0,1
1.6449324567771656e+18,3273.0,-3445.0,-6370.0,1
1.6449324568292283e+18,3209.0,-3471.0,-6276.0,1
1.644932456875852e+18,3390.0,-3544.0,-6204.0,1
1.6449324569287918e+18,3535.0,-3484.0,-6083.0,1
1.6449324569760476e+18,3752.0,-3384.0,-6202.0,1
1.6449324570303188e+18,3734.0,-3274.0,-6291.0,1
1.6449324570761582e+18,3847.0,-3291.0,-6448.0,1
1.644932457125183e+18,3780.0,-3293.0,-6331.0,1
1.6449324571774917e+18,3785.0,-3286.0,-6202.0,1
1.6449324572287434e+18,3783.0,-3320.0,-6024.0,1
1.6449324572757025e+18,3712.0,-3428.0,-6077.0,1
1.6449324573303905e+18,3633.0,-3486.0,-6116.0,1
1.6449324573770386e+18,3748.0,-3465.0,-6080.0,1
1.64493245742862e+18,3895.0,-3470.0,-6062.0,1
1.6449324574737006e+18,3960.0,-3473.0,-6084.0,1
1.6449324575298035e+18,4041.0,-3537.0,-6060.0,1
1.6449324575777257e+18,4111.0,-3639.0,-6102.0,1
1.6449324576280932e+18,4084.0,-3568.0,-6096.0,1
1.6449324576820846e+18,4009.0,-3539.0,-6061.0,1
1.6449324577282012e+18,3933.0,-3498.0,-6233.0,1
1.6449324577813914e+18,4016.0,-3390.0,-6287.0,1
1.6449324578296684e+18,4099.0,-3254.0,-6162.0,1
1.6449324578789847e+18,4393.0,-3460.0,-6185.0,1
1.64493245792869e+18,4368.0,-3380.0,-5662.0,1
1.6449324579806602e+18,4446.0,-3086.0,-5782.0,1
1.6449324580265533e+18,4270.0,-2507.0,-5954.0,1
1.6449324580792942e+18,3904.0,-2364.0,-4577.0,1
1.6449324581288225e+18,4330.0,-3208.0,-5215.0,1
1.6449324581804744e+18,4531.0,-2688.0,-5482.0,1
1.6449324582287199e+18,4849.0,-2455.0,-5220.0,1
1.6449324582779745e+18,5021.0,-2103.0,-6001.0,1
1.644932458324792e+18,5004.0,-2034.0,-6671.0,1
1.644932458379404e+18,4446.0,-2507.0,-6202.0,1
1.6449324584247032e+18,4111.0,-2543.0,-6203.0,1
1.644932458478933e+18,4111.0,-2684.0,-6487.0,1
1.644932458528884e+18,4115.0,-2901.0,-6415.0,1
1.6449324585788321e+18,4579.0,-2294.0,-7155.0,1
1.6449324586286828e+18,4441.0,-3033.0,-6465.0,1
1.644932458678221e+18,4542.0,-2678.0,-5845.0,1
1.644932458728022e+18,4063.0,-2913.0,-5534.0,1
1.6449324587779167e+18,4087.0,-3019.0,-6143.0,1
1.6449324588247383e+18,4350.0,-2851.0,-6527.0,1
1.6449324588827832e+18,4507.0,-2712.0,-6628.0,1
1.6449324589295004e+18,4435.0,-2741.0,-6418.0,1
1.6449324589834076e+18,4272.0,-2845.0,-6138.0,1
1.6449324590289605e+18,4215.0,-2977.0,-6008.0,1
1.644932459078656e+18,4252.0,-3055.0,-5902.0,1
1.6449324591281677e+18,4297.0,-3122.0,-5770.0,1
1.6449324591778918e+18,4244.0,-3155.0,-5793.0,1
1.644932459229062e+18,4104.0,-3120.0,-5962.0,1
1.6449324592831022e+18,4040.0,-3106.0,-6061.0,1
1.6449324593336276e+18,4057.0,-3085.0,-5915.0,1
1.644932459378596e+18,4248.0,-2977.0,-5904.0,1
1.644932459433369e+18,4477.0,-2941.0,-5804.0,1
1.644932459477782e+18,4654.0,-2906.0,-5987.0,1
1.6449324595296579e+18,4675.0,-2920.0,-6116.0,1
1.6449324595764895e+18,4712.0,-2926.0,-6087.0,1
