timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, DELIVERY_BIMANUAL
1.6449319384240074e+18,-6024.0,-7494.0,7045.0,1
1.644931938476304e+18,-6231.0,-5650.0,10506.0,1
1.6449319385542656e+18,-5880.0,-8678.0,11790.0,1
1.6449319385803456e+18,-5696.0,-9175.0,11896.0,1
1.6449319386200655e+18,690.0,-5830.0,7015.0,1
1.6449319386760054e+18,3378.0,-2689.0,3380.0,1
1.6449319387280005e+18,4742.0,-1820.0,1967.0,1
1.6449319387774838e+18,5205.0,-1234.0,1397.0,1
1.6449319388251146e+18,5277.0,-1120.0,1269.0,1
1.6449319388874952e+18,5337.0,-1048.0,1135.0,1
1.644931938930634e+18,3119.0,-887.0,1588.0,1
1.644931938977176e+18,1661.0,3419.0,6598.0,1
1.6449319390286482e+18,2748.0,3979.0,6911.0,1
1.6449319390767933e+18,3303.0,3946.0,7268.0,1
1.644931939128608e+18,4255.0,4046.0,6982.0,1
1.6449319391760369e+18,4579.0,3643.0,6479.0,1
1.64493193922809e+18,4669.0,2206.0,6749.0,1
1.644931939274521e+18,4670.0,2210.0,6865.0,1
1.6449319393328568e+18,4331.0,3190.0,6995.0,1
1.644931939377082e+18,4446.0,3386.0,6928.0,1
1.6449319394290455e+18,4189.0,3708.0,6697.0,1
1.6449319394770156e+18,4423.0,2529.0,5860.0,1
1.644931939528726e+18,4165.0,2010.0,6716.0,1
1.6449319395834555e+18,4394.0,2589.0,7136.0,1
1.6449319396316598e+18,4264.0,4081.0,6586.0,1
1.6449319396805637e+18,4644.0,1957.0,6243.0,1
1.6449319397310656e+18,4180.0,2836.0,6552.0,1
1.644931939777058e+18,3977.0,2694.0,6930.0,1
1.644931939830164e+18,3968.0,1822.0,6838.0,1
1.644931939875977e+18,3781.0,2569.0,6644.0,1
1.644931939930378e+18,3426.0,2393.0,6727.0,1
1.6449319399774943e+18,4101.0,2301.0,6683.0,1
1.644931940029373e+18,5033.0,1894.0,5903.0,1
1.6449319400757773e+18,4383.0,1670.0,6882.0,1
1.6449319401295844e+18,3396.0,1215.0,6694.0,1
1.64493194018299e+18,3765.0,2163.0,7037.0,1
1.644931940219042e+18,3667.0,1656.0,6822.0,1
1.6449319402890575e+18,3685.0,1495.0,6899.0,1
1.6449319402890575e+18,3685.0,1495.0,6899.0,1
1.644931940374874e+18,3720.0,1357.0,6939.0,1
1.6449319404357868e+18,3854.0,1247.0,6843.0,1
1.6449319404832015e+18,3688.0,2100.0,6176.0,1
1.6449319405296038e+18,5841.0,-2039.0,3223.0,1
1.6449319405819904e+18,6258.0,-5134.0,835.0,1
1.6449319406304934e+18,6293.0,-5923.0,16.0,1
1.6449319406809823e+18,5097.0,-5910.0,-2479.0,1
1.6449319407302164e+18,5440.0,-7557.0,-5479.0,1
1.6449319407837435e+18,5191.0,-6482.0,-6377.0,1
1.6449319408292605e+18,4920.0,-5706.0,-6261.0,1
1.6449319408794127e+18,4515.0,-5174.0,-5721.0,1
1.6449319409289848e+18,4341.0,-4965.0,-5592.0,1
1.6449319409809457e+18,4209.0,-4852.0,-5444.0,1
1.6449319410283878e+18,4258.0,-4458.0,-5389.0,1
1.6449319410813844e+18,4379.0,-4534.0,-5078.0,1
1.644931941129769e+18,4572.0,-4204.0,-5012.0,1
1.6449319411795128e+18,4675.0,-4061.0,-4974.0,1
1.6449319412299474e+18,4753.0,-3793.0,-5181.0,1
1.644931941280455e+18,4724.0,-3618.0,-5330.0,1
1.6449319413283553e+18,4636.0,-3610.0,-5461.0,1
1.6449319413820995e+18,4430.0,-3552.0,-5583.0,1
1.6449319414281577e+18,4172.0,-3570.0,-5761.0,1
1.6449319414804244e+18,3986.0,-3531.0,-5465.0,1
1.6449319415282184e+18,4029.0,-3289.0,-5206.0,1
1.644931941579923e+18,4053.0,-3028.0,-5068.0,1
1.6449319416286976e+18,4682.0,-2872.0,-5262.0,1
1.6449319416822377e+18,5356.0,-2989.0,-5456.0,1
1.644931941727833e+18,5400.0,-2785.0,-5461.0,1
1.64493194178218e+18,5238.0,-3462.0,-5244.0,1
1.6449319418297423e+18,4879.0,-3316.0,-5392.0,1
1.6449319418788396e+18,5094.0,-3735.0,-5787.0,1
1.6449319419340237e+18,4718.0,-3322.0,-5835.0,1
1.644931941984067e+18,4398.0,-3163.0,-5681.0,1
1.6449319420340316e+18,4229.0,-3130.0,-5627.0,1
1.6449319420834788e+18,4261.0,-3048.0,-5629.0,1
1.6449319421327258e+18,4354.0,-2992.0,-5616.0,1
1.6449319421827228e+18,4644.0,-3085.0,-5846.0,1
1.644931942232848e+18,4851.0,-2988.0,-5705.0,1
1.6449319422820378e+18,5083.0,-3124.0,-5828.0,1
1.64493194233779e+18,4858.0,-3431.0,-5913.0,1
1.6449319423836754e+18,4463.0,-3555.0,-5913.0,1
1.6449319424327877e+18,4346.0,-3555.0,-5702.0,1
1.6449319424765427e+18,4412.0,-3652.0,-5394.0,1
1.6449319425341704e+18,4506.0,-3894.0,-5026.0,1
1.6449319425825987e+18,4597.0,-3898.0,-5345.0,1
1.6449319426350845e+18,5380.0,-5346.0,-4986.0,1
1.6449319426842565e+18,1677.0,-4901.0,-4899.0,1
1.6449319427329152e+18,5650.0,-4192.0,-4425.0,1
1.6449319427823342e+18,5012.0,-7724.0,-3208.0,1
1.6449319428317804e+18,3672.0,-6487.0,-4674.0,1
1.6449319428826947e+18,2192.0,-4750.0,-6949.0,1
1.644931942933916e+18,1890.0,-2283.0,-8787.0,1
1.6449319429812672e+18,1738.0,-2097.0,-8066.0,1
1.6449319430321144e+18,2076.0,-2419.0,-7444.0,1
1.644931943082778e+18,4117.0,-2525.0,-5726.0,1
1.644931943132142e+18,5110.0,-2899.0,-5344.0,1
1.6449319431820037e+18,4393.0,-3869.0,-6295.0,1
1.6449319432335695e+18,3790.0,-3857.0,-6695.0,1
1.6449319432833866e+18,3587.0,-3938.0,-5459.0,1
1.6449319433348705e+18,3028.0,-4325.0,-5649.0,1
1.644931943364086e+18,2758.0,-4395.0,-5856.0,1
1.644931943436996e+18,2623.0,-4445.0,-6156.0,1
1.6449319434809103e+18,2644.0,-4266.0,-6337.0,1
1.6449319435334134e+18,1635.0,-3638.0,-6336.0,1
1.6449319435867656e+18,969.0,-3298.0,-6180.0,1
1.6449319436326244e+18,960.0,-2928.0,-5655.0,1
1.6449319436860385e+18,2524.0,-3203.0,-6523.0,1
1.6449319437344061e+18,3513.0,-3408.0,-7343.0,1
1.6449319437889503e+18,4522.0,-2982.0,-6868.0,1
1.6449319438352264e+18,4961.0,-3726.0,-6240.0,1
1.6449319438862495e+18,3367.0,-3298.0,-6578.0,1
1.644931943934147e+18,2199.0,-3334.0,-6752.0,1
1.6449319439870943e+18,2191.0,-3829.0,-5872.0,1
1.6449319440306028e+18,3222.0,-3825.0,-6583.0,1
1.644931944085773e+18,3835.0,-3719.0,-7714.0,1
1.6449319441308347e+18,3334.0,-2856.0,-7538.0,1
1.6449319441861146e+18,2647.0,-2230.0,-7359.0,1
1.6449319442364314e+18,1986.0,-1859.0,-7265.0,1
1.6449319442856975e+18,1502.0,-2519.0,-6750.0,1
1.6449319443440438e+18,1478.0,-2679.0,-6590.0,1
1.6449319443883308e+18,1474.0,-2748.0,-6548.0,1
1.6449319444295158e+18,1479.0,-2814.0,-6518.0,1
1.6449319444848586e+18,2341.0,-2947.0,-6188.0,1
1.644931944535388e+18,2501.0,-3076.0,-6973.0,1
1.6449319445857823e+18,2066.0,-3124.0,-7168.0,1
1.6449319446332434e+18,2030.0,-3369.0,-7199.0,1
1.644931944685403e+18,2188.0,-3334.0,-7193.0,1
1.6449319447308667e+18,2172.0,-3403.0,-7320.0,1
1.6449319447855107e+18,2047.0,-3561.0,-7331.0,1
1.6449319448330368e+18,1863.0,-3562.0,-7395.0,1
1.644931944882737e+18,1740.0,-3332.0,-7408.0,1
1.644931944932732e+18,1637.0,-3164.0,-7609.0,1
1.6449319449846287e+18,1375.0,-3090.0,-7483.0,1
1.6449319450306289e+18,1311.0,-3004.0,-7292.0,1
1.6449319450823683e+18,1212.0,-3032.0,-6984.0,1
1.6449319451359995e+18,1220.0,-3099.0,-7079.0,1
1.6449319451840801e+18,1098.0,-3145.0,-7315.0,1
1.644931945239339e+18,1094.0,-2963.0,-7433.0,1
1.644931945285083e+18,1320.0,-2904.0,-7481.0,1
1.6449319453372646e+18,1416.0,-2828.0,-7455.0,1
1.6449319453845345e+18,1397.0,-2697.0,-7500.0,1
1.6449319454407347e+18,1404.0,-2513.0,-7503.0,1
1.644931945485898e+18,1347.0,-2668.0,-7555.0,1
1.6449319455359158e+18,1370.0,-2625.0,-7613.0,1
1.644931945588421e+18,1371.0,-2655.0,-7686.0,1
1.6449319456384732e+18,1416.0,-2556.0,-7778.0,1
1.6449319456850301e+18,1489.0,-2502.0,-7783.0,1
1.6449319457360525e+18,1599.0,-2415.0,-7787.0,1
1.6449319457850698e+18,1439.0,-2421.0,-7666.0,1
1.6449319458398653e+18,1189.0,-2692.0,-7516.0,1
1.6449319458838943e+18,1246.0,-2679.0,-7531.0,1
1.6449319459392924e+18,1353.0,-2591.0,-7704.0,1
1.6449319459853448e+18,1306.0,-2537.0,-7684.0,1
1.6449319460331412e+18,1356.0,-2407.0,-7698.0,1
1.644931946091651e+18,1417.0,-2409.0,-7685.0,1
1.6449319461369423e+18,1517.0,-2478.0,-7560.0,1
1.6449319461877983e+18,1409.0,-2636.0,-7421.0,1
1.6449319462364388e+18,1260.0,-2420.0,-7537.0,1
1.6449319462916739e+18,1280.0,-2299.0,-7539.0,1
1.6449319463350026e+18,1298.0,-2203.0,-7564.0,1
1.6449319464044582e+18,1332.0,-2079.0,-7621.0,1
1.6449319464394048e+18,1352.0,-2007.0,-7688.0,1
1.644931946489704e+18,1346.0,-1994.0,-7714.0,1
1.644931946539435e+18,1301.0,-2015.0,-7764.0,1
1.64493194659164e+18,1267.0,-2069.0,-7802.0,1
1.644931946637069e+18,985.0,-2361.0,-8080.0,1
1.6449319466889367e+18,760.0,-2035.0,-7649.0,1
1.6449319467393027e+18,907.0,-1567.0,-7720.0,1
1.644931946789384e+18,985.0,-1340.0,-7891.0,1
1.6449319468495409e+18,957.0,-1476.0,-8048.0,1
1.6449319468870356e+18,964.0,-1568.0,-8086.0,1
1.6449319469382167e+18,69.0,-2872.0,-7350.0,1
1.6449319469935473e+18,-50.0,-3367.0,-7103.0,1
1.6449319470410017e+18,25.0,-3693.0,-6625.0,1
1.6449319470856448e+18,390.0,-5136.0,-6751.0,1
1.6449319471355574e+18,341.0,-5812.0,-5857.0,1
1.6449319471673185e+18,-178.0,-6492.0,-4549.0,1
1.6449319472450895e+18,-326.0,-6648.0,-4092.0,1
1.6449319472897298e+18,-1998.0,-6213.0,791.0,1
1.6449319473379712e+18,-3229.0,-5654.0,3015.0,1
1.6449319473885445e+18,-4773.0,-4036.0,5270.0,1
1.644931947435552e+18,-5774.0,-4447.0,3707.0,1
1.6449319474917076e+18,-7196.0,-5959.0,5965.0,1
1.6449319475399537e+18,-6538.0,-3492.0,6452.0,1
