timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, HANDOVER_LEFT
1.6449329222040046e+18,6039.0,-5398.0,2653.0,1
1.6449329222599212e+18,5352.0,-5463.0,3140.0,1
1.644932922310589e+18,4709.0,-4997.0,2940.0,1
1.6449329223611277e+18,4428.0,-4805.0,2864.0,1
1.644932922411982e+18,4366.0,-4519.0,3291.0,1
1.6449329224588785e+18,4336.0,-4227.0,3330.0,1
1.6449329225092928e+18,5075.0,-4465.0,3702.0,1
1.6449329225602296e+18,5409.0,-4685.0,3959.0,1
1.6449329226089897e+18,6209.0,-4592.0,4837.0,1
1.6449329226639334e+18,6465.0,-4452.0,4688.0,1
1.644932922709228e+18,6276.0,-4261.0,4914.0,1
1.6449329227596104e+18,6105.0,-2481.0,4771.0,1
1.6449329228089175e+18,5687.0,-4740.0,5067.0,1
1.6449329228598239e+18,4884.0,-5667.0,3784.0,1
1.6449329229110492e+18,1758.0,-6760.0,2937.0,1
1.644932922959375e+18,230.0,-6472.0,4873.0,1
1.6449329230095695e+18,105.0,-4708.0,6575.0,1
1.644932923063113e+18,1795.0,-5374.0,5851.0,1
1.644932923104946e+18,2203.0,-5504.0,5481.0,1
1.644932923159231e+18,3197.0,-6188.0,4479.0,1
1.6449329232096105e+18,3200.0,-6338.0,4579.0,1
1.644932923264711e+18,3116.0,-5805.0,3978.0,1
1.644932923310332e+18,3371.0,-5309.0,3700.0,1
1.6449329233637015e+18,3450.0,-5423.0,3682.0,1
1.6449329234092654e+18,4261.0,-5319.0,4159.0,1
1.6449329234601725e+18,4601.0,-4485.0,5109.0,1
1.6449329234937574e+18,4861.0,-5562.0,5129.0,1
1.6449329235630241e+18,4020.0,-6732.0,6265.0,1
1.6449329236141885e+18,3628.0,-7542.0,7302.0,1
1.6449329236519142e+18,2756.0,-5861.0,6607.0,1
1.6449329237194286e+18,2509.0,-5411.0,6365.0,1
1.644932923762585e+18,3467.0,-3347.0,5953.0,1
1.6449329238151409e+18,4264.0,-4124.0,4904.0,1
1.64493292386007e+18,5949.0,-3770.0,3790.0,1
1.644932923915831e+18,6287.0,-3307.0,1964.0,1
1.6449329239624108e+18,7213.0,-2058.0,930.0,1
1.644932924013864e+18,7742.0,-1572.0,1030.0,1
1.6449329240626586e+18,8239.0,-2680.0,1249.0,1
1.6449329241132165e+18,8666.0,-2249.0,1717.0,1
