timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, DELIVERY_BIMANUAL
1.6450217366131215e+18,4140.0,-2627.0,8096.0,1
1.6450217366649746e+18,4390.0,-1885.0,7600.0,1
1.6450217367157578e+18,4053.0,-744.0,6106.0,1
1.64502173676254e+18,4003.0,-577.0,6836.0,1
1.6450217368123164e+18,3612.0,-841.0,7429.0,1
1.6450217368667622e+18,3290.0,-1260.0,7693.0,1
1.6450217369146555e+18,3660.0,-2102.0,7424.0,1
1.6450217369667415e+18,3368.0,-1979.0,6969.0,1
1.6450217370116436e+18,3269.0,-3198.0,7095.0,1
1.6450217370672412e+18,3309.0,-974.0,6931.0,1
1.6450217371135273e+18,3115.0,-1419.0,7320.0,1
1.645021737164918e+18,3083.0,-1953.0,7422.0,1
1.645021737212354e+18,3361.0,-1970.0,7511.0,1
1.6450217372669468e+18,3447.0,-1395.0,7083.0,1
1.6450217373115116e+18,3350.0,-1144.0,7643.0,1
1.645021737366897e+18,3168.0,-430.0,8054.0,1
1.645021737410988e+18,3284.0,253.0,7711.0,1
1.645021737467344e+18,3436.0,421.0,7494.0,1
1.6450217375117394e+18,3567.0,431.0,7570.0,1
1.6450217375681792e+18,3459.0,1274.0,7495.0,1
1.645021737616791e+18,3249.0,1864.0,7733.0,1
1.64502173766739e+18,3269.0,2036.0,7559.0,1
1.6450217377115484e+18,3231.0,2039.0,7454.0,1
1.645021737765854e+18,3121.0,2071.0,7373.0,1
1.6450217378141934e+18,3248.0,1617.0,7598.0,1
1.6450217378648422e+18,3314.0,1705.0,7753.0,1
1.6450217379139953e+18,3577.0,1672.0,7805.0,1
1.6450217379673587e+18,3427.0,3369.0,7531.0,1
1.6450217380130007e+18,3415.0,2984.0,7386.0,1
1.6450217380669312e+18,3324.0,1973.0,7569.0,1
1.6450217381106186e+18,3121.0,1459.0,7640.0,1
1.645021738164927e+18,3325.0,933.0,7422.0,1
1.6450217382130125e+18,3624.0,-356.0,7459.0,1
1.6450217382667694e+18,3768.0,-259.0,7549.0,1
1.6450217383119437e+18,3769.0,168.0,7448.0,1
1.6450217383646858e+18,3648.0,511.0,7697.0,1
1.645021738418843e+18,3722.0,1032.0,7553.0,1
1.645021738467543e+18,3919.0,1451.0,7408.0,1
1.6450217385172636e+18,4083.0,1667.0,7371.0,1
1.645021738565074e+18,3805.0,1741.0,7284.0,1
1.6450217386186222e+18,3582.0,1797.0,7263.0,1
1.645021738667493e+18,3324.0,1706.0,6935.0,1
1.6450217387365486e+18,3282.0,1623.0,6958.0,1
1.6450217387650941e+18,2774.0,1203.0,7660.0,1
1.6450217388193277e+18,3067.0,1346.0,5049.0,1
1.6450217388606385e+18,3704.0,1722.0,5059.0,1
1.6450217389215345e+18,5188.0,106.0,5914.0,1
1.645021738968054e+18,5415.0,-841.0,7229.0,1
1.6450217390167406e+18,4235.0,-1224.0,10379.0,1
1.64502173906602e+18,3442.0,-923.0,10635.0,1
1.6450217391195837e+18,3761.0,554.0,7506.0,1
1.645021739165031e+18,3786.0,82.0,7959.0,1
1.645021739220151e+18,3484.0,-341.0,8317.0,1
1.6450217392661294e+18,2844.0,933.0,7434.0,1
1.645021739321822e+18,2629.0,1629.0,7322.0,1
1.6450217393634092e+18,2864.0,2527.0,6973.0,1
1.645021922099868e+18,-431.0,7434.0,5073.0,1
1.6450219221447004e+18,14.0,7046.0,5185.0,1
1.64502192219607e+18,364.0,6991.0,5261.0,1
1.6450219222452485e+18,806.0,6452.0,5423.0,1
1.645021922296218e+18,1325.0,6000.0,5523.0,1
1.6450219223461896e+18,1815.0,5971.0,5628.0,1
1.6450219223998367e+18,2200.0,5700.0,6030.0,1
1.645021922444926e+18,2555.0,5412.0,6279.0,1
1.6450219224966257e+18,2657.0,4734.0,6591.0,1
1.6450219225463695e+18,3183.0,4471.0,6426.0,1
1.645021922594906e+18,3310.0,3636.0,6995.0,1
1.645021922650752e+18,3634.0,2474.0,6805.0,1
1.6450219226969733e+18,3356.0,1651.0,6881.0,1
1.6450219227502753e+18,2725.0,997.0,7160.0,1
1.645021922794746e+18,2505.0,170.0,6885.0,1
1.6450219228512983e+18,1993.0,-177.0,6952.0,1
1.64502192289615e+18,1568.0,-643.0,7040.0,1
1.6450219229450276e+18,1257.0,-1516.0,7207.0,1
1.6450219229970634e+18,1052.0,-1804.0,7528.0,1
1.6450219230499484e+18,911.0,-1432.0,7826.0,1
1.6450219230972452e+18,1051.0,-1700.0,8279.0,1
1.6450219231507763e+18,975.0,-2051.0,8784.0,1
1.6450219231980375e+18,1357.0,-2553.0,8083.0,1
1.6450219232493883e+18,1294.0,-3026.0,7948.0,1
1.6450219232964524e+18,1018.0,-2767.0,7668.0,1
1.645021923350162e+18,1033.0,-2383.0,7535.0,1
1.6450219233974034e+18,1187.0,-2718.0,7482.0,1
1.645021923450506e+18,1129.0,-2522.0,7782.0,1
1.6450219234972485e+18,1205.0,-2915.0,7513.0,1
1.6450219235542973e+18,1203.0,-2308.0,7536.0,1
1.645021923598168e+18,1264.0,-2555.0,7428.0,1
1.6450219236497572e+18,1295.0,-2793.0,7607.0,1
1.64502192369714e+18,1372.0,-2821.0,7791.0,1
1.6450219237494392e+18,1471.0,-2741.0,7684.0,1
1.6450219237941652e+18,1610.0,-2565.0,7586.0,1
1.645021923846813e+18,1682.0,-2574.0,7731.0,1
1.645021923897899e+18,1768.0,-2365.0,7732.0,1
1.6450219239501824e+18,1752.0,-2364.0,7725.0,1
1.6450219239959624e+18,1813.0,-2414.0,7494.0,1
1.6450219240518595e+18,1776.0,-2343.0,7610.0,1
1.645021924098886e+18,1847.0,-2309.0,7618.0,1
1.6450219241518587e+18,1952.0,-2223.0,7724.0,1
1.6450219241967567e+18,1982.0,-2432.0,7656.0,1
1.6450219242507139e+18,1911.0,-2349.0,7626.0,1
1.6450219243049288e+18,1880.0,-2412.0,7653.0,1
1.6450219243466755e+18,1834.0,-2387.0,7705.0,1
1.645021924401502e+18,1855.0,-2179.0,7791.0,1
1.6450219244508844e+18,1906.0,-2191.0,7854.0,1
1.6450219245020956e+18,2057.0,-2241.0,7777.0,1
1.6450219245500726e+18,2007.0,-2144.0,7955.0,1
1.6450219246015488e+18,2179.0,-2179.0,7937.0,1
1.6450219246508756e+18,2131.0,-2014.0,8119.0,1
1.6450219247002813e+18,2000.0,-1896.0,8159.0,1
1.6450219247461084e+18,2151.0,-2123.0,8054.0,1
1.645021924800679e+18,2412.0,-2238.0,8428.0,1
1.645021924850665e+18,2745.0,-2549.0,8380.0,1
1.6450219249002552e+18,2895.0,-2762.0,8080.0,1
1.6450219249460913e+18,3171.0,-2717.0,7464.0,1
1.6450219250015027e+18,3067.0,-3012.0,7067.0,1
1.6450219250467535e+18,2980.0,-3269.0,6239.0,1
1.645021925101479e+18,2923.0,-3283.0,5339.0,1
1.6450219251469268e+18,2961.0,-3384.0,4901.0,1
1.6450219252009748e+18,3373.0,-2978.0,4797.0,1
1.6450219252482015e+18,3856.0,-2885.0,4847.0,1
1.6450219253028713e+18,4213.0,-2973.0,5038.0,1
1.645021925345984e+18,4565.0,-2260.0,4939.0,1
1.6450219254017856e+18,4660.0,-1116.0,4727.0,1
1.6450219254515886e+18,3967.0,-299.0,4835.0,1
1.645021925502427e+18,3160.0,1313.0,5168.0,1
1.6450219255493796e+18,3654.0,4804.0,5587.0,1
1.6450219255971095e+18,4391.0,5736.0,5667.0,1
