timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, PICKUP_LEFT
1.6450217513818168e+18,-5847.0,1997.0,6534.0,1
1.6450217514359022e+18,-7039.0,4669.0,7525.0,1
1.645021751481106e+18,-6552.0,6377.0,7170.0,1
1.6450217515350812e+18,-4162.0,7513.0,5995.0,1
1.6450217515822408e+18,-2288.0,6954.0,5408.0,1
1.64502175163574e+18,-298.0,6063.0,4772.0,1
1.645021751681154e+18,592.0,5724.0,4173.0,1
1.6450217517350372e+18,1098.0,5419.0,3920.0,1
1.6450217517823432e+18,1492.0,5040.0,3935.0,1
1.6450217518362895e+18,1788.0,4802.0,4563.0,1
1.64502175188326e+18,2004.0,4362.0,4514.0,1
1.6450217519361987e+18,1731.0,4756.0,5217.0,1
1.645021751981922e+18,1648.0,5798.0,5448.0,1
1.6450217520349228e+18,1836.0,5575.0,5434.0,1
1.645021752087001e+18,1788.0,5585.0,5843.0,1
1.6450217521315786e+18,1683.0,5826.0,6609.0,1
1.6450217521880243e+18,1816.0,6076.0,7080.0,1
1.645021752236764e+18,2159.0,5089.0,6696.0,1
1.6450217522858665e+18,2457.0,4054.0,5735.0,1
1.645021752334995e+18,2199.0,5627.0,6392.0,1
1.6450217523865206e+18,2375.0,6101.0,7090.0,1
1.6450217524348347e+18,2256.0,4696.0,7369.0,1
1.6450217524860114e+18,2553.0,2910.0,6863.0,1
1.6450217525351278e+18,2515.0,1655.0,7105.0,1
1.6450217525880443e+18,2776.0,1025.0,7178.0,1
1.6450217526365947e+18,3109.0,381.0,7252.0,1
1.6450217526863555e+18,2765.0,1309.0,7230.0,1
1.645021752737102e+18,2326.0,2614.0,7614.0,1
1.645021752785777e+18,2655.0,2693.0,7442.0,1
1.6450217528348588e+18,2628.0,2528.0,7753.0,1
1.645021752885804e+18,2580.0,2162.0,7580.0,1
1.6450217529353295e+18,2333.0,1977.0,7355.0,1
1.645021752985926e+18,2253.0,2527.0,7878.0,1
1.6450217530350326e+18,2262.0,2590.0,8036.0,1
1.6450217530885258e+18,2183.0,2324.0,7964.0,1
1.645021753134893e+18,2134.0,2600.0,7453.0,1
1.6450217531864758e+18,1923.0,2816.0,7474.0,1
1.6450217532337582e+18,1718.0,3795.0,7201.0,1
1.6450217532868375e+18,1783.0,4134.0,6943.0,1
1.6450217533313725e+18,1810.0,4541.0,6858.0,1
1.6450217533856136e+18,2007.0,5002.0,6761.0,1
1.6450217534353994e+18,1806.0,5818.0,6480.0,1
1.6450217534869322e+18,1555.0,6146.0,7074.0,1
1.64502175353581e+18,1635.0,6088.0,6703.0,1
1.645021753585906e+18,1762.0,5425.0,6178.0,1
1.6450217536357878e+18,1477.0,4704.0,6332.0,1
1.6450217536872983e+18,1157.0,4971.0,6782.0,1
1.645021753736088e+18,1248.0,5013.0,6741.0,1
1.6450217537855483e+18,1493.0,5031.0,6293.0,1
1.6450217538390106e+18,1377.0,5013.0,6426.0,1
1.645021753883279e+18,1434.0,5399.0,6414.0,1
1.6450217539361915e+18,1441.0,5199.0,6497.0,1
1.645021753984048e+18,1333.0,5292.0,6615.0,1
1.6450217540367327e+18,1342.0,5307.0,6487.0,1
1.6450217540858642e+18,1420.0,5401.0,5692.0,1
1.6450217541374428e+18,1442.0,4773.0,5098.0,1
1.645021754186201e+18,1147.0,4995.0,5119.0,1
1.6450217542369605e+18,727.0,7065.0,4139.0,1
1.6450217542858222e+18,671.0,8184.0,2723.0,1
1.6450217543394532e+18,739.0,8376.0,1600.0,1
1.6450217543838505e+18,389.0,8557.0,283.0,1
1.6450217544371418e+18,-94.0,9180.0,-513.0,1
1.6450217544865006e+18,-70.0,8819.0,-1750.0,1
1.6450217545379635e+18,80.0,8981.0,-3091.0,1
1.6450217545870124e+18,361.0,8467.0,-3901.0,1
1.6450217546384563e+18,737.0,7849.0,-4303.0,1
1.64502175468153e+18,904.0,8141.0,-4478.0,1
1.6450217547399642e+18,647.0,7757.0,-3504.0,1
1.6450217547859528e+18,312.0,7685.0,-2612.0,1
1.6450217548358095e+18,37.0,7813.0,-2278.0,1
1.6450217548859988e+18,-14.0,7879.0,-2564.0,1
1.6450217549352799e+18,-94.0,8247.0,-1784.0,1
1.6450217549843796e+18,-14.0,8487.0,-1828.0,1
1.645021755036819e+18,246.0,8532.0,-2638.0,1
1.6450217550843359e+18,272.0,8050.0,-2701.0,1
1.6450217551392563e+18,185.0,8258.0,-2551.0,1
1.6450217551838124e+18,128.0,8251.0,-2404.0,1
1.6450217552384896e+18,28.0,8400.0,-2230.0,1
1.6450217552898399e+18,47.0,8182.0,-1870.0,1
1.6450217553384484e+18,176.0,8094.0,-1703.0,1
1.6450217553885094e+18,147.0,8129.0,-1775.0,1
1.645021755439498e+18,120.0,8232.0,-1796.0,1
1.645021755489219e+18,25.0,8282.0,-1752.0,1
1.6450217555388526e+18,17.0,8186.0,-1810.0,1
1.6450217555919636e+18,221.0,7771.0,-2055.0,1
1.645021755635456e+18,89.0,7541.0,-1619.0,1
1.6450217556896463e+18,-150.0,7721.0,-1414.0,1
1.6450217557389222e+18,-487.0,7931.0,-2223.0,1
1.6450217557888645e+18,-699.0,7411.0,-2420.0,1
1.645021755838325e+18,-893.0,6980.0,-2211.0,1
1.645021755890222e+18,-1335.0,6929.0,-2873.0,1
1.6450217559390264e+18,-1821.0,6748.0,-2851.0,1
1.645021755988192e+18,-2223.0,7373.0,-2393.0,1
1.6450217560401352e+18,-2587.0,8299.0,-2994.0,1
