timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, PICKUP_RIGHT
1.6450217410695375e+18,-3573.0,4459.0,5349.0,1
1.6450217411173604e+18,-4482.0,4599.0,6020.0,1
1.645021741169178e+18,-4710.0,3446.0,5778.0,1
1.645021741217238e+18,-5044.0,2481.0,6341.0,1
1.6450217412686812e+18,-5523.0,3791.0,5740.0,1
1.645021741315644e+18,-5183.0,3128.0,5513.0,1
1.64502174136783e+18,-5011.0,3943.0,5495.0,1
1.6450217414170478e+18,-5162.0,4251.0,6156.0,1
1.6450217414700398e+18,-4935.0,5898.0,5521.0,1
1.6450217415172132e+18,-4251.0,7075.0,5400.0,1
1.6450217415688689e+18,-2761.0,7869.0,3960.0,1
1.645021741620295e+18,-1986.0,7318.0,4074.0,1
1.6450217416685133e+18,-1588.0,6969.0,4139.0,1
1.6450217417246666e+18,-1205.0,6683.0,3456.0,1
1.645021741769584e+18,-991.0,6462.0,3898.0,1
1.64502174181964e+18,-772.0,6205.0,4018.0,1
1.6450217418689802e+18,-1093.0,6023.0,4255.0,1
