timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, ASSEMBLY1_BIMANUAL
1.6450217424200374e+18,752.0,2907.0,7139.0,1
1.645021742470288e+18,734.0,2357.0,7553.0,1
1.6450217425237358e+18,1219.0,2072.0,7782.0,1
1.645021742570482e+18,1584.0,2486.0,7551.0,1
1.6450217426208996e+18,1263.0,2707.0,7695.0,1
1.645021742670991e+18,1420.0,5161.0,7757.0,1
1.6450217427248663e+18,2089.0,6523.0,6839.0,1
1.6450217427713262e+18,2468.0,7336.0,5292.0,1
1.6450217428183908e+18,2428.0,7294.0,4111.0,1
1.6450217428704061e+18,2693.0,7318.0,2769.0,1
1.6450217429201848e+18,2650.0,6900.0,3728.0,1
1.6450217429655089e+18,2825.0,6608.0,3653.0,1
1.6450217430201142e+18,2896.0,6606.0,4203.0,1
1.6450217430713958e+18,3018.0,6163.0,4596.0,1
1.645021743120483e+18,2992.0,6072.0,4723.0,1
1.6450217431690258e+18,2976.0,5895.0,4647.0,1
1.6450217432236536e+18,2929.0,5596.0,4715.0,1
1.6450217432751265e+18,3009.0,6150.0,4820.0,1
1.6450217433197978e+18,2904.0,6738.0,5611.0,1
1.6450217433791263e+18,3056.0,5924.0,5628.0,1
1.645021743422601e+18,3181.0,6474.0,5436.0,1
1.6450217434739077e+18,3072.0,6177.0,6669.0,1
1.6450217435224056e+18,3440.0,5036.0,5995.0,1
1.64502174357436e+18,3402.0,4246.0,5236.0,1
1.6450217436205192e+18,3128.0,5419.0,5236.0,1
1.6450217436708946e+18,3444.0,5868.0,6074.0,1
1.6450217437223473e+18,3332.0,5290.0,5176.0,1
1.6450217437762194e+18,3050.0,5209.0,5582.0,1
1.6450217438171226e+18,3525.0,5235.0,5175.0,1
1.6450217438724654e+18,3182.0,5351.0,5921.0,1
1.6450217439202086e+18,3065.0,5061.0,5690.0,1
1.6450217439771817e+18,2853.0,4895.0,6187.0,1
1.6450217440180337e+18,2884.0,5462.0,6001.0,1
1.645021744069937e+18,2853.0,5173.0,5825.0,1
1.6450217441226793e+18,2796.0,4368.0,6014.0,1
1.6450217441766758e+18,2503.0,3406.0,4497.0,1
1.6450217442315955e+18,2402.0,3448.0,2998.0,1
1.6450217442751654e+18,1974.0,4838.0,1783.0,1
1.6450217443232287e+18,856.0,7008.0,1958.0,1
1.6450217443747917e+18,161.0,7529.0,3565.0,1
1.6450217444222525e+18,-687.0,5584.0,6043.0,1
1.6450217444749865e+18,-3635.0,4136.0,8519.0,1
1.6450217445234852e+18,-6237.0,1903.0,7686.0,1
1.645021744571987e+18,-7678.0,1081.0,7356.0,1
1.6450217446228544e+18,-7878.0,1932.0,8838.0,1
1.6450217446748188e+18,-6075.0,1394.0,7087.0,1
1.6450217447228052e+18,-5469.0,906.0,7357.0,1
1.645021744772284e+18,-7118.0,2753.0,9026.0,1
1.6450217448239598e+18,-7601.0,3687.0,9792.0,1
1.6450217448666586e+18,-6688.0,7322.0,7496.0,1
1.645021744927751e+18,-3896.0,6582.0,6001.0,1
1.645021744973149e+18,-1105.0,6397.0,3985.0,1
1.6450217450277814e+18,1299.0,4826.0,2435.0,1
1.6450217450729408e+18,2184.0,4378.0,1874.0,1
1.6450217451234104e+18,2576.0,3754.0,2637.0,1
1.6450217451767396e+18,2528.0,5447.0,3449.0,1
1.6450217452239273e+18,2674.0,5507.0,3727.0,1
1.6450217452730888e+18,2693.0,6216.0,4040.0,1
1.645021745329306e+18,2630.0,7093.0,4275.0,1
1.6450217453719782e+18,2780.0,7262.0,5019.0,1
1.645021745423675e+18,2889.0,6319.0,5115.0,1
1.6450217454732142e+18,2976.0,6525.0,5410.0,1
1.645021745539665e+18,3053.0,5773.0,5768.0,1
1.6450217455730977e+18,3110.0,4755.0,6178.0,1
1.6450217456253914e+18,3172.0,4309.0,6110.0,1
1.6450217456717665e+18,3405.0,3721.0,6149.0,1
1.6450217457245885e+18,3476.0,3476.0,6735.0,1
1.6450217457730534e+18,3160.0,3470.0,7345.0,1
1.645021745823356e+18,3188.0,3595.0,7216.0,1
1.6450217458720343e+18,3362.0,2750.0,6692.0,1
1.6450217459246072e+18,3234.0,2487.0,6879.0,1
1.6450217459727483e+18,3144.0,3610.0,7356.0,1
1.6450217460223063e+18,3213.0,3341.0,7236.0,1
1.6450217460734482e+18,3299.0,2807.0,7059.0,1
1.645021746122282e+18,3192.0,3481.0,7117.0,1
1.6450217461724406e+18,3217.0,4269.0,6975.0,1
1.6450217462225866e+18,3020.0,4113.0,6851.0,1
1.6450217462719598e+18,3252.0,3857.0,6762.0,1
1.6450217463262953e+18,2980.0,3748.0,7115.0,1
1.6450217463772326e+18,3120.0,3436.0,7100.0,1
1.6450217464262966e+18,3036.0,3410.0,6756.0,1
1.6450217464779474e+18,3137.0,3960.0,6231.0,1
1.6450217465274762e+18,2999.0,4550.0,6450.0,1
1.6450217465771796e+18,2821.0,4475.0,6594.0,1
1.6450217466266458e+18,2839.0,4826.0,6567.0,1
1.6450217466777267e+18,2927.0,4823.0,6519.0,1
1.6450217467272374e+18,3108.0,5194.0,6239.0,1
1.6450217467790095e+18,3158.0,5235.0,6702.0,1
1.6450217468264407e+18,2971.0,4896.0,6422.0,1
1.6450217468785444e+18,2885.0,5340.0,6378.0,1
1.6450217469270428e+18,2899.0,5150.0,6251.0,1
1.6450217469787986e+18,2712.0,4568.0,6213.0,1
1.6450217470233684e+18,2671.0,4355.0,6754.0,1
1.645021747077256e+18,2957.0,4227.0,6274.0,1
1.6450217471266944e+18,2552.0,4740.0,6738.0,1
1.6450217471780378e+18,2581.0,4304.0,6642.0,1
1.6450217472278746e+18,2527.0,4697.0,6626.0,1
1.6450217472795282e+18,2376.0,4618.0,6779.0,1
1.6450217473264835e+18,2356.0,4443.0,6611.0,1
1.6450217473781645e+18,2322.0,3512.0,5707.0,1
1.6450217474274e+18,2235.0,2620.0,5875.0,1
1.6450217474781693e+18,1820.0,3525.0,5717.0,1
1.6450217475271032e+18,593.0,3232.0,5383.0,1
1.6450217475782313e+18,-537.0,3948.0,6115.0,1
1.6450217722599736e+18,-776.0,7029.0,3787.0,1
1.6450217723081943e+18,-670.0,5839.0,4821.0,1
1.6450217723549665e+18,-630.0,5118.0,5357.0,1
1.6450217724091748e+18,-778.0,4340.0,6557.0,1
1.645021772454186e+18,-564.0,4370.0,6624.0,1
1.6450217725081743e+18,-381.0,4039.0,8112.0,1
