timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, BOLT_LEFT
1.645022044044473e+18,-675.0,1609.0,8041.0,1
1.6450220440934124e+18,-702.0,1743.0,8213.0,1
1.6450220441489539e+18,-677.0,1581.0,8060.0,1
1.6450220442004854e+18,-842.0,1612.0,7967.0,1
1.645022044249343e+18,-900.0,1322.0,8112.0,1
1.645022044300288e+18,-741.0,1672.0,8034.0,1
1.6450220443459402e+18,-882.0,1639.0,8102.0,1
1.6450220443997637e+18,-838.0,1516.0,7873.0,1
1.645022044450298e+18,-901.0,1494.0,8007.0,1
1.6450220444992033e+18,-840.0,1708.0,7954.0,1
1.6450220445468234e+18,-883.0,1666.0,7982.0,1
1.6450220446015447e+18,-714.0,1494.0,7826.0,1
1.6450220446467172e+18,-691.0,1630.0,8040.0,1
1.645022044700198e+18,-674.0,1719.0,8348.0,1
1.645022044747111e+18,-821.0,1529.0,8137.0,1
1.6450220448000125e+18,-763.0,1818.0,7736.0,1
1.6450220448511014e+18,-659.0,1832.0,7879.0,1
1.6450220449006003e+18,-621.0,1807.0,7997.0,1
1.645022044954583e+18,-798.0,1810.0,8169.0,1
1.645022044999635e+18,-759.0,1984.0,8165.0,1
1.6450220450494177e+18,-617.0,2025.0,7971.0,1
1.645022045100593e+18,-555.0,2075.0,7946.0,1
1.6450220451540506e+18,-671.0,1919.0,7908.0,1
1.6450220452006326e+18,-853.0,1874.0,7931.0,1
1.645022045251916e+18,-670.0,1731.0,7956.0,1
1.6450220452991724e+18,-567.0,2048.0,8179.0,1
1.645022045352107e+18,-723.0,2007.0,8041.0,1
1.645022045400234e+18,-800.0,1707.0,7760.0,1
1.6450220454512704e+18,-877.0,1815.0,7981.0,1
1.645022045500157e+18,-666.0,2027.0,7753.0,1
1.645022045550208e+18,-739.0,1807.0,7935.0,1
1.6450220456014595e+18,-753.0,1888.0,8041.0,1
1.6450220456515942e+18,-738.0,1837.0,8015.0,1
1.6450220457010568e+18,-630.0,1980.0,8101.0,1
1.6450220457555914e+18,-775.0,1858.0,7898.0,1
1.6450220458018744e+18,-676.0,2006.0,7585.0,1
1.6450220458549484e+18,-682.0,1942.0,8061.0,1
1.6450220459011528e+18,-744.0,2169.0,8125.0,1
1.6450220459528136e+18,-690.0,2035.0,7863.0,1
1.645022046001034e+18,-659.0,2129.0,8188.0,1
1.6450220460516608e+18,-649.0,2495.0,7944.0,1
1.6450220460980111e+18,-617.0,2054.0,7571.0,1
1.645022046154333e+18,-622.0,2118.0,8116.0,1
1.6450220462008548e+18,-705.0,1756.0,8082.0,1
1.6450220462503183e+18,-795.0,2132.0,7994.0,1
1.6450220462979005e+18,-804.0,2219.0,7939.0,1
1.6450220463554998e+18,-835.0,2188.0,7644.0,1
1.6450220463987884e+18,-814.0,1982.0,7744.0,1
1.6450220464514422e+18,-702.0,2102.0,7842.0,1
1.645022046497818e+18,-914.0,2063.0,8037.0,1
1.645022046555164e+18,-802.0,2100.0,7867.0,1
1.6450220466032428e+18,-725.0,2065.0,7870.0,1
1.6450220466526019e+18,-737.0,2093.0,8027.0,1
1.6450220467051932e+18,-868.0,2127.0,8053.0,1
1.6450220467530445e+18,-789.0,2294.0,7872.0,1
1.6450220468028861e+18,-721.0,2243.0,7877.0,1
1.6450220468552202e+18,-651.0,2389.0,7734.0,1
1.6450220469029934e+18,-778.0,1928.0,8032.0,1
1.6450220469531156e+18,-670.0,2406.0,8034.0,1
1.6450220470055542e+18,-566.0,2348.0,7851.0,1
1.6450220470529638e+18,-645.0,2118.0,7835.0,1
1.6450220471063273e+18,-688.0,2136.0,8003.0,1
1.6450220471537203e+18,-744.0,2299.0,7991.0,1
1.6450220472060754e+18,-790.0,2569.0,7711.0,1
1.645022047251909e+18,-684.0,1759.0,7971.0,1
1.6450220473054615e+18,-697.0,2497.0,8101.0,1
1.6450220473542735e+18,-756.0,2407.0,7638.0,1
1.645022047405158e+18,-711.0,2186.0,7850.0,1
1.6450220474538022e+18,-759.0,2162.0,7870.0,1
1.6450220475039596e+18,-845.0,2323.0,7854.0,1
1.645022047552486e+18,-820.0,2407.0,7886.0,1
1.645022047605315e+18,-656.0,2195.0,7841.0,1
1.6450220476534822e+18,-556.0,2406.0,8001.0,1
1.6450220477067945e+18,-744.0,2375.0,7985.0,1
1.6450220477484575e+18,-793.0,2393.0,7780.0,1
1.6450220478027154e+18,-658.0,2434.0,7757.0,1
1.6450220478535506e+18,-596.0,2621.0,7777.0,1
1.645022047904741e+18,-719.0,2373.0,7955.0,1
1.6450220479538243e+18,-762.0,2535.0,7927.0,1
1.645022048005926e+18,-631.0,2445.0,7784.0,1
1.6450220480536973e+18,-543.0,2591.0,7828.0,1
1.6450220481053903e+18,-592.0,2582.0,7725.0,1
1.6450220481573015e+18,-530.0,2366.0,7991.0,1
1.6450220482045606e+18,-669.0,2400.0,8165.0,1
1.6450220482589174e+18,-705.0,2641.0,7588.0,1
1.6450220483048852e+18,-721.0,2576.0,7740.0,1
1.645022048354932e+18,-668.0,2509.0,7746.0,1
1.645022048413772e+18,-716.0,2414.0,7742.0,1
1.6450220484589292e+18,-617.0,2430.0,7895.0,1
1.6450220485029215e+18,-575.0,2620.0,7859.0,1
1.6450220485583918e+18,-778.0,2498.0,7811.0,1
1.6450220486031462e+18,-720.0,2557.0,7858.0,1
1.645022048653979e+18,-798.0,2483.0,7848.0,1
1.6450220487038062e+18,-691.0,2725.0,7597.0,1
1.6450220487583754e+18,-736.0,2625.0,7662.0,1
1.6450220488042383e+18,-627.0,2695.0,7762.0,1
1.6450220488544883e+18,-618.0,2665.0,7951.0,1
1.6450220489048957e+18,-523.0,2652.0,7844.0,1
1.645022048952911e+18,-600.0,2408.0,7857.0,1
1.6450220490025244e+18,-561.0,2735.0,7850.0,1
1.6450220490538926e+18,-656.0,2619.0,7820.0,1
1.6450220491038618e+18,-620.0,2585.0,7603.0,1
1.645022049154705e+18,-450.0,2710.0,7794.0,1
1.6450220492039695e+18,-681.0,2394.0,8075.0,1
1.645022049254876e+18,-754.0,2690.0,7792.0,1
1.6450220493039752e+18,-757.0,2562.0,7666.0,1
1.6450220493588803e+18,-697.0,2472.0,7746.0,1
1.6450220494073416e+18,-723.0,2565.0,7720.0,1
1.6450220494583813e+18,-709.0,2704.0,7730.0,1
1.64502204950435e+18,-718.0,2429.0,7886.0,1
1.6450220495575388e+18,-655.0,2606.0,7791.0,1
1.6450220496028273e+18,-776.0,2565.0,8020.0,1
1.6450220496553638e+18,-726.0,2725.0,7743.0,1
1.645022049705392e+18,-799.0,2571.0,7720.0,1
1.6450220497602225e+18,-743.0,2888.0,7604.0,1
1.6450220498103516e+18,-659.0,2760.0,7654.0,1
1.6450220498558845e+18,-688.0,2488.0,8099.0,1
1.6450220499089393e+18,-507.0,2602.0,7856.0,1
1.6450220499565635e+18,-564.0,2781.0,7775.0,1
1.6450220500073772e+18,-644.0,2711.0,7765.0,1
1.6450220500566415e+18,-742.0,2558.0,7708.0,1
1.6450220501077332e+18,-742.0,2790.0,7811.0,1
1.6450220501563041e+18,-655.0,2696.0,7821.0,1
1.645022050208337e+18,-643.0,2721.0,7711.0,1
1.6450220502571244e+18,-667.0,2759.0,7774.0,1
1.6450220503085504e+18,-746.0,2137.0,7936.0,1
1.6450220503595046e+18,-631.0,2527.0,7894.0,1
1.6450220504075164e+18,-724.0,2650.0,7840.0,1
1.6450220504538232e+18,-588.0,2719.0,7790.0,1
1.6450220505096932e+18,-697.0,2217.0,7559.0,1
1.6450220505580431e+18,-771.0,2696.0,7926.0,1
1.6450220506082634e+18,-381.0,2277.0,7883.0,1
1.6450220506553293e+18,-378.0,2403.0,7869.0,1
1.6450220507085274e+18,-659.0,2543.0,7963.0,1
1.6450220527102487e+18,-997.0,2485.0,7756.0,1
1.6450220527617078e+18,-982.0,2614.0,7729.0,1
1.6450220528094733e+18,-996.0,2537.0,7742.0,1
1.6450220528616333e+18,-945.0,2585.0,7767.0,1
1.6450220529065242e+18,-945.0,2604.0,7761.0,1
1.6450220529627924e+18,-947.0,2644.0,7753.0,1
1.6450220530141658e+18,-950.0,2600.0,7697.0,1
1.64502205306253e+18,-920.0,2570.0,7771.0,1
1.645022053112472e+18,-906.0,2643.0,7727.0,1
1.6450220531620076e+18,-895.0,2646.0,7774.0,1
1.6450220532144317e+18,-860.0,2590.0,7686.0,1
1.6450220532581663e+18,-831.0,2636.0,7734.0,1
1.645022053312414e+18,-800.0,2684.0,7732.0,1
1.6450220533618112e+18,-692.0,2758.0,7748.0,1
1.6450220534142044e+18,-695.0,2687.0,7855.0,1
1.6450220534582367e+18,-644.0,2797.0,7729.0,1
1.645022053512759e+18,-701.0,2742.0,7844.0,1
1.645022053552676e+18,-689.0,2848.0,7850.0,1
1.6450220536126085e+18,-635.0,2803.0,7751.0,1
1.6450220536579384e+18,-691.0,2778.0,7809.0,1
1.645022053712332e+18,-739.0,2842.0,7737.0,1
1.6450220537592338e+18,-685.0,2838.0,7600.0,1
1.64502205381444e+18,-699.0,2817.0,7789.0,1
1.6450220538633224e+18,-691.0,2840.0,7720.0,1
1.645022053913397e+18,-706.0,2934.0,7618.0,1
1.6450220539578348e+18,-704.0,2819.0,7701.0,1
1.645022054012803e+18,-715.0,2857.0,7814.0,1
1.645022054058991e+18,-766.0,2913.0,7747.0,1
1.6450220541130332e+18,-707.0,2963.0,7732.0,1
1.6450220541625677e+18,-629.0,2775.0,7662.0,1
1.645022054208626e+18,-956.0,2960.0,7615.0,1
1.645022054259106e+18,-939.0,2958.0,7499.0,1
1.645022054312959e+18,-729.0,2778.0,7736.0,1
1.6450220543586982e+18,-772.0,2799.0,7735.0,1
1.645022054413703e+18,-733.0,2945.0,7731.0,1
1.6450220544594803e+18,-832.0,2558.0,7751.0,1
1.6450220545224156e+18,-760.0,3078.0,7644.0,1
1.6450220545598408e+18,-824.0,2954.0,7455.0,1
1.645022054613409e+18,-780.0,3013.0,7769.0,1
1.6450220546606543e+18,-766.0,2684.0,7941.0,1
1.645022054712562e+18,-791.0,3279.0,7487.0,1
1.645022054768253e+18,-781.0,2945.0,7593.0,1
1.6450220548133038e+18,-769.0,2686.0,7838.0,1
1.6450220548626806e+18,-864.0,2726.0,7681.0,1
1.6450220549126615e+18,-903.0,3084.0,7529.0,1
1.6450220549620378e+18,-766.0,3018.0,7598.0,1
1.6450220550118648e+18,-871.0,2915.0,7660.0,1
1.645022055066432e+18,-689.0,2800.0,7687.0,1
1.645022055112717e+18,-728.0,3146.0,7775.0,1
1.6450220551673802e+18,-769.0,3006.0,7540.0,1
1.645022055213215e+18,-724.0,3059.0,7666.0,1
1.6450220552626437e+18,-739.0,3079.0,7774.0,1
1.6450220553132288e+18,-694.0,3039.0,7574.0,1
1.6450220553627364e+18,-735.0,2993.0,7710.0,1
1.6450220554119823e+18,-738.0,3047.0,7612.0,1
1.645022055466231e+18,-754.0,3122.0,7623.0,1
1.645022055515311e+18,-779.0,3093.0,7652.0,1
1.645022055563156e+18,-808.0,3019.0,7575.0,1
1.6450220556132137e+18,-736.0,3118.0,7626.0,1
1.6450220556627827e+18,-668.0,3057.0,7617.0,1
1.645022055709797e+18,-696.0,3012.0,7576.0,1
1.64502205576674e+18,-699.0,3147.0,7637.0,1
1.645022055812108e+18,-579.0,3101.0,7548.0,1
1.6450220558622277e+18,-514.0,3092.0,7688.0,1
1.6450220559129823e+18,-580.0,3094.0,7761.0,1
1.6450220559627284e+18,-558.0,3207.0,7534.0,1
1.6450220560128732e+18,-429.0,3232.0,7650.0,1
1.645022056066277e+18,-486.0,3334.0,7631.0,1
1.6450220561140168e+18,-595.0,3059.0,7478.0,1
1.6450220561670262e+18,-365.0,3125.0,7599.0,1
1.645022056217723e+18,-310.0,3217.0,7831.0,1
1.6450220562629517e+18,-482.0,3296.0,7651.0,1
1.645022056319171e+18,-478.0,3245.0,7691.0,1
1.645022056365361e+18,-437.0,3111.0,7623.0,1
1.6450220564148892e+18,-446.0,3185.0,7625.0,1
1.6450220564663767e+18,-613.0,3181.0,7635.0,1
1.6450220565141924e+18,-589.0,3190.0,7448.0,1
1.645022056563621e+18,-444.0,3091.0,7610.0,1
1.6450220566178708e+18,-445.0,3193.0,7696.0,1
1.645022056661341e+18,-566.0,3218.0,7545.0,1
1.645022056713635e+18,-502.0,3183.0,7566.0,1
1.6450220567621993e+18,-391.0,3148.0,7663.0,1
1.6450220568133885e+18,-532.0,3282.0,7565.0,1
1.645022056866969e+18,-338.0,3201.0,7451.0,1
1.6450220569125176e+18,-264.0,3269.0,7844.0,1
1.6450220569636664e+18,-343.0,3275.0,7655.0,1
1.645022057018843e+18,-292.0,3256.0,7623.0,1
1.64502205706161e+18,-216.0,3241.0,7769.0,1
1.6450220571133366e+18,-307.0,3272.0,7650.0,1
1.6450220571635814e+18,-375.0,3244.0,7682.0,1
1.6450220572214318e+18,-403.0,3231.0,7655.0,1
1.6450220572621396e+18,-421.0,3160.0,7490.0,1
1.645022057318801e+18,-373.0,3234.0,7654.0,1
1.6450220573628972e+18,-411.0,3098.0,7707.0,1
1.6450220574170696e+18,-390.0,3215.0,7582.0,1
1.6450220574649848e+18,-382.0,3150.0,7682.0,1
1.6450220575182973e+18,-492.0,3204.0,7597.0,1
1.6450220575629376e+18,-528.0,3173.0,7585.0,1
1.6450220576150285e+18,-433.0,3275.0,7539.0,1
1.6450220576635274e+18,-390.0,3253.0,7545.0,1
1.6450220577174351e+18,-339.0,3155.0,7753.0,1
1.6450220577633147e+18,-249.0,3196.0,7685.0,1
1.6450220578176381e+18,-218.0,3207.0,7736.0,1
1.6450220578682427e+18,-295.0,3202.0,7686.0,1
1.6450220579165617e+18,-359.0,3193.0,7662.0,1
1.6450220579653123e+18,-397.0,3218.0,7663.0,1
1.645022058021106e+18,-388.0,3238.0,7572.0,1
1.645022058068179e+18,-484.0,3110.0,7567.0,1
1.6450220581154243e+18,-489.0,3184.0,7649.0,1
1.6450220581688133e+18,-424.0,3200.0,7545.0,1
1.645022058217688e+18,-434.0,3165.0,7622.0,1
1.6450220582693514e+18,-433.0,3146.0,7678.0,1
1.6450220583136376e+18,-419.0,3161.0,7596.0,1
1.6450220583662484e+18,-387.0,3222.0,7584.0,1
1.64502205841599e+18,-355.0,3167.0,7568.0,1
1.6450220584687304e+18,-297.0,3239.0,7624.0,1
1.6450220585186376e+18,-132.0,3155.0,7759.0,1
1.6450220585690304e+18,-142.0,3163.0,7782.0,1
1.6450220586160044e+18,-222.0,3240.0,7669.0,1
1.645022058672581e+18,-211.0,3340.0,7643.0,1
1.6450220587184914e+18,-252.0,3282.0,7748.0,1
1.6450220587666417e+18,-328.0,3198.0,7592.0,1
1.6450220588183043e+18,-343.0,3236.0,7556.0,1
1.6450220588713495e+18,-319.0,3242.0,7577.0,1
1.6450220589155154e+18,-254.0,3167.0,7665.0,1
1.645022058967335e+18,-206.0,3150.0,7796.0,1
1.6450220590187346e+18,-287.0,3150.0,7635.0,1
1.6450220590663263e+18,-348.0,3220.0,7591.0,1
1.645022059115953e+18,-363.0,3150.0,7596.0,1
1.6450220591668357e+18,-390.0,3192.0,7563.0,1
1.645022059216157e+18,-292.0,3189.0,7496.0,1
1.6450220592680195e+18,-180.0,3157.0,7763.0,1
1.6450220593156524e+18,-215.0,3208.0,7732.0,1
1.6450220593697126e+18,-176.0,3178.0,7639.0,1
1.6450220594207386e+18,-168.0,3276.0,7745.0,1
1.6450220594650063e+18,-226.0,3277.0,7575.0,1
1.6450220595210854e+18,-191.0,3234.0,7594.0,1
1.645022059565825e+18,-144.0,3281.0,7772.0,1
1.6450220596213018e+18,-201.0,3225.0,7689.0,1
1.6450220596713057e+18,-254.0,3210.0,7691.0,1
1.6450220597214438e+18,-301.0,3201.0,7665.0,1
1.6450220597702333e+18,-360.0,3184.0,7580.0,1
1.6450220598234708e+18,-322.0,3199.0,7578.0,1
1.645022059864849e+18,-293.0,3101.0,7630.0,1
1.6450220599205064e+18,-349.0,3175.0,7713.0,1
1.645022059970986e+18,-355.0,3091.0,7607.0,1
1.6450220600152998e+18,-346.0,3131.0,7585.0,1
1.6450220600656207e+18,-368.0,3178.0,7680.0,1
1.6450220601222966e+18,-324.0,3106.0,7488.0,1
1.645022060167256e+18,-224.0,3155.0,7650.0,1
1.6450220602218358e+18,-257.0,3232.0,7768.0,1
1.6450220602670385e+18,-287.0,3255.0,7541.0,1
1.6450220603215903e+18,-77.0,3168.0,7721.0,1
1.6450220603667476e+18,-88.0,3264.0,7836.0,1
1.6450220604208566e+18,-167.0,3232.0,7576.0,1
1.6450220604699287e+18,-114.0,3243.0,7666.0,1
1.6450220605215516e+18,-97.0,3236.0,7708.0,1
1.6450220605669501e+18,-213.0,3227.0,7735.0,1
1.6450220606221857e+18,-252.0,3194.0,7613.0,1
1.6450220606670525e+18,-225.0,3180.0,7548.0,1
1.6450220607184576e+18,-239.0,3215.0,7715.0,1
1.64502206077153e+18,-259.0,3140.0,7649.0,1
1.6450220608213204e+18,-310.0,3133.0,7572.0,1
1.6450220608705495e+18,-208.0,3144.0,7530.0,1
1.6450220609222134e+18,-237.0,3152.0,7631.0,1
1.6450220609646968e+18,-241.0,3156.0,7650.0,1
1.6450220610220652e+18,-168.0,3235.0,7706.0,1
1.6450220610711188e+18,-209.0,3250.0,7663.0,1
1.645022061118813e+18,-162.0,3209.0,7608.0,1
1.6450220611751813e+18,-104.0,3249.0,7659.0,1
1.6450220612220347e+18,-113.0,3242.0,7670.0,1
1.6450220612718725e+18,-131.0,3255.0,7724.0,1
1.6450220613239823e+18,-114.0,3246.0,7711.0,1
1.6450220613723822e+18,-182.0,3196.0,7711.0,1
1.645022061417947e+18,-227.0,3257.0,7555.0,1
1.6450220614708972e+18,-181.0,3174.0,7610.0,1
1.6450220615164618e+18,-195.0,3220.0,7791.0,1
1.645022061573046e+18,-234.0,3171.0,7637.0,1
1.645022061623055e+18,-240.0,3155.0,7661.0,1
1.6450220616718925e+18,-276.0,3206.0,7656.0,1
1.6450220617212846e+18,-380.0,3114.0,7520.0,1
1.645022061772277e+18,-337.0,3189.0,7623.0,1
1.6450220618211453e+18,-265.0,3183.0,7534.0,1
1.6450220618701752e+18,-222.0,3191.0,7611.0,1
1.6450220619230003e+18,-248.0,3189.0,7843.0,1
1.6450220619777352e+18,-163.0,3160.0,7645.0,1
1.645022062020442e+18,-155.0,3237.0,7721.0,1
1.6450220620701514e+18,-195.0,3235.0,7617.0,1
1.645022062120389e+18,-246.0,3234.0,7699.0,1
1.6450220621716716e+18,-221.0,3240.0,7622.0,1
1.645022062221021e+18,-176.0,3163.0,7629.0,1
1.6450220622712502e+18,-252.0,3191.0,7781.0,1
1.6450220623206784e+18,-319.0,3158.0,7627.0,1
1.6450220623733164e+18,-323.0,3157.0,7593.0,1
1.6450220624218698e+18,-357.0,3222.0,7679.0,1
1.6450220624712689e+18,-364.0,3140.0,7533.0,1
1.6450220625207283e+18,-391.0,3147.0,7680.0,1
1.6450220625724055e+18,-343.0,3142.0,7561.0,1
1.6450220626177393e+18,-374.0,3080.0,7613.0,1
1.6450220626725012e+18,-401.0,3157.0,7607.0,1
1.6450220627261402e+18,-258.0,3185.0,7537.0,1
1.6450220627740127e+18,-287.0,3288.0,7752.0,1
1.6450220628220675e+18,-232.0,3201.0,7618.0,1
1.6450220628714586e+18,-147.0,3140.0,7783.0,1
1.6450220629240026e+18,-240.0,3317.0,7621.0,1
1.6450220629727076e+18,-190.0,3243.0,7582.0,1
1.6450220630225083e+18,-232.0,3259.0,7801.0,1
1.6450220630739418e+18,-266.0,3198.0,7566.0,1
1.6450220631259894e+18,-136.0,3265.0,7648.0,1
1.6450220631734216e+18,-139.0,3225.0,7788.0,1
1.6450220632224115e+18,-192.0,3196.0,7577.0,1
1.6450220632738665e+18,-228.0,3242.0,7690.0,1
1.6450220633262474e+18,-166.0,3232.0,7626.0,1
1.6450220633733294e+18,-231.0,3203.0,7632.0,1
1.6450220634227523e+18,-195.0,3228.0,7590.0,1
1.6450220634736643e+18,-218.0,3188.0,7690.0,1
1.6450220635261975e+18,-254.0,3161.0,7544.0,1
1.6450220635699215e+18,-193.0,3321.0,7493.0,1
1.645022063625759e+18,-172.0,3228.0,7662.0,1
1.6450220636724157e+18,-122.0,3284.0,7616.0,1
1.6450220637276275e+18,-145.0,3370.0,7724.0,1
1.64502206377396e+18,-94.0,3286.0,7517.0,1
1.6450220638264018e+18,45.0,3250.0,7818.0,1
1.645022063871255e+18,-57.0,3342.0,7753.0,1
1.6450220639251418e+18,-82.0,3341.0,7553.0,1
1.6450220639724275e+18,-21.0,3193.0,7767.0,1
1.6450220640217203e+18,-19.0,3194.0,7653.0,1
1.6450220640716168e+18,-52.0,3302.0,7560.0,1
1.645022064126096e+18,-78.0,3261.0,7807.0,1
1.645022064171218e+18,-124.0,3123.0,7661.0,1
1.6450220642242924e+18,-174.0,3293.0,7541.0,1
1.6450220642751872e+18,-235.0,3307.0,7663.0,1
1.6450220643250593e+18,-194.0,3080.0,7624.0,1
1.6450220643739497e+18,-281.0,3230.0,7610.0,1
1.645022064426543e+18,-120.0,3212.0,7633.0,1
1.6450220644742234e+18,-195.0,3165.0,7663.0,1
1.645022064524814e+18,-248.0,3171.0,7699.0,1
1.645022064577139e+18,-147.0,3197.0,7560.0,1
1.6450220646229676e+18,-184.0,3288.0,7646.0,1
1.6450220646765437e+18,-214.0,3083.0,7644.0,1
1.6450220647247132e+18,-287.0,3321.0,7641.0,1
1.645022064774266e+18,-102.0,3237.0,7495.0,1
1.6450220648227986e+18,-48.0,3171.0,7644.0,1
1.6450220648777106e+18,-28.0,3282.0,7785.0,1
1.645022064924719e+18,-65.0,3220.0,7672.0,1
1.645022064979661e+18,-134.0,3330.0,7668.0,1
1.645022065025436e+18,-112.0,3221.0,7523.0,1
1.6450220650764403e+18,-46.0,3297.0,7711.0,1
1.6450220651255962e+18,-95.0,3235.0,7649.0,1
1.6450220651746132e+18,-136.0,3262.0,7547.0,1
1.6450220652264246e+18,33.0,3323.0,7606.0,1
1.6450220652771313e+18,74.0,3124.0,7722.0,1
1.645022065325653e+18,-139.0,3390.0,7744.0,1
1.645022065375244e+18,-185.0,3275.0,7506.0,1
1.6450220654246976e+18,-99.0,3393.0,7555.0,1
1.645022065478919e+18,13.0,3229.0,7630.0,1
1.6450220655245806e+18,15.0,3290.0,7679.0,1
1.6450220655749345e+18,79.0,3293.0,7717.0,1
1.6450220656271168e+18,35.0,3227.0,7667.0,1
1.645022065677282e+18,-35.0,3328.0,7685.0,1
1.6450220657218076e+18,-5.0,3255.0,7634.0,1
1.6450220657755914e+18,2.0,3249.0,7631.0,1
