timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose,File Name
1.6463906638083244e+18,4505.0,5533.0,5750.0,frame_1100.jpeg
1.6463906638485757e+18,4175.0,4764.0,6462.0,frame_1101.jpeg
1.6463906638943905e+18,4184.0,4686.0,6484.0,frame_1102.jpeg
1.646390663982825e+18,4238.0,4603.0,6420.0,frame_1103.jpeg
1.6463906640125258e+18,4172.0,4202.0,6069.0,frame_1104.jpeg
1.6463906640640527e+18,3847.0,4461.0,5144.0,frame_1105.jpeg
1.6463906641107988e+18,4902.0,4524.0,4314.0,frame_1106.jpeg
1.6463906641614725e+18,5156.0,5464.0,3366.0,frame_1107.jpeg
1.6463906642115287e+18,5201.0,6869.0,2826.0,frame_1108.jpeg
1.646390664266432e+18,5021.0,7113.0,2205.0,frame_1109.jpeg
1.6463906643053565e+18,4995.0,7559.0,1957.0,frame_1110.jpeg
1.6463906643649472e+18,4834.0,7833.0,1287.0,frame_1111.jpeg
1.6463906644109768e+18,4848.0,7214.0,1198.0,frame_1112.jpeg
1.646390664466571e+18,4852.0,8032.0,339.0,frame_1113.jpeg
1.6463906645105508e+18,4607.0,7316.0,510.0,frame_1114.jpeg
1.6463906645657905e+18,4681.0,7873.0,215.0,frame_1115.jpeg
1.646390664612194e+18,4715.0,7199.0,276.0,frame_1116.jpeg
1.6463906646649505e+18,5111.0,7470.0,161.0,frame_1117.jpeg
1.646390664711857e+18,5107.0,7048.0,-1.0,frame_1118.jpeg
1.6463906647647447e+18,5146.0,7110.0,18.0,frame_1119.jpeg
1.6463906648110497e+18,4935.0,7112.0,48.0,frame_1120.jpeg
1.6463906648666545e+18,4937.0,7404.0,147.0,frame_1121.jpeg
1.6463906649125716e+18,4985.0,7150.0,73.0,frame_1122.jpeg
1.646390664961282e+18,4969.0,7064.0,121.0,frame_1123.jpeg
1.6463906650123878e+18,4950.0,7163.0,103.0,frame_1124.jpeg
1.6463906650621668e+18,5105.0,6892.0,185.0,frame_1125.jpeg
1.6463906651089536e+18,5075.0,7179.0,106.0,frame_1126.jpeg
1.6463906651618547e+18,4995.0,7338.0,162.0,frame_1127.jpeg
1.6463906652132188e+18,5019.0,7259.0,137.0,frame_1128.jpeg
1.6463906652614804e+18,4881.0,7330.0,397.0,frame_1129.jpeg
1.6463906653137969e+18,4885.0,7105.0,445.0,frame_1130.jpeg
1.6463906653624067e+18,4869.0,7282.0,230.0,frame_1131.jpeg
1.6463906654128502e+18,4795.0,7238.0,435.0,frame_1132.jpeg
1.646390665462114e+18,4332.0,7318.0,158.0,frame_1133.jpeg
1.646391176253171e+18,-132.0,7070.0,4463.0,frame_11336.jpeg
1.6463911762998922e+18,-129.0,7173.0,4467.0,frame_11337.jpeg
1.646391176355e+18,-166.0,7163.0,4280.0,frame_11338.jpeg
1.646391176401124e+18,-151.0,7296.0,4317.0,frame_11339.jpeg
1.6463906655123336e+18,4035.0,7887.0,-238.0,frame_1134.jpeg
1.646391176453723e+18,-128.0,7166.0,4269.0,frame_11340.jpeg
1.646391176502266e+18,-128.0,7241.0,4199.0,frame_11341.jpeg
1.6463911765552937e+18,-127.0,7141.0,4217.0,frame_11342.jpeg
1.646391176608576e+18,-104.0,7194.0,4145.0,frame_11343.jpeg
1.6463911766562665e+18,-50.0,7194.0,4175.0,frame_11344.jpeg
1.6463911767069576e+18,-50.0,7315.0,4157.0,frame_11345.jpeg
1.6463911767510287e+18,-101.0,7367.0,4136.0,frame_11346.jpeg
1.6463911768140726e+18,-137.0,7397.0,4157.0,frame_11347.jpeg
