timestamp,a_right_backPose,b_right_backPose,c_right_backPose,File Name
1.646393874692655e+18,-3485.0,7184.0,-1534.0,frame_100.jpeg
1.6463938747664038e+18,-3505.0,7161.0,-1584.0,frame_101.jpeg
1.6463938748195226e+18,-3636.0,7213.0,-1652.0,frame_102.jpeg
1.646393874860437e+18,-3694.0,7221.0,-1650.0,frame_103.jpeg
1.6463938749198653e+18,-3695.0,7184.0,-1649.0,frame_104.jpeg
1.6463938749679286e+18,-3730.0,7209.0,-1590.0,frame_105.jpeg
1.6463938750081144e+18,-3739.0,7210.0,-1588.0,frame_106.jpeg
1.6463938750546621e+18,-3741.0,7210.0,-1593.0,frame_107.jpeg
1.6463938751712548e+18,-3744.0,7213.0,-1600.0,frame_108.jpeg
1.6463938751712548e+18,-3744.0,7213.0,-1600.0,frame_109.jpeg
1.6463938752179016e+18,-3749.0,7230.0,-1614.0,frame_110.jpeg
1.6463938752596705e+18,-3760.0,7213.0,-1632.0,frame_111.jpeg
1.646393875341153e+18,-3750.0,7211.0,-1631.0,frame_112.jpeg
1.6463939261826202e+18,-8162.0,1596.0,-2983.0,frame_1128.jpeg
1.6463939262297656e+18,-8219.0,1735.0,-2107.0,frame_1129.jpeg
1.646393875341153e+18,-3750.0,7211.0,-1631.0,frame_113.jpeg
1.6463939262840842e+18,-6979.0,1672.0,-1492.0,frame_1130.jpeg
1.6463939263306511e+18,-6614.0,1432.0,-1012.0,frame_1131.jpeg
1.646393926382526e+18,-6773.0,1114.0,-928.0,frame_1132.jpeg
1.6463939264245166e+18,-6967.0,947.0,-1083.0,frame_1133.jpeg
1.6463939264833395e+18,-7741.0,483.0,-1538.0,frame_1134.jpeg
1.646393926531355e+18,-7936.0,252.0,-1660.0,frame_1135.jpeg
1.646393926582495e+18,-8159.0,32.0,-1528.0,frame_1136.jpeg
1.6463939266285094e+18,-8294.0,194.0,-1429.0,frame_1137.jpeg
1.6463939266856899e+18,-8237.0,336.0,-1233.0,frame_1138.jpeg
1.6463939267310684e+18,-8168.0,314.0,-1023.0,frame_1139.jpeg
1.6463938754287987e+18,-3743.0,7214.0,-1644.0,frame_114.jpeg
1.6463939267866637e+18,-8166.0,315.0,-1006.0,frame_1140.jpeg
1.6463939268301668e+18,-8154.0,369.0,-1111.0,frame_1141.jpeg
1.6463939268829038e+18,-8273.0,446.0,-1111.0,frame_1142.jpeg
1.6463939269312376e+18,-8223.0,440.0,-1040.0,frame_1143.jpeg
1.646393926983189e+18,-8264.0,328.0,-1055.0,frame_1144.jpeg
1.6463939270284408e+18,-8299.0,113.0,-1171.0,frame_1145.jpeg
1.6463939270825004e+18,-8283.0,-49.0,-1254.0,frame_1146.jpeg
1.6463939271294502e+18,-8063.0,-184.0,-1180.0,frame_1147.jpeg
1.64639392718188e+18,-8243.0,136.0,-837.0,frame_1148.jpeg
1.6463939272336113e+18,-8140.0,427.0,-226.0,frame_1149.jpeg
1.646393875469397e+18,-3735.0,7215.0,-1646.0,frame_115.jpeg
