timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose,File Name
1.6463938747168863e+18,-7519.0,-3101.0,2146.0,frame_100.jpeg
1.646393874764395e+18,-7509.0,-3036.0,2214.0,frame_101.jpeg
1.646393874819017e+18,-7520.0,-3028.0,2241.0,frame_102.jpeg
1.6463938748607073e+18,-7504.0,-3041.0,2237.0,frame_103.jpeg
1.6463938749183923e+18,-7486.0,-2994.0,2159.0,frame_104.jpeg
1.6463938749654676e+18,-7478.0,-3017.0,2145.0,frame_105.jpeg
1.6463938750196308e+18,-7489.0,-3051.0,2191.0,frame_106.jpeg
1.6463938750670612e+18,-7501.0,-3061.0,2220.0,frame_107.jpeg
1.6463938751183964e+18,-7537.0,-3070.0,2257.0,frame_108.jpeg
1.646393875161966e+18,-7542.0,-3090.0,2250.0,frame_109.jpeg
1.6463938752188544e+18,-7500.0,-3046.0,2259.0,frame_110.jpeg
1.6463938752631398e+18,-7494.0,-3042.0,2242.0,frame_111.jpeg
1.6463938753173478e+18,-7495.0,-3034.0,2207.0,frame_112.jpeg
1.6463939261845202e+18,2107.0,-2979.0,3403.0,frame_1128.jpeg
1.646393926228275e+18,1531.0,-406.0,4036.0,frame_1129.jpeg
1.6463938753670118e+18,-7498.0,-3028.0,2237.0,frame_113.jpeg
1.646393926281105e+18,2127.0,-1839.0,5106.0,frame_1130.jpeg
1.6463939263290296e+18,3155.0,447.0,5760.0,frame_1131.jpeg
1.6463939263802604e+18,3485.0,-328.0,6587.0,frame_1132.jpeg
1.6463939264282217e+18,3644.0,1279.0,7140.0,frame_1133.jpeg
1.6463939264799127e+18,3628.0,893.0,7564.0,frame_1134.jpeg
1.6463939265287252e+18,3760.0,983.0,7290.0,frame_1135.jpeg
1.646393926581585e+18,3577.0,1130.0,7561.0,frame_1136.jpeg
1.646393926629475e+18,3709.0,1155.0,7240.0,frame_1137.jpeg
1.646393926684277e+18,3750.0,1385.0,7130.0,frame_1138.jpeg
1.6463939267312445e+18,4168.0,642.0,7323.0,frame_1139.jpeg
1.6463938754196047e+18,-7498.0,-3044.0,2258.0,frame_114.jpeg
1.6463939267804332e+18,4078.0,786.0,7270.0,frame_1140.jpeg
1.6463939268288238e+18,4043.0,614.0,7365.0,frame_1141.jpeg
1.6463939268812777e+18,3795.0,657.0,7565.0,frame_1142.jpeg
1.6463939269332705e+18,4072.0,1100.0,7353.0,frame_1143.jpeg
1.6463939269863265e+18,4380.0,805.0,7410.0,frame_1144.jpeg
1.6463939270309412e+18,4197.0,1104.0,7172.0,frame_1145.jpeg
1.6463939270852764e+18,3926.0,480.0,7585.0,frame_1146.jpeg
1.6463939271286339e+18,3756.0,1292.0,7621.0,frame_1147.jpeg
1.646393927180777e+18,3628.0,632.0,7562.0,frame_1148.jpeg
1.646393927228048e+18,4052.0,922.0,7388.0,frame_1149.jpeg
1.6463938754683459e+18,-7501.0,-3031.0,2288.0,frame_115.jpeg
1.6463939272837814e+18,4009.0,850.0,7445.0,frame_1150.jpeg
1.6463939273357517e+18,3956.0,823.0,7407.0,frame_1151.jpeg
1.6463939273819666e+18,3734.0,322.0,7511.0,frame_1152.jpeg
1.646393927433268e+18,3462.0,210.0,7367.0,frame_1153.jpeg
1.646393927483794e+18,3702.0,844.0,6929.0,frame_1154.jpeg
1.646393927530422e+18,4212.0,5.0,6957.0,frame_1155.jpeg
1.646393927582272e+18,4376.0,304.0,6857.0,frame_1156.jpeg
1.646393927632557e+18,4371.0,-146.0,6686.0,frame_1157.jpeg
1.6463939276840205e+18,4590.0,-103.0,6440.0,frame_1158.jpeg
1.646393927733328e+18,5010.0,-502.0,6901.0,frame_1159.jpeg
1.6463938755183631e+18,-7501.0,-3042.0,2305.0,frame_116.jpeg
1.6463939277838062e+18,4648.0,-219.0,7412.0,frame_1160.jpeg
1.64639392783293e+18,4537.0,159.0,7260.0,frame_1161.jpeg
1.6463939278800643e+18,4363.0,-189.0,7444.0,frame_1162.jpeg
1.6463939279301834e+18,4321.0,423.0,7482.0,frame_1163.jpeg
1.6463939279813312e+18,4434.0,85.0,7549.0,frame_1164.jpeg
1.6463939280347848e+18,4277.0,-26.0,7738.0,frame_1165.jpeg
1.6463939280828372e+18,4419.0,-129.0,7237.0,frame_1166.jpeg
1.6463939281329126e+18,4608.0,48.0,6866.0,frame_1167.jpeg
1.6463939281812913e+18,4415.0,-182.0,6434.0,frame_1168.jpeg
1.6463939282377293e+18,4783.0,39.0,6998.0,frame_1169.jpeg
1.6463938755649119e+18,-7485.0,-2998.0,2265.0,frame_117.jpeg
1.6463939282822753e+18,4683.0,-239.0,6910.0,frame_1170.jpeg
1.6463939283294418e+18,4317.0,573.0,6907.0,frame_1171.jpeg
1.6463939283836e+18,3059.0,5.0,7730.0,frame_1172.jpeg
1.6463939284333568e+18,1882.0,-1271.0,7733.0,frame_1173.jpeg
1.646393928489168e+18,3329.0,-1395.0,6733.0,frame_1174.jpeg
1.6463939285336233e+18,5597.0,1328.0,5495.0,frame_1175.jpeg
1.6463939285821937e+18,6227.0,2719.0,6514.0,frame_1176.jpeg
1.6463939286343045e+18,6733.0,4106.0,6988.0,frame_1177.jpeg
1.6463939286820413e+18,7499.0,4014.0,7297.0,frame_1178.jpeg
1.646393928735597e+18,7700.0,2340.0,6227.0,frame_1179.jpeg
1.6463938756267433e+18,-7469.0,-2964.0,2235.0,frame_118.jpeg
1.6463939287813194e+18,6295.0,1233.0,6397.0,frame_1180.jpeg
1.6463939288365107e+18,5008.0,1967.0,5355.0,frame_1181.jpeg
1.6463939288823788e+18,3517.0,1718.0,6134.0,frame_1182.jpeg
1.646393928932229e+18,3266.0,1704.0,6533.0,frame_1183.jpeg
1.6463939289875827e+18,3777.0,1971.0,7184.0,frame_1184.jpeg
1.6463939290374802e+18,4306.0,2001.0,6982.0,frame_1185.jpeg
1.6463939290867615e+18,4285.0,1374.0,7295.0,frame_1186.jpeg
1.6463939291320333e+18,4553.0,2282.0,7218.0,frame_1187.jpeg
1.6463939291854728e+18,4367.0,2221.0,7048.0,frame_1188.jpeg
1.6463939292336927e+18,4148.0,2140.0,6634.0,frame_1189.jpeg
1.6463938756699597e+18,-7481.0,-3006.0,2246.0,frame_119.jpeg
1.6463939292871514e+18,4129.0,1305.0,6907.0,frame_1190.jpeg
1.6463939293377477e+18,4094.0,1005.0,6700.0,frame_1191.jpeg
