timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, BOLT_RIGHT
1.64614904118212e+18,-1292.0,-1856.0,7667.0,1
1.6461490412342902e+18,-2270.0,-1714.0,9662.0,1
1.6461490413042394e+18,-2288.0,-928.0,9465.0,1
1.6461490413355628e+18,-1889.0,-403.0,8636.0,1
1.6461490413824056e+18,-364.0,-50.0,7835.0,1
1.646149041432548e+18,321.0,-639.0,8269.0,1
1.646149041483352e+18,262.0,808.0,8141.0,1
1.6461490415340895e+18,247.0,2078.0,7008.0,1
1.6461490415826358e+18,-237.0,-249.0,6517.0,1
1.6461490416329533e+18,-1250.0,-978.0,8062.0,1
1.646149041686428e+18,-1492.0,-89.0,8737.0,1
1.6461490417358991e+18,-1706.0,-417.0,8274.0,1
1.6461490417879347e+18,-1699.0,254.0,7208.0,1
1.6461490418354322e+18,-1865.0,344.0,7362.0,1
1.6461490418880425e+18,-1231.0,-116.0,7377.0,1
1.646149041937943e+18,-1099.0,961.0,7545.0,1
1.6461490419877207e+18,-1569.0,1961.0,8005.0,1
1.6461490420311468e+18,-2177.0,655.0,7894.0,1
1.6461490420873667e+18,-3043.0,220.0,7514.0,1
1.6461490421336502e+18,-3951.0,-1416.0,7543.0,1
1.646149042201399e+18,-4388.0,-1372.0,7365.0,1
1.6461490422362122e+18,-5393.0,1009.0,7488.0,1
1.6461490422879836e+18,-4630.0,2122.0,7429.0,1
1.6461490423321864e+18,-3861.0,2810.0,7335.0,1
1.6461490423832476e+18,-2345.0,2782.0,7603.0,1
1.6461490424328947e+18,-1700.0,2580.0,8432.0,1
1.6461490424872323e+18,-384.0,3225.0,7923.0,1
1.6461490425329636e+18,481.0,1695.0,8023.0,1
1.6461490425856753e+18,834.0,2100.0,7552.0,1
1.646149042634033e+18,869.0,1112.0,7977.0,1
1.6461490426871985e+18,-54.0,2233.0,8218.0,1
1.6461490427334723e+18,-530.0,942.0,8124.0,1
1.6461490427848804e+18,-1860.0,2819.0,7917.0,1
1.6461490428327063e+18,-1980.0,1694.0,7734.0,1
