timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, HANDOVER_LEFT
1.6461490363785016e+18,2310.0,5571.0,5767.0,1
1.6461490364285376e+18,2277.0,5625.0,5794.0,1
1.6461490364779343e+18,2292.0,5620.0,5782.0,1
1.6461490365245207e+18,2284.0,5599.0,5823.0,1
1.6461490365787187e+18,2153.0,5616.0,5940.0,1
1.6461490366249098e+18,2084.0,5629.0,5957.0,1
1.6461490366789832e+18,2043.0,5686.0,6001.0,1
1.6461490367258022e+18,2014.0,5683.0,5981.0,1
1.646149036778456e+18,2047.0,5594.0,5830.0,1
1.646149036834231e+18,1914.0,5656.0,5913.0,1
1.646149036878786e+18,1875.0,5625.0,5945.0,1
1.6461490369319017e+18,1878.0,5649.0,6013.0,1
1.6461490369811958e+18,1848.0,5610.0,6061.0,1
1.6461490370295293e+18,1799.0,5589.0,6154.0,1
1.6461490370785219e+18,1793.0,5480.0,6077.0,1
1.6461490371304008e+18,1719.0,5371.0,6071.0,1
1.6461490371791752e+18,1703.0,5371.0,6047.0,1
1.646149037236268e+18,1737.0,5368.0,6046.0,1
1.6461490372786644e+18,1781.0,5394.0,6033.0,1
1.6461490373306836e+18,1817.0,5488.0,6066.0,1
1.6461490373761505e+18,1777.0,5483.0,6039.0,1
1.6461490374314273e+18,1843.0,5524.0,6124.0,1
1.6461490374788588e+18,1836.0,5533.0,6143.0,1
1.6461490375284447e+18,1735.0,5536.0,6184.0,1
1.6461490375809183e+18,1676.0,5512.0,6193.0,1
1.6461490376289587e+18,1668.0,5432.0,6146.0,1
1.6461490376764867e+18,1658.0,5437.0,6157.0,1
1.646149037730659e+18,1644.0,5415.0,6148.0,1
1.6461490377783145e+18,1659.0,5442.0,6126.0,1
1.6461490378309522e+18,1707.0,5421.0,6087.0,1
1.6461490378760817e+18,1745.0,5509.0,6113.0,1
1.6461490379308687e+18,1725.0,5531.0,6187.0,1
1.6461490379773873e+18,1723.0,5456.0,6192.0,1
1.6461490380314145e+18,1701.0,5403.0,6147.0,1
1.6461490380806623e+18,1644.0,5448.0,6133.0,1
1.6461490381318822e+18,1653.0,5501.0,6124.0,1
1.646149038180629e+18,1651.0,5504.0,6127.0,1
1.6461490382288317e+18,1686.0,5516.0,6145.0,1
1.6461490382765814e+18,1715.0,5468.0,6140.0,1
1.6461490383305938e+18,1688.0,5492.0,6140.0,1
1.646149038378998e+18,1678.0,5498.0,6106.0,1
1.6461490384319557e+18,1705.0,5499.0,6119.0,1
1.6461490384836772e+18,1731.0,5543.0,6135.0,1
1.646149038529897e+18,1747.0,5601.0,6181.0,1
1.6461490385820746e+18,1998.0,5715.0,6092.0,1
1.646149038631027e+18,2599.0,6164.0,5936.0,1
1.646149038682487e+18,3221.0,6607.0,5559.0,1
1.646149038726698e+18,3629.0,7047.0,4975.0,1
1.6461490387827827e+18,3728.0,7308.0,4148.0,1
1.646149038832099e+18,3312.0,6193.0,4417.0,1
1.6461492180054003e+18,-7667.0,-2355.0,2410.0,1
1.646149218056175e+18,-8767.0,-2152.0,2807.0,1
1.646149218106322e+18,-9021.0,-1941.0,2893.0,1
1.646149218154631e+18,-8607.0,-1549.0,2985.0,1
1.6461492182071836e+18,-8048.0,-1511.0,2614.0,1
1.6461492182549796e+18,-7199.0,-1486.0,2637.0,1
1.646149218306268e+18,-6175.0,-64.0,2337.0,1
1.6461492183565276e+18,-5930.0,-437.0,3793.0,1
1.6461492184052913e+18,-5716.0,-730.0,4212.0,1
1.646149218451687e+18,-5882.0,315.0,4805.0,1
1.6461492185065943e+18,-5775.0,889.0,4971.0,1
1.646149218555329e+18,-5529.0,1457.0,5339.0,1
1.6461492186059428e+18,-5102.0,2483.0,5393.0,1
1.64614921865811e+18,-4730.0,2840.0,5035.0,1
1.6461492187048737e+18,-4075.0,3298.0,5011.0,1
1.6461492187569037e+18,-3399.0,4080.0,4984.0,1
1.6461492188309517e+18,-3048.0,4296.0,4902.0,1
1.64614921885728e+18,-2970.0,4299.0,4903.0,1
1.6461492189062815e+18,-1385.0,6738.0,5505.0,1
1.6461492189566902e+18,66.0,8095.0,5960.0,1
1.6461492190065441e+18,1954.0,9054.0,5618.0,1
1.64614921905664e+18,2675.0,8296.0,5285.0,1
1.6461492191067645e+18,2584.0,6059.0,4605.0,1
1.6461492191569782e+18,725.0,4047.0,5268.0,1
1.646149219207748e+18,-171.0,4400.0,5294.0,1
