timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, PICKUP_RIGHT
1.646148864007332e+18,-4675.0,1976.0,7182.0,1
1.646148864062345e+18,-5334.0,1683.0,6971.0,1
1.6461488641123558e+18,-5060.0,2387.0,6142.0,1
1.6461488641631744e+18,-4139.0,2112.0,5268.0,1
1.646148864208568e+18,-3360.0,2461.0,5964.0,1
1.6461488642634317e+18,-3104.0,3793.0,6339.0,1
1.6461488643079793e+18,-3484.0,2591.0,7140.0,1
1.6461488643601428e+18,-4774.0,1656.0,7115.0,1
1.6461488644142612e+18,-6936.0,2155.0,6958.0,1
1.646148864462313e+18,-6582.0,4097.0,7209.0,1
1.6461488645132782e+18,-4987.0,3904.0,6595.0,1
1.6461488645588605e+18,-3275.0,5118.0,5703.0,1
1.6461488648610506e+18,-776.0,4694.0,5712.0,1
1.646148864917351e+18,-708.0,5155.0,5469.0,1
1.6461488649635802e+18,-866.0,5921.0,6107.0,1
1.6461488650127299e+18,-541.0,5169.0,5704.0,1
1.646148865064311e+18,-593.0,6155.0,6147.0,1
1.6461488651144018e+18,-291.0,5703.0,6239.0,1
1.646148865159124e+18,-133.0,5571.0,6259.0,1
1.6461488652148557e+18,238.0,5106.0,6246.0,1
1.6461488652609032e+18,251.0,5617.0,6461.0,1
1.6461488653178445e+18,264.0,4002.0,6484.0,1
1.6461488653597353e+18,439.0,3952.0,6372.0,1
1.6461488654176343e+18,316.0,4575.0,6301.0,1
1.646148865464672e+18,38.0,5225.0,6708.0,1
1.646148865513825e+18,283.0,6043.0,6832.0,1
1.6461488655620244e+18,427.0,5320.0,6248.0,1
1.646148865613604e+18,733.0,5996.0,6198.0,1
1.6461488656612234e+18,534.0,5860.0,6625.0,1
1.646148865712879e+18,556.0,5583.0,6079.0,1
1.6461488657612618e+18,152.0,5966.0,5568.0,1
1.646148865816869e+18,672.0,5468.0,5162.0,1
1.6461488658608863e+18,1565.0,4542.0,4311.0,1
1.6461488659154394e+18,342.0,5933.0,4295.0,1
1.6461488659635395e+18,-172.0,9256.0,3692.0,1
1.646148866017558e+18,495.0,9424.0,2218.0,1
1.6461488660631892e+18,534.0,9688.0,911.0,1
1.646148866115926e+18,838.0,9467.0,-498.0,1
1.646148866162801e+18,1269.0,7750.0,-343.0,1
1.6461488662157225e+18,1370.0,7150.0,-501.0,1
1.646148866268887e+18,878.0,7597.0,-730.0,1
1.6461488663116393e+18,1595.0,8575.0,-2236.0,1
1.6461488663685322e+18,1764.0,8023.0,-2067.0,1
1.6461488664146703e+18,1821.0,8292.0,-2000.0,1
1.6461488664664072e+18,1724.0,8198.0,-1851.0,1
1.6461488665137656e+18,1738.0,8042.0,-2096.0,1
1.6461488665684152e+18,1366.0,8510.0,-2089.0,1
1.6461488666063204e+18,1211.0,8226.0,-2249.0,1
1.6461488666670152e+18,1325.0,8366.0,-2123.0,1
1.6461488667129976e+18,1490.0,8195.0,-2172.0,1
1.6461488667674514e+18,1561.0,8278.0,-2145.0,1
1.6461488668159135e+18,1776.0,8180.0,-2129.0,1
1.6461488668671276e+18,1682.0,8124.0,-2111.0,1
1.646148866915692e+18,1045.0,8579.0,-1883.0,1
1.6461488669665434e+18,791.0,8184.0,-1596.0,1
1.646148867012802e+18,670.0,7584.0,-1816.0,1
1.6461488670661146e+18,155.0,7891.0,-2233.0,1
1.646148867116109e+18,-96.0,7582.0,-2340.0,1
1.6461488671674476e+18,-457.0,8145.0,-1298.0,1
1.6461488672161677e+18,199.0,8073.0,-2003.0,1
1.6461488672628518e+18,519.0,8067.0,-2560.0,1
1.6461488673170872e+18,387.0,8498.0,-2685.0,1
1.6461488673664387e+18,625.0,8826.0,-2889.0,1
1.646148867412446e+18,-77.0,8830.0,-2237.0,1
1.6461488674671045e+18,-230.0,9083.0,-3414.0,1
1.6461488675155236e+18,-1732.0,8689.0,-1709.0,1
1.6461488675656215e+18,-1794.0,8191.0,-2157.0,1
1.646148867611218e+18,-1402.0,7587.0,-2441.0,1
1.6461488676677496e+18,-1561.0,7499.0,-1263.0,1
1.6461488677155026e+18,-2024.0,7644.0,65.0,1
1.6461488677668209e+18,-2006.0,8257.0,-433.0,1
1.6461488678165222e+18,-2815.0,7491.0,2027.0,1
1.6461488678682903e+18,-2077.0,7515.0,1696.0,1
1.646148867916301e+18,-2265.0,8122.0,1597.0,1
1.646148867969715e+18,-2212.0,7357.0,3356.0,1
1.6461488680169705e+18,-3101.0,3937.0,5322.0,1
1.6461488680684022e+18,-3690.0,3883.0,5856.0,1
1.646148868122041e+18,-4746.0,3437.0,7394.0,1
1.646148868167667e+18,-4524.0,3014.0,6916.0,1
1.6461488682163453e+18,-4047.0,2230.0,6275.0,1
1.6461488682675848e+18,-4290.0,2363.0,6478.0,1
