timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, ASSEMBLY1_BIMANUAL
1.6461488319704627e+18,-2974.0,7630.0,2161.0,1
1.646148832024058e+18,-3218.0,7729.0,2356.0,1
1.646148832068589e+18,-3019.0,7506.0,2575.0,1
1.6461488321206438e+18,-2975.0,7371.0,3289.0,1
1.6461488321715756e+18,-2916.0,7216.0,3146.0,1
1.6461488322237788e+18,-2810.0,8073.0,3139.0,1
1.6461488322689928e+18,-2480.0,8203.0,3229.0,1
1.6461488323248663e+18,-2087.0,7428.0,3633.0,1
1.6461488323646868e+18,-1562.0,7282.0,3980.0,1
1.6461488324194424e+18,-929.0,6319.0,4106.0,1
1.646148832473e+18,-729.0,7023.0,5049.0,1
1.646148832525145e+18,-189.0,6384.0,4680.0,1
1.6461488325690934e+18,-62.0,6108.0,4211.0,1
1.6461488326275126e+18,-790.0,6073.0,6600.0,1
1.646148832667802e+18,-460.0,6433.0,6209.0,1
1.646148832723762e+18,385.0,4564.0,6089.0,1
1.6461488327758958e+18,679.0,4040.0,6536.0,1
1.6461488328234342e+18,249.0,3752.0,5818.0,1
1.6461488328690716e+18,-141.0,4388.0,7434.0,1
1.646148832924252e+18,237.0,2986.0,6781.0,1
1.6461488329726922e+18,1151.0,1765.0,3189.0,1
1.6461488330191437e+18,-1167.0,6869.0,5071.0,1
1.6461488330741816e+18,-1484.0,6244.0,6709.0,1
1.646148833123919e+18,-1452.0,6118.0,7247.0,1
1.6461488331691292e+18,-1092.0,4432.0,7952.0,1
1.6461488332228767e+18,-1462.0,2464.0,8040.0,1
1.6461488332743844e+18,-1924.0,4077.0,6934.0,1
1.6461488333232246e+18,-1769.0,3822.0,6416.0,1
1.6461488333730916e+18,-1553.0,3184.0,6254.0,1
1.6461488334256893e+18,-1238.0,4428.0,4268.0,1
1.6461488334731958e+18,-1734.0,6093.0,3036.0,1
1.6461488335242596e+18,-1385.0,6514.0,1805.0,1
1.6461488335744494e+18,-2685.0,8322.0,544.0,1
1.646148833623371e+18,-3398.0,9704.0,-1008.0,1
1.6461488336726636e+18,-3844.0,9707.0,-1531.0,1
1.6461488337243464e+18,-4384.0,8806.0,-142.0,1
1.646148833775556e+18,-4583.0,9513.0,936.0,1
1.6461488338245455e+18,-3030.0,8081.0,1196.0,1
1.6461488338739162e+18,-2611.0,7227.0,3723.0,1
1.6461488339234954e+18,-1561.0,6884.0,4358.0,1
1.646148833974833e+18,-2261.0,4363.0,4903.0,1
1.6461488340235264e+18,-3350.0,3685.0,5025.0,1
1.6461488340749888e+18,-4318.0,2566.0,5144.0,1
1.6461488341244237e+18,-5379.0,2011.0,4871.0,1
1.6461488341763674e+18,-6912.0,1210.0,6535.0,1
1.6461488342242427e+18,-7721.0,3149.0,5641.0,1
1.6461488342752865e+18,-7717.0,3423.0,6911.0,1
1.6461488343244424e+18,-6067.0,3697.0,6500.0,1
1.6461488343754957e+18,-3722.0,4912.0,5895.0,1
1.6461488344231242e+18,-1859.0,4427.0,5196.0,1
1.6461488344759974e+18,-1482.0,4204.0,5264.0,1
1.6461488345232248e+18,-1376.0,4372.0,5460.0,1
1.6461488345793085e+18,-1562.0,4536.0,5681.0,1
1.6461488346225682e+18,-1766.0,4957.0,5895.0,1
1.6461488346722015e+18,-1707.0,4587.0,5842.0,1
1.6461488347244677e+18,-1945.0,5009.0,5889.0,1
1.646148834773868e+18,-1877.0,5355.0,5622.0,1
1.6461488348230436e+18,-1746.0,4828.0,5848.0,1
1.646148834877708e+18,-1900.0,5219.0,6172.0,1
1.646148834929409e+18,-1951.0,5483.0,6101.0,1
1.6461488349767726e+18,-1931.0,5255.0,6191.0,1
1.64614883502871e+18,-1905.0,5094.0,6671.0,1
1.6461488350735857e+18,-1630.0,5536.0,6471.0,1
1.6461488351252142e+18,-1327.0,4011.0,6480.0,1
1.6461488351748147e+18,-1058.0,4061.0,6114.0,1
1.6461488352287053e+18,-1369.0,4849.0,6132.0,1
1.6461488352738156e+18,-1617.0,5063.0,6232.0,1
1.6461488353283953e+18,-1446.0,4973.0,6247.0,1
1.6461488353727603e+18,-1445.0,5089.0,6038.0,1
1.646148835429053e+18,-1574.0,5786.0,6155.0,1
1.646148835473439e+18,-1525.0,5485.0,6467.0,1
1.6461488355293798e+18,-1222.0,6112.0,6340.0,1
1.6461488355735956e+18,-1217.0,3885.0,6520.0,1
1.6461488356299668e+18,-1216.0,4975.0,6436.0,1
1.646148835674785e+18,-1308.0,4313.0,6369.0,1
1.6461488357249984e+18,-1291.0,6773.0,5627.0,1
1.6461488357743521e+18,-1130.0,5077.0,5227.0,1
1.646148835826562e+18,-1061.0,5195.0,5577.0,1
1.646148835873638e+18,-1186.0,4526.0,5285.0,1
1.6461488359251464e+18,-1076.0,5361.0,5412.0,1
1.6461488359741614e+18,-319.0,5778.0,5185.0,1
1.6461488360258342e+18,113.0,4258.0,5471.0,1
1.6461488360751598e+18,170.0,4418.0,4730.0,1
1.6461488361248074e+18,-1968.0,3535.0,5864.0,1
1.6461488361739392e+18,-5196.0,5497.0,6432.0,1
1.6461488362281969e+18,-5859.0,5569.0,7213.0,1
1.6461488362761313e+18,-5192.0,5050.0,6669.0,1
1.6461488368803246e+18,-7531.0,3713.0,8414.0,1
1.6461488369244954e+18,-4499.0,5861.0,5038.0,1
1.6461488369800899e+18,-1295.0,7382.0,3217.0,1
1.6461488370270735e+18,670.0,6486.0,2106.0,1
1.6461488370772657e+18,1340.0,6190.0,2069.0,1
1.6461488371250156e+18,812.0,6197.0,2577.0,1
1.6461488371775693e+18,-22.0,6842.0,2925.0,1
1.6461488372300918e+18,-777.0,7530.0,3920.0,1
1.6461488372793403e+18,-761.0,8185.0,3212.0,1
1.6461488373297275e+18,-269.0,8400.0,2473.0,1
1.6461488373820541e+18,110.0,7801.0,2628.0,1
1.646148837424449e+18,157.0,7888.0,3033.0,1
1.646148837480215e+18,-145.0,7169.0,3481.0,1
1.6461488375272947e+18,228.0,8204.0,3184.0,1
1.6461488375791967e+18,803.0,7341.0,2664.0,1
1.6461488376270492e+18,658.0,6448.0,2769.0,1
1.646148837679061e+18,79.0,6330.0,3058.0,1
1.6461488377279823e+18,-61.0,9086.0,1444.0,1
1.6461488377794322e+18,-56.0,8915.0,1637.0,1
1.6461488378252416e+18,199.0,9068.0,958.0,1
1.6461488378803942e+18,-1.0,8675.0,1136.0,1
1.6461488379271575e+18,-474.0,9590.0,341.0,1
1.6461488379787082e+18,-812.0,8414.0,1405.0,1
1.6461488380300265e+18,-291.0,7735.0,2194.0,1
1.6461488380769014e+18,-254.0,7357.0,3410.0,1
1.6461488381304074e+18,-159.0,7225.0,3155.0,1
1.6461488381747146e+18,-441.0,7581.0,2087.0,1
1.6461488382327997e+18,-898.0,6992.0,2472.0,1
1.6461488382795538e+18,-783.0,6347.0,1421.0,1
1.6461488383003996e+18,-804.0,6417.0,1167.0,1
1.6461488383649866e+18,-800.0,6557.0,1063.0,1
1.6461488384311967e+18,-837.0,7125.0,849.0,1
1.646148838477721e+18,-2741.0,9191.0,317.0,1
1.6461488385323858e+18,-2240.0,8350.0,-324.0,1
1.6461488385797386e+18,-1752.0,8360.0,-1242.0,1
1.6461488386317053e+18,-1472.0,8118.0,-1856.0,1
1.6461488386750994e+18,-1254.0,8059.0,-2502.0,1
1.6461488387337628e+18,-1185.0,7788.0,-2824.0,1
1.6461488387790787e+18,-1195.0,7724.0,-2965.0,1
1.6461488388282842e+18,-1175.0,7762.0,-3348.0,1
1.64614883887896e+18,-1060.0,7866.0,-3940.0,1
1.646148838931899e+18,-1152.0,7866.0,-4191.0,1
1.6461488389800515e+18,-1285.0,7669.0,-4252.0,1
1.6461488390320678e+18,-1385.0,7363.0,-4240.0,1
1.6461488390784832e+18,-1345.0,7103.0,-4252.0,1
1.6461488391330877e+18,-1305.0,7035.0,-4491.0,1
1.646148839176752e+18,-1259.0,7053.0,-4685.0,1
1.6461488392321283e+18,-1000.0,7006.0,-4852.0,1
1.6461488392796244e+18,-727.0,6844.0,-5132.0,1
1.6461488393319964e+18,-716.0,6875.0,-5214.0,1
1.6461488393773722e+18,-702.0,7077.0,-5295.0,1
1.6461488394330222e+18,-746.0,7030.0,-5251.0,1
1.6461488394806438e+18,-719.0,7001.0,-5099.0,1
1.6461488395333404e+18,-720.0,7028.0,-5067.0,1
1.6461488395820111e+18,-1072.0,6924.0,-4465.0,1
1.6461488396315566e+18,-453.0,6496.0,-5225.0,1
1.6461488396787453e+18,-281.0,6558.0,-4952.0,1
1.6461488397333757e+18,-588.0,6644.0,-4490.0,1
1.6461488397836347e+18,-417.0,6987.0,-5060.0,1
1.6461488398336317e+18,-184.0,7052.0,-5134.0,1
1.6461488398853944e+18,202.0,6939.0,-5459.0,1
1.6461488399292974e+18,43.0,6741.0,-4846.0,1
1.646148839984507e+18,-116.0,6742.0,-4787.0,1
1.6461488400293962e+18,21.0,6935.0,-5092.0,1
1.646148840082063e+18,-90.0,7158.0,-4785.0,1
1.6461488401343168e+18,-173.0,7229.0,-4766.0,1
1.646148840182856e+18,-257.0,7498.0,-4560.0,1
1.6461488402317417e+18,325.0,7445.0,-5391.0,1
1.6461488402829873e+18,97.0,7417.0,-4817.0,1
1.6461488403320376e+18,-212.0,7102.0,-3901.0,1
1.6461488403827003e+18,-65.0,7289.0,-4622.0,1
1.6461488404327416e+18,247.0,7391.0,-5056.0,1
1.6461488404835505e+18,-120.0,7112.0,-3726.0,1
1.646148840528909e+18,26.0,7214.0,-4253.0,1
1.6461488405814572e+18,-202.0,7436.0,-4254.0,1
1.646148840632199e+18,-694.0,7407.0,-3505.0,1
1.6461488406826726e+18,-389.0,7569.0,-4308.0,1
1.646148840728242e+18,-152.0,7570.0,-4233.0,1
1.6461488407860554e+18,-308.0,7310.0,-3986.0,1
1.6461488408300667e+18,-408.0,7388.0,-4074.0,1
1.6461488408834793e+18,-552.0,7099.0,-3640.0,1
1.6461488409310748e+18,-835.0,6755.0,-2874.0,1
1.646148840982895e+18,-621.0,6763.0,-2833.0,1
1.6461488410302904e+18,-823.0,6766.0,-2770.0,1
1.6461488410843418e+18,-2300.0,7833.0,-3271.0,1
1.6461488411300682e+18,-2598.0,7642.0,-2819.0,1
1.6461488411841183e+18,-2902.0,7658.0,-2101.0,1
1.6461488412302272e+18,-3035.0,7731.0,-1839.0,1
1.6461488412832988e+18,-3547.0,7493.0,-1482.0,1
1.646148841334206e+18,-3743.0,7856.0,-1561.0,1
1.646148841382389e+18,-4479.0,8522.0,-1188.0,1
1.6461488414402348e+18,-4612.0,9088.0,-770.0,1
1.646148841483089e+18,-3937.0,7511.0,-344.0,1
1.6461488415342492e+18,-3726.0,6306.0,4.0,1
1.6461488415824476e+18,-4758.0,7389.0,308.0,1
