timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, SCREW_RIGHT
1.6461489973273326e+18,-633.0,-748.0,7725.0,1
1.6461489973783327e+18,-800.0,-3060.0,6741.0,1
1.646148997432379e+18,-1866.0,-3095.0,9628.0,1
1.64614899747711e+18,-1657.0,-3411.0,8738.0,1
1.6461489975278912e+18,-783.0,-2653.0,7661.0,1
1.6461489975814464e+18,542.0,694.0,5806.0,1
1.6461489976323512e+18,-583.0,-509.0,7772.0,1
1.6461489976769219e+18,-478.0,266.0,7222.0,1
1.6461489977328174e+18,-894.0,-1622.0,7679.0,1
1.6461489977818358e+18,-2017.0,-3586.0,7568.0,1
1.6461489978350277e+18,-2747.0,-3838.0,10228.0,1
1.6461489978766236e+18,-2082.0,-3425.0,8096.0,1
1.6461489979296366e+18,-740.0,-1554.0,7382.0,1
1.6461489979775373e+18,490.0,-852.0,6064.0,1
1.6461489980301156e+18,68.0,-1657.0,7283.0,1
1.646148998076846e+18,-197.0,-1879.0,7441.0,1
1.6461489981284754e+18,-496.0,-2274.0,5737.0,1
1.6461489981804321e+18,-2652.0,-613.0,9145.0,1
1.6461489982288668e+18,-3515.0,-2390.0,10475.0,1
1.6461489982783647e+18,-2980.0,-3025.0,8421.0,1
1.6461489983308111e+18,-133.0,-1520.0,6630.0,1
1.646148998377671e+18,688.0,3380.0,5340.0,1
1.6461489984298726e+18,-694.0,-54.0,8576.0,1
1.646148998477705e+18,-848.0,-429.0,7615.0,1
1.6461489985301686e+18,-1623.0,-1249.0,7817.0,1
1.646148998577183e+18,-1474.0,-4592.0,6609.0,1
1.646148998628872e+18,-2950.0,-4073.0,10264.0,1
1.6461489986782154e+18,-2269.0,-2658.0,8311.0,1
1.646148998729305e+18,-300.0,-2373.0,7108.0,1
1.6461489987772017e+18,242.0,444.0,5938.0,1
1.6461489988314967e+18,-918.0,-1273.0,7387.0,1
1.6461489988784212e+18,-1587.0,-1720.0,7262.0,1
1.6461489989290294e+18,-558.0,-1766.0,4895.0,1
1.6461489989790615e+18,-2827.0,-2674.0,10282.0,1
1.6461489990297946e+18,-3039.0,-2038.0,10483.0,1
1.6461489990797732e+18,-3138.0,-3035.0,8152.0,1
1.646148999129616e+18,-703.0,-2163.0,6141.0,1
1.6461489991841452e+18,317.0,201.0,5314.0,1
1.6461489992282232e+18,-407.0,68.0,7740.0,1
1.64614899928249e+18,-900.0,-630.0,7771.0,1
1.646148999334745e+18,-954.0,-2610.0,6316.0,1
1.646148999382915e+18,-3771.0,-3150.0,10029.0,1
1.6461489994324334e+18,-3905.0,-2667.0,9001.0,1
1.646148999482731e+18,-1097.0,-951.0,6317.0,1
1.6461489995322975e+18,356.0,477.0,5634.0,1
1.6461489995811192e+18,66.0,-847.0,6832.0,1
1.6461489996274563e+18,-1527.0,-1480.0,8284.0,1
1.6461489996827525e+18,-1791.0,-1066.0,7447.0,1
1.6461489997290606e+18,-2948.0,-2600.0,8763.0,1
1.6461489997835354e+18,-4221.0,-1487.0,9222.0,1
1.6461489998327652e+18,-2452.0,-370.0,6976.0,1
1.6461489998833649e+18,-195.0,-1412.0,6378.0,1
