timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, DELIVERY_BIMANUAL
1.6461488239699732e+18,-2367.0,7204.0,2855.0,1
1.6461488240109128e+18,-2179.0,7532.0,2727.0,1
1.6461488240620948e+18,-2289.0,7543.0,2633.0,1
1.646148824112258e+18,-2609.0,7446.0,2621.0,1
1.646148824161691e+18,-2818.0,7680.0,2536.0,1
1.6461488242111729e+18,-3018.0,7295.0,2572.0,1
1.6461488242615196e+18,-2987.0,7132.0,2467.0,1
1.6461488243111053e+18,-2769.0,6976.0,2544.0,1
1.6461488243624543e+18,-2452.0,7196.0,2625.0,1
1.6461488244114957e+18,-2274.0,7478.0,2643.0,1
1.646148824462954e+18,-2255.0,7593.0,2589.0,1
1.6461488245123876e+18,-2368.0,7586.0,2609.0,1
1.646148824561724e+18,-2365.0,7559.0,2365.0,1
1.646148824611784e+18,-2404.0,7519.0,2346.0,1
1.6461488246628664e+18,-2393.0,7470.0,2258.0,1
1.6461488247125253e+18,-2389.0,7550.0,2345.0,1
1.646148824762205e+18,-2386.0,7656.0,2452.0,1
1.6461488248112282e+18,-2387.0,7596.0,2444.0,1
1.6461488248622833e+18,-2431.0,7516.0,2374.0,1
1.6461488249122053e+18,-2471.0,7417.0,2454.0,1
1.6461488249613786e+18,-2502.0,7479.0,2371.0,1
1.6461488250124424e+18,-2510.0,7477.0,2409.0,1
1.6461488250609987e+18,-2541.0,7550.0,2410.0,1
1.6461488251110879e+18,-2526.0,7533.0,2427.0,1
1.6461488251633812e+18,-2508.0,7447.0,2368.0,1
1.646148825217211e+18,-2514.0,7444.0,2406.0,1
1.646148825263233e+18,-2467.0,7354.0,2372.0,1
1.6461488253145487e+18,-2523.0,7493.0,2415.0,1
1.6461488253659858e+18,-2575.0,7520.0,2397.0,1
1.6461488254161303e+18,-2560.0,7511.0,2364.0,1
1.646148825461239e+18,-2533.0,7393.0,2361.0,1
1.6461488255170243e+18,-2605.0,7375.0,2448.0,1
1.6461488255616622e+18,-2585.0,7369.0,2361.0,1
1.6461488256149998e+18,-2578.0,7456.0,2408.0,1
1.646148825666348e+18,-2531.0,7487.0,2356.0,1
1.646148825719323e+18,-2530.0,7582.0,2369.0,1
1.6461488257622446e+18,-2493.0,7475.0,2366.0,1
1.646148825814883e+18,-2500.0,7633.0,2288.0,1
1.646148825864668e+18,-2467.0,7474.0,2269.0,1
1.6461488259165896e+18,-2532.0,7543.0,2315.0,1
1.6461488259589292e+18,-2606.0,7518.0,2311.0,1
1.6461488260168783e+18,-2602.0,7544.0,2378.0,1
1.6461488260648238e+18,-2583.0,7436.0,2406.0,1
1.6461488261177213e+18,-2504.0,7436.0,2305.0,1
1.6461488261661084e+18,-2472.0,7594.0,2069.0,1
1.646148826216985e+18,-2509.0,7759.0,2308.0,1
1.6461488262645496e+18,-2368.0,7436.0,2534.0,1
1.6461488263152115e+18,-1810.0,7220.0,2928.0,1
1.6461488263626578e+18,-1058.0,5563.0,3351.0,1
1.6461488264167432e+18,-1798.0,4998.0,4284.0,1
1.6461488264647657e+18,-2706.0,5103.0,5034.0,1
1.646148826516912e+18,-3816.0,5851.0,5787.0,1
1.646148826568098e+18,-4090.0,4787.0,5952.0,1
1.6461488266153283e+18,-4296.0,5056.0,6048.0,1
1.6461488266643213e+18,-4302.0,5394.0,5780.0,1
1.6461488267153234e+18,-5141.0,6791.0,7133.0,1
1.646148826764467e+18,-6145.0,8419.0,9030.0,1
1.6461488268154348e+18,-5328.0,11527.0,12037.0,1
1.6461488268695386e+18,-1754.0,10739.0,8975.0,1
1.646148826898641e+18,-434.0,8354.0,7428.0,1
1.6461488269691645e+18,1572.0,3541.0,4352.0,1
1.6461488270161236e+18,1484.0,2133.0,2981.0,1
1.6461488270655805e+18,597.0,1308.0,3291.0,1
1.6461488271152346e+18,32.0,106.0,3592.0,1
1.646148827163829e+18,-931.0,828.0,5665.0,1
1.6461488272161147e+18,-494.0,1577.0,5737.0,1
1.6461488272674524e+18,910.0,1082.0,7046.0,1
1.6461488273165225e+18,1674.0,123.0,7005.0,1
1.6461488273659704e+18,2975.0,-545.0,8077.0,1
1.646148827415833e+18,3634.0,-760.0,8047.0,1
1.6461488274648627e+18,3020.0,352.0,8364.0,1
1.646148827516419e+18,2940.0,-310.0,7995.0,1
1.6461488275654868e+18,2928.0,-262.0,7627.0,1
1.6461488276166374e+18,2979.0,188.0,8138.0,1
1.646148827665824e+18,2933.0,2571.0,7348.0,1
1.646148827712322e+18,2900.0,2432.0,7376.0,1
1.6461488277689938e+18,3107.0,1765.0,7248.0,1
1.6461488278153357e+18,3036.0,1097.0,7551.0,1
1.646148827865304e+18,2746.0,1498.0,7722.0,1
1.6461488279149906e+18,2736.0,951.0,7718.0,1
1.6461488279640061e+18,2909.0,1346.0,7658.0,1
1.6461488280299085e+18,3222.0,1163.0,7632.0,1
1.6461488280650217e+18,3215.0,2127.0,7619.0,1
1.6461488281222776e+18,3191.0,1973.0,7747.0,1
1.646148828168781e+18,3129.0,2777.0,7566.0,1
1.6461488282155791e+18,3155.0,2783.0,7548.0,1
1.6461488282649316e+18,3334.0,3652.0,6710.0,1
1.6461488283181942e+18,3409.0,3167.0,6686.0,1
1.6461488283690875e+18,3151.0,3985.0,7110.0,1
1.6461488284153956e+18,3072.0,3995.0,7284.0,1
1.6461488284650854e+18,3386.0,3709.0,6957.0,1
1.6461488285214172e+18,3680.0,2210.0,7054.0,1
1.6461488285657219e+18,3518.0,1980.0,6948.0,1
1.6461488286200497e+18,3187.0,2964.0,6656.0,1
1.6461488286686444e+18,3078.0,2837.0,6764.0,1
1.6461488287208604e+18,2895.0,2733.0,7011.0,1
1.6461488287648655e+18,2521.0,2903.0,7390.0,1
1.646148828819452e+18,1700.0,3804.0,8011.0,1
1.6461488288664684e+18,1724.0,4175.0,6202.0,1
1.6461488289206853e+18,3010.0,4296.0,4954.0,1
1.646148828966166e+18,3689.0,2733.0,5563.0,1
1.6461488290506941e+18,3627.0,2491.0,6093.0,1
1.6461488290702764e+18,3455.0,2325.0,6736.0,1
1.6461488291189624e+18,2463.0,3438.0,8932.0,1
1.6461488291631078e+18,2757.0,3892.0,7383.0,1
1.6461488292207145e+18,1821.0,3636.0,7539.0,1
1.6461488292665452e+18,852.0,3579.0,9052.0,1
1.6461488293207363e+18,851.0,3708.0,9234.0,1
1.6461488293675041e+18,1338.0,3999.0,9969.0,1
1.6461488294214264e+18,3313.0,3155.0,11630.0,1
1.646148829467416e+18,4369.0,2382.0,10276.0,1
1.6461488295215048e+18,4583.0,1807.0,6242.0,1
1.646148829568875e+18,3754.0,1847.0,3985.0,1
1.6461488296221834e+18,1898.0,3932.0,4647.0,1
1.6461488296671588e+18,1819.0,3993.0,5334.0,1
1.6461488297210102e+18,2220.0,3242.0,6732.0,1
1.6461488297663063e+18,2807.0,2210.0,6820.0,1
1.646148829819663e+18,3227.0,2673.0,7094.0,1
1.6461488298674954e+18,3524.0,3061.0,6865.0,1
1.64614882992219e+18,3470.0,3721.0,6809.0,1
1.6461488299681265e+18,3514.0,3923.0,6727.0,1
1.6461488300207793e+18,3377.0,4397.0,6717.0,1
1.646148830071253e+18,3159.0,4606.0,6331.0,1
1.6461488301196603e+18,3067.0,4479.0,5914.0,1
1.6461488301728673e+18,3114.0,4621.0,6452.0,1
1.646148830221472e+18,3404.0,4320.0,6514.0,1
1.6461488302701325e+18,2865.0,4542.0,6673.0,1
1.646148830316633e+18,2079.0,4182.0,6866.0,1
1.6461488303705902e+18,1848.0,4232.0,7156.0,1
1.6461488304206351e+18,1382.0,3841.0,6762.0,1
1.6461488304700628e+18,1703.0,2798.0,5456.0,1
1.6461488305204657e+18,1956.0,1959.0,5294.0,1
1.646148830571105e+18,2608.0,3029.0,4949.0,1
1.6461488306060472e+18,2488.0,3423.0,4815.0,1
1.6461488306708073e+18,2129.0,5994.0,4247.0,1
1.6461488307211622e+18,1429.0,6966.0,3839.0,1
1.6461488307698522e+18,1129.0,8013.0,3048.0,1
1.6461488308162168e+18,672.0,9532.0,2067.0,1
1.6461490593601533e+18,4301.0,4262.0,7687.0,1
1.646149059408148e+18,4336.0,3910.0,7324.0,1
1.646149059456021e+18,3736.0,3645.0,7197.0,1
1.6461490595059814e+18,3415.0,2165.0,7312.0,1
1.646149059555374e+18,1453.0,3719.0,7003.0,1
1.646149059604282e+18,141.0,3313.0,7999.0,1
1.646149059656052e+18,-356.0,1237.0,8046.0,1
1.6461490597085737e+18,-1363.0,1103.0,7288.0,1
1.6461490597623903e+18,-1912.0,2666.0,7556.0,1
1.6461490598058253e+18,-2251.0,2447.0,7882.0,1
1.646149059858186e+18,-1377.0,2866.0,7257.0,1
1.6461490599051784e+18,-1171.0,3754.0,7675.0,1
1.646149059955166e+18,-171.0,3260.0,7883.0,1
1.6461490600056947e+18,501.0,2825.0,7962.0,1
1.6461490600608192e+18,739.0,2625.0,8096.0,1
1.6461490601038966e+18,606.0,3398.0,7409.0,1
1.646149060160434e+18,1004.0,3548.0,6899.0,1
1.64614906020652e+18,648.0,4656.0,6377.0,1
1.6461490602591567e+18,567.0,5135.0,6017.0,1
1.6461490603076078e+18,565.0,5315.0,5781.0,1
1.64614906035645e+18,512.0,6237.0,5628.0,1
1.6461490604053228e+18,295.0,5990.0,5734.0,1
1.6461490604615278e+18,825.0,6062.0,4873.0,1
1.6461490605032837e+18,195.0,6074.0,5172.0,1
1.6461490605646185e+18,147.0,5604.0,5194.0,1
1.6461490606061914e+18,1299.0,6330.0,3529.0,1
1.64614906066146e+18,2157.0,7738.0,2821.0,1
1.6461490607047004e+18,2766.0,8927.0,1280.0,1
1.6461490607604557e+18,2683.0,9201.0,360.0,1
1.6461490608051914e+18,2563.0,8911.0,117.0,1
1.6461490608575508e+18,2517.0,8656.0,-180.0,1
1.6461490609063058e+18,2342.0,8634.0,-702.0,1
1.6461490609546614e+18,2095.0,9052.0,-1139.0,1
1.6461490610073577e+18,2041.0,8499.0,-708.0,1
1.6461490610571976e+18,1842.0,9661.0,-669.0,1
1.6461490611092424e+18,2278.0,8027.0,83.0,1
1.6461490611566318e+18,1826.0,5935.0,2079.0,1
1.6461490612101496e+18,1189.0,7731.0,3035.0,1
1.646149061257491e+18,1568.0,7620.0,4319.0,1
1.646149061310398e+18,1659.0,6692.0,6054.0,1
1.6461490613565102e+18,1997.0,6344.0,5542.0,1
1.6461490614101783e+18,1574.0,6174.0,5979.0,1
1.646149061457594e+18,1627.0,5044.0,6678.0,1
1.6461490615109537e+18,1679.0,5683.0,6034.0,1
1.646149061557444e+18,1877.0,4502.0,6486.0,1
1.6461490616133322e+18,1799.0,5303.0,6023.0,1
1.6461490616604828e+18,1647.0,4689.0,6573.0,1
1.6461490617085153e+18,1836.0,4531.0,6646.0,1
1.6461490617588173e+18,1546.0,4158.0,6858.0,1
1.646149061809504e+18,1677.0,4077.0,7283.0,1
1.64614906185766e+18,2022.0,2863.0,7685.0,1
1.646149061910688e+18,1609.0,2517.0,7606.0,1
1.6461490619572416e+18,1357.0,1755.0,7766.0,1
1.64614906201038e+18,1597.0,2842.0,7380.0,1
1.6461490620620237e+18,2135.0,2248.0,7700.0,1
1.6461490621107484e+18,1961.0,2444.0,8106.0,1
1.6461490621568942e+18,1534.0,2479.0,7850.0,1
1.6461490622129984e+18,1669.0,1742.0,8032.0,1
1.6461490622614648e+18,1609.0,1863.0,8028.0,1
1.6461490623112568e+18,1642.0,2290.0,7539.0,1
1.6461490623592023e+18,1842.0,2006.0,7539.0,1
1.6461490624135542e+18,1594.0,2964.0,7302.0,1
1.6461490624615212e+18,1554.0,3401.0,7609.0,1
1.646149062510746e+18,1647.0,2135.0,7850.0,1
1.6461490625652314e+18,1599.0,2522.0,8041.0,1
1.64614906261195e+18,1511.0,2879.0,7995.0,1
1.6461490626634417e+18,1705.0,2677.0,7507.0,1
1.6461490627071926e+18,1618.0,2445.0,7295.0,1
