timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, BOLT_RIGHT
1.6461490411828815e+18,frame_4760.jpeg,7683.0,554.0,-2965.0,1
1.6461490412345613e+18,frame_4761.jpeg,7242.0,626.0,-2457.0,1
1.646149041284197e+18,frame_4762.jpeg,7768.0,873.0,-2856.0,1
1.6461490413359936e+18,frame_4763.jpeg,7634.0,713.0,-2131.0,1
1.6461490413827325e+18,frame_4764.jpeg,7874.0,567.0,-2155.0,1
1.6461490414357043e+18,frame_4765.jpeg,8011.0,1177.0,-2217.0,1
1.6461490414823276e+18,frame_4766.jpeg,7237.0,786.0,-2240.0,1
1.6461490415349238e+18,frame_4767.jpeg,8203.0,941.0,-2189.0,1
1.646149041584243e+18,frame_4768.jpeg,7652.0,637.0,-1947.0,1
1.646149041631201e+18,frame_4769.jpeg,7102.0,479.0,-1483.0,1
1.6461490416884864e+18,frame_4770.jpeg,7715.0,545.0,-1267.0,1
1.6461490417347323e+18,frame_4771.jpeg,7310.0,327.0,-1499.0,1
1.6461490417900713e+18,frame_4772.jpeg,7326.0,496.0,-1967.0,1
1.646149041849709e+18,frame_4773.jpeg,7490.0,483.0,-1912.0,1
1.6461490418845279e+18,frame_4774.jpeg,8978.0,33.0,-778.0,1
1.6461490419339538e+18,frame_4775.jpeg,8077.0,-490.0,-1551.0,1
1.6461490419861734e+18,frame_4776.jpeg,8789.0,-551.0,-1638.0,1
1.6461490420335398e+18,frame_4777.jpeg,7959.0,-464.0,-1367.0,1
1.6461490420844646e+18,frame_4778.jpeg,7567.0,-405.0,-1067.0,1
1.6461490421349391e+18,frame_4779.jpeg,7870.0,-498.0,-1177.0,1
1.6461490421875602e+18,frame_4780.jpeg,8063.0,-666.0,-1278.0,1
1.646149042233954e+18,frame_4781.jpeg,8126.0,-1056.0,-728.0,1
1.6461490422871887e+18,frame_4782.jpeg,7959.0,-949.0,-658.0,1
1.6461490423340844e+18,frame_4783.jpeg,7824.0,-800.0,-1081.0,1
1.646149042388377e+18,frame_4784.jpeg,7951.0,-653.0,-954.0,1
1.646149042431495e+18,frame_4785.jpeg,8025.0,-891.0,-1016.0,1
1.6461490424881654e+18,frame_4786.jpeg,7955.0,-841.0,-661.0,1
1.6461490425311386e+18,frame_4787.jpeg,7766.0,-514.0,-831.0,1
1.6461490425866662e+18,frame_4788.jpeg,8083.0,-554.0,-1087.0,1
1.6461490426319788e+18,frame_4789.jpeg,7800.0,-733.0,-790.0,1
1.6461490426869985e+18,frame_4790.jpeg,7722.0,-859.0,-720.0,1
1.6461490427326013e+18,frame_4791.jpeg,7788.0,-886.0,-763.0,1
1.6461490427882058e+18,frame_4792.jpeg,7672.0,-915.0,-956.0,1
1.6461490428276165e+18,frame_4793.jpeg,7725.0,-1027.0,-1063.0,1
1.646149042887683e+18,frame_4794.jpeg,8492.0,-1091.0,-1125.0,1
1.646149042934562e+18,frame_4795.jpeg,8070.0,-1218.0,-889.0,1
1.6461490429862257e+18,frame_4796.jpeg,8091.0,-1238.0,-1011.0,1
1.6461490430330678e+18,frame_4797.jpeg,7734.0,-1303.0,-1096.0,1
1.6461490430871741e+18,frame_4798.jpeg,8019.0,-1253.0,-1196.0,1
1.6461490431368676e+18,frame_4799.jpeg,7850.0,-1141.0,-663.0,1
1.6461490431867802e+18,frame_4800.jpeg,7872.0,-1208.0,-639.0,1
1.6461490432321155e+18,frame_4801.jpeg,7661.0,-1281.0,-597.0,1
1.6461490432877373e+18,frame_4802.jpeg,7829.0,-1262.0,-770.0,1
1.6461490433361147e+18,frame_4803.jpeg,7984.0,-943.0,-1052.0,1
1.646149043388192e+18,frame_4804.jpeg,7875.0,-1007.0,-1110.0,1
1.646149043437345e+18,frame_4805.jpeg,7963.0,-1168.0,-995.0,1
1.6461490434830881e+18,frame_4806.jpeg,6894.0,-1145.0,-847.0,1
1.6461490435371098e+18,frame_4807.jpeg,8686.0,-1222.0,-494.0,1
1.6461490435883105e+18,frame_4808.jpeg,7933.0,-1362.0,38.0,1
1.6461490436355932e+18,frame_4809.jpeg,7713.0,-1164.0,42.0,1
1.6461490436878095e+18,frame_4810.jpeg,8062.0,-1057.0,-1461.0,1
1.6461490437404874e+18,frame_4811.jpeg,8336.0,-1437.0,-1344.0,1
1.646149043784546e+18,frame_4812.jpeg,7890.0,-1410.0,-774.0,1
1.6461490438407478e+18,frame_4813.jpeg,7875.0,-1090.0,-465.0,1
1.6461490438841244e+18,frame_4814.jpeg,7759.0,-930.0,-743.0,1
1.646149043934895e+18,frame_4815.jpeg,8024.0,-983.0,-477.0,1
1.6461490439884608e+18,frame_4816.jpeg,8096.0,-1174.0,-825.0,1
1.646149044037043e+18,frame_4817.jpeg,7918.0,-1204.0,-523.0,1
1.6461490440883436e+18,frame_4818.jpeg,8052.0,-1163.0,-429.0,1
1.6461490441405343e+18,frame_4819.jpeg,7817.0,-910.0,-371.0,1
1.646149044183379e+18,frame_4820.jpeg,8156.0,-832.0,-844.0,1
1.6461490442414764e+18,frame_4821.jpeg,7609.0,-1218.0,-1415.0,1
1.6461490442866063e+18,frame_4822.jpeg,8039.0,-1158.0,-1461.0,1
1.6461490443409152e+18,frame_4823.jpeg,7725.0,-908.0,-1118.0,1
1.6461490443856745e+18,frame_4824.jpeg,7872.0,-1008.0,-1270.0,1
1.646149044440854e+18,frame_4825.jpeg,7541.0,-1246.0,-1615.0,1
1.6461490444850721e+18,frame_4826.jpeg,8407.0,-1132.0,-1435.0,1
1.6461490445412124e+18,frame_4827.jpeg,7538.0,-1149.0,-1357.0,1
1.6461490445856428e+18,frame_4828.jpeg,7669.0,-897.0,-2026.0,1
1.6461490446375882e+18,frame_4829.jpeg,7946.0,-285.0,-2008.0,1
