timestamp,a_right_backPose,b_right_backPose,c_right_backPose, BOLT_RIGHT
1.646147379869022e+18,-2896.0,3994.0,-6629.0,1
1.646147379923426e+18,-3114.0,3858.0,-6686.0,1
1.6461473799682506e+18,-3278.0,3579.0,-6487.0,1
1.6461473800225743e+18,-3618.0,3610.0,-6473.0,1
1.64614738007061e+18,-3493.0,3427.0,-6443.0,1
1.6461473801207775e+18,-4042.0,2663.0,-6249.0,1
1.6461473801730273e+18,-4632.0,2523.0,-6324.0,1
1.6461473802235284e+18,-4235.0,2147.0,-7052.0,1
1.6461473802687334e+18,-4823.0,2249.0,-7002.0,1
1.6461473803253507e+18,-6586.0,1390.0,-6293.0,1
1.6461473803749053e+18,-5001.0,776.0,-5383.0,1
1.6461473804074115e+18,-5056.0,635.0,-5561.0,1
1.6461473804726016e+18,-5110.0,634.0,-5736.0,1
1.646147380521e+18,-4436.0,1139.0,-7313.0,1
1.6461473805670994e+18,-3170.0,1317.0,-6466.0,1
1.646147380628306e+18,-5236.0,1742.0,-6608.0,1
1.6461473806736586e+18,-4171.0,2782.0,-7275.0,1
1.6461473807122545e+18,-5777.0,2668.0,-6946.0,1
1.6461473807616965e+18,-5356.0,2677.0,-6462.0,1
1.6461473808208717e+18,-2403.0,1141.0,-6727.0,1
1.6461473808744525e+18,-3512.0,1573.0,-7470.0,1
1.6461473809095729e+18,-3332.0,1645.0,-7520.0,1
1.646147380975563e+18,-1717.0,2422.0,-7502.0,1
1.6461473810228145e+18,-1444.0,2922.0,-7495.0,1
1.646147381073486e+18,-1530.0,3114.0,-7326.0,1
1.6461473811232133e+18,-1983.0,3531.0,-7582.0,1
1.6461473811714747e+18,-2170.0,3568.0,-7716.0,1
1.6461473812210726e+18,-1997.0,3294.0,-7063.0,1
1.6461473812755758e+18,-2811.0,3792.0,-6676.0,1
1.6461473813227768e+18,-3770.0,4292.0,-6350.0,1
1.646147381373165e+18,-3317.0,4047.0,-6315.0,1
1.646147381423218e+18,-1939.0,3311.0,-7303.0,1
1.6461473814736504e+18,-621.0,2453.0,-7794.0,1
1.6461473815234634e+18,-1269.0,2204.0,-7559.0,1
1.646147381570453e+18,-1998.0,2307.0,-7440.0,1
1.6461473816248689e+18,-511.0,2442.0,-7757.0,1
1.6461473816740442e+18,155.0,2625.0,-7933.0,1
1.6461473817203927e+18,1069.0,2761.0,-8103.0,1
1.6461473817744479e+18,-28.0,3988.0,-7582.0,1
1.6461473818207483e+18,-1767.0,5074.0,-7853.0,1
1.6461473818743772e+18,-1321.0,4199.0,-7020.0,1
1.6461473819205407e+18,-1035.0,4192.0,-7038.0,1
1.6461473819735324e+18,-2402.0,4428.0,-7080.0,1
1.646147382023609e+18,-3032.0,3397.0,-7033.0,1
1.646147382072425e+18,-3330.0,2670.0,-7524.0,1
1.646147382125004e+18,-3225.0,1630.0,-8074.0,1
1.646147382174141e+18,-2620.0,2214.0,-8572.0,1
1.6461473822235855e+18,-1200.0,2744.0,-8182.0,1
1.646147382275771e+18,-1836.0,3853.0,-6923.0,1
1.6461473823204265e+18,-2664.0,4971.0,-6683.0,1
1.6461473823728364e+18,-2576.0,4736.0,-6522.0,1
1.6461473824243172e+18,-1817.0,4258.0,-7003.0,1
1.6461473824762388e+18,-1287.0,4100.0,-6993.0,1
1.6461473825248036e+18,-409.0,4343.0,-6988.0,1
1.6461473825732692e+18,-912.0,4968.0,-7238.0,1
1.646147382624311e+18,-532.0,4330.0,-6556.0,1
1.6461473826740142e+18,-2140.0,4124.0,-6801.0,1
1.6461473827240128e+18,-2160.0,3914.0,-7080.0,1
1.646147382777e+18,-1161.0,4258.0,-7315.0,1
1.6461473828282015e+18,-1387.0,4627.0,-7148.0,1
1.646147382854247e+18,-2419.0,5111.0,-7254.0,1
1.646147382934916e+18,-3162.0,4153.0,-6392.0,1
1.646147382973263e+18,-3092.0,3729.0,-6525.0,1
1.6461473830285115e+18,-2082.0,3225.0,-7174.0,1
1.646147383072192e+18,-2160.0,3696.0,-6683.0,1
1.646147383129208e+18,-1765.0,4295.0,-6879.0,1
1.6461473831733512e+18,-1957.0,5138.0,-7156.0,1
1.6461473832249805e+18,-2824.0,5510.0,-6293.0,1
1.6461473832744983e+18,-2906.0,5364.0,-5954.0,1
1.6461473833244938e+18,-3431.0,5273.0,-5757.0,1
1.6461473833725568e+18,-2205.0,5069.0,-6273.0,1
1.6461473834225e+18,-1005.0,5120.0,-6445.0,1
1.6461473834739942e+18,-1661.0,5949.0,-6833.0,1
1.646147383528792e+18,-1628.0,5582.0,-6126.0,1
1.6461473835732954e+18,-2589.0,5255.0,-5605.0,1
1.6461473836238495e+18,-2751.0,5065.0,-6032.0,1
1.646147383675374e+18,-2243.0,4672.0,-6217.0,1
1.64614738372417e+18,-2026.0,4381.0,-6427.0,1
1.646147383773493e+18,-2774.0,4819.0,-6333.0,1
1.6461473838283274e+18,-2543.0,4814.0,-6035.0,1
1.6461473838750502e+18,-2802.0,5038.0,-6570.0,1
1.6461473839228088e+18,-2552.0,4977.0,-6269.0,1
1.646147383975814e+18,-3381.0,5401.0,-5554.0,1
1.6461473840230024e+18,-4452.0,5844.0,-5190.0,1
1.6461473840759724e+18,-3828.0,5619.0,-5640.0,1
1.6461473841240087e+18,-1984.0,4986.0,-5713.0,1
1.6461473841790935e+18,-1246.0,5551.0,-5634.0,1
1.6461473842270643e+18,-2442.0,6624.0,-6339.0,1
1.6461473842793073e+18,369.0,5651.0,-5794.0,1
1.6461473843227988e+18,-655.0,6102.0,-5509.0,1
1.6461473843754972e+18,-1402.0,6382.0,-5832.0,1
1.6461473844254572e+18,-2628.0,6125.0,-5654.0,1
1.6461473844793267e+18,-3207.0,5346.0,-5548.0,1
1.646147384524044e+18,-2944.0,4398.0,-5578.0,1
1.6461473845791455e+18,-3200.0,4670.0,-6352.0,1
1.6461473846251735e+18,-2786.0,4823.0,-6142.0,1
1.646147384678427e+18,-2961.0,5564.0,-6162.0,1
1.646147384724631e+18,-3014.0,6078.0,-5711.0,1
1.6461473847813512e+18,-3367.0,6331.0,-5236.0,1
