timestamp,a_right_backPose,b_right_backPose,c_right_backPose, PICKUP_LEFT
1.6461471218458588e+18,-6765.0,1186.0,4432.0,1
1.6461471218979146e+18,-7257.0,569.0,3917.0,1
1.646147121951215e+18,-6974.0,417.0,4630.0,1
1.6461471220008392e+18,-6747.0,398.0,4985.0,1
1.6461471220472338e+18,-6619.0,226.0,5085.0,1
1.6461471221013875e+18,-6184.0,-81.0,5551.0,1
1.6461471221471465e+18,-6535.0,-429.0,5241.0,1
1.646147122201917e+18,-6310.0,-295.0,5354.0,1
1.6461471222476483e+18,-5773.0,157.0,5671.0,1
1.6461471222979415e+18,-5505.0,126.0,5767.0,1
1.646147122348489e+18,-4976.0,195.0,6017.0,1
1.6461471224018043e+18,-4698.0,280.0,6465.0,1
1.6461471224478426e+18,-4514.0,333.0,6715.0,1
1.6461471225004183e+18,-4562.0,525.0,6880.0,1
1.6461471225476557e+18,-4635.0,583.0,6980.0,1
1.6461471226031713e+18,-4506.0,740.0,7084.0,1
1.646147122648469e+18,-4433.0,953.0,7126.0,1
1.6461471226984172e+18,-4073.0,1305.0,7415.0,1
1.6461471227483663e+18,-4528.0,772.0,7055.0,1
1.6461471228028196e+18,-4706.0,1395.0,7300.0,1
1.646147122851669e+18,-5477.0,998.0,6901.0,1
1.6461471229029504e+18,-4472.0,1154.0,7359.0,1
1.6461471229488044e+18,-5022.0,26.0,6009.0,1
1.6461471229970957e+18,-5449.0,-197.0,4977.0,1
1.6461471230484316e+18,-5109.0,284.0,4899.0,1
1.6461471230986422e+18,-4929.0,510.0,4695.0,1
1.6461471231503918e+18,-4399.0,1345.0,4848.0,1
1.646147123200746e+18,-6002.0,636.0,4682.0,1
1.6461471232496476e+18,-5247.0,1044.0,5607.0,1
1.6461471233034235e+18,-7033.0,223.0,5690.0,1
1.6461471233533033e+18,-7676.0,843.0,5923.0,1
1.646147123397105e+18,-6872.0,2337.0,5978.0,1
1.6461471234511565e+18,-6461.0,2188.0,5518.0,1
1.6461471234988498e+18,-5924.0,2531.0,5225.0,1
1.6461471235519222e+18,-6766.0,2707.0,5560.0,1
1.6461471235983839e+18,-6656.0,2699.0,4938.0,1
1.64614712365442e+18,-4893.0,2324.0,3899.0,1
1.6461471236986263e+18,-4694.0,2038.0,3743.0,1
1.6461471237525775e+18,-6536.0,2951.0,2771.0,1
1.64614712380401e+18,-6793.0,5123.0,2906.0,1
1.646147145381362e+18,-5627.0,6041.0,4733.0,1
1.646147145429135e+18,-4808.0,5882.0,4540.0,1
1.6461471454799347e+18,-5670.0,6160.0,3964.0,1
1.6461471455293494e+18,-5469.0,5358.0,3679.0,1
1.646147145583841e+18,-5814.0,4776.0,3547.0,1
1.6461471456278766e+18,-5721.0,4503.0,3748.0,1
1.6461471456802383e+18,-5875.0,4707.0,3763.0,1
1.6461471457286582e+18,-6120.0,5075.0,3794.0,1
1.6461471457783572e+18,-6215.0,5469.0,4082.0,1
1.6461471458278095e+18,-6145.0,5629.0,3817.0,1
1.646147145880717e+18,-6014.0,5807.0,3742.0,1
1.6461471459290053e+18,-5540.0,5799.0,3591.0,1
1.6461471459823137e+18,-6108.0,5550.0,3699.0,1
1.6461471460294428e+18,-5832.0,5560.0,3801.0,1
1.6461471460801943e+18,-6328.0,5717.0,4019.0,1
1.6461471461309146e+18,-6322.0,5415.0,3869.0,1
1.6461471461831642e+18,-6594.0,4931.0,3709.0,1
1.6461471462283773e+18,-6116.0,4241.0,2808.0,1
1.646147146278948e+18,-6629.0,3565.0,2044.0,1
1.6461471463280187e+18,-7261.0,3443.0,2110.0,1
1.6461471467328934e+18,-7493.0,1783.0,3140.0,1
1.6461471467800911e+18,-7769.0,1829.0,2874.0,1
1.6461471468285012e+18,-8153.0,1958.0,2232.0,1
1.6461471468797832e+18,-8030.0,1865.0,2536.0,1
1.6461471469347656e+18,-8086.0,1621.0,1787.0,1
1.6461471469826688e+18,-8326.0,1272.0,784.0,1
1.6461471470334162e+18,-6036.0,450.0,644.0,1
1.6461471470805379e+18,-8078.0,1088.0,-14.0,1
1.6461471471333724e+18,-7780.0,1631.0,-118.0,1
1.64614714717887e+18,-8947.0,2478.0,580.0,1
1.6461471472340805e+18,-7138.0,1713.0,-1564.0,1
1.6461471472779167e+18,-7707.0,2227.0,-1136.0,1
1.6461471473331612e+18,-7227.0,1466.0,-1159.0,1
1.646147147379089e+18,-7086.0,2194.0,516.0,1
1.646147147433854e+18,-7607.0,2055.0,-193.0,1
1.6461471474800097e+18,-7657.0,1717.0,1340.0,1
1.6461471475347804e+18,-7857.0,1659.0,3621.0,1
1.6461471475797868e+18,-7895.0,1512.0,5554.0,1
1.64614714763443e+18,-7242.0,2095.0,6622.0,1
1.646147147678267e+18,-7437.0,2476.0,4171.0,1
1.6461471477343762e+18,-6604.0,2005.0,2768.0,1
1.646147147779041e+18,-7416.0,2159.0,2634.0,1
1.6461471478300508e+18,-7038.0,1445.0,2515.0,1
1.6461471478814316e+18,-6968.0,1283.0,2936.0,1
1.6461471479312049e+18,-7164.0,1505.0,2171.0,1
1.646147147979837e+18,-7092.0,2079.0,1273.0,1
1.646147148036881e+18,-6858.0,1978.0,330.0,1
1.6461471480785815e+18,-6782.0,2919.0,2598.0,1
1.646147148131188e+18,-7280.0,3276.0,4655.0,1
1.6461471481793644e+18,-7051.0,3715.0,5351.0,1
1.6461471482302597e+18,-6877.0,3940.0,5365.0,1
1.6461471482847434e+18,-6872.0,4099.0,4527.0,1
1.6461471483304796e+18,-6572.0,3921.0,4692.0,1
1.6461471483855158e+18,-6409.0,3689.0,4680.0,1
1.6461471484302968e+18,-5863.0,3749.0,4601.0,1
1.64614714848628e+18,-6000.0,3439.0,4346.0,1
1.6461471485290644e+18,-6147.0,4046.0,4748.0,1
1.646147148586026e+18,-6096.0,3958.0,4155.0,1
1.646147148637635e+18,-5890.0,3274.0,3671.0,1
1.646147148685384e+18,-6073.0,3256.0,3521.0,1
1.6461471487337165e+18,-6087.0,3067.0,3151.0,1
1.6461471487854843e+18,-7742.0,3454.0,3067.0,1
1.646147148834484e+18,-7895.0,3864.0,3728.0,1
1.6461471488843643e+18,-7320.0,3631.0,3658.0,1
1.6461471489327532e+18,-6756.0,2957.0,2034.0,1
1.6461471489706813e+18,-6197.0,2693.0,2187.0,1
1.6461471490311946e+18,-7101.0,3045.0,3057.0,1
1.6461471490873546e+18,-7883.0,3521.0,3048.0,1
1.6461471491342362e+18,-7638.0,3163.0,2628.0,1
1.6461471491844355e+18,-7005.0,2957.0,2163.0,1
1.6461471492302884e+18,-6705.0,2917.0,1977.0,1
1.6461471492849203e+18,-6506.0,3095.0,1910.0,1
1.6461471493324764e+18,-6919.0,2903.0,2218.0,1
1.6461471493846976e+18,-6273.0,2869.0,2664.0,1
1.6461471494310966e+18,-7389.0,3301.0,3781.0,1
1.6461471494856968e+18,-7255.0,3819.0,4268.0,1
1.6461471495304305e+18,-7539.0,3571.0,3826.0,1
1.646147149586464e+18,-7248.0,3822.0,2398.0,1
1.6461471496288558e+18,-7814.0,3896.0,1786.0,1
1.6461471496848763e+18,-7052.0,4652.0,1271.0,1
